tick,type,time,meta,track,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,11,,,,,,,,60,4,,,,
0,track_name,0,1,11,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,
0,control_change,0,0,10,,,,,,,,,4,10,64,,
0,control_change,0,0,10,,,,,,,,,4,7,80,,
0,program_change,0,0,10,,,,,,,,60,4,,,,
0,control_change,0,0,11,,,,,,,,,4,7,80,,
0,track_name,0,1,10,,,,,,,,,,,,,
0,control_change,0,0,9,,,,,,,,,3,10,64,,
0,control_change,0,0,9,,,,,,,,,3,7,80,,
0,program_change,0,0,9,,,,,,,,70,3,,,,
0,track_name,0,1,9,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,
0,control_change,0,0,8,,,,,,,,,3,10,64,,
0,midi_port,0,1,10,,,,,,,0,,,,,,
0,control_change,0,0,11,,,,,,,,,4,10,64,,
0,midi_port,0,1,12,,,,,,,0,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,
0,midi_port,0,1,15,,,,,,,0,,,,,,
0,control_change,0,0,14,,,,,,,,,6,10,64,,
0,control_change,0,0,14,,,,,,,,,6,7,90,,
0,program_change,0,0,14,,,,,,,,57,6,,,,
0,track_name,0,1,14,,,,,,,,,,,,,
0,midi_port,0,1,14,,,,,,,0,,,,,,
0,control_change,0,0,13,,,,,,,,,5,10,64,,
0,control_change,0,0,13,,,,,,,,,5,7,80,,
0,program_change,0,0,13,,,,,,,,56,5,,,,
0,track_name,0,1,13,,,,,,,,,,,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,
0,control_change,0,0,12,,,,,,,,,5,10,64,,
0,control_change,0,0,12,,,,,,,,,5,7,80,,
0,program_change,0,0,12,,,,,,,,56,5,,,,
0,control_change,0,0,8,,,,,,,,,3,7,80,,
0,program_change,0,0,15,,,,,,,,57,6,,,,
0,program_change,0,0,8,,,,,,,,70,3,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,control_change,0,0,3,,,,,,,,,0,10,64,,
0,control_change,0,0,3,,,,,,,,,0,7,65,,
0,program_change,0,0,3,,,,,,,,73,0,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,0,10,64,,
0,program_change,0,0,2,,,,,,,,73,0,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,0,7,60,,
0,program_change,0,0,1,,,,,,,,72,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,60,,
0,program_change,0,0,4,,,,,,,,68,1,,,,
0,control_change,0,0,4,,,,,,,,,1,7,70,,
0,control_change,0,0,4,,,,,,,,,1,10,64,,
0,control_change,0,0,7,,,,,,,,,2,10,64,,
0,control_change,0,0,7,,,,,,,,,2,7,70,,
0,program_change,0,0,7,,,,,,,,71,2,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,control_change,0,0,6,,,,,,,,,2,10,64,,
0,control_change,0,0,6,,,,,,,,,2,7,70,,
0,program_change,0,0,6,,,,,,,,71,2,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,control_change,0,0,5,,,,,,,,,2,10,64,,
0,control_change,0,0,5,,,,,,,,,2,7,70,,
0,program_change,0,0,5,,,,,,,,71,2,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,
0,control_change,0,0,15,,,,,,,,,6,7,90,,
0,control_change,0,0,15,,,,,,,,,6,10,64,,
0,control_change,0,0,31,,,,,,,,,15,10,64,,
0,track_name,0,1,27,,,,,,,,,,,,,
0,midi_port,0,1,27,,,,,,,0,,,,,,
