tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,note_on,,,,,0,0,1,,,0,,,72,104
0,note_on,,,,,0,0,1,,,0,,,84,104
0,note_on,,,,,0,0,1,,,0,,,79,104
0,note_on,,,,,0,0,1,,,0,,,76,104
0,control_change,,,,,0,0,1,,,0,7,127,,
0,track_name,,,,,0,1,2,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,program_change,,,,,0,0,1,,0,0,,,,
0,note_on,,,,,0,0,2,,,1,,,55,104
0,note_on,,,,,0,0,2,,,1,,,48,104
0,note_on,,,,,0,0,2,,,1,,,64,104
0,control_change,,,,,0,0,2,,,1,7,127,,
0,program_change,,,,,0,0,2,,0,1,,,,
0,set_tempo,,,,,0,1,0,428571,,,,,,
0,note_on,,,,,0,0,2,,,1,,,60,104
288,note_off,,,,,0,0,2,,,1,,,48,64
288,note_off,,,,,0,0,2,,,1,,,64,64
288,note_off,,,,,0,0,2,,,1,,,55,64
288,note_off,,,,,288,0,2,,,1,,,60,64
288,note_off,,,,,0,0,1,,,0,,,76,64
288,note_off,,,,,0,0,1,,,0,,,79,64
288,note_off,,,,,0,0,1,,,0,,,84,64
288,note_off,,,,,288,0,1,,,0,,,72,64
360,note_on,,,,,72,0,1,,,0,,,64,104
360,note_on,,,,,0,0,2,,,1,,,48,104
360,note_on,,,,,0,0,2,,,1,,,36,104
360,note_on,,,,,72,0,2,,,1,,,43,104
360,note_on,,,,,0,0,1,,,0,,,60,104
360,note_on,,,,,0,0,1,,,0,,,52,104
456,note_off,,,,,96,0,2,,,1,,,48,64
456,note_off,,,,,0,0,1,,,0,,,64,64
456,note_off,,,,,0,0,1,,,0,,,60,64
456,note_off,,,,,0,0,2,,,1,,,36,64
456,note_off,,,,,0,0,2,,,1,,,43,64
456,note_off,,,,,96,0,1,,,0,,,52,64
480,note_on,,,,,24,0,2,,,1,,,48,104
480,note_on,,,,,0,0,1,,,0,,,52,104
480,note_on,,,,,0,0,2,,,1,,,43,104
480,note_on,,,,,24,0,1,,,0,,,60,104
480,note_on,,,,,0,0,2,,,1,,,36,104
480,note_on,,,,,0,0,1,,,0,,,64,104
672,note_off,,,,,192,0,2,,,1,,,43,64
672,note_off,,,,,0,0,2,,,1,,,36,64
672,note_off,,,,,0,0,2,,,1,,,48,64
705,note_off,,,,,225,0,1,,,0,,,64,64
705,note_off,,,,,0,0,1,,,0,,,52,64
705,note_off,,,,,0,0,1,,,0,,,60,64
720,note_on,,,,,15,0,1,,,0,,,53,104
720,note_on,,,,,0,0,2,,,1,,,38,104
720,note_on,,,,,48,0,2,,,1,,,50,104
720,note_on,,,,,0,0,1,,,0,,,60,104
720,note_on,,,,,0,0,1,,,0,,,65,104
816,note_off,,,,,0,0,2,,,1,,,50,64
816,note_off,,,,,96,0,2,,,1,,,38,64
816,note_off,,,,,0,0,1,,,0,,,53,64
816,note_off,,,,,0,0,1,,,0,,,60,64
816,note_off,,,,,96,0,1,,,0,,,65,64
840,note_on,,,,,0,0,2,,,1,,,40,104
840,note_on,,,,,0,0,2,,,1,,,52,104
840,note_on,,,,,0,0,1,,,0,,,55,104
840,note_on,,,,,0,0,1,,,0,,,67,104
840,note_on,,,,,24,0,1,,,0,,,60,104
840,note_on,,,,,24,0,2,,,1,,,48,104
936,note_off,,,,,96,0,1,,,0,,,67,64
936,note_off,,,,,0,0,1,,,0,,,55,64
936,note_off,,,,,0,0,1,,,0,,,60,64
936,note_off,,,,,0,0,2,,,1,,,48,64
936,note_off,,,,,0,0,2,,,1,,,52,64
936,note_off,,,,,96,0,2,,,1,,,40,64
960,note_on,,,,,0,0,1,,,0,,,60,104
960,note_on,,,,,24,0,1,,,0,,,69,104
960,note_on,,,,,0,0,2,,,1,,,53,104
960,note_on,,,,,0,0,2,,,1,,,48,104
960,note_on,,,,,24,0,2,,,1,,,41,104
960,note_on,,,,,0,0,1,,,0,,,57,104
1152,note_off,,,,,0,0,1,,,0,,,57,64
1152,note_off,,,,,0,0,2,,,1,,,48,64
1152,note_off,,,,,0,0,2,,,1,,,41,64
1152,note_off,,,,,192,0,1,,,0,,,60,64
1152,note_off,,,,,0,0,1,,,0,,,69,64
1152,note_off,,,,,192,0,2,,,1,,,53,64
1200,note_on,,,,,48,0,2,,,1,,,48,104
1200,note_on,,,,,0,0,2,,,1,,,52,104
1200,note_on,,,,,0,0,2,,,1,,,40,104
1200,note_on,,,,,48,0,1,,,0,,,55,104
1200,note_on,,,,,0,0,1,,,0,,,60,104
1200,note_on,,,,,0,0,1,,,0,,,67,104
1392,note_off,,,,,0,0,1,,,0,,,55,64
1392,note_off,,,,,0,0,1,,,0,,,60,64
1392,note_off,,,,,0,0,2,,,1,,,48,64
1392,note_off,,,,,0,0,2,,,1,,,52,64
1392,note_off,,,,,192,0,2,,,1,,,40,64
1392,note_off,,,,,192,0,1,,,0,,,67,64
1800,note_on,,,,,0,0,2,,,1,,,48,104
1800,note_on,,,,,408,0,2,,,1,,,43,104
1800,note_on,,,,,0,0,2,,,1,,,36,104
1800,note_on,,,,,408,0,1,,,0,,,52,104
1800,note_on,,,,,0,0,1,,,0,,,60,104
1800,note_on,,,,,0,0,1,,,0,,,64,104
1896,note_off,,,,,96,0,2,,,1,,,48,64
1896,note_off,,,,,0,0,2,,,1,,,43,64
1896,note_off,,,,,0,0,2,,,1,,,36,64
1896,note_off,,,,,0,0,1,,,0,,,60,64
1896,note_off,,,,,96,0,1,,,0,,,64,64
1896,note_off,,,,,0,0,1,,,0,,,52,64
1920,note_on,,,,,24,0,2,,,1,,,48,104
1920,note_on,,,,,24,0,1,,,0,,,60,104
1920,note_on,,,,,0,0,1,,,0,,,64,104
1920,note_on,,,,,0,0,2,,,1,,,36,104
1920,note_on,,,,,0,0,1,,,0,,,52,104
1920,note_on,,,,,0,0,2,,,1,,,43,104
2112,note_off,,,,,192,0,2,,,1,,,36,64
2112,note_off,,,,,0,0,2,,,1,,,43,64
2112,note_off,,,,,0,0,2,,,1,,,48,64
2112,note_off,,,,,0,0,1,,,0,,,60,64
2112,note_off,,,,,192,0,1,,,0,,,52,64
2112,note_off,,,,,0,0,1,,,0,,,64,64
2160,note_on,,,,,0,0,1,,,0,,,65,104
2160,note_on,,,,,0,0,1,,,0,,,60,104
2160,note_on,,,,,0,0,2,,,1,,,38,104
2160,note_on,,,,,48,0,2,,,1,,,50,104
2160,note_on,,,,,48,0,1,,,0,,,53,104
2256,note_off,,,,,0,0,1,,,0,,,53,64
2256,note_off,,,,,96,0,1,,,0,,,60,64
2256,note_off,,,,,96,0,2,,,1,,,38,64
2256,note_off,,,,,0,0,2,,,1,,,50,64
2256,note_off,,,,,0,0,1,,,0,,,65,64
2280,note_on,,,,,24,0,2,,,1,,,52,104
2280,note_on,,,,,0,0,2,,,1,,,40,104
2280,note_on,,,,,0,0,2,,,1,,,48,104
2280,note_on,,,,,24,0,1,,,0,,,67,104
2280,note_on,,,,,0,0,1,,,0,,,60,104
2280,note_on,,,,,0,0,1,,,0,,,55,104
2376,note_off,,,,,0,0,1,,,0,,,55,64
