tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,pitch,program,note,velocity
3840,marker,0,1,0,,,,,,,,,,,,,
3840,control_change,960,0,1,,,,,,,64,127,1,,,,
3880,note_on,40,0,5,,,,,,,,,5,,,60,85
3920,note_on,80,0,3,,,,,,,,,3,,,79,84
3920,note_on,0,0,3,,,,,,,,,3,,,76,84
3920,note_on,80,0,2,,,,,,,,,2,,,72,85
3920,note_on,0,0,4,,,,,,,,,4,,,64,84
3920,note_on,80,0,4,,,,,,,,,4,,,55,84
3920,note_on,80,0,1,,,,,,,,,1,,,84,84
4320,note_off,440,0,5,,,,,,,,,5,,,48,0
4360,note_off,40,0,5,,,,,,,,,5,,,60,0
4400,note_off,0,0,4,,,,,,,,,4,,,55,0
4400,note_off,480,0,4,,,,,,,,,4,,,64,0
4400,note_off,480,0,1,,,,,,,,,1,,,84,0
4400,note_off,480,0,2,,,,,,,,,2,,,72,0
4400,note_off,480,0,3,,,,,,,,,3,,,76,0
4400,note_off,0,0,3,,,,,,,,,3,,,79,0
4440,control_change,0,0,5,,,,,,,64,0,5,,,,
4440,control_change,0,0,5,,,,,,,64,0,5,,,,
4440,control_change,80,0,5,,,,,,,64,0,5,,,,
4440,control_change,40,0,2,,,,,,,64,0,2,,,,
4440,control_change,0,0,5,,,,,,,64,0,5,,,,
4440,control_change,40,0,3,,,,,,,64,0,3,,,,
4440,control_change,40,0,4,,,,,,,64,0,4,,,,
4440,control_change,40,0,1,,,,,,,64,0,1,,,,
4545,set_tempo,705,1,0,,,,,,301507,,,,,,,
4560,note_on,120,0,4,,,,,,,,,4,,,43,64
4560,note_on,120,0,2,,,,,,,,,2,,,60,64
4560,note_on,0,0,2,,,,,,,,,2,,,52,64
4560,note_on,120,0,1,,,,,,,,,1,,,64,64
4560,note_on,0,0,4,,,,,,,,,4,,,48,64
4560,note_on,120,0,5,,,,,,,,,5,,,36,64
4680,note_off,120,0,2,,,,,,,,,2,,,52,0
4680,note_off,120,0,1,,,,,,,,,1,,,64,0
4680,note_off,0,0,2,,,,,,,,,2,,,60,0
4680,set_tempo,135,1,0,,,,,,304568,,,,,,,
4680,note_off,120,0,4,,,,,,,,,4,,,48,0
4680,note_off,0,0,4,,,,,,,,,4,,,43,0
4680,note_off,120,0,5,,,,,,,,,5,,,36,0
4800,note_on,120,0,5,,,,,,,,,5,,,36,66
4800,set_tempo,120,1,0,,,,,,301507,,,,,,,
4800,note_on,120,0,4,,,,,,,,,4,,,43,66
4800,note_on,0,0,4,,,,,,,,,4,,,48,66
4800,note_on,120,0,1,,,,,,,,,1,,,64,66
4800,note_on,0,0,2,,,,,,,,,2,,,52,66
4800,note_on,120,0,2,,,,,,,,,2,,,60,66
5160,note_off,360,0,4,,,,,,,,,4,,,48,0
5160,note_off,360,0,2,,,,,,,,,2,,,52,0
5160,note_off,0,0,2,,,,,,,,,2,,,60,0
5160,note_off,360,0,1,,,,,,,,,1,,,64,0
5160,note_off,360,0,5,,,,,,,,,5,,,36,0
5160,note_off,0,0,4,,,,,,,,,4,,,43,0
5280,note_on,120,0,4,,,,,,,,,4,,,50,65
5280,note_on,120,0,1,,,,,,,,,1,,,65,65
5280,note_on,120,0,2,,,,,,,,,2,,,60,65
5280,note_on,0,0,2,,,,,,,,,2,,,53,65
5280,note_on,120,0,5,,,,,,,,,5,,,38,65
5400,note_off,120,0,1,,,,,,,,,1,,,65,0
5400,note_off,120,0,5,,,,,,,,,5,,,38,0
5400,note_off,120,0,2,,,,,,,,,2,,,53,0
5400,note_off,0,0,2,,,,,,,,,2,,,60,0
5400,note_off,120,0,4,,,,,,,,,4,,,50,0
5520,set_tempo,720,1,0,,,,,,312500,,,,,,,
5520,note_on,120,0,1,,,,,,,,,1,,,67,66
5520,note_on,120,0,5,,,,,,,,,5,,,40,66
5520,note_on,120,0,2,,,,,,,,,2,,,60,66
5520,note_on,0,0,2,,,,,,,,,2,,,55,66
5520,note_on,120,0,4,,,,,,,,,4,,,52,66
5640,note_off,120,0,1,,,,,,,,,1,,,67,0
5640,note_off,120,0,2,,,,,,,,,2,,,55,0
5640,note_off,0,0,2,,,,,,,,,2,,,60,0
5640,note_off,120,0,4,,,,,,,,,4,,,52,0
5640,note_off,120,0,5,,,,,,,,,5,,,40,0
5760,set_tempo,240,1,0,,,,,,320855,,,,,,,
5760,marker,0,1,0,,,,,,,,,,,,,
5760,note_on,0,0,2,,,,,,,,,2,,,57,70
5760,note_on,120,0,5,,,,,,,,,5,,,41,70
5760,note_on,120,0,2,,,,,,,,,2,,,60,70
5760,note_on,120,0,4,,,,,,,,,4,,,53,70
5760,note_on,0,0,4,,,,,,,,,4,,,48,70
5760,note_on,120,0,1,,,,,,,,,1,,,69,70
5916,note_off,156,0,4,,,,,,,,,4,,,48,0
5916,note_off,0,0,4,,,,,,,,,4,,,53,0
5916,note_off,156,0,2,,,,,,,,,2,,,57,0
5916,note_off,156,0,1,,,,,,,,,1,,,69,0
5916,note_off,0,0,2,,,,,,,,,2,,,60,0
5952,note_off,192,0,5,,,,,,,,,5,,,41,0
6240,note_on,324,0,4,,,,,,,,,4,,,52,64
6240,note_on,0,0,4,,,,,,,,,4,,,48,64
6240,note_on,324,0,1,,,,,,,,,1,,,67,64
6240,note_on,288,0,5,,,,,,,,,5,,,40,64
6240,note_on,0,0,2,,,,,,,,,2,,,55,64
6240,note_on,324,0,2,,,,,,,,,2,,,60,64
6396,note_off,0,0,4,,,,,,,,,4,,,52,0
6396,note_off,156,0,1,,,,,,,,,1,,,67,0
6396,note_off,156,0,2,,,,,,,,,2,,,55,0
6396,note_off,156,0,4,,,,,,,,,4,,,48,0
6396,note_off,0,0,2,,,,,,,,,2,,,60,0
6432,note_off,192,0,5,,,,,,,,,5,,,40,0
6720,set_tempo,960,1,0,,,,,,337078,,,,,,,
7215,set_tempo,495,1,0,,,,,,301507,,,,,,,
7440,note_on,1008,0,5,,,,,,,,,5,,,36,69
7440,note_on,1044,0,4,,,,,,,,,4,,,43,69
7440,note_on,0,0,4,,,,,,,,,4,,,48,69
7440,note_on,0,0,2,,,,,,,,,2,,,52,69
7440,note_on,1044,0,1,,,,,,,,,1,,,64,69
7440,note_on,1044,0,2,,,,,,,,,2,,,60,69
7560,note_off,0,0,4,,,,,,,,,4,,,43,0
7560,note_off,120,0,4,,,,,,,,,4,,,48,0
7560,note_off,120,0,1,,,,,,,,,1,,,64,0
7560,note_off,120,0,5,,,,,,,,,5,,,36,0
7560,set_tempo,345,1,0,,,,,,304568,,,,,,,
7560,note_off,0,0,2,,,,,,,,,2,,,60,0
7560,note_off,120,0,2,,,,,,,,,2,,,52,0
7680,note_on,120,0,5,,,,,,,,,5,,,36,71
7680,marker,0,1,0,,,,,,,,,,,,,
7680,note_on,0,0,4,,,,,,,,,4,,,48,71
7680,note_on,120,0,1,,,,,,,,,1,,,64,71
7680,note_on,0,0,2,,,,,,,,,2,,,52,71
7680,note_on,120,0,2,,,,,,,,,2,,,60,71
7680,set_tempo,120,1,0,,,,,,301507,,,,,,,
7680,note_on,120,0,4,,,,,,,,,4,,,43,71
8040,note_off,360,0,2,,,,,,,,,2,,,52,0
8040,note_off,0,0,2,,,,,,,,,2,,,60,0
8040,note_off,360,0,1,,,,,,,,,1,,,64,0
8040,note_off,360,0,4,,,,,,,,,4,,,48,0
8040,note_off,0,0,4,,,,,,,,,4,,,43,0
8040,note_off,360,0,5,,,,,,,,,5,,,36,0
8160,note_on,120,0,5,,,,,,,,,5,,,38,69
8160,note_on,120,0,1,,,,,,,,,1,,,65,69
8160,note_on,120,0,4,,,,,,,,,4,,,50,69
8160,note_on,0,0,2,,,,,,,,,2,,,53,69
8160,note_on,120,0,2,,,,,,,,,2,,,60,69
8280,note_off,120,0,2,,,,,,,,,2,,,53,0
8280,note_off,0,0,2,,,,,,,,,2,,,60,0
8280,note_off,120,0,1,,,,,,,,,1,,,65,0
8280,note_off,120,0,5,,,,,,,,,5,,,38,0
8280,note_off,120,0,4,,,,,,,,,4,,,50,0
8400,note_on,120,0,2,,,,,,,,,2,,,60,71
8400,note_on,120,0,5,,,,,,,,,5,,,40,71
8400,note_on,0,0,2,,,,,,,,,2,,,55,71
8400,note_on,120,0,1,,,,,,,,,1,,,67,71
8400,note_on,120,0,4,,,,,,,,,4,,,52,71
8430,set_tempo,750,1,0,,,,,,304568,,,,,,,
8520,note_off,120,0,4,,,,,,,,,4,,,52,0
8520,note_off,120,0,1,,,,,,,,,1,,,67,0
8520,note_off,120,0,2,,,,,,,,,2,,,55,0
8520,note_off,120,0,5,,,,,,,,,5,,,40,0
8520,note_off,0,0,2,,,,,,,,,2,,,60,0
8640,note_on,120,0,2,,,,,,,,,2,,,60,74
8640,note_on,0,0,2,,,,,,,,,2,,,57,74
8640,note_on,120,0,4,,,,,,,,,4,,,48,74
8640,note_on,0,0,4,,,,,,,,,4,,,53,74
8640,note_on,120,0,1,,,,,,,,,1,,,69,74
8640,set_tempo,210,1,0,,,,,,301507,,,,,,,
8640,note_on,120,0,5,,,,,,,,,5,,,41,74
9000,note_off,360,0,5,,,,,,,,,5,,,41,0
9000,note_off,0,0,2,,,,,,,,,2,,,60,0
9000,note_off,360,0,2,,,,,,,,,2,,,57,0
9000,note_off,360,0,1,,,,,,,,,1,,,69,0
9000,note_off,360,0,4,,,,,,,,,4,,,53,0
9000,note_off,0,0,4,,,,,,,,,4,,,48,0
9120,note_on,120,0,5,,,,,,,,,5,,,40,73
9120,note_on,0,0,2,,,,,,,,,2,,,55,73
9120,note_on,120,0,2,,,,,,,,,2,,,60,73
9120,note_on,120,0,1,,,,,,,,,1,,,67,73
9120,note_on,0,0,4,,,,,,,,,4,,,52,73
9120,note_on,120,0,4,,,,,,,,,4,,,48,73
9240,note_off,0,0,2,,,,,,,,,2,,,60,0
9240,note_off,120,0,5,,,,,,,,,5,,,40,0
9240,note_off,0,0,4,,,,,,,,,4,,,48,0
9240,note_off,120,0,2,,,,,,,,,2,,,55,0
9240,note_off,120,0,4,,,,,,,,,4,,,52,0
9240,note_off,120,0,1,,,,,,,,,1,,,67,0
9360,note_on,120,0,2,,,,,,,,,2,,,60,78
9360,note_on,120,0,5,,,,,,,,,5,,,41,77
9360,note_on,120,0,1,,,,,,,,,1,,,69,77
9360,note_on,0,0,2,,,,,,,,,2,,,57,78
9360,note_on,120,0,4,,,,,,,,,4,,,48,77
9360,note_on,0,0,4,,,,,,,,,4,,,53,77
9360,set_tempo,720,1,0,,,,,,312500,,,,,,,
9480,note_off,120,0,4,,,,,,,,,4,,,53,0
9480,note_off,120,0,5,,,,,,,,,5,,,41,0
9480,note_off,0,0,4,,,,,,,,,4,,,48,0
9480,note_off,0,0,2,,,,,,,,,2,,,60,0
9480,note_off,120,0,2,,,,,,,,,2,,,57,0
9480,note_off,120,0,1,,,,,,,,,1,,,69,0
9600,note_on,0,0,4,,,,,,,,,4,,,48,81
9600,note_on,120,0,2,,,,,,,,,2,,,60,82
9600,note_on,120,0,5,,,,,,,,,5,,,43,81
9600,set_tempo,240,1,0,,,,,,320855,,,,,,,
9600,note_on,120,0,1,,,,,,,,,1,,,70,82
9600,note_on,120,0,4,,,,,,,,,4,,,55,81
9600,note_on,0,0,2,,,,,,,,,2,,,58,82
9756,note_off,0,0,2,,,,,,,,,2,,,60,0
9756,note_off,156,0,5,,,,,,,,,5,,,43,0
9756,note_off,0,0,4,,,,,,,,,4,,,55,0
9756,note_off,156,0,4,,,,,,,,,4,,,48,0
9756,note_off,156,0,1,,,,,,,,,1,,,70,0
9756,note_off,156,0,2,,,,,,,,,2,,,58,0
10080,note_on,324,0,5,,,,,,,,,5,,,41,70
10080,note_on,0,0,2,,,,,,,,,2,,,57,70
10080,note_on,324,0,1,,,,,,,,,1,,,69,70
10080,note_on,324,0,4,,,,,,,,,4,,,48,70
10080,note_on,0,0,4,,,,,,,,,4,,,53,70
10080,note_on,324,0,2,,,,,,,,,2,,,60,70
10236,note_off,0,0,2,,,,,,,,,2,,,60,0
10236,note_off,156,0,4,,,,,,,,,4,,,53,0
10236,note_off,0,0,4,,,,,,,,,4,,,48,0
10236,note_off,156,0,5,,,,,,,,,5,,,41,0
10236,note_off,156,0,2,,,,,,,,,2,,,57,0
10236,note_off,156,0,1,,,,,,,,,1,,,69,0
10560,set_tempo,960,1,0,,,,,,337078,,,,,,,
11040,note_on,0,0,2,,,,,,,,,2,,,60,72
11040,note_on,804,0,5,,,,,,,,,5,,,40,72
11040,note_on,804,0,2,,,,,,,,,2,,,55,72
11040,note_on,804,0,1,,,,,,,,,1,,,67,72
11040,note_on,804,0,4,,,,,,,,,4,,,52,72
11040,note_on,0,0,4,,,,,,,,,4,,,48,72
11040,set_tempo,480,1,0,,,,,,301507,,,,,,,
11160,note_off,120,0,2,,,,,,,,,2,,,60,0
11160,note_off,120,0,1,,,,,,,,,1,,,67,0
11160,note_off,120,0,4,,,,,,,,,4,,,48,0
11160,note_off,0,0,4,,,,,,,,,4,,,52,0
11160,note_off,0,0,2,,,,,,,,,2,,,55,0
11160,note_off,120,0,5,,,,,,,,,5,,,40,0
11280,note_on,120,0,1,,,,,,,,,1,,,69,73
11280,note_on,120,0,2,,,,,,,,,2,,,60,73
11280,note_on,0,0,2,,,,,,,,,2,,,57,73
11280,note_on,120,0,5,,,,,,,,,5,,,41,73
11280,note_on,0,0,4,,,,,,,,,4,,,48,73
11280,note_on,120,0,4,,,,,,,,,4,,,53,73
11400,set_tempo,360,1,0,,,,,,306122,,,,,,,
11400,note_off,0,0,4,,,,,,,,,4,,,53,0
11400,note_off,120,0,4,,,,,,,,,4,,,48,0
11400,note_off,120,0,5,,,,,,,,,5,,,41,0
11400,note_off,0,0,2,,,,,,,,,2,,,60,0
11400,note_off,120,0,2,,,,,,,,,2,,,57,0
11400,note_off,120,0,1,,,,,,,,,1,,,69,0
11520,note_on,120,0,5,,,,,,,,,5,,,38,74
11520,set_tempo,120,1,0,,,,,,306122,,,,,,,
11520,note_on,120,0,4,,,,,,,,,4,,,50,74
11520,note_on,120,0,1,,,,,,,,,1,,,71,74
11520,note_on,120,0,2,,,,,,,,,2,,,65,74
11520,note_on,0,0,2,,,,,,,,,2,,,59,74
11712,note_off,192,0,4,,,,,,,,,4,,,50,0
11712,note_off,192,0,5,,,,,,,,,5,,,38,0
11712,note_off,192,0,1,,,,,,,,,1,,,71,0
11712,note_off,192,0,2,,,,,,,,,2,,,59,0
11712,note_off,0,0,2,,,,,,,,,2,,,65,0
12000,note_on,288,0,1,,,,,,,,,1,,,72,76
12000,note_on,288,0,5,,,,,,,,,5,,,40,76
12000,note_on,288,0,4,,,,,,,,,4,,,52,76
12000,note_on,288,0,2,,,,,,,,,2,,,60,75
12000,note_on,0,0,2,,,,,,,,,2,,,64,75
12192,note_off,192,0,1,,,,,,,,,1,,,72,0
12192,note_off,192,0,5,,,,,,,,,5,,,40,0
12192,note_off,192,0,4,,,,,,,,,4,,,52,0
12192,note_off,192,0,2,,,,,,,,,2,,,64,0
12192,note_off,0,0,2,,,,,,,,,2,,,60,0
12240,set_tempo,720,1,0,,,,,,309278,,,,,,,
12480,note_on,288,0,5,,,,,,,,,5,,,35,80
12480,note_on,288,0,2,,,,,,,,,2,,,67,79
12480,note_on,288,0,4,,,,,,,,,4,,,47,80
12480,note_on,288,0,1,,,,,,,,,1,,,74,79
12480,note_on,0,0,2,,,,,,,,,2,,,62,79
12672,note_off,192,0,2,,,,,,,,,2,,,62,0
12672,note_off,0,0,2,,,,,,,,,2,,,67,0
12672,note_off,192,0,5,,,,,,,,,5,,,35,0
12672,note_off,192,0,1,,,,,,,,,1,,,74,0
12672,note_off,192,0,4,,,,,,,,,4,,,47,0
12840,set_tempo,600,1,0,,,,,,312500,,,,,,,
12960,note_on,288,0,2,,,,,,,,,2,,,67,83
12960,note_on,0,0,2,,,,,,,,,2,,,64,83
12960,set_tempo,120,1,0,,,,,,335195,,,,,,,
12960,note_on,288,0,4,,,,,,,,,4,,,48,84
12960,note_on,288,0,1,,,,,,,,,1,,,76,83
12960,note_on,288,0,5,,,,,,,,,5,,,36,83
13152,note_off,192,0,5,,,,,,,,,5,,,36,0
13152,note_off,192,0,1,,,,,,,,,1,,,76,0
13152,note_off,192,0,2,,,,,,,,,2,,,64,0
13152,note_off,0,0,2,,,,,,,,,2,,,67,0
13152,note_off,192,0,4,,,,,,,,,4,,,48,0
13440,note_on,288,0,4,,,,,,,,,4,,,38,87
13440,note_on,288,0,5,,,,,,,,,5,,,33,86
13440,note_on,0,0,4,,,,,,,,,4,,,45,87
13440,note_on,0,0,2,,,,,,,,,2,,,74,87
13440,note_on,288,0,1,,,,,,,,,1,,,78,84
13440,note_on,288,0,2,,,,,,,,,2,,,72,87
13490,set_tempo,530,1,0,,,,,,306122,,,,,,,
13520,note_on,80,0,1,,,,,,,,,1,,,79,74
13561,note_off,41,0,1,,,,,,,,,1,,,78,0
13600,note_on,39,0,1,,,,,,,,,1,,,78,75
13647,note_off,47,0,1,,,,,,,,,1,,,79,0
13680,note_on,33,0,1,,,,,,,,,1,,,79,76
13732,note_off,52,0,1,,,,,,,,,1,,,78,0
13760,note_on,28,0,1,,,,,,,,,1,,,78,77
13817,note_off,57,0,1,,,,,,,,,1,,,79,0
13840,note_on,23,0,1,,,,,,,,,1,,,79,78
13902,note_off,62,0,1,,,,,,,,,1,,,78,0
13920,note_on,18,0,1,,,,,,,,,1,,,78,79
13987,note_off,67,0,1,,,,,,,,,1,,,79,0
14000,note_on,13,0,1,,,,,,,,,1,,,79,81
14072,note_off,72,0,1,,,,,,,,,1,,,78,0
14080,note_on,8,0,1,,,,,,,,,1,,,78,82
14158,note_off,78,0,1,,,,,,,,,1,,,79,0
14160,note_on,2,0,1,,,,,,,,,1,,,76,83
14243,note_off,83,0,1,,,,,,,,,1,,,78,0
14280,set_tempo,790,1,0,,,,,,312500,,,,,,,
14280,note_on,37,0,1,,,,,,,,,1,,,78,84
14328,note_off,48,0,1,,,,,,,,,1,,,76,0
14400,note_on,0,0,4,,,,,,,,,4,,,43,86
14400,note_off,960,0,2,,,,,,,,,2,,,74,0
14400,note_off,0,0,2,,,,,,,,,2,,,72,0
14400,note_off,0,0,4,,,,,,,,,4,,,38,0
14400,note_on,0,0,4,,,,,,,,,4,,,38,86
14400,note_off,960,0,4,,,,,,,,,4,,,45,0
14400,note_off,960,0,5,,,,,,,,,5,,,33,0
14400,note_on,0,0,5,,,,,,,,,5,,,31,86
14400,note_on,72,0,1,,,,,,,,,1,,,79,91
14400,note_on,0,0,2,,,,,,,,,2,,,71,87
14456,note_off,56,0,1,,,,,,,,,1,,,78,0
14760,note_off,304,0,1,,,,,,,,,1,,,79,0
14760,note_off,360,0,2,,,,,,,,,2,,,71,0
14760,note_off,360,0,5,,,,,,,,,5,,,31,0
14760,note_off,0,0,4,,,,,,,,,4,,,38,0
14760,note_off,360,0,4,,,,,,,,,4,,,43,0
14870,set_tempo,590,1,0,,,,,,306122,,,,,,,
14880,note_on,120,0,5,,,,,,,,,5,,,62,85
14880,note_on,120,0,1,,,,,,,,,1,,,74,85
15000,note_off,120,0,5,,,,,,,,,5,,,62,0
15000,note_off,120,0,1,,,,,,,,,1,,,74,0
15120,note_on,120,0,1,,,,,,,,,1,,,78,81
15120,note_on,120,0,5,,,,,,,,,5,,,66,81
15240,note_off,120,0,1,,,,,,,,,1,,,78,0
15240,note_off,120,0,5,,,,,,,,,5,,,66,0
15360,note_on,120,0,1,,,,,,,,,1,,,79,77
15360,note_on,120,0,5,,,,,,,,,5,,,67,77
15540,note_off,180,0,1,,,,,,,,,1,,,79,0
15540,note_off,180,0,5,,,,,,,,,5,,,67,0
15840,note_on,300,0,5,,,,,,,,,5,,,50,80
15840,note_on,300,0,1,,,,,,,,,1,,,62,80
15960,note_off,120,0,5,,,,,,,,,5,,,50,0
15960,note_off,120,0,1,,,,,,,,,1,,,62,0
16080,note_on,120,0,5,,,,,,,,,5,,,54,77
16080,note_on,120,0,1,,,,,,,,,1,,,66,77
16200,note_off,120,0,1,,,,,,,,,1,,,66,0
16200,note_off,120,0,5,,,,,,,,,5,,,54,0
16320,note_on,120,0,5,,,,,,,,,5,,,55,73
16320,note_on,120,0,1,,,,,,,,,1,,,67,73
16500,note_off,180,0,1,,,,,,,,,1,,,67,0
16500,note_off,180,0,5,,,,,,,,,5,,,55,0
16560,set_tempo,1690,1,0,,,,,,309278,,,,,,,
16800,note_on,300,0,5,,,,,,,,,5,,,38,71
16800,note_on,300,0,1,,,,,,,,,1,,,50,67
16920,note_off,120,0,1,,,,,,,,,1,,,50,0
16920,note_off,120,0,5,,,,,,,,,5,,,38,0
17040,note_on,120,0,1,,,,,,,,,1,,,54,69
17040,note_on,120,0,5,,,,,,,,,5,,,42,73
17160,note_off,120,0,1,,,,,,,,,1,,,54,0
17160,note_off,120,0,5,,,,,,,,,5,,,42,0
17280,note_on,120,0,5,,,,,,,,,5,,,43,75
17280,set_tempo,720,1,0,,,,,,312500,,,,,,,
17280,note_on,120,0,1,,,,,,,,,1,,,55,71
