tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,control,value,note,velocity
0,time_signature,1,8,12,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,2,,,,0,64,0,,
0,control_change,,,,,0,0,2,,,,0,64,0,,
0,track_name,,,,,0,1,2,,,,,,,,
0,control_change,,,,,0,0,2,,,,0,64,0,,
0,track_name,,,,,0,1,1,,,,,,,,
0,program_change,,,,,0,0,1,,,1,0,,,,
0,control_change,,,,,0,0,1,,,,0,64,0,,
0,control_change,,,,,0,0,1,,,,0,64,0,,
0,control_change,,,,,0,0,1,,,,0,64,0,,
0,program_change,,,,,0,0,2,,,1,0,,,,
0,key_signature,,,,,0,1,0,Cm,,,,,,,
0,set_tempo,,,,,0,1,0,,285714,,,,,,
512,set_tempo,,,,,0,1,0,,285714,,,,,,
512,control_change,,,,,0,0,1,,,,0,64,0,,
512,control_change,,,,,512,0,1,,,,0,64,0,,
512,control_change,,,,,512,0,2,,,,0,64,0,,
512,control_change,,,,,0,0,2,,,,0,64,0,,
512,control_change,,,,,0,0,2,,,,0,64,0,,
512,note_on,,,,,0,0,2,,,,0,,,36,25
512,time_signature,6,8,36,8,512,1,0,,,,,,,,
1024,note_off,,,,,512,0,2,,,,0,,,36,0
2048,note_on,,,,,1024,0,2,,,,0,,,36,23
2560,note_off,,,,,512,0,2,,,,0,,,36,0
3584,note_on,,,,,0,0,2,,,,0,,,36,21
3584,control_change,,,,,0,0,2,,,,0,64,0,,
3584,control_change,,,,,0,0,2,,,,0,64,0,,
3584,control_change,,,,,1024,0,2,,,,0,64,0,,
3584,control_change,,,,,3072,0,1,,,,0,64,0,,
3584,control_change,,,,,0,0,1,,,,0,64,0,,
4096,note_off,,,,,512,0,2,,,,0,,,36,0
5120,note_on,,,,,1024,0,2,,,,0,,,36,20
5632,note_off,,,,,512,0,2,,,,0,,,36,0
6144,note_on,,,,,2560,0,1,,,,0,,,56,30
6144,note_on,,,,,512,0,2,,,,0,,,44,21
6656,note_on,,,,,0,0,2,,,,0,,,36,25
6656,note_on,,,,,0,0,2,,,,0,,,44,22
6656,control_change,,,,,0,0,1,,,,0,64,0,,
6656,control_change,,,,,512,0,1,,,,0,64,0,,
6656,control_change,,,,,512,0,2,,,,0,64,0,,
6656,note_off,,,,,0,0,2,,,,0,,,44,0
6656,control_change,,,,,0,0,2,,,,0,64,0,,
6656,control_change,,,,,0,0,2,,,,0,64,0,,
7168,note_off,,,,,512,0,2,,,,0,,,36,0
7680,note_on,,,,,512,0,2,,,,0,,,48,23
7680,note_on,,,,,1024,0,1,,,,0,,,60,32
7700,note_off,,,,,20,0,2,,,,0,,,44,0
8192,note_off,,,,,492,0,2,,,,0,,,48,0
8192,note_on,,,,,0,0,2,,,,0,,,48,24
8192,note_on,,,,,0,0,2,,,,0,,,36,25
8480,note_off,,,,,800,0,1,,,,0,,,56,0
8704,note_off,,,,,512,0,2,,,,0,,,36,0
9216,note_on,,,,,736,0,1,,,,0,,,63,35
9216,note_on,,,,,512,0,2,,,,0,,,51,26
9236,note_off,,,,,20,0,2,,,,0,,,48,0
9728,note_on,,,,,0,0,2,,,,0,,,51,26
9728,control_change,,,,,0,0,2,,,,0,64,0,,
9728,control_change,,,,,0,0,1,,,,0,64,0,,
9728,control_change,,,,,512,0,1,,,,0,64,0,,
9728,control_change,,,,,0,0,2,,,,0,64,0,,
9728,control_change,,,,,492,0,2,,,,0,64,0,,
9728,note_off,,,,,0,0,2,,,,0,,,51,0
9728,note_on,,,,,0,0,2,,,,0,,,36,25
10016,note_off,,,,,288,0,1,,,,0,,,60,0
10240,note_off,,,,,512,0,2,,,,0,,,36,0
10752,note_on,,,,,512,0,2,,,,0,,,56,28
10752,note_on,,,,,736,0,1,,,,0,,,68,37
10772,note_off,,,,,20,0,2,,,,0,,,51,0
11264,note_on,,,,,0,0,2,,,,0,,,36,25
11264,note_on,,,,,0,0,2,,,,0,,,56,29
11264,note_off,,,,,492,0,2,,,,0,,,56,0
11552,note_off,,,,,800,0,1,,,,0,,,63,0
11776,note_off,,,,,512,0,2,,,,0,,,36,0
12288,note_on,,,,,512,0,2,,,,0,,,60,30
12288,note_on,,,,,736,0,1,,,,0,,,72,39
12308,note_off,,,,,20,0,2,,,,0,,,56,0
12800,control_change,,,,,0,0,2,,,,0,64,0,,
12800,note_off,,,,,0,0,2,,,,0,,,60,0
12800,note_on,,,,,0,0,2,,,,0,,,60,35
12800,note_on,,,,,0,0,2,,,,0,,,36,25
12800,control_change,,,,,0,0,2,,,,0,64,0,,
12800,control_change,,,,,492,0,2,,,,0,64,0,,
12800,control_change,,,,,512,0,1,,,,0,64,0,,
12800,control_change,,,,,0,0,1,,,,0,64,0,,
13088,note_off,,,,,288,0,1,,,,0,,,68,0
13312,note_off,,,,,512,0,2,,,,0,,,36,0
13824,note_on,,,,,0,0,2,,,,0,,,54,38
13824,note_on,,,,,736,0,1,,,,0,,,74,41
13824,note_on,,,,,0,0,1,,,,0,,,62,32
13824,note_on,,,,,0,0,2,,,,0,,,42,28
13824,note_off,,,,,512,0,2,,,,0,,,60,0
14024,note_off,,,,,200,0,1,,,,0,,,72,0
14336,note_on,,,,,312,0,1,,,,0,,,75,42
14336,note_on,,,,,0,0,1,,,,0,,,63,33
14336,note_on,,,,,512,0,2,,,,0,,,36,25
14536,note_off,,,,,200,0,1,,,,0,,,74,0
14536,note_off,,,,,0,0,1,,,,0,,,62,0
14848,note_off,,,,,512,0,2,,,,0,,,36,0
15360,note_on,,,,,0,0,2,,,,0,,,55,43
15360,note_on,,,,,512,0,2,,,,0,,,43,31
15380,note_off,,,,,20,0,2,,,,0,,,42,0
15380,note_off,,,,,0,0,2,,,,0,,,54,0
15872,set_tempo,,,,,15360,1,0,,300000,,,,,,
15872,control_change,,,,,1336,0,1,,,,0,64,0,,
15872,control_change,,,,,492,0,2,,,,0,64,0,,
15872,control_change,,,,,0,0,2,,,,0,64,0,,
15872,control_change,,,,,0,0,2,,,,0,64,0,,
15872,note_on,,,,,0,0,2,,,,0,,,44,32
15872,note_on,,,,,0,0,2,,,,0,,,56,44
15872,note_on,,,,,0,0,2,,,,0,,,36,25
15872,control_change,,,,,0,0,1,,,,0,64,0,,
15892,note_off,,,,,0,0,2,,,,0,,,55,0
15892,note_off,,,,,20,0,2,,,,0,,,43,0
16384,note_off,,,,,492,0,2,,,,0,,,36,0
16896,note_on,,,,,1024,0,1,,,,0,,,72,40
16896,note_off,,,,,0,0,1,,,,0,,,63,0
16896,note_on,,,,,0,0,1,,,,0,,,60,31
17096,note_off,,,,,200,0,1,,,,0,,,75,0
17408,set_tempo,,,,,1536,1,0,,285714,,,,,,
17408,note_on,,,,,312,0,1,,,,0,,,71,38
17408,note_on,,,,,0,0,1,,,,0,,,59,29
17408,note_on,,,,,0,0,2,,,,0,,,36,25
17408,note_on,,,,,0,0,2,,,,0,,,55,32
17408,note_on,,,,,1024,0,2,,,,0,,,43,20
17428,note_off,,,,,20,0,2,,,,0,,,44,0
17428,note_off,,,,,0,0,2,,,,0,,,56,0
17608,note_off,,,,,200,0,1,,,,0,,,72,0
17608,note_off,,,,,0,0,1,,,,0,,,60,0
17920,note_on,,,,,312,0,1,,,,0,,,72,37
17920,note_on,,,,,0,0,1,,,,0,,,60,28
17920,note_off,,,,,492,0,2,,,,0,,,36,0
18120,note_off,,,,,0,0,1,,,,0,,,59,0
18120,note_off,,,,,200,0,1,,,,0,,,71,0
18432,note_off,,,,,512,0,2,,,,0,,,43,0
18432,note_off,,,,,0,0,2,,,,0,,,55,0
18432,note_on,,,,,312,0,1,,,,0,,,74,36
18432,note_on,,,,,0,0,1,,,,0,,,62,27
18632,note_off,,,,,0,0,1,,,,0,,,60,0
18632,note_off,,,,,200,0,1,,,,0,,,72,0
18944,control_change,,,,,0,0,2,,,,0,64,0,,
18944,control_change,,,,,512,0,2,,,,0,64,0,,
18944,control_change,,,,,0,0,2,,,,0,64,0,,
18944,note_on,,,,,0,0,2,,,,0,,,36,25
18944,control_change,,,,,312,0,1,,,,0,64,0,,
18944,control_change,,,,,0,0,1,,,,0,64,0,,
18944,note_on,,,,,0,0,1,,,,0,,,72,35
18944,note_on,,,,,0,0,1,,,,0,,,60,26
19144,note_off,,,,,200,0,1,,,,0,,,74,0
19144,note_off,,,,,0,0,1,,,,0,,,62,0
19456,note_off,,,,,512,0,2,,,,0,,,36,0
19968,note_on,,,,,0,0,2,,,,0,,,54,38
19968,note_on,,,,,512,0,2,,,,0,,,42,28
19968,note_on,,,,,824,0,1,,,,0,,,74,40
19968,note_on,,,,,0,0,1,,,,0,,,62,31
20168,note_off,,,,,200,0,1,,,,0,,,72,0
20168,note_off,,,,,0,0,1,,,,0,,,60,0
20480,note_on,,,,,512,0,2,,,,0,,,36,26
20480,set_tempo,,,,,3072,1,0,,315789,,,,,,
20480,note_on,,,,,0,0,1,,,,0,,,65,33
20480,note_on,,,,,312,0,1,,,,0,,,77,45
20680,note_off,,,,,0,0,1,,,,0,,,62,0
20680,note_off,,,,,200,0,1,,,,0,,,74,0
20992,note_off,,,,,512,0,2,,,,0,,,36,0
21504,note_on,,,,,512,0,2,,,,0,,,43,31
21504,note_on,,,,,0,0,1,,,,0,,,63,26
21504,note_on,,,,,0,0,2,,,,0,,,55,43
21504,note_on,,,,,824,0,1,,,,0,,,75,38
21504,set_tempo,,,,,1024,1,0,,285714,,,,,,
21524,note_off,,,,,20,0,2,,,,0,,,42,0
21524,note_off,,,,,0,0,2,,,,0,,,54,0
21704,note_off,,,,,200,0,1,,,,0,,,77,0
21704,note_off,,,,,0,0,1,,,,0,,,65,0
22016,note_on,,,,,0,0,2,,,,0,,,56,44
22016,control_change,,,,,0,0,1,,,,0,64,0,,
22016,note_on,,,,,0,0,2,,,,0,,,36,26
22016,note_on,,,,,0,0,2,,,,0,,,44,32
22016,control_change,,,,,0,0,2,,,,0,64,0,,
22016,control_change,,,,,0,0,2,,,,0,64,0,,
22016,control_change,,,,,312,0,1,,,,0,64,0,,
22016,control_change,,,,,492,0,2,,,,0,64,0,,
