tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,pitch,program,note,velocity
960,control_change,480,0,4,,,,,,,64,0,4,,,,
1080,control_change,480,0,2,,,,,,,64,0,2,,,,
1080,control_change,480,0,3,,,,,,,64,0,3,,,,
1440,set_tempo,1440,1,0,,,,,,441176,,,,,,,
1440,note_on,0,0,1,,,,,,,,,1,,,90,97
1440,control_change,480,0,1,,,,,,,64,127,1,,,,
1440,control_change,480,0,4,,,,,,,64,127,4,,,,
1440,marker,0,1,0,,,,,,,,,,,,,
1440,note_on,0,0,5,,,,,,,,,5,,,54,97
1440,control_change,480,0,5,,,,,,,64,127,5,,,,
1480,note_on,400,0,2,,,,,,,,,2,,,93,100
1480,note_on,40,0,4,,,,,,,,,4,,,57,100
1520,note_on,40,0,2,,,,,,,,,2,,,97,103
1520,note_on,40,0,4,,,,,,,,,4,,,61,103
1520,set_tempo,80,1,0,,,,,,447761,,,,,,,
1560,control_change,40,0,2,,,,,,,64,127,2,,,,
1560,set_tempo,40,1,0,,,,,,526315,,,,,,,
1560,note_on,120,0,1,,,,,,,,,1,,,102,106
1560,note_on,120,0,5,,,,,,,,,5,,,66,106
1680,note_off,0,0,4,,,,,,,,,4,,,61,0
1680,control_change,120,0,1,,,,,,,64,0,1,,,,
1680,control_change,160,0,4,,,,,,,64,0,4,,,,
1680,note_off,0,0,5,,,,,,,,,5,,,54,0
1680,control_change,120,0,5,,,,,,,64,0,5,,,,
1680,note_off,0,0,5,,,,,,,,,5,,,66,0
1680,note_off,0,0,1,,,,,,,,,1,,,90,0
1680,note_off,120,0,2,,,,,,,,,2,,,97,0
1680,note_off,0,0,4,,,,,,,,,4,,,57,0
1683,note_off,3,0,2,,,,,,,,,2,,,93,0
1683,note_off,3,0,1,,,,,,,,,1,,,102,0
1800,note_on,0,0,1,,,,,,,,,1,,,93,84
1800,note_on,120,0,5,,,,,,,,,5,,,57,84
1800,note_on,0,0,5,,,,,,,,,5,,,45,84
1800,note_on,117,0,1,,,,,,,,,1,,,81,84
1800,set_tempo,240,1,0,,,,,,487804,,,,,,,
1800,control_change,117,0,2,,,,,,,64,0,2,,,,
1896,note_off,0,0,1,,,,,,,,,1,,,81,0
1896,note_off,96,0,1,,,,,,,,,1,,,93,0
1896,note_off,0,0,5,,,,,,,,,5,,,57,0
1896,note_off,96,0,5,,,,,,,,,5,,,45,0
1920,note_on,0,0,1,,,,,,,,,1,,,95,89
1920,note_on,24,0,1,,,,,,,,,1,,,83,89
1920,note_on,0,0,5,,,,,,,,,5,,,59,89
1920,note_on,24,0,5,,,,,,,,,5,,,47,89
2016,note_off,0,0,1,,,,,,,,,1,,,83,0
2016,note_off,0,0,5,,,,,,,,,5,,,47,0
2016,note_off,96,0,5,,,,,,,,,5,,,59,0
2016,note_off,96,0,1,,,,,,,,,1,,,95,0
2040,note_on,24,0,1,,,,,,,,,1,,,97,94
2040,note_on,0,0,1,,,,,,,,,1,,,85,94
2040,note_on,0,0,5,,,,,,,,,5,,,49,94
2040,note_on,24,0,5,,,,,,,,,5,,,61,94
2136,note_off,0,0,5,,,,,,,,,5,,,61,0
2136,note_off,96,0,5,,,,,,,,,5,,,49,0
2136,note_off,96,0,1,,,,,,,,,1,,,85,0
2136,note_off,0,0,1,,,,,,,,,1,,,97,0
2160,note_on,24,0,5,,,,,,,,,5,,,54,99
2160,note_on,0,0,5,,,,,,,,,5,,,42,99
2160,note_on,0,0,1,,,,,,,,,1,,,90,99
2160,note_on,24,0,1,,,,,,,,,1,,,78,99
2256,note_off,0,0,1,,,,,,,,,1,,,78,0
2256,note_off,96,0,1,,,,,,,,,1,,,90,0
2256,note_off,96,0,5,,,,,,,,,5,,,42,0
2256,note_off,0,0,5,,,,,,,,,5,,,54,0
2280,note_on,24,0,1,,,,,,,,,1,,,80,104
2280,note_on,24,0,5,,,,,,,,,5,,,44,104
2280,note_on,0,0,5,,,,,,,,,5,,,56,104
2280,note_on,0,0,1,,,,,,,,,1,,,92,104
2340,set_tempo,540,1,0,,,,,,495867,,,,,,,
2376,note_off,96,0,1,,,,,,,,,1,,,92,0
2376,note_off,96,0,5,,,,,,,,,5,,,56,0
2376,note_off,0,0,1,,,,,,,,,1,,,80,0
2376,note_off,0,0,5,,,,,,,,,5,,,44,0
2400,note_on,0,0,5,,,,,,,,,5,,,57,115
2400,note_on,24,0,5,,,,,,,,,5,,,45,115
2400,note_on,0,0,1,,,,,,,,,1,,,93,115
2400,set_tempo,60,1,0,,,,,,600000,,,,,,,
2400,note_on,24,0,1,,,,,,,,,1,,,81,115
2880,control_change,1200,0,4,,,,,,,64,127,4,,,,
2880,control_change,480,0,1,,,,,,,64,127,1,,,,
2880,note_on,0,0,1,,,,,,,,,1,,,93,93
2880,note_off,0,0,1,,,,,,,,,1,,,81,0
2880,note_off,0,0,1,,,,,,,,,1,,,93,0
2880,marker,0,1,0,,,,,,,,,,,,,
2880,set_tempo,480,1,0,,,,,,441176,,,,,,,
2880,control_change,480,0,5,,,,,,,64,127,5,,,,
2880,note_off,0,0,5,,,,,,,,,5,,,57,0
2880,note_off,0,0,5,,,,,,,,,5,,,45,0
2880,note_on,0,0,5,,,,,,,,,5,,,57,93
2920,note_on,1120,0,2,,,,,,,,,2,,,97,96
2920,note_on,40,0,4,,,,,,,,,4,,,61,96
2960,note_on,40,0,2,,,,,,,,,2,,,100,99
2960,note_on,40,0,4,,,,,,,,,4,,,64,99
2960,set_tempo,80,1,0,,,,,,447761,,,,,,,
3000,control_change,40,0,2,,,,,,,64,127,2,,,,
3000,note_on,120,0,1,,,,,,,,,1,,,105,102
3000,set_tempo,40,1,0,,,,,,526315,,,,,,,
3000,note_on,120,0,5,,,,,,,,,5,,,69,102
3120,note_off,0,0,4,,,,,,,,,4,,,61,0
3120,note_off,0,0,5,,,,,,,,,5,,,69,0
3120,note_off,120,0,2,,,,,,,,,2,,,100,0
3120,note_off,0,0,2,,,,,,,,,2,,,97,0
3120,control_change,120,0,1,,,,,,,64,0,1,,,,
3120,control_change,160,0,4,,,,,,,64,0,4,,,,
3120,control_change,120,0,5,,,,,,,64,0,5,,,,
3123,note_off,3,0,5,,,,,,,,,5,,,57,0
3123,note_off,3,0,1,,,,,,,,,1,,,105,0
3123,note_off,0,0,1,,,,,,,,,1,,,93,0
3123,note_off,3,0,4,,,,,,,,,4,,,64,0
3240,note_on,117,0,1,,,,,,,,,1,,,85,80
3240,note_on,117,0,5,,,,,,,,,5,,,61,80
3240,control_change,120,0,2,,,,,,,64,0,2,,,,
3240,note_on,0,0,5,,,,,,,,,5,,,49,80
3240,set_tempo,240,1,0,,,,,,487804,,,,,,,
3240,note_on,0,0,1,,,,,,,,,1,,,73,80
3336,note_off,0,0,1,,,,,,,,,1,,,85,0
3336,note_off,96,0,1,,,,,,,,,1,,,73,0
3336,note_off,0,0,5,,,,,,,,,5,,,61,0
3336,note_off,96,0,5,,,,,,,,,5,,,49,0
3360,note_on,0,0,1,,,,,,,,,1,,,86,84
3360,note_on,24,0,5,,,,,,,,,5,,,50,84
3360,note_on,0,0,5,,,,,,,,,5,,,62,84
3360,note_on,24,0,1,,,,,,,,,1,,,74,84
3456,note_off,96,0,5,,,,,,,,,5,,,62,0
3456,note_off,96,0,1,,,,,,,,,1,,,86,0
3456,note_off,0,0,5,,,,,,,,,5,,,50,0
3456,note_off,0,0,1,,,,,,,,,1,,,74,0
3480,note_on,0,0,5,,,,,,,,,5,,,64,89
3480,note_on,24,0,5,,,,,,,,,5,,,52,89
3480,note_on,24,0,1,,,,,,,,,1,,,88,89
3480,note_on,0,0,1,,,,,,,,,1,,,76,89
3576,note_off,96,0,1,,,,,,,,,1,,,76,0
3576,note_off,0,0,1,,,,,,,,,1,,,88,0
3576,note_off,0,0,5,,,,,,,,,5,,,52,0
3576,note_off,96,0,5,,,,,,,,,5,,,64,0
3600,note_on,24,0,5,,,,,,,,,5,,,57,93
3600,note_on,0,0,1,,,,,,,,,1,,,81,93
3600,note_on,24,0,1,,,,,,,,,1,,,69,93
3600,note_on,0,0,5,,,,,,,,,5,,,45,93
3696,note_off,0,0,1,,,,,,,,,1,,,69,0
3696,note_off,96,0,1,,,,,,,,,1,,,81,0
3696,note_off,0,0,5,,,,,,,,,5,,,57,0
3696,note_off,96,0,5,,,,,,,,,5,,,45,0
3720,note_on,24,0,1,,,,,,,,,1,,,71,97
3720,note_on,0,0,1,,,,,,,,,1,,,83,97
3720,note_on,0,0,5,,,,,,,,,5,,,47,97
3720,note_on,24,0,5,,,,,,,,,5,,,59,97
3780,set_tempo,540,1,0,,,,,,495867,,,,,,,
3816,note_off,96,0,1,,,,,,,,,1,,,83,0
3816,note_off,0,0,5,,,,,,,,,5,,,59,0
3816,note_off,96,0,5,,,,,,,,,5,,,47,0
3816,note_off,0,0,1,,,,,,,,,1,,,71,0
3840,note_on,24,0,1,,,,,,,,,1,,,73,109
3840,note_on,0,0,1,,,,,,,,,1,,,85,109
3840,set_tempo,60,1,0,,,,,,689655,,,,,,,
3840,note_on,0,0,5,,,,,,,,,5,,,49,109
3840,note_on,24,0,5,,,,,,,,,5,,,61,109
4200,set_tempo,360,1,0,,,,,,441176,,,,,,,
4200,control_change,360,0,1,,,,,,,64,127,1,,,,
4200,note_on,0,0,1,,,,,,,,,1,,,73,84
4200,note_off,0,0,1,,,,,,,,,1,,,73,0
4200,control_change,360,0,5,,,,,,,64,127,5,,,,
4200,control_change,1077,0,4,,,,,,,64,127,4,,,,
4200,control_change,0,0,4,,,,,,,64,127,4,,,,
4200,note_off,0,0,5,,,,,,,,,5,,,49,0
4203,note_off,3,0,1,,,,,,,,,1,,,85,0
4207,note_off,7,0,5,,,,,,,,,5,,,61,0
4240,note_on,1000,0,2,,,,,,,,,2,,,77,87
4280,set_tempo,80,1,0,,,,,,447761,,,,,,,
4280,note_on,40,0,2,,,,,,,,,2,,,80,89
4320,control_change,0,0,3,,,,,,,64,127,3,,,,
4320,note_on,0,0,3,,,,,,,,,3,,,44,92
4320,note_on,113,0,5,,,,,,,,,5,,,37,92
4320,control_change,3240,0,3,,,,,,,64,127,3,,,,
4320,set_tempo,40,1,0,,,,,,600000,,,,,,,
4320,note_on,117,0,1,,,,,,,,,1,,,85,92
4320,marker,0,1,0,,,,,,,,,,,,,
4320,control_change,40,0,2,,,,,,,64,127,2,,,,
4327,set_tempo,7,1,0,,,,,,500000,,,,,,,
4440,set_tempo,113,1,0,,,,,,487804,,,,,,,
4440,note_off,120,0,1,,,,,,,,,1,,,73,0
4440,note_off,120,0,5,,,,,,,,,5,,,37,0
4440,note_off,120,0,3,,,,,,,,,3,,,44,0
4440,note_on,0,0,3,,,,,,,,,3,,,47,40
4480,note_off,160,0,2,,,,,,,,,2,,,77,0
4520,note_off,40,0,2,,,,,,,,,2,,,80,0
4560,note_on,0,0,3,,,,,,,,,3,,,44,41
4560,note_on,120,0,5,,,,,,,,,5,,,37,41
4560,note_off,120,0,1,,,,,,,,,1,,,85,0
4560,note_off,120,0,3,,,,,,,,,3,,,47,0
4680,note_on,0,0,3,,,,,,,,,3,,,47,42
4680,note_off,120,0,5,,,,,,,,,5,,,37,0
4680,note_on,120,0,1,,,,,,,,,1,,,61,46
4680,note_off,120,0,3,,,,,,,,,3,,,44,0
4800,note_on,0,0,1,,,,,,,,,1,,,61,52
4800,note_off,120,0,1,,,,,,,,,1,,,61,0
4800,note_on,0,0,3,,,,,,,,,3,,,44,43
4800,note_off,120,0,3,,,,,,,,,3,,,47,0
4800,note_on,120,0,5,,,,,,,,,5,,,37,43
4920,note_on,0,0,1,,,,,,,,,1,,,62,48
4920,note_on,0,0,3,,,,,,,,,3,,,47,44
4920,note_off,120,0,5,,,,,,,,,5,,,37,0
4920,note_off,120,0,1,,,,,,,,,1,,,61,0
4920,note_off,120,0,3,,,,,,,,,3,,,44,0
5040,note_off,120,0,3,,,,,,,,,3,,,47,0
5040,note_off,120,0,1,,,,,,,,,1,,,62,0
5040,note_on,0,0,3,,,,,,,,,3,,,44,45
5040,note_on,0,0,1,,,,,,,,,1,,,62,54
5040,note_on,120,0,5,,,,,,,,,5,,,37,45
5160,note_off,120,0,1,,,,,,,,,1,,,62,0
5160,note_off,120,0,5,,,,,,,,,5,,,37,0
5160,note_on,0,0,3,,,,,,,,,3,,,47,46
5160,note_on,0,0,1,,,,,,,,,1,,,61,50
5160,note_off,120,0,3,,,,,,,,,3,,,44,0
5280,note_on,0,0,1,,,,,,,,,1,,,61,57
5280,note_off,120,0,1,,,,,,,,,1,,,61,0
5280,note_on,120,0,5,,,,,,,,,5,,,37,47
5280,note_on,0,0,3,,,,,,,,,3,,,44,47
5280,note_off,120,0,3,,,,,,,,,3,,,47,0
5400,note_off,120,0,5,,,,,,,,,5,,,37,0
5400,note_on,0,0,1,,,,,,,,,1,,,65,53
5400,note_on,0,0,3,,,,,,,,,3,,,47,48
5400,note_off,120,0,3,,,,,,,,,3,,,44,0
5400,note_off,120,0,1,,,,,,,,,1,,,61,0
5520,note_off,120,0,1,,,,,,,,,1,,,65,0
5520,note_on,0,0,3,,,,,,,,,3,,,44,49
5520,note_on,0,0,1,,,,,,,,,1,,,65,60
5520,note_off,120,0,3,,,,,,,,,3,,,47,0
5520,note_on,120,0,5,,,,,,,,,5,,,37,49
5640,note_off,120,0,3,,,,,,,,,3,,,44,0
5640,note_on,0,0,1,,,,,,,,,1,,,61,55
5640,note_on,0,0,3,,,,,,,,,3,,,47,50
5640,note_off,120,0,5,,,,,,,,,5,,,37,0
5640,note_off,120,0,1,,,,,,,,,1,,,65,0
5760,note_off,120,0,1,,,,,,,,,1,,,61,0
5760,note_on,0,0,1,,,,,,,,,1,,,61,62
5760,note_on,0,0,3,,,,,,,,,3,,,44,52
5760,note_on,120,0,5,,,,,,,,,5,,,37,52
5760,note_off,120,0,3,,,,,,,,,3,,,47,0
5880,note_off,120,0,3,,,,,,,,,3,,,44,0
5880,note_on,0,0,3,,,,,,,,,3,,,47,53
5880,note_off,120,0,5,,,,,,,,,5,,,37,0
5880,note_on,0,0,1,,,,,,,,,1,,,68,57
5880,note_off,120,0,1,,,,,,,,,1,,,61,0
6000,note_on,0,0,1,,,,,,,,,1,,,68,65
6000,note_on,120,0,5,,,,,,,,,5,,,37,54
6000,note_on,0,0,3,,,,,,,,,3,,,44,54
6000,note_off,120,0,3,,,,,,,,,3,,,47,0
6000,note_off,120,0,1,,,,,,,,,1,,,68,0
6120,note_off,120,0,5,,,,,,,,,5,,,37,0
6120,note_on,0,0,3,,,,,,,,,3,,,47,55
6120,note_off,120,0,1,,,,,,,,,1,,,68,0
6120,note_on,0,0,1,,,,,,,,,1,,,61,60
6120,note_off,120,0,3,,,,,,,,,3,,,44,0
6240,note_on,120,0,5,,,,,,,,,5,,,37,56
6240,note_off,120,0,3,,,,,,,,,3,,,47,0
6240,note_on,0,0,3,,,,,,,,,3,,,44,56
6240,note_off,120,0,1,,,,,,,,,1,,,61,0
6240,note_on,0,0,1,,,,,,,,,1,,,61,68
6360,note_off,120,0,5,,,,,,,,,5,,,37,0
6360,note_off,120,0,3,,,,,,,,,3,,,44,0
6360,note_on,0,0,3,,,,,,,,,3,,,47,57
6360,note_on,0,0,1,,,,,,,,,1,,,74,62
6360,note_off,120,0,1,,,,,,,,,1,,,61,0
6480,note_off,120,0,1,,,,,,,,,1,,,74,0
6480,note_on,0,0,3,,,,,,,,,3,,,44,58
6480,note_off,120,0,3,,,,,,,,,3,,,47,0
6480,note_on,120,0,5,,,,,,,,,5,,,37,58
6480,note_on,0,0,1,,,,,,,,,1,,,74,71
6600,note_on,0,0,1,,,,,,,,,1,,,61,64
6600,note_off,120,0,1,,,,,,,,,1,,,74,0
6600,note_off,120,0,5,,,,,,,,,5,,,37,0
6600,note_on,0,0,3,,,,,,,,,3,,,47,59
6600,note_off,120,0,3,,,,,,,,,3,,,44,0
6720,note_on,0,0,3,,,,,,,,,3,,,44,60
6720,note_off,120,0,3,,,,,,,,,3,,,47,0
6720,note_on,120,0,5,,,,,,,,,5,,,37,60
6720,note_off,120,0,1,,,,,,,,,1,,,61,0
6720,note_on,0,0,1,,,,,,,,,1,,,61,71
6840,note_on,0,0,3,,,,,,,,,3,,,47,61
6840,note_off,120,0,5,,,,,,,,,5,,,37,0
6840,note_off,120,0,3,,,,,,,,,3,,,44,0
6840,note_on,0,0,1,,,,,,,,,1,,,77,66
6840,note_off,120,0,1,,,,,,,,,1,,,61,0
6960,note_on,0,0,3,,,,,,,,,3,,,44,62
6960,note_on,120,0,5,,,,,,,,,5,,,37,62
6960,note_on,0,0,1,,,,,,,,,1,,,77,72
6960,note_off,120,0,3,,,,,,,,,3,,,47,0
6960,note_off,120,0,1,,,,,,,,,1,,,77,0
7080,note_on,0,0,1,,,,,,,,,1,,,73,69
7080,note_off,120,0,1,,,,,,,,,1,,,77,0
7080,note_off,120,0,5,,,,,,,,,5,,,37,0
7080,note_on,0,0,3,,,,,,,,,3,,,47,63
7080,note_off,120,0,3,,,,,,,,,3,,,44,0
7200,note_on,120,0,5,,,,,,,,,5,,,37,64
7200,note_on,0,0,3,,,,,,,,,3,,,44,64
7200,note_off,120,0,3,,,,,,,,,3,,,47,0
7200,note_on,0,0,1,,,,,,,,,1,,,73,76
7200,note_off,120,0,1,,,,,,,,,1,,,73,0
7320,note_on,0,0,1,,,,,,,,,1,,,80,71
7320,note_off,120,0,1,,,,,,,,,1,,,73,0
7320,note_on,0,0,3,,,,,,,,,3,,,47,65
7320,note_off,120,0,5,,,,,,,,,5,,,37,0
7320,note_off,120,0,3,,,,,,,,,3,,,44,0
7440,note_on,0,0,1,,,,,,,,,1,,,80,78
7440,note_off,120,0,1,,,,,,,,,1,,,80,0
7440,note_on,120,0,5,,,,,,,,,5,,,37,66
7440,note_off,120,0,3,,,,,,,,,3,,,47,0
7440,note_on,0,0,3,,,,,,,,,3,,,44,66
7560,note_off,120,0,1,,,,,,,,,1,,,80,0
7560,note_off,120,0,5,,,,,,,,,5,,,37,0
7560,note_on,0,0,1,,,,,,,,,1,,,73,73
7560,note_on,0,0,3,,,,,,,,,3,,,47,67
7560,note_off,120,0,3,,,,,,,,,3,,,44,0
7680,note_on,0,0,3,,,,,,,,,3,,,44,69
7680,note_on,0,0,1,,,,,,,,,1,,,73,80
7680,note_off,120,0,1,,,,,,,,,1,,,73,0
7680,note_off,120,0,3,,,,,,,,,3,,,47,0
7680,note_on,120,0,5,,,,,,,,,5,,,37,69
7800,note_on,0,0,3,,,,,,,,,3,,,47,70
7800,note_off,120,0,3,,,,,,,,,3,,,44,0
7800,note_on,0,0,1,,,,,,,,,1,,,86,75
7800,note_off,120,0,1,,,,,,,,,1,,,73,0
7800,note_off,120,0,5,,,,,,,,,5,,,37,0
7920,note_on,0,0,1,,,,,,,,,1,,,86,83
7920,note_off,120,0,1,,,,,,,,,1,,,86,0
7920,note_off,120,0,3,,,,,,,,,3,,,47,0
7920,note_on,0,0,3,,,,,,,,,3,,,44,71
7920,note_on,120,0,5,,,,,,,,,5,,,37,71
8040,note_off,120,0,5,,,,,,,,,5,,,37,0
8040,note_off,120,0,3,,,,,,,,,3,,,44,0
8040,note_on,0,0,1,,,,,,,,,1,,,73,78
8040,note_off,120,0,1,,,,,,,,,1,,,86,0
8040,note_on,0,0,3,,,,,,,,,3,,,47,72
8160,note_on,0,0,1,,,,,,,,,1,,,73,85
8160,note_on,120,0,5,,,,,,,,,5,,,37,73
8160,note_off,120,0,1,,,,,,,,,1,,,73,0
8160,note_on,0,0,3,,,,,,,,,3,,,44,73
8160,note_off,120,0,3,,,,,,,,,3,,,47,0
8280,note_on,0,0,1,,,,,,,,,1,,,89,80
8280,note_off,120,0,1,,,,,,,,,1,,,73,0
8280,note_on,0,0,3,,,,,,,,,3,,,47,74
8280,note_off,120,0,5,,,,,,,,,5,,,37,0
8280,note_off,120,0,3,,,,,,,,,3,,,44,0
8400,note_off,120,0,3,,,,,,,,,3,,,47,0
8400,note_on,0,0,3,,,,,,,,,3,,,44,75
8400,note_on,120,0,5,,,,,,,,,5,,,37,75
8400,note_off,120,0,1,,,,,,,,,1,,,89,0
8400,note_on,0,0,1,,,,,,,,,1,,,89,87
8520,note_off,120,0,3,,,,,,,,,3,,,44,0
8520,note_on,0,0,3,,,,,,,,,3,,,47,76
8520,note_off,120,0,5,,,,,,,,,5,,,37,0
8520,note_off,120,0,1,,,,,,,,,1,,,89,0
8520,note_on,0,0,1,,,,,,,,,1,,,73,82
8640,note_off,120,0,1,,,,,,,,,1,,,73,0
8640,note_on,0,0,1,,,,,,,,,1,,,73,88
8640,note_on,120,0,5,,,,,,,,,5,,,37,78
8640,note_on,0,0,3,,,,,,,,,3,,,44,78
8640,note_off,120,0,3,,,,,,,,,3,,,47,0
8760,note_on,0,0,1,,,,,,,,,1,,,86,84
8760,note_on,0,0,3,,,,,,,,,3,,,47,80
8760,note_off,120,0,3,,,,,,,,,3,,,44,0
8760,note_off,120,0,5,,,,,,,,,5,,,37,0
8760,note_off,120,0,1,,,,,,,,,1,,,73,0
8880,note_on,120,0,5,,,,,,,,,5,,,37,82
8880,note_on,0,0,3,,,,,,,,,3,,,44,82
8880,note_off,120,0,3,,,,,,,,,3,,,47,0
8880,note_off,120,0,1,,,,,,,,,1,,,86,0
8880,note_on,0,0,1,,,,,,,,,1,,,86,92
9000,note_off,120,0,5,,,,,,,,,5,,,37,0
9000,note_off,120,0,1,,,,,,,,,1,,,86,0
9000,note_on,0,0,1,,,,,,,,,1,,,73,88
9000,note_off,120,0,3,,,,,,,,,3,,,44,0
9000,note_on,0,0,3,,,,,,,,,3,,,47,84
9120,note_on,0,0,3,,,,,,,,,3,,,44,86
9120,note_on,0,0,1,,,,,,,,,1,,,73,97
9120,note_off,120,0,1,,,,,,,,,1,,,73,0
9120,note_on,120,0,5,,,,,,,,,5,,,37,85
9120,note_off,120,0,3,,,,,,,,,3,,,47,0
9240,note_off,120,0,3,,,,,,,,,3,,,44,0
9240,note_on,0,0,1,,,,,,,,,1,,,89,92
9240,note_off,120,0,1,,,,,,,,,1,,,73,0
9240,note_off,120,0,5,,,,,,,,,5,,,37,0
9240,note_on,0,0,3,,,,,,,,,3,,,47,87
9360,note_on,120,0,5,,,,,,,,,5,,,37,91
9360,note_on,0,0,1,,,,,,,,,1,,,89,102
9360,note_on,0,0,3,,,,,,,,,3,,,44,89
9360,note_off,120,0,1,,,,,,,,,1,,,89,0
9360,note_off,120,0,3,,,,,,,,,3,,,47,0
9480,note_on,0,0,3,,,,,,,,,3,,,47,91
9480,note_off,120,0,3,,,,,,,,,3,,,44,0
9480,note_off,120,0,1,,,,,,,,,1,,,89,0
9480,note_off,120,0,5,,,,,,,,,5,,,37,0
9480,note_on,0,0,1,,,,,,,,,1,,,73,97
9600,note_on,0,0,1,,,,,,,,,1,,,73,106
9600,note_off,120,0,1,,,,,,,,,1,,,73,0
9600,note_on,120,0,5,,,,,,,,,5,,,37,96
9600,note_on,0,0,3,,,,,,,,,3,,,44,93
9600,note_off,120,0,3,,,,,,,,,3,,,47,0
