tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity
0,time_signature,6,4,24,8,0,1,0,,,,,,,
0,program_change,,,,,0,0,2,,,,53,1,,
0,track_name,,,,,0,1,10,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,program_change,,,,,0,0,3,,,,53,2,,
0,midi_port,,,,,0,1,4,,,0,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,program_change,,,,,0,0,4,,,,91,3,,
0,midi_port,,,,,0,1,5,,,0,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,midi_port,,,,,0,1,6,,,0,,,,
0,end_of_track,,,,,0,1,6,,,,,,,
0,midi_port,,,,,0,1,7,,,0,,,,
0,track_name,,,,,0,1,7,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,
0,midi_port,,,,,0,1,8,,,0,,,,
0,track_name,,,,,0,1,8,,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,,
0,midi_port,,,,,0,1,9,,,0,,,,
0,track_name,,,,,0,1,9,,,,,,,
0,end_of_track,,,,,0,1,9,,,,,,,
0,midi_port,,,,,0,1,10,,,0,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,
0,end_of_track,,,,,0,1,10,,,,,,,
0,key_signature,,,,,0,1,0,F,,,,,,
0,program_change,,,,,0,0,1,,,,53,0,,
0,track_name,,,,,0,1,1,,,,,,,
0,set_tempo,,,,,0,1,0,,857143,,,,,
0,end_of_track,,,,,0,1,0,,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,
603,note_on,,,,,603,0,1,,,,,0,72,68
603,note_on,,,,,603,0,3,,,,,2,60,65
603,note_on,,,,,603,0,4,,,,,3,57,68
608,note_on,,,,,608,0,2,,,,,1,65,70
668,note_on,,,,,65,0,1,,,,,0,71,75
672,note_on,,,,,4,0,1,,,,,0,72,0
712,note_on,,,,,109,0,3,,,,,2,58,72
716,note_on,,,,,4,0,3,,,,,2,60,0
716,note_on,,,,,44,0,1,,,,,0,74,85
717,note_on,,,,,1,0,1,,,,,0,71,0
720,note_on,,,,,117,0,4,,,,,3,55,81
721,note_on,,,,,113,0,2,,,,,1,64,66
724,note_on,,,,,3,0,2,,,,,1,65,0
726,note_on,,,,,6,0,4,,,,,3,57,0
780,note_on,,,,,63,0,1,,,,,0,72,81
781,note_on,,,,,1,0,1,,,,,0,74,0
828,note_on,,,,,112,0,3,,,,,2,57,66
829,note_on,,,,,1,0,3,,,,,2,58,0
837,note_on,,,,,113,0,2,,,,,1,65,71
841,note_on,,,,,4,0,2,,,,,1,64,0
841,note_on,,,,,115,0,4,,,,,3,53,85
846,note_on,,,,,5,0,4,,,,,3,55,0
910,note_on,,,,,129,0,1,,,,,0,72,0
928,note_on,,,,,99,0,3,,,,,2,57,0
934,note_on,,,,,93,0,2,,,,,1,65,0
961,note_on,,,,,33,0,3,,,,,2,57,71
964,note_on,,,,,30,0,2,,,,,1,65,70
969,note_on,,,,,123,0,4,,,,,3,45,71
969,note_on,,,,,59,0,1,,,,,0,72,76
970,note_on,,,,,1,0,4,,,,,3,53,0
1022,note_on,,,,,53,0,1,,,,,0,73,62
1027,note_on,,,,,5,0,1,,,,,0,72,0
1074,note_on,,,,,113,0,3,,,,,2,57,0
1074,note_on,,,,,0,0,3,,,,,2,53,72
1078,note_on,,,,,0,0,1,,,,,0,76,80
1078,note_on,,,,,51,0,1,,,,,0,73,0
1081,note_on,,,,,111,0,4,,,,,3,46,76
1087,note_on,,,,,6,0,4,,,,,3,45,0
1132,note_on,,,,,54,0,1,,,,,0,74,86
1135,note_on,,,,,3,0,1,,,,,0,76,0
1200,note_on,,,,,236,0,2,,,,,1,70,70
1201,note_on,,,,,1,0,2,,,,,1,65,0
1204,note_on,,,,,117,0,4,,,,,3,46,0
1206,note_on,,,,,2,0,4,,,,,3,43,73
1314,note_on,,,,,179,0,1,,,,,0,72,87
1317,note_on,,,,,243,0,3,,,,,2,52,74
1317,note_on,,,,,3,0,1,,,,,0,74,0
1320,note_on,,,,,119,0,2,,,,,1,69,70
1329,note_on,,,,,12,0,3,,,,,2,53,0
1329,note_on,,,,,123,0,4,,,,,3,45,81
1332,note_on,,,,,3,0,4,,,,,3,43,0
1333,note_on,,,,,13,0,2,,,,,1,70,0
1380,note_on,,,,,63,0,1,,,,,0,74,77
1383,note_on,,,,,3,0,1,,,,,0,72,0
1432,note_on,,,,,49,0,1,,,,,0,72,78
1435,note_on,,,,,106,0,3,,,,,2,58,64
1435,note_on,,,,,102,0,2,,,,,1,64,65
1437,note_on,,,,,5,0,1,,,,,0,74,0
1438,note_on,,,,,3,0,3,,,,,2,52,0
1440,note_on,,,,,108,0,4,,,,,3,48,85
1444,note_on,,,,,4,0,4,,,,,3,45,0
1453,note_on,,,,,18,0,2,,,,,1,69,0
1498,note_on,,,,,61,0,1,,,,,0,74,81
1500,note_on,,,,,2,0,1,,,,,0,72,0
1548,note_on,,,,,104,0,4,,,,,3,50,67
1550,note_on,,,,,2,0,4,,,,,3,48,0
1552,note_on,,,,,52,0,1,,,,,0,72,82
1554,note_on,,,,,101,0,2,,,,,1,65,65
1557,note_on,,,,,5,0,1,,,,,0,74,0
1557,note_on,,,,,3,0,2,,,,,1,64,0
1616,note_on,,,,,59,0,1,,,,,0,74,82
1618,note_on,,,,,2,0,1,,,,,0,72,0
1672,note_on,,,,,115,0,2,,,,,1,67,67
1672,note_on,,,,,54,0,1,,,,,0,72,82
1676,note_on,,,,,4,0,1,,,,,0,74,0
