tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,0,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,
0,program_change,0,0,8,,,,,,,,60,4,,,,,
0,control_change,0,0,8,,,,,,,,,4,7,127,,,
0,control_change,0,0,8,,,,,,,,,4,10,24,,,
0,midi_port,0,1,9,,,,,,,0,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,,
0,program_change,0,0,9,,,,,,,,60,5,,,,,
0,control_change,0,0,9,,,,,,,,,5,7,127,,,
0,control_change,0,0,9,,,,,,,,,5,10,34,,,
0,midi_port,0,1,10,,,,,,,0,,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,
0,program_change,0,0,10,,,,,,,,56,6,,,,,
0,control_change,0,0,10,,,,,,,,,6,7,127,,,
0,control_change,0,0,10,,,,,,,,,6,10,77,,,
0,midi_port,0,1,11,,,,,,,0,,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,,
0,program_change,0,0,11,,,,,,,,56,6,,,,,
0,control_change,0,0,11,,,,,,,,,6,7,127,,,
0,control_change,0,0,11,,,,,,,,,6,10,77,,,
0,control_change,0,0,11,,,,,,,,,6,121,0,,,
0,midi_port,0,1,12,,,,,,,0,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,,
0,program_change,0,0,12,,,,,,,,57,7,,,,,
0,control_change,0,0,12,,,,,,,,,7,7,127,,,
0,control_change,0,0,12,,,,,,,,,7,10,80,,,
0,midi_port,0,1,13,,,,,,,0,,,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,,
0,program_change,0,0,13,,,,,,,,57,7,,,,,
0,control_change,0,0,7,,,,,,,,,3,10,80,,,
0,control_change,0,0,7,,,,,,,,,3,7,127,,,
0,program_change,0,0,7,,,,,,,,70,3,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,72,15,,,,,
0,control_change,0,0,1,,,,,,,,,15,7,127,,,
0,control_change,0,0,1,,,,,,,,,15,10,52,,,
0,control_change,0,0,1,,,,,,,,,15,121,0,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,,
