tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,control,value,note,velocity
0,time_signature,1,8,12,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,2,,,,0,64,0,,
0,control_change,,,,,0,0,2,,,,0,64,0,,
0,program_change,,,,,0,0,2,,,1,0,,,,
0,control_change,,,,,0,0,1,,,,0,64,0,,
0,control_change,,,,,0,0,1,,,,0,64,0,,
0,control_change,,,,,0,0,1,,,,0,64,0,,
0,program_change,,,,,0,0,1,,,1,0,,,,
0,track_name,,,,,0,1,1,,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,
0,key_signature,,,,,0,1,0,Fm,,,,,,,
0,set_tempo,,,,,0,1,0,,1000000,,,,,,
512,control_change,,,,,512,0,2,,,,0,64,0,,
512,control_change,,,,,0,0,2,,,,0,64,0,,
512,control_change,,,,,0,0,2,,,,0,64,0,,
512,control_change,,,,,0,0,2,,,,0,64,0,,
512,note_on,,,,,0,0,2,,,,0,,,56,25
512,note_on,,,,,0,0,2,,,,0,,,60,47
512,set_tempo,,,,,0,1,0,,1621621,,,,,,
512,control_change,,,,,512,0,1,,,,0,64,0,,
512,control_change,,,,,0,0,1,,,,0,64,0,,
512,control_change,,,,,0,0,1,,,,0,64,0,,
512,control_change,,,,,0,0,1,,,,0,64,0,,
512,control_change,,,,,0,0,1,,,,0,64,0,,
512,time_signature,3,4,24,8,512,1,0,,,,,,,,
616,control_change,,,,,104,0,1,,,,0,64,127,,
616,control_change,,,,,104,0,2,,,,0,64,127,,
768,note_on,,,,,0,0,2,,,,0,,,60,22
768,note_off,,,,,152,0,2,,,,0,,,60,0
768,set_tempo,,,,,256,1,0,,1333333,,,,,,
768,note_on,,,,,0,0,2,,,,0,,,63,40
772,control_change,,,,,4,0,2,,,,0,64,127,,
772,control_change,,,,,156,0,1,,,,0,64,127,,
815,control_change,,,,,43,0,1,,,,0,64,0,,
815,control_change,,,,,43,0,2,,,,0,64,0,,
940,control_change,,,,,125,0,2,,,,0,64,127,,
940,control_change,,,,,125,0,1,,,,0,64,127,,
1024,note_on,,,,,84,0,1,,,,0,,,72,30
1024,note_on,,,,,0,0,1,,,,0,,,60,21
1024,note_on,,,,,84,0,2,,,,0,,,44,21
1024,set_tempo,,,,,256,1,0,,1200000,,,,,,
1536,note_off,,,,,512,0,1,,,,0,,,72,0
1536,note_on,,,,,0,0,2,,,,0,,,39,24
1536,note_off,,,,,512,0,2,,,,0,,,56,0
1536,note_off,,,,,0,0,2,,,,0,,,44,0
1536,note_on,,,,,0,0,1,,,,0,,,63,24
1536,note_on,,,,,0,0,1,,,,0,,,75,33
2048,note_on,,,,,0,0,2,,,,0,,,39,14
2048,note_off,,,,,0,0,2,,,,0,,,39,0
2048,note_on,,,,,0,0,2,,,,0,,,61,41
2048,note_on,,,,,0,0,2,,,,0,,,58,23
2048,note_off,,,,,512,0,2,,,,0,,,60,0
2048,note_off,,,,,0,0,2,,,,0,,,63,0
2048,note_off,,,,,0,0,1,,,,0,,,63,0
2048,note_off,,,,,0,0,1,,,,0,,,60,0
2048,note_on,,,,,0,0,1,,,,0,,,63,20
2048,note_on,,,,,0,0,1,,,,0,,,75,29
2048,note_off,,,,,512,0,1,,,,0,,,75,0
2048,set_tempo,,,,,1024,1,0,,1333333,,,,,,
2100,control_change,,,,,52,0,1,,,,0,64,0,,
2100,control_change,,,,,52,0,2,,,,0,64,0,,
2178,control_change,,,,,78,0,2,,,,0,64,127,,
2178,control_change,,,,,78,0,1,,,,0,64,127,,
2254,note_off,,,,,76,0,2,,,,0,,,58,0
2254,note_off,,,,,0,0,2,,,,0,,,61,0
2304,note_on,,,,,50,0,2,,,,0,,,56,21
2304,note_on,,,,,0,0,2,,,,0,,,60,39
2334,control_change,,,,,156,0,1,,,,0,64,0,,
2334,control_change,,,,,30,0,2,,,,0,64,0,,
2386,control_change,,,,,52,0,1,,,,0,64,127,,
2386,control_change,,,,,52,0,2,,,,0,64,127,,
2510,note_off,,,,,0,0,2,,,,0,,,60,0
2510,note_off,,,,,124,0,2,,,,0,,,56,0
2543,control_change,,,,,33,0,2,,,,0,64,0,,
2543,control_change,,,,,157,0,1,,,,0,64,0,,
2560,note_off,,,,,0,0,1,,,,0,,,63,0
2560,note_on,,,,,0,0,2,,,,0,,,63,44
2560,note_off,,,,,17,0,1,,,,0,,,75,0
2560,note_off,,,,,0,0,2,,,,0,,,39,0
2560,note_on,,,,,17,0,2,,,,0,,,60,26
2777,control_change,,,,,217,0,1,,,,0,64,127,,
2777,control_change,,,,,217,0,2,,,,0,64,127,,
3072,note_on,,,,,0,0,1,,,,0,,,63,16
3072,note_on,,,,,0,0,2,,,,0,,,39,10
3072,note_on,,,,,0,0,2,,,,0,,,61,30
3072,note_on,,,,,295,0,2,,,,0,,,58,12
3072,note_on,,,,,295,0,1,,,,0,,,75,22
3092,note_off,,,,,20,0,2,,,,0,,,60,0
3092,note_off,,,,,0,0,2,,,,0,,,63,0
3193,control_change,,,,,101,0,2,,,,0,64,0,,
3193,control_change,,,,,121,0,1,,,,0,64,0,,
3402,control_change,,,,,209,0,2,,,,0,64,127,,
3402,control_change,,,,,209,0,1,,,,0,64,127,,
3584,control_change,,,,,182,0,1,,,,0,64,127,,
3584,note_off,,,,,0,0,2,,,,0,,,58,0
3584,control_change,,,,,0,0,2,,,,0,64,127,,
3584,control_change,,,,,0,0,1,,,,0,64,0,,
3584,note_off,,,,,0,0,2,,,,0,,,61,0
3584,note_off,,,,,0,0,2,,,,0,,,39,0
3584,note_on,,,,,0,0,2,,,,0,,,56,25
3584,note_on,,,,,0,0,2,,,,0,,,60,47
3584,control_change,,,,,0,0,1,,,,0,64,0,,
3584,note_off,,,,,0,0,1,,,,0,,,75,0
3584,note_off,,,,,0,0,1,,,,0,,,63,0
3584,control_change,,,,,182,0,2,,,,0,64,0,,
3584,set_tempo,,,,,1536,1,0,,1621621,,,,,,
3670,control_change,,,,,86,0,2,,,,0,64,0,,
3670,control_change,,,,,86,0,1,,,,0,64,0,,
3734,control_change,,,,,64,0,2,,,,0,64,127,,
3734,control_change,,,,,64,0,1,,,,0,64,127,,
3840,set_tempo,,,,,256,1,0,,1333333,,,,,,
3840,note_off,,,,,106,0,2,,,,0,,,60,0
3840,note_on,,,,,0,0,2,,,,0,,,63,40
3840,note_on,,,,,0,0,2,,,,0,,,60,22
3844,control_change,,,,,4,0,2,,,,0,64,127,,
3844,control_change,,,,,110,0,1,,,,0,64,127,,
3887,control_change,,,,,43,0,2,,,,0,64,0,,
3887,control_change,,,,,43,0,1,,,,0,64,0,,
4012,control_change,,,,,125,0,1,,,,0,64,127,,
4012,control_change,,,,,125,0,2,,,,0,64,127,,
4096,note_on,,,,,84,0,1,,,,0,,,72,30
4096,note_on,,,,,0,0,1,,,,0,,,60,21
4096,note_on,,,,,84,0,2,,,,0,,,44,21
4096,set_tempo,,,,,256,1,0,,1200000,,,,,,
4608,note_on,,,,,0,0,1,,,,0,,,75,33
4608,note_on,,,,,0,0,2,,,,0,,,39,24
4608,note_off,,,,,0,0,2,,,,0,,,44,0
4608,note_off,,,,,512,0,2,,,,0,,,56,0
4608,note_off,,,,,512,0,1,,,,0,,,72,0
4608,note_on,,,,,0,0,1,,,,0,,,63,24
5120,note_on,,,,,0,0,2,,,,0,,,58,23
5120,note_off,,,,,0,0,2,,,,0,,,63,0
5120,note_off,,,,,512,0,2,,,,0,,,60,0
5120,note_on,,,,,0,0,2,,,,0,,,61,41
5120,note_off,,,,,512,0,1,,,,0,,,75,0
5120,note_on,,,,,0,0,1,,,,0,,,75,29
5120,note_on,,,,,0,0,1,,,,0,,,63,20
5120,note_off,,,,,0,0,1,,,,0,,,60,0
5120,set_tempo,,,,,1024,1,0,,1333333,,,,,,
5120,note_off,,,,,0,0,1,,,,0,,,63,0
5120,note_off,,,,,0,0,2,,,,0,,,39,0
5120,note_on,,,,,0,0,2,,,,0,,,39,14
5172,control_change,,,,,52,0,1,,,,0,64,0,,
5172,control_change,,,,,52,0,2,,,,0,64,0,,
5250,control_change,,,,,78,0,1,,,,0,64,127,,
5250,control_change,,,,,78,0,2,,,,0,64,127,,
5326,note_off,,,,,76,0,2,,,,0,,,58,0
5326,note_off,,,,,0,0,2,,,,0,,,61,0
5376,note_on,,,,,50,0,2,,,,0,,,56,21
5376,note_on,,,,,0,0,2,,,,0,,,60,39
5406,control_change,,,,,156,0,1,,,,0,64,0,,
5406,control_change,,,,,30,0,2,,,,0,64,0,,
5458,control_change,,,,,52,0,2,,,,0,64,127,,
5458,control_change,,,,,52,0,1,,,,0,64,127,,
5582,note_off,,,,,124,0,2,,,,0,,,56,0
5582,note_off,,,,,0,0,2,,,,0,,,60,0
5615,control_change,,,,,157,0,1,,,,0,64,0,,
5615,control_change,,,,,33,0,2,,,,0,64,0,,
5632,note_on,,,,,17,0,2,,,,0,,,60,26
5632,note_on,,,,,0,0,2,,,,0,,,63,44
5632,note_off,,,,,0,0,2,,,,0,,,39,0
5632,note_off,,,,,17,0,1,,,,0,,,75,0
5632,note_off,,,,,0,0,1,,,,0,,,63,0
5849,control_change,,,,,217,0,1,,,,0,64,127,,
5849,control_change,,,,,217,0,2,,,,0,64,127,,
6144,note_on,,,,,0,0,1,,,,0,,,63,16
6144,note_on,,,,,0,0,2,,,,0,,,61,30
6144,note_on,,,,,0,0,2,,,,0,,,39,10
6144,note_on,,,,,295,0,2,,,,0,,,58,12
6144,note_on,,,,,295,0,1,,,,0,,,75,22
6164,note_off,,,,,0,0,2,,,,0,,,63,0
6164,note_off,,,,,20,0,2,,,,0,,,60,0
6265,control_change,,,,,101,0,2,,,,0,64,0,,
6265,control_change,,,,,121,0,1,,,,0,64,0,,
6474,control_change,,,,,209,0,1,,,,0,64,127,,
6474,control_change,,,,,209,0,2,,,,0,64,127,,
6653,control_change,,,,,179,0,2,,,,0,64,127,,
6656,note_off,,,,,0,0,1,,,,0,,,63,0
6656,note_off,,,,,0,0,1,,,,0,,,75,0
6656,control_change,,,,,0,0,1,,,,0,64,0,,
