tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,,,,,,,,
0,end_of_track,0,1,2,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,,,250000,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,,,,,,,,
0,sysex,0,0,0,,,,,,,,"(65, 16, 66, 18, 64, 0, 127, 0, 65)",,,,,,,,,,,,
0,sysex,0,0,0,,,,,,,,"(65, 16, 66, 18, 64, 1, 48, 3, 12)",,,,,,,,,,,,
0,time_signature,0,1,0,,,,,,,,,4,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,,,C,,,,,,,
120,control_change,0,0,1,,,,,,,,,,,,,,,91,64,0,,,
120,control_change,0,0,1,,,,,,,,,,,,,,,93,20,0,,,
120,control_change,0,0,1,,,,,,,,,,,,,,,0,0,0,,,
120,control_change,120,0,1,,,,,,,,,,,,,,,0,0,0,,,
122,program_change,2,0,1,,,,,,,,,,,,,,,,,0,0,,
123,control_change,1,0,1,,,,,,,,,,,,,,,7,127,0,,,
461,control_change,338,0,1,,,,,,,,,,,,,,,64,127,0,,,
840,set_tempo,840,1,0,,,,,,,,,,,,,,250000,,,,,,
959,note_on,498,0,1,,,,,,,,,,,,,,,,,0,,45,45
960,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,69,42
960,set_tempo,120,1,0,,,,,,,,,,,,,,461538,,,,,,
964,note_on,4,0,1,,,,,,,,,,,,,,,,,0,,64,36
965,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,60,36
984,note_on,19,0,1,,,,,,,,,,,,,,,,,0,,60,0
985,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,45,0
985,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,69,0
987,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,64,0
990,note_on,3,0,1,,,,,,,,,,,,,,,,,0,,70,44
1004,set_tempo,44,1,0,,,,,,,,,,,,,,447761,,,,,,
1013,control_change,23,0,1,,,,,,,,,,,,,,,64,0,0,,,
1015,note_on,2,0,1,,,,,,,,,,,,,,,,,0,,70,0
1018,set_tempo,14,1,0,,,,,,,,,,,,,,444444,,,,,,
1020,note_on,5,0,1,,,,,,,,,,,,,,,,,0,,71,51
1032,set_tempo,14,1,0,,,,,,,,,,,,,,441176,,,,,,
1045,note_on,25,0,1,,,,,,,,,,,,,,,,,0,,71,0
1046,set_tempo,14,1,0,,,,,,,,,,,,,,437956,,,,,,
1050,note_on,5,0,1,,,,,,,,,,,,,,,,,0,,72,55
1060,set_tempo,14,1,0,,,,,,,,,,,,,,434783,,,,,,
