tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,key,note,velocity
0,set_tempo,317441,0,1,0,,,,,,,,,,,
0,control_change,,0,0,2,,,,,32,0,1,,,,
0,program_change,,0,0,2,,,,,,,1,53,,,
0,control_change,,0,0,2,,,,,1,0,1,,,,
0,control_change,,0,0,2,,,,,10,64,1,,,,
0,control_change,,0,0,2,,,,,91,0,1,,,,
0,control_change,,0,0,2,,,,,93,0,1,,,,
0,track_name,,0,1,2,,,,,,,,,,,
0,control_change,,0,0,2,,,,,0,0,1,,,,
0,note_on,,0,0,1,,,,,,,0,,,31,100
0,note_on,,0,0,1,,,,,,,0,,,43,100
0,note_on,,0,0,1,,,,,,,0,,,55,100
0,track_name,,0,1,1,,,,,,,,,,,
0,control_change,,0,0,2,,,,,7,127,1,,,,
0,program_change,,0,0,1,,,,,,,0,0,,,
0,copyright,,0,1,0,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,
0,control_change,,0,0,1,,,,,7,110,0,,,,
0,control_change,,0,0,1,,,,,0,0,0,,,,
0,control_change,,0,0,1,,,,,32,0,0,,,,
0,key_signature,,0,1,1,,,,,,,,,C,,
0,control_change,,0,0,1,,,,,1,0,0,,,,
0,time_signature,,0,1,0,3,4,24,8,,,,,,,
0,control_change,,0,0,1,,,,,91,0,0,,,,
0,control_change,,0,0,1,,,,,10,64,0,,,,
0,control_change,,0,0,1,,,,,93,0,0,,,,
456,note_on,,456,0,1,,,,,,,0,,,31,0
456,note_on,,0,0,1,,,,,,,0,,,43,0
456,note_on,,0,0,1,,,,,,,0,,,55,0
480,note_on,,0,0,1,,,,,,,0,,,31,100
480,note_on,,0,0,1,,,,,,,0,,,43,100
480,note_on,,24,0,1,,,,,,,0,,,55,100
900,note_on,,0,0,1,,,,,,,0,,,42,100
900,note_on,,420,0,1,,,,,,,0,,,54,100
936,note_on,,36,0,1,,,,,,,0,,,31,0
936,note_on,,0,0,1,,,,,,,0,,,43,0
936,note_on,,0,0,1,,,,,,,0,,,55,0
960,note_on,,0,0,1,,,,,,,0,,,40,100
960,note_on,,24,0,1,,,,,,,0,,,52,100
1014,note_on,,54,0,1,,,,,,,0,,,42,0
1014,note_on,,0,0,1,,,,,,,0,,,54,0
1020,note_on,,0,0,1,,,,,,,0,,,38,100
1020,note_on,,6,0,1,,,,,,,0,,,50,100
1074,note_on,,0,0,1,,,,,,,0,,,52,0
1074,note_on,,54,0,1,,,,,,,0,,,40,0
1419,note_on,,345,0,1,,,,,,,0,,,50,0
1440,note_on,,21,0,1,,,,,,,0,,,55,100
1440,note_on,,0,0,1,,,,,,,0,,,31,100
1440,note_on,,0,0,1,,,,,,,0,,,43,100
1476,note_on,,36,0,1,,,,,,,0,,,38,0
1896,note_on,,0,0,1,,,,,,,0,,,55,0
1896,note_on,,0,0,1,,,,,,,0,,,43,0
1896,note_on,,420,0,1,,,,,,,0,,,31,0
1920,note_on,,0,0,1,,,,,,,0,,,31,100
1920,note_on,,24,0,1,,,,,,,0,,,55,100
1920,note_on,,0,0,1,,,,,,,0,,,43,100
2340,note_on,,0,0,1,,,,,,,0,,,42,100
2340,note_on,,420,0,1,,,,,,,0,,,54,100
2376,note_on,,36,0,1,,,,,,,0,,,31,0
2376,note_on,,0,0,1,,,,,,,0,,,43,0
2376,note_on,,0,0,1,,,,,,,0,,,55,0
2400,note_on,,24,0,1,,,,,,,0,,,52,100
2400,note_on,,0,0,1,,,,,,,0,,,40,100
2454,note_on,,54,0,1,,,,,,,0,,,42,0
2454,note_on,,0,0,1,,,,,,,0,,,54,0
2460,note_on,,6,0,1,,,,,,,0,,,50,100
2460,note_on,,0,0,1,,,,,,,0,,,38,100
2514,note_on,,54,0,1,,,,,,,0,,,40,0
2514,note_on,,0,0,1,,,,,,,0,,,52,0
2859,note_on,,345,0,1,,,,,,,0,,,50,0
2880,note_on,,21,0,1,,,,,,,0,,,55,100
2880,note_on,,0,0,1,,,,,,,0,,,43,100
2880,note_on,,0,0,1,,,,,,,0,,,31,100
2916,note_on,,36,0,1,,,,,,,0,,,38,0
3336,note_on,,0,0,1,,,,,,,0,,,43,0
3336,note_on,,0,0,1,,,,,,,0,,,55,0
3336,note_on,,420,0,1,,,,,,,0,,,31,0
3360,note_on,,0,0,1,,,,,,,0,,,43,100
3360,note_on,,24,0,1,,,,,,,0,,,55,100
3360,note_on,,0,0,1,,,,,,,0,,,31,100
3780,note_on,,0,0,1,,,,,,,0,,,42,100
3780,note_on,,420,0,1,,,,,,,0,,,54,100
3816,note_on,,0,0,1,,,,,,,0,,,43,0
3816,note_on,,0,0,1,,,,,,,0,,,55,0
3816,note_on,,36,0,1,,,,,,,0,,,31,0
3840,note_on,,0,0,1,,,,,,,0,,,40,100
3840,note_on,,24,0,1,,,,,,,0,,,52,100
3894,note_on,,54,0,1,,,,,,,0,,,42,0
3894,note_on,,0,0,1,,,,,,,0,,,54,0
3900,note_on,,0,0,1,,,,,,,0,,,38,100
3900,note_on,,6,0,1,,,,,,,0,,,50,100
3954,note_on,,54,0,1,,,,,,,0,,,40,0
3954,note_on,,0,0,1,,,,,,,0,,,52,0
4299,note_on,,345,0,1,,,,,,,0,,,50,0
4320,note_on,,21,0,1,,,,,,,0,,,55,100
4320,note_on,,0,0,1,,,,,,,0,,,43,100
4320,note_on,,0,0,1,,,,,,,0,,,31,100
4356,note_on,,36,0,1,,,,,,,0,,,38,0
4776,note_on,,420,0,1,,,,,,,0,,,31,0
4776,note_on,,0,0,1,,,,,,,0,,,43,0
4776,note_on,,0,0,1,,,,,,,0,,,55,0
4800,note_on,,0,0,1,,,,,,,0,,,31,100
4800,note_on,,24,0,1,,,,,,,0,,,55,100
4800,note_on,,0,0,1,,,,,,,0,,,43,100
5256,note_on,,456,0,1,,,,,,,0,,,31,0
5256,note_on,,0,0,1,,,,,,,0,,,43,0
5256,note_on,,0,0,1,,,,,,,0,,,55,0
5280,note_on,,0,0,1,,,,,,,0,,,43,100
5280,note_on,,0,0,1,,,,,,,0,,,65,100
5280,note_on,,0,0,1,,,,,,,0,,,59,100
5280,note_on,,0,0,1,,,,,,,0,,,31,100
5280,note_on,,24,0,1,,,,,,,0,,,55,100
5355,control_change,,75,0,1,,,,,7,104,0,,,,
5431,control_change,,76,0,1,,,,,7,98,0,,,,
5507,control_change,,76,0,1,,,,,7,93,0,,,,
5582,control_change,,75,0,1,,,,,7,87,0,,,,
5658,control_change,,76,0,1,,,,,7,81,0,,,,
5700,control_change,,42,0,1,,,,,7,78,0,,,,
5700,control_change,,5700,0,2,,,,,7,104,1,,,,
5736,note_on,,0,0,1,,,,,,,0,,,31,0
5736,note_on,,36,0,1,,,,,,,0,,,65,0
5736,note_on,,0,0,1,,,,,,,0,,,59,0
5736,note_on,,0,0,1,,,,,,,0,,,43,0
5736,note_on,,0,0,1,,,,,,,0,,,55,0
5760,note_on,,24,0,1,,,,,,,0,,,48,100
5760,note_on,,60,0,2,,,,,,,1,,,64,100
5760,note_on,,0,0,1,,,,,,,0,,,36,100
5760,note_on,,0,0,1,,,,,,,0,,,64,100
5760,note_on,,0,0,1,,,,,,,0,,,55,100
5760,note_on,,0,0,1,,,,,,,0,,,60,100
5911,control_change,,151,0,1,,,,,7,79,0,,,,
5988,note_on,,228,0,2,,,,,,,1,,,64,0
6000,note_on,,12,0,2,,,,,,,1,,,62,100
6031,control_change,,31,0,2,,,,,7,105,1,,,,
6138,control_change,,227,0,1,,,,,7,80,0,,,,
6216,note_on,,0,0,1,,,,,,,0,,,36,0
6216,note_on,,0,0,1,,,,,,,0,,,64,0
6216,note_on,,0,0,1,,,,,,,0,,,60,0
6216,note_on,,78,0,1,,,,,,,0,,,55,0
6216,note_on,,0,0,1,,,,,,,0,,,48,0
6228,note_on,,197,0,2,,,,,,,1,,,62,0
6240,note_on,,12,0,2,,,,,,,1,,,60,100
6240,note_on,,24,0,1,,,,,,,0,,,48,100
6240,note_on,,0,0,1,,,,,,,0,,,36,100
6240,note_on,,0,0,1,,,,,,,0,,,60,100
6240,note_on,,0,0,1,,,,,,,0,,,55,100
6240,note_on,,0,0,1,,,,,,,0,,,64,100
6334,control_change,,94,0,2,,,,,7,106,1,,,,
6440,control_change,,200,0,1,,,,,7,81,0,,,,
6560,control_change,,226,0,2,,,,,7,107,1,,,,
6667,control_change,,227,0,1,,,,,7,82,0,,,,
6696,note_on,,0,0,1,,,,,,,0,,,60,0
6696,note_on,,0,0,1,,,,,,,0,,,64,0
6696,note_on,,29,0,1,,,,,,,0,,,55,0
6696,note_on,,0,0,1,,,,,,,0,,,48,0
6696,note_on,,0,0,1,,,,,,,0,,,36,0
6720,note_on,,24,0,1,,,,,,,0,,,48,100
6720,note_on,,0,0,1,,,,,,,0,,,55,100
6720,note_on,,0,0,1,,,,,,,0,,,36,100
6720,note_on,,0,0,1,,,,,,,0,,,64,100
6720,note_on,,0,0,1,,,,,,,0,,,60,100
6787,control_change,,227,0,2,,,,,7,108,1,,,,
6894,control_change,,174,0,1,,,,,7,83,0,,,,
6948,note_on,,161,0,2,,,,,,,1,,,60,0
6960,note_on,,12,0,2,,,,,,,1,,,62,100
7090,control_change,,130,0,2,,,,,7,109,1,,,,
7121,control_change,,227,0,1,,,,,7,84,0,,,,
7176,note_on,,0,0,1,,,,,,,0,,,48,0
7176,note_on,,55,0,1,,,,,,,0,,,55,0
7176,note_on,,0,0,1,,,,,,,0,,,60,0
7176,note_on,,0,0,1,,,,,,,0,,,64,0
7176,note_on,,0,0,1,,,,,,,0,,,36,0
7188,note_on,,98,0,2,,,,,,,1,,,62,0
7200,note_on,,12,0,2,,,,,,,1,,,64,100
7200,note_on,,24,0,1,,,,,,,0,,,48,100
7200,note_on,,0,0,1,,,,,,,0,,,36,100
7200,note_on,,0,0,1,,,,,,,0,,,64,100
7200,note_on,,0,0,1,,,,,,,0,,,55,100
7200,note_on,,0,0,1,,,,,,,0,,,60,100
7316,control_change,,116,0,2,,,,,7,110,1,,,,
7423,control_change,,223,0,1,,,,,7,85,0,,,,
7428,note_on,,112,0,2,,,,,,,1,,,64,0
7440,note_on,,12,0,2,,,,,,,1,,,65,100
7543,control_change,,103,0,2,,,,,7,111,1,,,,
7650,control_change,,227,0,1,,,,,7,86,0,,,,
7656,note_on,,0,0,1,,,,,,,0,,,36,0
7656,note_on,,0,0,1,,,,,,,0,,,60,0
7656,note_on,,0,0,1,,,,,,,0,,,48,0
7656,note_on,,0,0,1,,,,,,,0,,,64,0
7656,note_on,,6,0,1,,,,,,,0,,,55,0
7668,note_on,,125,0,2,,,,,,,1,,,65,0
