tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,100,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,control_change,0,0,1,,,,,,,,,0,91,127,,
0,control_change,0,0,1,,,,,,,,,0,91,127,,
0,control_change,0,0,1,,,,,,,,,0,64,0,,
0,text,0,1,1,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,100,,
0,control_change,0,0,2,,,,,,,,,0,10,64,,
0,control_change,0,0,2,,,,,,,,,0,64,0,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,control_change,0,0,2,,,,,,,,,0,91,127,,
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,,
0,set_tempo,0,1,0,,,,,,493827,,,,,,,
4,note_on,0,0,1,,,,,,,,,0,,,74,94
4,note_on,0,0,1,,,,,,,,,0,,,71,94
4,note_on,0,0,1,,,,,,,,,0,,,79,94
4,note_on,4,0,1,,,,,,,,,0,,,83,103
4,note_on,0,0,1,,,,,,,,,0,,,77,94
235,note_on,235,0,2,,,,,,,,,0,,,68,73
240,control_change,5,0,2,,,,,,,,,0,64,1,,
240,set_tempo,240,1,0,,,,,,359281,,,,,,,
361,note_on,121,0,2,,,,,,,,,0,,,67,73
367,note_on,6,0,2,,,,,,,,,0,,,68,0
400,set_tempo,160,1,0,,,,,,360360,,,,,,,
477,note_on,110,0,2,,,,,,,,,0,,,65,79
493,note_on,16,0,2,,,,,,,,,0,,,67,0
