tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,4,4,96,8,0,1,0,,,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,3,,,,,,,C,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,end_of_track,,,,,0,1,2,,,,,,,,,
0,key_signature,,,,,0,1,2,,,,,,,C,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,key_signature,,,,,0,1,1,,,,,,,C,,
0,program_change,,,,,0,0,1,,,,,0,0,,,
0,control_change,,,,,0,0,1,,,91,127,0,,,,
0,control_change,,,,,0,0,1,,,10,64,0,,,,
0,control_change,,,,,0,0,1,,,7,127,0,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,set_tempo,,,,,0,1,0,,476190,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
688,note_on,,,,,688,0,1,,,,,0,,,63,62
736,note_off,,,,,48,0,1,,,,,0,,,63,0
896,note_on,,,,,160,0,1,,,,,0,,,63,70
988,note_on,,,,,92,0,1,,,,,0,,,75,68
992,note_off,,,,,4,0,1,,,,,0,,,63,0
1048,note_off,,,,,56,0,1,,,,,0,,,75,0
1184,note_on,,,,,136,0,1,,,,,0,,,75,77
1252,note_off,,,,,68,0,1,,,,,0,,,75,0
1284,note_on,,,,,32,0,1,,,,,0,,,63,74
1344,note_off,,,,,60,0,1,,,,,0,,,63,0
1484,note_on,,,,,140,0,1,,,,,0,,,63,78
1588,note_on,,,,,104,0,1,,,,,0,,,75,77
1608,note_off,,,,,20,0,1,,,,,0,,,63,0
1648,note_off,,,,,40,0,1,,,,,0,,,75,0
1784,note_on,,,,,136,0,1,,,,,0,,,75,78
1868,note_off,,,,,84,0,1,,,,,0,,,75,0
1888,note_on,,,,,20,0,1,,,,,0,,,63,67
1960,note_off,,,,,72,0,1,,,,,0,,,63,0
2080,note_on,,,,,120,0,1,,,,,0,,,63,63
2164,note_off,,,,,84,0,1,,,,,0,,,63,0
2192,note_on,,,,,28,0,1,,,,,0,,,62,67
2256,note_off,,,,,64,0,1,,,,,0,,,62,0
2396,note_on,,,,,140,0,1,,,,,0,,,62,64
2468,note_off,,,,,72,0,1,,,,,0,,,62,0
2512,note_on,,,,,44,0,1,,,,,0,,,61,62
2588,note_off,,,,,76,0,1,,,,,0,,,61,0
2720,note_on,,,,,132,0,1,,,,,0,,,61,59
2828,note_off,,,,,108,0,1,,,,,0,,,61,0
2848,note_on,,,,,20,0,1,,,,,0,,,44,53
2852,set_tempo,,,,,2852,1,0,,483870,,,,,,,
2852,note_on,,,,,4,0,1,,,,,0,,,60,68
2912,note_off,,,,,60,0,1,,,,,0,,,44,0
2944,note_on,,,,,32,0,1,,,,,0,,,61,65
2952,note_on,,,,,8,0,1,,,,,0,,,56,47
3012,note_off,,,,,60,0,1,,,,,0,,,61,0
3040,note_off,,,,,28,0,1,,,,,0,,,56,0
3044,note_on,,,,,4,0,1,,,,,0,,,62,60
3056,note_on,,,,,12,0,1,,,,,0,,,51,45
3120,note_off,,,,,64,0,1,,,,,0,,,62,0
3140,note_on,,,,,20,0,1,,,,,0,,,63,64
3160,note_off,,,,,20,0,1,,,,,0,,,51,0
3168,note_on,,,,,8,0,1,,,,,0,,,44,45
3236,note_off,,,,,68,0,1,,,,,0,,,63,0
3244,note_on,,,,,8,0,1,,,,,0,,,67,78
3244,note_on,,,,,0,0,1,,,,,0,,,56,46
3264,note_off,,,,,20,0,1,,,,,0,,,44,0
3284,note_off,,,,,20,0,1,,,,,0,,,60,0
3312,note_off,,,,,28,0,1,,,,,0,,,56,0
3324,note_off,,,,,12,0,1,,,,,0,,,67,0
3328,note_on,,,,,4,0,1,,,,,0,,,65,66
3348,note_on,,,,,20,0,1,,,,,0,,,51,44
3428,note_off,,,,,80,0,1,,,,,0,,,65,0
3440,note_off,,,,,12,0,1,,,,,0,,,51,0
3444,note_on,,,,,4,0,1,,,,,0,,,63,80
3452,note_on,,,,,8,0,1,,,,,0,,,58,65
3452,note_on,,,,,0,0,1,,,,,0,,,43,60
3504,note_off,,,,,52,0,1,,,,,0,,,58,0
3516,note_off,,,,,12,0,1,,,,,0,,,63,0
3560,note_on,,,,,44,0,1,,,,,0,,,55,55
3576,note_off,,,,,16,0,1,,,,,0,,,43,0
3600,note_off,,,,,24,0,1,,,,,0,,,55,0
3644,note_on,,,,,44,0,1,,,,,0,,,58,62
3648,note_on,,,,,0,0,1,,,,,0,,,51,49
3648,note_on,,,,,4,0,1,,,,,0,,,63,71
3692,note_off,,,,,44,0,1,,,,,0,,,51,0
3696,note_off,,,,,4,0,1,,,,,0,,,58,0
3712,note_off,,,,,16,0,1,,,,,0,,,63,0
3748,note_on,,,,,36,0,1,,,,,0,,,68,81
3756,note_on,,,,,8,0,1,,,,,0,,,61,62
3756,note_on,,,,,0,0,1,,,,,0,,,41,60
3800,note_off,,,,,44,0,1,,,,,0,,,61,0
3812,note_off,,,,,12,0,1,,,,,0,,,68,0
3816,note_off,,,,,4,0,1,,,,,0,,,41,0
3868,note_on,,,,,52,0,1,,,,,0,,,53,54
3936,note_off,,,,,68,0,1,,,,,0,,,53,0
3948,note_on,,,,,12,0,1,,,,,0,,,68,72
3964,note_on,,,,,16,0,1,,,,,0,,,61,57
3972,note_on,,,,,8,0,1,,,,,0,,,49,46
3988,note_off,,,,,16,0,1,,,,,0,,,61,0
4000,note_off,,,,,12,0,1,,,,,0,,,49,0
4016,note_off,,,,,16,0,1,,,,,0,,,68,0
4064,note_on,,,,,48,0,1,,,,,0,,,40,56
4064,note_on,,,,,0,0,1,,,,,0,,,55,72
4132,note_off,,,,,68,0,1,,,,,0,,,55,0
4144,note_off,,,,,12,0,1,,,,,0,,,40,0
4168,note_on,,,,,24,0,1,,,,,0,,,52,53
4228,note_off,,,,,60,0,1,,,,,0,,,52,0
4256,note_on,,,,,28,0,1,,,,,0,,,55,72
4284,note_on,,,,,28,0,1,,,,,0,,,48,43
4324,note_off,,,,,40,0,1,,,,,0,,,55,0
4324,note_off,,,,,0,0,1,,,,,0,,,48,0
4364,note_on,,,,,40,0,1,,,,,0,,,67,78
4368,note_on,,,,,4,0,1,,,,,0,,,40,58
4372,note_on,,,,,4,0,1,,,,,0,,,60,66
4436,note_off,,,,,64,0,1,,,,,0,,,67,0
4436,note_off,,,,,0,0,1,,,,,0,,,60,0
4452,note_off,,,,,16,0,1,,,,,0,,,40,0
4460,note_on,,,,,8,0,1,,,,,0,,,52,51
4556,note_off,,,,,96,0,1,,,,,0,,,52,0
4560,note_on,,,,,4,0,1,,,,,0,,,67,77
4564,note_on,,,,,4,0,1,,,,,0,,,48,48
4616,note_off,,,,,52,0,1,,,,,0,,,67,0
4636,note_off,,,,,20,0,1,,,,,0,,,48,0
4672,note_on,,,,,36,0,1,,,,,0,,,54,76
4676,note_on,,,,,4,0,1,,,,,0,,,39,50
4748,note_off,,,,,72,0,1,,,,,0,,,54,0
4752,note_off,,,,,4,0,1,,,,,0,,,39,0
4764,note_on,,,,,12,0,1,,,,,0,,,51,49
4856,note_on,,,,,92,0,1,,,,,0,,,54,67
4876,note_off,,,,,20,0,1,,,,,0,,,51,0
4880,note_on,,,,,4,0,1,,,,,0,,,47,45
4920,note_off,,,,,40,0,1,,,,,0,,,47,0
4928,note_off,,,,,8,0,1,,,,,0,,,54,0
4968,note_on,,,,,40,0,1,,,,,0,,,66,70
4980,note_on,,,,,12,0,1,,,,,0,,,59,68
4980,note_on,,,,,0,0,1,,,,,0,,,39,49
5004,note_off,,,,,24,0,1,,,,,0,,,59,0
5040,note_off,,,,,36,0,1,,,,,0,,,66,0
5048,note_off,,,,,8,0,1,,,,,0,,,39,0
5068,note_on,,,,,20,0,1,,,,,0,,,51,50
5140,note_off,,,,,72,0,1,,,,,0,,,51,0
5160,note_on,,,,,20,0,1,,,,,0,,,66,73
5168,note_on,,,,,8,0,1,,,,,0,,,47,52
5224,note_off,,,,,56,0,1,,,,,0,,,66,0
5232,note_off,,,,,8,0,1,,,,,0,,,47,0
5264,note_on,,,,,32,0,1,,,,,0,,,65,83
5272,note_on,,,,,8,0,1,,,,,0,,,53,70
5272,note_on,,,,,0,0,1,,,,,0,,,39,50
5296,note_off,,,,,24,0,1,,,,,0,,,53,0
5344,note_on,,,,,48,0,1,,,,,0,,,51,57
5364,note_on,,,,,20,0,1,,,,,0,,,55,75
5424,note_off,,,,,60,0,1,,,,,0,,,51,0
5436,note_off,,,,,12,0,1,,,,,0,,,39,0
5436,note_off,,,,,0,0,1,,,,,0,,,55,0
5456,note_on,,,,,20,0,1,,,,,0,,,57,76
5476,note_on,,,,,20,0,1,,,,,0,,,41,49
5552,note_off,,,,,76,0,1,,,,,0,,,57,0
5556,note_on,,,,,4,0,1,,,,,0,,,58,76
5560,note_off,,,,,4,0,1,,,,,0,,,41,0
5568,note_on,,,,,8,0,1,,,,,0,,,37,56
