tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,data,control,value,channel,program,note,velocity
0,set_tempo,500000,0,1,0,,,,,,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,0,,,,,,,
0,midi_port,,0,1,2,,,,,,0,,,,,,,
0,midi_port,,0,1,1,,,,,,0,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,
0,key_signature,,0,1,0,,,,,E,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,,,,,,
4,sysex,,4,0,1,,,,,,,"(65, 16, 66, 18, 64, 0, 127, 0, 65)",,,,,,
6,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 0, 4, 127, 61)",,,,,,
10,sysex,,4,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 48, 4, 11)",,,,,,
12,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 49, 3, 11)",,,,,,
14,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 51, 110, 30)",,,,,,
16,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 52, 60, 79)",,,,,,
18,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 56, 2, 5)",,,,,,
20,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 58, 100, 33)",,,,,,
22,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 61, 7, 123)",,,,,,
24,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 62, 8, 121)",,,,,,
26,control_change,,2,0,1,,,,,,,,0,0,0,,,
28,control_change,,2,0,1,,,,,,,,32,1,0,,,
30,program_change,,2,0,1,,,,,,,,,,0,0,,
32,control_change,,2,0,1,,,,,,,,7,120,0,,,
34,control_change,,2,0,1,,,,,,,,11,120,0,,,
36,control_change,,2,0,1,,,,,,,,91,40,0,,,
38,control_change,,2,0,1,,,,,,,,93,0,0,,,
40,control_change,,2,0,1,,,,,,,,10,64,0,,,
42,control_change,,2,0,1,,,,,,,,99,1,0,,,
44,control_change,,2,0,1,,,,,,,,98,8,0,,,
46,control_change,,2,0,1,,,,,,,,6,64,0,,,
48,control_change,,2,0,1,,,,,,,,98,9,0,,,
50,control_change,,2,0,1,,,,,,,,6,64,0,,,
52,control_change,,2,0,1,,,,,,,,98,10,0,,,
54,control_change,,2,0,1,,,,,,,,6,64,0,,,
56,control_change,,2,0,1,,,,,,,,98,32,0,,,
58,control_change,,2,0,1,,,,,,,,6,64,0,,,
60,control_change,,2,0,1,,,,,,,,98,33,0,,,
62,control_change,,2,0,1,,,,,,,,6,64,0,,,
64,control_change,,2,0,1,,,,,,,,98,99,0,,,
66,control_change,,2,0,1,,,,,,,,6,64,0,,,
68,control_change,,2,0,1,,,,,,,,98,100,0,,,
70,control_change,,2,0,1,,,,,,,,6,80,0,,,
72,control_change,,2,0,1,,,,,,,,98,102,0,,,
74,control_change,,2,0,1,,,,,,,,6,64,0,,,
144,set_tempo,1034482,144,1,0,,,,,,,,,,,,,
144,note_on,,70,0,1,,,,,,,,,,0,,59,46
192,control_change,,192,0,3,,,,,,,,64,0,0,,,
192,set_tempo,923076,48,1,0,,,,,,,,,,,,,
192,note_on,,192,0,2,,,,,,,,,,0,,40,38
192,note_on,,0,0,1,,,,,,,,,,0,,68,54
192,note_on,,48,0,1,,,,,,,,,,0,,59,0
200,control_change,,8,0,3,,,,,,,,64,127,0,,,
238,note_on,,46,0,2,,,,,,,,,,0,,40,0
240,note_on,,0,0,2,,,,,,,,,,0,,61,32
240,note_on,,0,0,2,,,,,,,,,,0,,56,30
240,note_on,,2,0,2,,,,,,,,,,0,,52,28
240,set_tempo,800000,48,1,0,,,,,,,,,,,,,
264,note_on,,72,0,1,,,,,,,,,,0,,68,0
264,note_on,,0,0,1,,,,,,,,,,0,,69,52
264,set_tempo,952380,24,1,0,,,,,,,,,,,,,
288,note_on,,24,0,1,,,,,,,,,,0,,69,0
288,note_on,,0,0,1,,,,,,,,,,0,,71,61
288,note_on,,0,0,2,,,,,,,,,,0,,56,34
288,note_on,,0,0,2,,,,,,,,,,0,,56,0
288,note_on,,0,0,2,,,,,,,,,,0,,52,0
288,note_on,,0,0,2,,,,,,,,,,0,,47,32
288,note_on,,0,0,2,,,,,,,,,,0,,59,36
288,set_tempo,821917,24,1,0,,,,,,,,,,,,,
288,note_on,,48,0,2,,,,,,,,,,0,,61,0
290,control_change,,90,0,3,,,,,,,,64,0,0,,,
296,control_change,,6,0,3,,,,,,,,64,127,0,,,
312,note_on,,0,0,1,,,,,,,,,,0,,75,74
312,set_tempo,895522,24,1,0,,,,,,,,,,,,,
312,note_on,,24,0,1,,,,,,,,,,0,,71,0
334,note_on,,46,0,2,,,,,,,,,,0,,59,0
334,note_on,,0,0,2,,,,,,,,,,0,,56,0
334,note_on,,0,0,2,,,,,,,,,,0,,47,0
336,set_tempo,845070,24,1,0,,,,,,,,,,,,,
336,note_on,,0,0,1,,,,,,,,,,0,,76,70
336,note_on,,2,0,2,,,,,,,,,,0,,59,22
336,note_on,,24,0,1,,,,,,,,,,0,,75,0
336,note_on,,0,0,2,,,,,,,,,,0,,68,26
336,note_on,,0,0,2,,,,,,,,,,0,,64,24
338,control_change,,42,0,3,,,,,,,,64,0,0,,,
344,control_change,,6,0,3,,,,,,,,64,127,0,,,
360,note_on,,24,0,1,,,,,,,,,,0,,76,0
360,set_tempo,1000000,24,1,0,,,,,,,,,,,,,
360,note_on,,0,0,1,,,,,,,,,,0,,73,60
382,note_on,,46,0,2,,,,,,,,,,0,,68,0
382,note_on,,0,0,2,,,,,,,,,,0,,59,0
382,note_on,,0,0,2,,,,,,,,,,0,,64,0
384,note_on,,2,0,2,,,,,,,,,,0,,35,34
384,note_on,,0,0,1,,,,,,,,,,0,,71,54
384,set_tempo,923076,24,1,0,,,,,,,,,,,,,
384,control_change,,40,0,3,,,,,,,,64,127,0,,,
384,note_on,,24,0,1,,,,,,,,,,0,,73,0
386,control_change,,2,0,3,,,,,,,,64,0,0,,,
392,control_change,,6,0,3,,,,,,,,64,127,0,,,
430,note_on,,46,0,2,,,,,,,,,,0,,35,0
432,note_on,,2,0,2,,,,,,,,,,0,,54,34
432,note_on,,0,0,2,,,,,,,,,,0,,63,38
432,set_tempo,821917,48,1,0,,,,,,,,,,,,,
480,set_tempo,789473,48,1,0,,,,,,,,,,,,,
480,note_on,,48,0,2,,,,,,,,,,0,,63,0
480,note_on,,0,0,2,,,,,,,,,,0,,57,36
480,note_on,,0,0,2,,,,,,,,,,0,,54,0
480,note_on,,0,0,1,,,,,,,,,,0,,66,50
480,note_on,,96,0,1,,,,,,,,,,0,,71,0
480,note_on,,0,0,2,,,,,,,,,,0,,63,38
528,note_on,,48,0,2,,,,,,,,,,0,,63,0
528,note_on,,0,0,2,,,,,,,,,,0,,57,36
528,note_on,,0,0,2,,,,,,,,,,0,,47,34
528,set_tempo,821917,48,1,0,,,,,,,,,,,,,
528,note_on,,0,0,2,,,,,,,,,,0,,57,0
552,note_on,,0,0,1,,,,,,,,,,0,,68,56
552,note_on,,72,0,1,,,,,,,,,,0,,66,0
574,note_on,,46,0,2,,,,,,,,,,0,,57,0
574,note_on,,0,0,2,,,,,,,,,,0,,47,0
576,note_on,,0,0,1,,,,,,,,,,0,,64,54
576,note_on,,24,0,1,,,,,,,,,,0,,68,0
576,control_change,,184,0,3,,,,,,,,64,127,0,,,
576,note_on,,0,0,2,,,,,,,,,,0,,49,28
576,note_on,,2,0,2,,,,,,,,,,0,,37,28
576,set_tempo,769230,48,1,0,,,,,,,,,,,,,
578,control_change,,2,0,3,,,,,,,,64,0,0,,,
584,control_change,,6,0,3,,,,,,,,64,127,0,,,
622,note_on,,0,0,2,,,,,,,,,,0,,37,0
622,note_on,,46,0,2,,,,,,,,,,0,,49,0
624,note_on,,2,0,2,,,,,,,,,,0,,52,30
624,note_on,,0,0,2,,,,,,,,,,0,,56,32
624,note_on,,0,0,2,,,,,,,,,,0,,61,34
624,set_tempo,800000,48,1,0,,,,,,,,,,,,,
670,note_on,,46,0,2,,,,,,,,,,0,,61,0
670,note_on,,0,0,2,,,,,,,,,,0,,56,0
670,note_on,,0,0,2,,,,,,,,,,0,,52,0
672,set_tempo,750000,48,1,0,,,,,,,,,,,,,
672,note_on,,96,0,1,,,,,,,,,,0,,64,0
672,note_on,,0,0,2,,,,,,,,,,0,,47,30
672,note_on,,2,0,2,,,,,,,,,,0,,35,30
672,note_on,,0,0,1,,,,,,,,,,0,,66,58
674,control_change,,90,0,3,,,,,,,,64,0,0,,,
680,control_change,,6,0,3,,,,,,,,64,127,0,,,
696,note_on,,0,0,1,,,,,,,,,,0,,68,64
696,set_tempo,697674,24,1,0,,,,,,,,,,,,,
696,note_on,,24,0,1,,,,,,,,,,0,,66,0
718,note_on,,46,0,2,,,,,,,,,,0,,47,0
718,note_on,,0,0,2,,,,,,,,,,0,,35,0
720,note_on,,2,0,2,,,,,,,,,,0,,52,27
720,note_on,,24,0,1,,,,,,,,,,0,,68,0
720,note_on,,0,0,1,,,,,,,,,,0,,69,66
720,note_on,,0,0,2,,,,,,,,,,0,,56,29
720,note_on,,0,0,2,,,,,,,,,,0,,62,31
720,set_tempo,750000,24,1,0,,,,,,,,,,,,,
744,note_on,,0,0,1,,,,,,,,,,0,,71,66
744,note_on,,24,0,1,,,,,,,,,,0,,69,0
744,set_tempo,895522,24,1,0,,,,,,,,,,,,,
766,note_on,,0,0,2,,,,,,,,,,0,,52,0
766,note_on,,46,0,2,,,,,,,,,,0,,62,0
766,note_on,,0,0,2,,,,,,,,,,0,,56,0
768,note_on,,0,0,1,,,,,,,,,,0,,73,60
768,note_on,,0,0,2,,,,,,,,,,0,,45,28
768,note_on,,24,0,1,,,,,,,,,,0,,71,0
768,note_on,,2,0,2,,,,,,,,,,0,,33,28
768,control_change,,88,0,3,,,,,,,,64,127,0,,,
768,set_tempo,731707,24,1,0,,,,,,,,,,,,,
770,control_change,,2,0,3,,,,,,,,64,0,0,,,
776,control_change,,6,0,3,,,,,,,,64,127,0,,,
814,note_on,,0,0,2,,,,,,,,,,0,,33,0
814,note_on,,46,0,2,,,,,,,,,,0,,45,0
816,set_tempo,789473,48,1,0,,,,,,,,,,,,,
816,note_on,,2,0,2,,,,,,,,,,0,,52,32
816,note_on,,0,0,2,,,,,,,,,,0,,61,36
862,note_on,,94,0,1,,,,,,,,,,0,,73,0
862,note_on,,46,0,2,,,,,,,,,,0,,61,0
862,note_on,,0,0,2,,,,,,,,,,0,,52,0
864,set_tempo,845070,48,1,0,,,,,,,,,,,,,
864,note_on,,2,0,2,,,,,,,,,,0,,32,28
864,note_on,,0,0,2,,,,,,,,,,0,,44,28
866,control_change,,90,0,3,,,,,,,,64,0,0,,,
872,control_change,,6,0,3,,,,,,,,64,127,0,,,
888,set_tempo,1000000,24,1,0,,,,,,,,,,,,,
888,note_on,,26,0,1,,,,,,,,,,0,,73,60
910,note_on,,0,0,2,,,,,,,,,,0,,32,0
910,note_on,,46,0,2,,,,,,,,,,0,,44,0
912,note_on,,0,0,2,,,,,,,,,,0,,61,26
912,note_on,,0,0,2,,,,,,,,,,0,,59,24
912,note_on,,2,0,2,,,,,,,,,,0,,53,22
912,set_tempo,895522,24,1,0,,,,,,,,,,,,,
936,note_on,,0,0,1,,,,,,,,,,0,,71,53
936,note_on,,48,0,1,,,,,,,,,,0,,73,0
936,set_tempo,1071428,24,1,0,,,,,,,,,,,,,
958,note_on,,0,0,2,,,,,,,,,,0,,53,0
958,note_on,,0,0,2,,,,,,,,,,0,,59,0
958,note_on,,46,0,2,,,,,,,,,,0,,61,0
960,note_on,,0,0,2,,,,,,,,,,0,,42,26
960,note_on,,2,0,2,,,,,,,,,,0,,30,26
960,set_tempo,895522,24,1,0,,,,,,,,,,,,,
960,control_change,,88,0,3,,,,,,,,64,127,0,,,
960,note_on,,0,0,1,,,,,,,,,,0,,71,42
960,note_on,,24,0,1,,,,,,,,,,0,,71,0
962,control_change,,2,0,3,,,,,,,,64,0,0,,,
968,control_change,,6,0,3,,,,,,,,64,127,0,,,
1006,note_on,,46,0,2,,,,,,,,,,0,,42,0
1006,note_on,,0,0,2,,,,,,,,,,0,,30,0
1008,note_on,,48,0,1,,,,,,,,,,0,,71,0
1008,note_on,,0,0,1,,,,,,,,,,0,,69,38
1008,set_tempo,731707,48,1,0,,,,,,,,,,,,,
1008,note_on,,0,0,2,,,,,,,,,,0,,61,26
1008,note_on,,2,0,2,,,,,,,,,,0,,49,22
1054,note_on,,46,0,1,,,,,,,,,,0,,69,0
1056,set_tempo,800000,48,1,0,,,,,,,,,,,,,
1056,note_on,,0,0,2,,,,,,,,,,0,,62,32
1056,note_on,,0,0,2,,,,,,,,,,0,,59,30
1056,note_on,,0,0,2,,,,,,,,,,0,,49,0
1056,note_on,,48,0,2,,,,,,,,,,0,,61,0
1056,note_on,,0,0,2,,,,,,,,,,0,,53,28
1058,control_change,,90,0,3,,,,,,,,64,0,0,,,
1080,note_on,,26,0,1,,,,,,,,,,0,,68,50
1080,set_tempo,845070,24,1,0,,,,,,,,,,,,,
1104,set_tempo,895522,24,1,0,,,,,,,,,,,,,
1104,note_on,,0,0,1,,,,,,,,,,0,,68,57
1104,note_on,,48,0,2,,,,,,,,,,0,,62,0
1104,note_on,,0,0,2,,,,,,,,,,0,,53,0
1104,note_on,,0,0,2,,,,,,,,,,0,,49,22
1104,note_on,,0,0,2,,,,,,,,,,0,,61,26
1104,note_on,,24,0,1,,,,,,,,,,0,,68,0
1120,note_on,,0,0,1,,,,,,,,,,0,,66,60
1120,note_on,,16,0,1,,,,,,,,,,0,,68,0
1120,set_tempo,800000,16,1,0,,,,,,,,,,,,,
1144,note_on,,24,0,1,,,,,,,,,,0,,66,0
1144,note_on,,0,0,1,,,,,,,,,,0,,65,58
1144,set_tempo,1153846,24,1,0,,,,,,,,,,,,,
1150,note_on,,46,0,2,,,,,,,,,,0,,61,0
1150,note_on,,0,0,2,,,,,,,,,,0,,49,0
1150,note_on,,0,0,2,,,,,,,,,,0,,59,0
1151,note_on,,7,0,1,,,,,,,,,,0,,65,0
1152,note_on,,2,0,2,,,,,,,,,,0,,42,38
1152,note_on,,1,0,1,,,,,,,,,,0,,65,66
1152,set_tempo,869565,8,1,0,,,,,,,,,,,,,
1152,control_change,,94,0,3,,,,,,,,64,0,0,,,
1160,control_change,,8,0,3,,,,,,,,64,127,0,,,
1198,note_on,,46,0,2,,,,,,,,,,0,,42,0
1200,note_on,,0,0,2,,,,,,,,,,0,,57,32
1200,note_on,,48,0,1,,,,,,,,,,0,,65,0
1200,note_on,,2,0,2,,,,,,,,,,0,,49,28
1200,note_on,,0,0,1,,,,,,,,,,0,,66,46
1200,set_tempo,750000,48,1,0,,,,,,,,,,,,,
1202,control_change,,42,0,3,,,,,,,,64,0,0,,,
1208,control_change,,6,0,3,,,,,,,,64,0,0,,,
1246,note_on,,46,0,1,,,,,,,,,,0,,66,0
1246,note_on,,46,0,2,,,,,,,,,,0,,57,0
1246,note_on,,0,0,2,,,,,,,,,,0,,49,0
1248,set_tempo,769230,48,1,0,,,,,,,,,,,,,
1248,note_on,,2,0,2,,,,,,,,,,0,,39,38
1250,control_change,,42,0,3,,,,,,,,64,0,0,,,
1256,control_change,,6,0,3,,,,,,,,64,127,0,,,
1272,set_tempo,697674,24,1,0,,,,,,,,,,,,,
1272,note_on,,26,0,1,,,,,,,,,,0,,58,54
1294,note_on,,46,0,2,,,,,,,,,,0,,39,0
1296,set_tempo,714285,24,1,0,,,,,,,,,,,,,
1296,note_on,,0,0,2,,,,,,,,,,0,,54,32
