tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,key,note,velocity
0,set_tempo,666625,0,1,0,,,,,,,,,,,
0,control_change,,0,0,1,,,,,64,49,0,,,,
0,control_change,,0,0,1,,,,,64,49,0,,,,
0,control_change,,0,0,1,,,,,7,127,0,,,,
0,control_change,,0,0,1,,,,,7,127,0,,,,
0,control_change,,0,0,1,,,,,0,0,0,,,,
0,control_change,,0,0,1,,,,,0,0,0,,,,
0,control_change,,0,0,1,,,,,32,0,0,,,,
0,control_change,,0,0,1,,,,,32,0,0,,,,
0,control_change,,0,0,1,,,,,1,0,0,,,,
0,control_change,,0,0,1,,,,,1,0,0,,,,
0,control_change,,0,0,1,,,,,67,0,0,,,,
0,control_change,,0,0,1,,,,,10,64,0,,,,
0,control_change,,0,0,1,,,,,91,0,0,,,,
0,control_change,,0,0,1,,,,,91,0,0,,,,
0,control_change,,0,0,1,,,,,93,0,0,,,,
0,program_change,,0,0,1,,,,,,,0,0,,,
0,program_change,,0,0,1,,,,,,,0,0,,,
0,key_signature,,0,1,1,,,,,,,,,Bb,,
0,track_name,,0,1,1,,,,,,,,,,,
0,note_on,,0,0,1,,,,,,,0,,,67,49
0,note_on,,0,0,1,,,,,,,0,,,58,49
0,note_on,,0,0,1,,,,,,,0,,,55,49
0,control_change,,0,0,1,,,,,10,64,0,,,,
0,control_change,,0,0,1,,,,,67,0,0,,,,
0,control_change,,0,0,1,,,,,93,0,0,,,,
0,control_change,,0,0,2,,,,,93,0,1,,,,
0,control_change,,0,0,2,,,,,91,0,1,,,,
0,control_change,,0,0,2,,,,,10,64,1,,,,
0,control_change,,0,0,2,,,,,10,64,1,,,,
0,control_change,,0,0,2,,,,,1,0,1,,,,
0,control_change,,0,0,2,,,,,1,0,1,,,,
0,program_change,,0,0,2,,,,,,,1,53,,,
0,control_change,,0,0,2,,,,,91,0,1,,,,
0,program_change,,0,0,2,,,,,,,1,53,,,
0,control_change,,0,0,2,,,,,32,0,1,,,,
0,control_change,,0,0,2,,,,,0,0,1,,,,
0,control_change,,0,0,2,,,,,0,0,1,,,,
0,control_change,,0,0,2,,,,,7,95,1,,,,
0,control_change,,0,0,2,,,,,7,95,1,,,,
0,track_name,,0,1,0,,,,,,,,,,,
0,control_change,,0,0,2,,,,,32,0,1,,,,
0,time_signature,,0,1,0,6,8,24,8,,,,,,,
0,set_tempo,666625,0,1,0,,,,,,,,,,,
0,key_signature,,0,1,2,,,,,,,,,Bb,,
0,track_name,,0,1,2,,,,,,,,,,,
0,note_on,,0,0,2,,,,,,,1,,,67,100
0,control_change,,0,0,2,,,,,93,0,1,,,,
42,control_change,,0,0,1,,,,,67,50,0,,,,
42,control_change,,42,0,1,,,,,67,50,0,,,,
240,note_on,,198,0,1,,,,,,,0,,,58,0
240,note_on,,0,0,1,,,,,,,0,,,62,35
456,note_on,,456,0,2,,,,,,,1,,,67,0
480,note_on,,0,0,1,,,,,,,0,,,67,35
480,note_on,,0,0,1,,,,,,,0,,,67,0
480,note_on,,240,0,1,,,,,,,0,,,62,0
480,note_on,,24,0,2,,,,,,,1,,,74,100
480,note_on,,0,0,1,,,,,,,0,,,74,46
708,note_on,,228,0,2,,,,,,,1,,,74,0
720,note_on,,240,0,1,,,,,,,0,,,67,0
720,note_on,,0,0,1,,,,,,,0,,,74,0
720,note_on,,0,0,1,,,,,,,0,,,72,44
720,note_on,,0,0,1,,,,,,,0,,,57,45
720,note_on,,12,0,2,,,,,,,1,,,72,100
960,note_on,,0,0,1,,,,,,,0,,,62,35
960,note_on,,240,0,1,,,,,,,0,,,57,0
1176,note_on,,456,0,2,,,,,,,1,,,72,0
1200,note_on,,0,0,1,,,,,,,0,,,66,35
1200,note_on,,0,0,1,,,,,,,0,,,72,0
1200,note_on,,240,0,1,,,,,,,0,,,62,0
1200,note_on,,24,0,2,,,,,,,1,,,74,100
1200,note_on,,0,0,1,,,,,,,0,,,74,41
1428,note_on,,228,0,2,,,,,,,1,,,74,0
1440,note_on,,240,0,1,,,,,,,0,,,66,0
1440,note_on,,0,0,1,,,,,,,0,,,74,0
1440,note_on,,0,0,1,,,,,,,0,,,55,0
1440,note_on,,0,0,1,,,,,,,0,,,70,40
1440,note_on,,0,0,1,,,,,,,0,,,55,35
1440,note_on,,12,0,2,,,,,,,1,,,70,100
1440,note_on,,0,0,1,,,,,,,0,,,58,49
