tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,note,velocity
0,set_tempo,952321,0,1,0,,,,,,,,,,
0,control_change,,0,0,2,,,,,32,0,1,,,
0,program_change,,0,0,2,,,,,,,1,53,,
0,control_change,,0,0,2,,,,,1,0,1,,,
0,control_change,,0,0,2,,,,,10,64,1,,,
0,control_change,,0,0,2,,,,,91,0,1,,,
0,control_change,,0,0,2,,,,,93,0,1,,,
0,track_name,,0,1,2,,,,,,,,,,
0,control_change,,0,0,2,,,,,0,0,1,,,
0,note_on,,0,0,1,,,,,,,0,,45,100
0,note_on,,0,0,1,,,,,,,0,,57,100
0,note_on,,0,0,1,,,,,,,0,,60,100
0,note_on,,0,0,1,,,,,,,0,,64,100
0,note_on,,0,0,1,,,,,,,0,,69,100
0,control_change,,0,0,2,,,,,7,90,1,,,
0,program_change,,0,0,1,,,,,,,0,0,,
0,track_name,,0,1,0,,,,,,,,,,
0,control_change,,0,0,1,,,,,1,0,0,,,
0,control_change,,0,0,1,,,,,7,92,0,,,
0,control_change,,0,0,1,,,,,0,0,0,,,
0,control_change,,0,0,1,,,,,32,0,0,,,
0,track_name,,0,1,1,,,,,,,,,,
0,copyright,,0,1,0,,,,,,,,,,
0,time_signature,,0,1,0,2,4,24,8,,,,,,
0,control_change,,0,0,1,,,,,10,64,0,,,
0,control_change,,0,0,1,,,,,93,0,0,,,
0,control_change,,0,0,1,,,,,91,0,0,,,
456,note_on,,0,0,1,,,,,,,0,,60,0
456,note_on,,0,0,1,,,,,,,0,,57,0
456,note_on,,456,0,1,,,,,,,0,,45,0
456,note_on,,0,0,1,,,,,,,0,,64,0
456,note_on,,0,0,1,,,,,,,0,,69,0
480,note_on,,24,0,1,,,,,,,0,,50,100
480,note_on,,0,0,1,,,,,,,0,,69,100
480,note_on,,0,0,1,,,,,,,0,,65,100
480,note_on,,0,0,1,,,,,,,0,,62,100
480,note_on,,0,0,1,,,,,,,0,,57,100
822,note_on,,342,0,1,,,,,,,0,,69,0
840,note_on,,18,0,1,,,,,,,0,,71,100
936,note_on,,0,0,1,,,,,,,0,,62,0
