tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,4,4,96,8,0,1,0,,,,,,,,,
0,key_signature,,,,,0,1,2,,,,,,,C,,
0,end_of_track,,,,,0,1,2,,,,,,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,3,,,,,,,C,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,6,,,,,,,C,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,key_signature,,,,,0,1,7,,,,,,,C,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,key_signature,,,,,0,1,8,,,,,,,C,,
0,key_signature,,,,,0,1,9,,,,,,,C,,
0,end_of_track,,,,,0,1,9,,,,,,,,,
0,key_signature,,,,,0,1,10,,,,,,,C,,
0,end_of_track,,,,,0,1,10,,,,,,,,,
0,key_signature,,,,,0,1,11,,,,,,,C,,
0,end_of_track,,,,,0,1,11,,,,,,,,,
0,key_signature,,,,,0,1,12,,,,,,,C,,
0,end_of_track,,,,,0,1,12,,,,,,,,,
0,key_signature,,,,,0,1,13,,,,,,,C,,
0,end_of_track,,,,,0,1,13,,,,,,,,,
0,key_signature,,,,,0,1,14,,,,,,,C,,
0,end_of_track,,,,,0,1,14,,,,,,,,,
0,key_signature,,,,,0,1,15,,,,,,,C,,
0,end_of_track,,,,,0,1,15,,,,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,,,,
0,key_signature,,,,,0,1,16,,,,,,,C,,
0,end_of_track,,,,,0,1,16,,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,control_change,,,,,0,0,1,,,91,127,0,,,,
0,program_change,,,,,0,0,1,,,,,0,0,,,
0,key_signature,,,,,0,1,1,,,,,,,C,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,set_tempo,,,,,0,1,0,,480000,,,,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
1152,control_change,,,,,1152,0,1,,,91,127,0,,,,
1388,note_on,,,,,236,0,1,,,,,0,,,37,42
1424,control_change,,,,,36,0,1,,,64,40,0,,,,
1440,control_change,,,,,16,0,1,,,64,104,0,,,,
1456,control_change,,,,,16,0,1,,,64,127,0,,,,
1632,note_on,,,,,176,0,1,,,,,0,,,44,54
1668,note_off,,,,,36,0,1,,,,,0,,,37,0
1796,note_off,,,,,128,0,1,,,,,0,,,44,0
1800,note_on,,,,,4,0,1,,,,,0,,,49,53
1864,note_off,,,,,64,0,1,,,,,0,,,49,0
1948,note_on,,,,,84,0,1,,,,,0,,,56,54
2100,note_on,,,,,152,0,1,,,,,0,,,59,62
2180,note_off,,,,,0,0,1,,,,,0,,,59,0
2180,note_off,,,,,80,0,1,,,,,0,,,56,0
2232,note_on,,,,,52,0,1,,,,,0,,,64,59
2372,note_on,,,,,140,0,1,,,,,0,,,68,71
2712,note_on,,,,,340,0,1,,,,,0,,,76,80
3488,note_off,,,,,776,0,1,,,,,0,,,76,0
3532,note_off,,,,,44,0,1,,,,,0,,,64,0
3544,note_off,,,,,12,0,1,,,,,0,,,68,0
4288,note_on,,,,,0,0,1,,,,,0,,,58,45
4288,note_on,,,,,0,0,1,,,,,0,,,64,42
4288,note_on,,,,,0,0,1,,,,,0,,,66,39
4288,note_on,,,,,0,0,1,,,,,0,,,42,41
4288,note_on,,,,,744,0,1,,,,,0,,,73,58
4492,control_change,,,,,204,0,1,,,64,56,0,,,,
4508,control_change,,,,,16,0,1,,,64,0,0,,,,
4680,control_change,,,,,172,0,1,,,64,56,0,,,,
4696,control_change,,,,,16,0,1,,,64,127,0,,,,
5040,note_off,,,,,0,0,1,,,,,0,,,58,0
5040,note_off,,,,,0,0,1,,,,,0,,,64,0
5040,note_off,,,,,0,0,1,,,,,0,,,66,0
5040,note_off,,,,,0,0,1,,,,,0,,,73,0
5040,note_off,,,,,344,0,1,,,,,0,,,42,0
5916,set_tempo,,,,,5916,1,0,,500000,,,,,,,
5936,note_on,,,,,896,0,1,,,,,0,,,71,56
6056,control_change,,,,,120,0,1,,,64,104,0,,,,
6072,control_change,,,,,16,0,1,,,64,24,0,,,,
6088,control_change,,,,,16,0,1,,,64,0,0,,,,
6180,control_change,,,,,92,0,1,,,64,40,0,,,,
6196,control_change,,,,,16,0,1,,,64,104,0,,,,
6212,control_change,,,,,16,0,1,,,64,127,0,,,,
6304,note_off,,,,,92,0,1,,,,,0,,,71,0
6312,note_on,,,,,8,0,1,,,,,0,,,70,68
6652,note_off,,,,,340,0,1,,,,,0,,,70,0
6656,note_on,,,,,4,0,1,,,,,0,,,68,66
7004,note_off,,,,,348,0,1,,,,,0,,,68,0
7004,note_on,,,,,0,0,1,,,,,0,,,66,63
7144,note_off,,,,,140,0,1,,,,,0,,,66,0
7464,note_on,,,,,320,0,1,,,,,0,,,75,72
7464,note_on,,,,,0,0,1,,,,,0,,,63,45
7464,note_on,,,,,0,0,1,,,,,0,,,35,49
7544,control_change,,,,,80,0,1,,,64,104,0,,,,
7560,control_change,,,,,16,0,1,,,64,24,0,,,,
7576,control_change,,,,,16,0,1,,,64,0,0,,,,
7596,note_off,,,,,20,0,1,,,,,0,,,35,0
7652,control_change,,,,,56,0,1,,,64,24,0,,,,
7668,control_change,,,,,16,0,1,,,64,104,0,,,,
7680,control_change,,,,,12,0,1,,,64,127,0,,,,
7860,note_on,,,,,180,0,1,,,,,0,,,54,52
7972,note_off,,,,,112,0,1,,,,,0,,,75,0
7980,note_off,,,,,8,0,1,,,,,0,,,63,64
8124,note_off,,,,,144,0,1,,,,,0,,,54,0
8172,note_on,,,,,0,0,1,,,,,0,,,73,73
8172,note_on,,,,,0,0,1,,,,,0,,,63,42
8172,note_on,,,,,48,0,1,,,,,0,,,59,40
8460,note_off,,,,,288,0,1,,,,,0,,,73,0
8500,note_on,,,,,40,0,1,,,,,0,,,71,69
8528,note_off,,,,,28,0,1,,,,,0,,,59,0
8528,note_on,,,,,0,0,1,,,,,0,,,54,33
8536,note_off,,,,,8,0,1,,,,,0,,,63,0
8612,note_off,,,,,76,0,1,,,,,0,,,71,0
8820,note_on,,,,,0,0,1,,,,,0,,,71,74
8820,note_off,,,,,208,0,1,,,,,0,,,54,0
8856,note_on,,,,,36,0,1,,,,,0,,,64,48
8860,note_on,,,,,4,0,1,,,,,0,,,61,32
8908,control_change,,,,,48,0,1,,,64,104,0,,,,
8924,control_change,,,,,16,0,1,,,64,0,0,,,,
9032,control_change,,,,,108,0,1,,,64,56,0,,,,
9048,control_change,,,,,16,0,1,,,64,127,0,,,,
9104,note_off,,,,,56,0,1,,,,,0,,,71,0
9156,note_on,,,,,52,0,1,,,,,0,,,70,73
9200,note_on,,,,,44,0,1,,,,,0,,,54,31
9204,note_off,,,,,4,0,1,,,,,0,,,61,0
9216,note_off,,,,,12,0,1,,,,,0,,,64,0
9276,note_off,,,,,60,0,1,,,,,0,,,70,0
9404,note_on,,,,,128,0,1,,,,,0,,,70,67
9460,note_on,,,,,56,0,1,,,,,0,,,68,70
9484,note_off,,,,,24,0,1,,,,,0,,,70,0
9496,note_on,,,,,12,0,1,,,,,0,,,64,46
9500,note_on,,,,,4,0,1,,,,,0,,,59,34
9556,control_change,,,,,56,0,1,,,64,56,0,,,,
9564,note_off,,,,,8,0,1,,,,,0,,,54,0
