tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,key,note,velocity
0,set_tempo,576769,0,1,0,,,,,,,,,,,
0,control_change,,0,0,1,,,,,32,0,0,,,,
0,control_change,,0,0,1,,,,,1,0,0,,,,
0,control_change,,0,0,1,,,,,10,64,0,,,,
0,control_change,,0,0,1,,,,,91,0,0,,,,
0,control_change,,0,0,1,,,,,93,0,0,,,,
0,program_change,,0,0,1,,,,,,,0,0,,,
0,key_signature,,0,1,1,,,,,,,,,Gb,,
0,key_signature,,0,1,1,,,,,,,,,Gb,,
0,track_name,,0,1,1,,,,,,,,,,,
0,note_on,,0,0,1,,,,,,,0,,,75,100
0,note_on,,0,0,1,,,,,,,0,,,63,100
0,note_on,,0,0,1,,,,,,,0,,,39,100
0,note_on,,0,0,1,,,,,,,0,,,46,100
0,note_on,,0,0,1,,,,,,,0,,,54,100
0,control_change,,0,0,2,,,,,0,0,1,,,,
0,track_name,,0,1,2,,,,,,,,,,,
0,key_signature,,0,1,2,,,,,,,,,Gb,,
0,control_change,,0,0,2,,,,,93,0,1,,,,
0,control_change,,0,0,2,,,,,91,0,1,,,,
0,control_change,,0,0,2,,,,,10,64,1,,,,
0,control_change,,0,0,2,,,,,1,0,1,,,,
0,program_change,,0,0,2,,,,,,,1,53,,,
0,control_change,,0,0,2,,,,,32,0,1,,,,
0,control_change,,0,0,1,,,,,0,0,0,,,,
0,control_change,,0,0,1,,,,,7,82,0,,,,
0,control_change,,0,0,2,,,,,7,98,1,,,,
0,time_signature,,0,1,0,3,4,24,8,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,
0,copyright,,0,1,0,,,,,,,,,,,
228,note_on,,0,0,1,,,,,,,0,,,75,0
228,note_on,,228,0,1,,,,,,,0,,,63,0
240,note_on,,12,0,1,,,,,,,0,,,74,100
456,note_on,,216,0,1,,,,,,,0,,,54,0
456,note_on,,0,0,1,,,,,,,0,,,46,0
456,note_on,,0,0,1,,,,,,,0,,,39,0
468,note_on,,12,0,1,,,,,,,0,,,74,0
480,note_on,,12,0,1,,,,,,,0,,,75,100
480,note_on,,0,0,1,,,,,,,0,,,63,100
480,note_on,,0,0,1,,,,,,,0,,,39,100
480,note_on,,0,0,1,,,,,,,0,,,46,100
480,note_on,,0,0,1,,,,,,,0,,,54,100
936,note_on,,456,0,1,,,,,,,0,,,54,0
936,note_on,,0,0,1,,,,,,,0,,,46,0
936,note_on,,0,0,1,,,,,,,0,,,39,0
936,note_on,,0,0,1,,,,,,,0,,,63,0
936,note_on,,0,0,1,,,,,,,0,,,75,0
960,note_on,,0,0,1,,,,,,,0,,,54,100
960,note_on,,0,0,1,,,,,,,0,,,71,100
960,note_on,,24,0,1,,,,,,,0,,,63,100
960,note_on,,0,0,1,,,,,,,0,,,46,100
