tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,,
0,program_change,,,,,0,0,5,,,,73,4,,,,
0,control_change,,,,,0,0,5,,,,,4,7,127,,
0,control_change,,,,,0,0,5,,,,,4,10,70,,
0,midi_port,,,,,0,1,6,,,0,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,program_change,,,,,0,0,6,,,,68,5,,,,
0,control_change,,,,,0,0,6,,,,,5,7,110,,
0,control_change,,,,,0,0,6,,,,,5,10,80,,
0,midi_port,,,,,0,1,7,,,0,,,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,program_change,,,,,0,0,7,,,,71,6,,,,
0,control_change,,,,,0,0,7,,,,,6,7,110,,
0,control_change,,,,,0,0,7,,,,,6,10,90,,
0,midi_port,,,,,0,1,8,,,0,,,,,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,midi_port,,,,,0,1,5,,,0,,,,,,
0,control_change,,,,,0,0,4,,,,,3,10,120,,
0,control_change,,,,,0,0,4,,,,,3,7,127,,
0,program_change,,,,,0,0,1,,,,48,0,,,,
0,control_change,,,,,0,0,1,,,,,0,7,127,,
0,control_change,,,,,0,0,1,,,,,0,10,20,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,program_change,,,,,0,0,2,,,,48,1,,,,
0,control_change,,,,,0,0,2,,,,,1,7,127,,
0,program_change,,,,,0,0,8,,,,70,7,,,,
0,control_change,,,,,0,0,2,,,,,1,10,40,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,program_change,,,,,0,0,3,,,,48,2,,,,
0,control_change,,,,,0,0,3,,,,,2,7,127,,
0,control_change,,,,,0,0,3,,,,,2,10,100,,
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,program_change,,,,,0,0,4,,,,48,3,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,control_change,,,,,0,0,8,,,,,7,7,127,,
0,midi_port,,,,,0,1,9,,,0,,,,,,
0,midi_port,,,,,0,1,13,,,0,,,,,,
0,track_name,,,,,0,1,13,,,,,,,,,
0,program_change,,,,,0,0,13,,,,0,13,,,,
0,control_change,,,,,0,0,13,,,,,13,7,110,,
0,control_change,,,,,0,0,13,,,,,13,10,64,,
0,midi_port,,,,,0,1,14,,,0,,,,,,
0,track_name,,,,,0,1,14,,,,,,,,,
0,end_of_track,,,,,0,1,14,,,,,,,,,
0,midi_port,,,,,0,1,15,,,0,,,,,,
0,track_name,,,,,0,1,15,,,,,,,,,
0,end_of_track,,,,,0,1,15,,,,,,,,,
0,midi_port,,,,,0,1,16,,,0,,,,,,
0,track_name,,,,,0,1,16,,,,,,,,,
0,end_of_track,,,,,0,1,16,,,,,,,,,
0,midi_port,,,,,0,1,17,,,0,,,,,,
0,control_change,,,,,0,0,12,,,,,12,10,80,,
0,control_change,,,,,0,0,12,,,,,12,7,127,,
0,program_change,,,,,0,0,12,,,,47,12,,,,
0,track_name,,,,,0,1,12,,,,,,,,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,program_change,,,,,0,0,9,,,,60,8,,,,
0,control_change,,,,,0,0,9,,,,,8,7,127,,
0,control_change,,,,,0,0,9,,,,,8,10,70,,
0,midi_port,,,,,0,1,10,,,0,,,,,,
0,track_name,,,,,0,1,10,,,,,,,,,
0,program_change,,,,,0,0,10,,,,56,10,,,,
0,control_change,,,,,0,0,8,,,,,7,10,100,,
0,control_change,,,,,0,0,10,,,,,10,7,110,,
0,track_name,,,,,0,1,17,,,,,,,,,
0,midi_port,,,,,0,1,11,,,0,,,,,,
0,track_name,,,,,0,1,11,,,,,,,,,
0,program_change,,,,,0,0,11,,,,57,11,,,,
0,control_change,,,,,0,0,11,,,,,11,7,110,,
0,control_change,,,,,0,0,11,,,,,11,10,100,,
0,midi_port,,,,,0,1,12,,,0,,,,,,
0,control_change,,,,,0,0,10,,,,,10,10,80,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,end_of_track,,,,,0,1,17,,,,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,,
0,set_tempo,,,,,0,1,0,,545455,,,,,,,
50,control_change,,,,,50,0,3,,,,,2,121,0,,
50,control_change,,,,,50,0,10,,,,,10,121,0,,
50,control_change,,,,,50,0,4,,,,,3,121,0,,
50,control_change,,,,,50,0,12,,,,,12,121,0,,
50,control_change,,,,,50,0,2,,,,,1,121,0,,
50,control_change,,,,,50,0,6,,,,,5,121,0,,
50,control_change,,,,,50,0,9,,,,,8,121,0,,
50,control_change,,,,,50,0,8,,,,,7,121,0,,
50,control_change,,,,,50,0,11,,,,,11,121,0,,
50,control_change,,,,,50,0,7,,,,,6,121,0,,
50,control_change,,,,,50,0,5,,,,,4,121,0,,
50,control_change,,,,,50,0,1,,,,,0,121,0,,
100,control_change,,,,,50,0,8,,,,,7,91,100,,
100,control_change,,,,,50,0,7,,,,,6,91,100,,
100,control_change,,,,,50,0,9,,,,,8,91,100,,
100,control_change,,,,,50,0,4,,,,,3,91,100,,
100,control_change,,,,,50,0,6,,,,,5,91,100,,
100,control_change,,,,,0,0,4,,,,,3,93,90,,
100,control_change,,,,,50,0,1,,,,,0,91,100,,
100,control_change,,,,,0,0,1,,,,,0,93,90,,
100,control_change,,,,,50,0,11,,,,,11,91,100,,
100,control_change,,,,,50,0,5,,,,,4,91,100,,
100,control_change,,,,,50,0,3,,,,,2,91,100,,
100,control_change,,,,,50,0,12,,,,,12,91,100,,
100,control_change,,,,,50,0,10,,,,,10,91,100,,
100,control_change,,,,,0,0,3,,,,,2,93,90,,
100,control_change,,,,,50,0,2,,,,,1,91,100,,
100,control_change,,,,,0,0,2,,,,,1,93,90,,
110,control_change,,,,,10,0,12,,,,,12,11,90,,
110,control_change,,,,,10,0,3,,,,,2,11,70,,
110,control_change,,,,,10,0,4,,,,,3,11,70,,
110,control_change,,,,,10,0,1,,,,,0,11,80,,
110,control_change,,,,,10,0,2,,,,,1,11,60,,
110,control_change,,,,,10,0,6,,,,,5,11,70,,
110,control_change,,,,,10,0,9,,,,,8,11,80,,
110,control_change,,,,,10,0,8,,,,,7,11,90,,
110,control_change,,,,,10,0,11,,,,,11,11,70,,
110,control_change,,,,,10,0,5,,,,,4,11,90,,
110,control_change,,,,,10,0,7,,,,,6,11,70,,
110,control_change,,,,,10,0,10,,,,,10,11,75,,
117,set_tempo,,,,,117,1,0,,594059,,,,,,,
117,note_on,,,,,7,0,1,,,,,0,,,77,60
144,note_on,,,,,27,0,1,,,,,0,,,77,0
145,note_on,,,,,1,0,1,,,,,0,,,68,60
221,note_on,,,,,76,0,1,,,,,0,,,70,65
223,note_on,,,,,2,0,1,,,,,0,,,68,0
246,note_on,,,,,23,0,1,,,,,0,,,70,0
246,note_on,,,,,0,0,1,,,,,0,,,72,70
246,set_tempo,,,,,129,1,0,,540541,,,,,,,
360,note_on,,,,,114,0,1,,,,,0,,,68,30
360,note_on,,,,,250,0,2,,,,,1,,,65,30
463,note_on,,,,,103,0,2,,,,,1,,,64,30
463,note_on,,,,,103,0,1,,,,,0,,,67,30
470,note_on,,,,,7,0,1,,,,,0,,,68,0
470,note_on,,,,,7,0,2,,,,,1,,,65,0
570,note_on,,,,,100,0,1,,,,,0,,,66,30
570,note_on,,,,,100,0,2,,,,,1,,,63,30
570,set_tempo,,,,,324,1,0,,631579,,,,,,,
575,note_on,,,,,5,0,1,,,,,0,,,67,0
575,note_on,,,,,5,0,2,,,,,1,,,64,0
680,note_on,,,,,105,0,2,,,,,1,,,62,30
680,note_on,,,,,0,0,1,,,,,0,,,65,30
680,set_tempo,,,,,110,1,0,,535714,,,,,,,
680,note_on,,,,,105,0,1,,,,,0,,,70,80
682,note_on,,,,,2,0,1,,,,,0,,,72,0
690,note_on,,,,,8,0,1,,,,,0,,,66,0
690,note_on,,,,,10,0,2,,,,,1,,,63,0
792,note_on,,,,,102,0,2,,,,,1,,,61,30
799,note_on,,,,,7,0,2,,,,,1,,,62,0
905,note_on,,,,,106,0,2,,,,,1,,,60,30
905,note_on,,,,,215,0,1,,,,,0,,,68,60
911,note_on,,,,,6,0,2,,,,,1,,,61,0
918,note_on,,,,,13,0,1,,,,,0,,,70,0
1014,note_on,,,,,0,0,1,,,,,0,,,61,30
1014,note_on,,,,,103,0,2,,,,,1,,,58,30
1014,note_on,,,,,96,0,1,,,,,0,,,67,60
1019,note_on,,,,,5,0,2,,,,,1,,,60,0
1019,note_on,,,,,5,0,1,,,,,0,,,68,0
1020,note_on,,,,,1,0,1,,,,,0,,,65,0
1079,note_on,,,,,59,0,1,,,,,0,,,67,0
1099,note_on,,,,,20,0,1,,,,,0,,,67,70
1099,set_tempo,,,,,419,1,0,,576923,,,,,,,
1119,note_on,,,,,20,0,1,,,,,0,,,67,0
1124,note_on,,,,,5,0,1,,,,,0,,,65,60
1124,note_on,,,,,0,0,1,,,,,0,,,60,30
1124,note_on,,,,,105,0,2,,,,,1,,,56,30
1134,note_on,,,,,10,0,1,,,,,0,,,61,0
1134,note_on,,,,,10,0,2,,,,,1,,,58,0
1196,note_on,,,,,62,0,1,,,,,0,,,64,60
1201,note_on,,,,,5,0,1,,,,,0,,,65,0
1223,note_on,,,,,22,0,1,,,,,0,,,65,60
1223,note_on,,,,,89,0,2,,,,,1,,,55,30
1223,note_on,,,,,0,0,1,,,,,0,,,58,40
1228,note_on,,,,,5,0,1,,,,,0,,,64,0
1230,note_on,,,,,7,0,2,,,,,1,,,56,0
1230,note_on,,,,,2,0,1,,,,,0,,,60,0
1293,note_on,,,,,63,0,1,,,,,0,,,67,60
1300,note_on,,,,,7,0,1,,,,,0,,,65,0
1323,note_on,,,,,0,0,1,,,,,0,,,56,30
1323,note_on,,,,,23,0,1,,,,,0,,,68,60
1323,note_on,,,,,93,0,2,,,,,1,,,53,30
1329,note_on,,,,,6,0,1,,,,,0,,,67,0
1333,note_on,,,,,4,0,1,,,,,0,,,58,0
1333,note_on,,,,,10,0,2,,,,,1,,,55,0
1413,note_on,,,,,80,0,2,,,,,1,,,53,0
