tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,4,4,96,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,2,,,91,36,1,,,,
0,control_change,,,,,0,0,2,,,93,39,1,,,,
0,program_change,,,,,0,0,2,,,,,1,0,,,
0,key_signature,,,,,0,1,2,,,,,,,Eb,,
0,key_signature,,,,,0,1,10,,,,,,,C,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,3,,,,,,,C,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,control_change,,,,,0,0,2,,,0,0,1,,,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,6,,,,,,,C,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,key_signature,,,,,0,1,7,,,,,,,C,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,key_signature,,,,,0,1,8,,,,,,,C,,
0,end_of_track,,,,,0,1,8,,,,,,,,,
0,key_signature,,,,,0,1,9,,,,,,,C,,
0,end_of_track,,,,,0,1,9,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,end_of_track,,,,,0,1,10,,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,note_on,,,,,0,0,1,,,,,0,,,55,125
0,note_on,,,,,0,0,1,,,,,0,,,83,125
0,note_on,,,,,0,0,1,,,,,0,,,79,125
0,note_on,,,,,0,0,1,,,,,0,,,77,125
0,end_of_track,,,,,0,1,0,,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,control_change,,,,,0,0,1,,,91,36,0,,,,
0,control_change,,,,,0,0,1,,,93,38,0,,,,
0,program_change,,,,,0,0,1,,,,,0,0,,,
0,key_signature,,,,,0,1,1,,,,,,,Eb,,
0,set_tempo,,,,,0,1,0,,568181,,,,,,,
0,note_on,,,,,0,0,1,,,,,0,,,71,125
0,note_on,,,,,0,0,1,,,,,0,,,74,125
64,note_off,,,,,64,0,1,,,,,0,,,55,80
96,note_on,,,,,96,0,2,,,,,1,,,67,118
160,note_off,,,,,64,0,2,,,,,1,,,67,75
192,note_on,,,,,32,0,2,,,,,1,,,65,118
256,note_off,,,,,64,0,2,,,,,1,,,65,75
288,note_on,,,,,32,0,2,,,,,1,,,62,118
352,note_off,,,,,64,0,2,,,,,1,,,62,75
384,note_on,,,,,32,0,2,,,,,1,,,63,118
448,note_off,,,,,64,0,2,,,,,1,,,63,75
480,note_on,,,,,32,0,2,,,,,1,,,62,118
512,note_off,,,,,0,0,1,,,,,0,,,83,80
512,note_off,,,,,0,0,1,,,,,0,,,79,80
512,note_off,,,,,0,0,1,,,,,0,,,77,80
512,note_off,,,,,0,0,1,,,,,0,,,74,80
512,note_off,,,,,448,0,1,,,,,0,,,71,80
544,note_off,,,,,64,0,2,,,,,1,,,62,75
576,note_on,,,,,32,0,2,,,,,1,,,59,118
640,note_off,,,,,64,0,2,,,,,1,,,59,75
672,note_on,,,,,32,0,2,,,,,1,,,55,118
736,note_off,,,,,64,0,2,,,,,1,,,55,75
768,note_on,,,,,32,0,2,,,,,1,,,56,118
832,note_off,,,,,64,0,2,,,,,1,,,56,75
864,note_on,,,,,32,0,2,,,,,1,,,55,118
928,note_off,,,,,64,0,2,,,,,1,,,55,75
960,note_on,,,,,32,0,2,,,,,1,,,53,118
1024,note_off,,,,,64,0,2,,,,,1,,,53,75
1056,note_on,,,,,32,0,2,,,,,1,,,50,118
1120,note_off,,,,,64,0,2,,,,,1,,,50,75
1152,note_on,,,,,32,0,2,,,,,1,,,51,118
1216,note_off,,,,,64,0,2,,,,,1,,,51,75
1248,note_on,,,,,32,0,2,,,,,1,,,50,118
1312,note_off,,,,,64,0,2,,,,,1,,,50,75
1344,note_on,,,,,32,0,2,,,,,1,,,48,118
1408,note_off,,,,,64,0,2,,,,,1,,,48,75
1440,note_on,,,,,32,0,2,,,,,1,,,46,118
1504,note_off,,,,,64,0,2,,,,,1,,,46,75
1536,note_on,,,,,32,0,2,,,,,1,,,47,118
1600,note_off,,,,,64,0,2,,,,,1,,,47,75
1632,note_on,,,,,32,0,2,,,,,1,,,43,118
1696,note_off,,,,,64,0,2,,,,,1,,,43,75
1728,note_on,,,,,32,0,2,,,,,1,,,44,118
1792,note_off,,,,,64,0,2,,,,,1,,,44,75
1824,note_on,,,,,32,0,2,,,,,1,,,43,118
1888,note_off,,,,,64,0,2,,,,,1,,,43,75
1920,note_on,,,,,32,0,2,,,,,1,,,41,118
1984,note_off,,,,,64,0,2,,,,,1,,,41,75
2016,note_on,,,,,32,0,2,,,,,1,,,38,118
2080,note_off,,,,,64,0,2,,,,,1,,,38,75
2112,note_on,,,,,32,0,2,,,,,1,,,39,118
2176,note_off,,,,,64,0,2,,,,,1,,,39,75
2208,note_on,,,,,32,0,2,,,,,1,,,38,118
2272,note_off,,,,,64,0,2,,,,,1,,,38,75
2304,note_on,,,,,32,0,2,,,,,1,,,36,118
2368,note_off,,,,,64,0,2,,,,,1,,,36,75
2400,note_on,,,,,32,0,2,,,,,1,,,31,118
2464,note_off,,,,,64,0,2,,,,,1,,,31,75
2496,note_on,,,,,32,0,2,,,,,1,,,36,118
2560,note_off,,,,,64,0,2,,,,,1,,,36,75
2592,note_on,,,,,32,0,2,,,,,1,,,31,118
2656,note_off,,,,,64,0,2,,,,,1,,,31,75
2688,note_on,,,,,32,0,2,,,,,1,,,36,118
2688,note_on,,,,,0,0,1,,,,,0,,,75,125
2688,note_on,,,,,0,0,1,,,,,0,,,77,125
2688,note_on,,,,,2176,0,1,,,,,0,,,68,125
2688,note_on,,,,,0,0,1,,,,,0,,,80,125
2752,note_off,,,,,64,0,2,,,,,1,,,36,75
2784,note_on,,,,,32,0,2,,,,,1,,,31,118
2848,note_off,,,,,64,0,2,,,,,1,,,31,75
2880,note_off,,,,,0,0,1,,,,,0,,,75,80
2880,note_off,,,,,0,0,1,,,,,0,,,80,80
2880,note_on,,,,,32,0,2,,,,,1,,,36,118
2880,note_off,,,,,192,0,1,,,,,0,,,68,80
2880,note_off,,,,,0,0,1,,,,,0,,,77,80
2944,note_off,,,,,64,0,2,,,,,1,,,36,75
2976,note_on,,,,,96,0,1,,,,,0,,,67,125
2976,note_on,,,,,0,0,1,,,,,0,,,79,125
2976,note_on,,,,,32,0,2,,,,,1,,,31,118
3040,note_off,,,,,64,0,1,,,,,0,,,67,80
3040,note_off,,,,,0,0,1,,,,,0,,,79,80
3040,note_off,,,,,64,0,2,,,,,1,,,31,75
3072,note_on,,,,,32,0,1,,,,,0,,,86,125
3072,note_on,,,,,0,0,1,,,,,0,,,79,125
3072,note_on,,,,,0,0,1,,,,,0,,,77,125
3072,note_on,,,,,0,0,1,,,,,0,,,74,125
3072,note_on,,,,,32,0,2,,,,,1,,,35,118
3200,note_off,,,,,128,0,2,,,,,1,,,35,75
