tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,data,control,value,channel,program,note,velocity
0,set_tempo,500000,0,1,0,,,,,,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,0,,,,,,,
0,midi_port,,0,1,2,,,,,,0,,,,,,,
0,midi_port,,0,1,1,,,,,,0,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,,,,,,
0,key_signature,,0,1,0,,,,,F#m,,,,,,,,
4,sysex,,4,0,1,,,,,,,"(65, 16, 66, 18, 64, 0, 127, 0, 65)",,,,,,
6,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 0, 4, 127, 61)",,,,,,
10,sysex,,4,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 48, 4, 11)",,,,,,
12,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 49, 3, 11)",,,,,,
14,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 51, 110, 30)",,,,,,
16,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 52, 60, 79)",,,,,,
18,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 56, 2, 5)",,,,,,
20,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 58, 100, 33)",,,,,,
22,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 61, 7, 123)",,,,,,
24,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 62, 8, 121)",,,,,,
26,control_change,,2,0,1,,,,,,,,0,0,0,,,
28,control_change,,2,0,1,,,,,,,,32,1,0,,,
30,program_change,,2,0,1,,,,,,,,,,0,0,,
32,control_change,,2,0,1,,,,,,,,7,120,0,,,
34,control_change,,2,0,1,,,,,,,,11,120,0,,,
36,control_change,,2,0,1,,,,,,,,91,40,0,,,
38,control_change,,2,0,1,,,,,,,,93,0,0,,,
40,control_change,,2,0,1,,,,,,,,10,64,0,,,
42,control_change,,2,0,1,,,,,,,,99,1,0,,,
44,control_change,,2,0,1,,,,,,,,98,8,0,,,
46,control_change,,2,0,1,,,,,,,,6,64,0,,,
48,control_change,,2,0,1,,,,,,,,98,9,0,,,
50,control_change,,2,0,1,,,,,,,,6,64,0,,,
52,control_change,,2,0,1,,,,,,,,98,10,0,,,
54,control_change,,2,0,1,,,,,,,,6,64,0,,,
56,control_change,,2,0,1,,,,,,,,98,32,0,,,
58,control_change,,2,0,1,,,,,,,,6,64,0,,,
60,control_change,,2,0,1,,,,,,,,98,33,0,,,
62,control_change,,2,0,1,,,,,,,,6,64,0,,,
64,control_change,,2,0,1,,,,,,,,98,99,0,,,
66,control_change,,2,0,1,,,,,,,,6,64,0,,,
68,control_change,,2,0,1,,,,,,,,98,100,0,,,
70,control_change,,2,0,1,,,,,,,,6,80,0,,,
72,control_change,,2,0,1,,,,,,,,98,102,0,,,
74,control_change,,2,0,1,,,,,,,,6,64,0,,,
192,control_change,,192,0,3,,,,,,,,64,0,0,,,
192,note_on,,192,0,2,,,,,,,,,,0,,37,40
192,set_tempo,1621621,192,1,0,,,,,,,,,,,,,
240,note_on,,166,0,1,,,,,,,,,,0,,61,48
240,set_tempo,1395348,48,1,0,,,,,,,,,,,,,
248,control_change,,56,0,3,,,,,,,,64,127,0,,,
336,note_on,,96,0,1,,,,,,,,,,0,,54,32
336,note_on,,0,0,1,,,,,,,,,,0,,63,52
336,set_tempo,1250000,96,1,0,,,,,,,,,,,,,
338,control_change,,90,0,3,,,,,,,,64,0,0,,,
344,control_change,,6,0,3,,,,,,,,64,127,0,,,
376,note_on,,40,0,1,,,,,,,,,,0,,63,0
376,note_on,,0,0,1,,,,,,,,,,0,,54,0
384,note_on,,8,0,1,,,,,,,,,,0,,56,36
384,note_on,,0,0,1,,,,,,,,,,0,,65,52
384,control_change,,40,0,3,,,,,,,,64,127,0,,,
384,set_tempo,769230,48,1,0,,,,,,,,,,,,,
386,control_change,,2,0,3,,,,,,,,64,0,0,,,
392,control_change,,6,0,3,,,,,,,,64,127,0,,,
424,note_on,,40,0,1,,,,,,,,,,0,,65,0
424,note_on,,0,0,1,,,,,,,,,,0,,56,0
432,note_on,,0,0,1,,,,,,,,,,0,,66,58
432,note_on,,8,0,1,,,,,,,,,,0,,57,38
432,set_tempo,1000000,48,1,0,,,,,,,,,,,,,
434,control_change,,42,0,3,,,,,,,,64,0,0,,,
440,control_change,,6,0,3,,,,,,,,64,127,0,,,
472,note_on,,0,0,1,,,,,,,,,,0,,57,0
472,note_on,,0,0,1,,,,,,,,,,0,,61,0
472,note_on,,40,0,1,,,,,,,,,,0,,66,0
480,note_on,,0,0,1,,,,,,,,,,0,,65,40
480,note_on,,0,0,1,,,,,,,,,,0,,69,58
480,set_tempo,1333333,48,1,0,,,,,,,,,,,,,
480,note_on,,8,0,1,,,,,,,,,,0,,61,38
482,control_change,,42,0,3,,,,,,,,64,0,0,,,
488,control_change,,6,0,3,,,,,,,,64,127,0,,,
520,note_on,,40,0,1,,,,,,,,,,0,,69,0
528,set_tempo,1935483,48,1,0,,,,,,,,,,,,,
528,note_on,,0,0,1,,,,,,,,,,0,,68,50
528,note_on,,8,0,1,,,,,,,,,,0,,59,38
530,control_change,,42,0,3,,,,,,,,64,0,0,,,
536,control_change,,6,0,3,,,,,,,,64,127,0,,,
556,note_on,,28,0,1,,,,,,,,,,0,,68,0
564,set_tempo,1621621,36,1,0,,,,,,,,,,,,,
564,note_on,,8,0,1,,,,,,,,,,0,,66,44
566,control_change,,30,0,3,,,,,,,,64,0,0,,,
568,note_on,,0,0,1,,,,,,,,,,0,,59,0
568,note_on,,376,0,2,,,,,,,,,,0,,37,0
568,note_on,,0,0,1,,,,,,,,,,0,,61,0
568,note_on,,4,0,1,,,,,,,,,,0,,65,0
572,control_change,,6,0,3,,,,,,,,64,127,0,,,
574,note_on,,6,0,1,,,,,,,,,,0,,66,0
576,set_tempo,4000000,12,1,0,,,,,,,,,,,,,
576,control_change,,4,0,3,,,,,,,,64,127,0,,,
576,note_on,,8,0,2,,,,,,,,,,0,,42,32
577,set_tempo,3333333,1,1,0,,,,,,,,,,,,,
577,note_on,,3,0,1,,,,,,,,,,0,,57,45
580,note_on,,0,0,1,,,,,,,,,,0,,66,44
580,note_on,,3,0,1,,,,,,,,,,0,,57,0
580,set_tempo,1463414,3,1,0,,,,,,,,,,,,,
582,control_change,,6,0,3,,,,,,,,64,0,0,,,
588,control_change,,6,0,3,,,,,,,,64,127,0,,,
592,note_on,,16,0,2,,,,,,,,,,0,,42,0
592,note_on,,0,0,2,,,,,,,,,,0,,49,30
592,set_tempo,845070,12,1,0,,,,,,,,,,,,,
608,note_on,,16,0,2,,,,,,,,,,0,,49,0
608,note_on,,0,0,2,,,,,,,,,,0,,57,34
608,set_tempo,1250000,16,1,0,,,,,,,,,,,,,
624,note_on,,44,0,1,,,,,,,,,,0,,78,48
624,note_on,,0,0,2,,,,,,,,,,0,,54,32
624,note_on,,16,0,2,,,,,,,,,,0,,57,0
624,set_tempo,789473,16,1,0,,,,,,,,,,,,,
628,note_on,,4,0,1,,,,,,,,,,0,,66,0
664,note_on,,40,0,2,,,,,,,,,,0,,54,0
672,note_on,,44,0,1,,,,,,,,,,0,,78,0
672,note_on,,0,0,1,,,,,,,,,,0,,76,56
672,note_on,,8,0,2,,,,,,,,,,0,,42,32
672,set_tempo,800000,48,1,0,,,,,,,,,,,,,
688,note_on,,16,0,2,,,,,,,,,,0,,42,0
688,set_tempo,594059,16,1,0,,,,,,,,,,,,,
688,note_on,,0,0,2,,,,,,,,,,0,,49,32
704,note_on,,16,0,2,,,,,,,,,,0,,49,0
704,note_on,,0,0,2,,,,,,,,,,0,,58,36
704,set_tempo,697674,16,1,0,,,,,,,,,,,,,
706,control_change,,118,0,3,,,,,,,,64,0,0,,,
712,control_change,,6,0,3,,,,,,,,64,127,0,,,
720,note_on,,16,0,2,,,,,,,,,,0,,58,0
720,note_on,,0,0,2,,,,,,,,,,0,,54,34
720,note_on,,48,0,1,,,,,,,,,,0,,76,0
720,note_on,,0,0,1,,,,,,,,,,0,,74,54
720,set_tempo,645161,16,1,0,,,,,,,,,,,,,
744,note_on,,24,0,1,,,,,,,,,,0,,74,0
744,note_on,,0,0,1,,,,,,,,,,0,,73,51
744,set_tempo,681818,24,1,0,,,,,,,,,,,,,
760,note_on,,40,0,2,,,,,,,,,,0,,54,0
768,note_on,,0,0,1,,,,,,,,,,0,,76,42
768,control_change,,56,0,3,,,,,,,,64,127,0,,,
768,note_on,,8,0,2,,,,,,,,,,0,,47,34
768,note_on,,24,0,1,,,,,,,,,,0,,73,0
768,set_tempo,666666,24,1,0,,,,,,,,,,,,,
770,control_change,,2,0,3,,,,,,,,64,0,0,,,
776,control_change,,6,0,3,,,,,,,,64,127,0,,,
786,note_on,,18,0,2,,,,,,,,,,0,,47,0
786,note_on,,0,0,2,,,,,,,,,,0,,54,34
792,set_tempo,571428,24,1,0,,,,,,,,,,,,,
792,note_on,,24,0,1,,,,,,,,,,0,,76,0
792,note_on,,0,0,1,,,,,,,,,,0,,74,46
800,note_on,,0,0,2,,,,,,,,,,0,,62,38
800,note_on,,14,0,2,,,,,,,,,,0,,54,0
816,note_on,,24,0,1,,,,,,,,,,0,,74,0
816,note_on,,0,0,2,,,,,,,,,,0,,56,36
816,note_on,,16,0,2,,,,,,,,,,0,,62,0
816,set_tempo,594059,24,1,0,,,,,,,,,,,,,
816,note_on,,0,0,1,,,,,,,,,,0,,73,52
840,set_tempo,659340,24,1,0,,,,,,,,,,,,,
840,note_on,,24,0,1,,,,,,,,,,0,,73,0
840,note_on,,0,0,1,,,,,,,,,,0,,71,51
856,note_on,,40,0,2,,,,,,,,,,0,,56,0
864,set_tempo,606060,24,1,0,,,,,,,,,,,,,
864,note_on,,24,0,1,,,,,,,,,,0,,71,0
864,note_on,,0,0,1,,,,,,,,,,0,,73,46
864,note_on,,8,0,2,,,,,,,,,,0,,49,30
866,control_change,,90,0,3,,,,,,,,64,0,0,,,
872,control_change,,6,0,3,,,,,,,,64,127,0,,,
881,note_on,,17,0,2,,,,,,,,,,0,,49,0
881,note_on,,0,0,2,,,,,,,,,,0,,53,30
888,note_on,,24,0,1,,,,,,,,,,0,,73,0
888,note_on,,0,0,1,,,,,,,,,,0,,68,50
888,set_tempo,618556,24,1,0,,,,,,,,,,,,,
896,note_on,,15,0,2,,,,,,,,,,0,,53,0
896,note_on,,0,0,2,,,,,,,,,,0,,61,34
912,note_on,,24,0,1,,,,,,,,,,0,,68,0
912,note_on,,0,0,1,,,,,,,,,,0,,69,46
912,set_tempo,769230,24,1,0,,,,,,,,,,,,,
912,note_on,,0,0,2,,,,,,,,,,0,,59,32
912,note_on,,16,0,2,,,,,,,,,,0,,61,0
930,set_tempo,645161,18,1,0,,,,,,,,,,,,,
930,note_on,,18,0,1,,,,,,,,,,0,,73,42
936,note_on,,0,0,1,,,,,,,,,,0,,69,0
936,set_tempo,697674,6,1,0,,,,,,,,,,,,,
936,note_on,,0,0,1,,,,,,,,,,0,,71,38
936,note_on,,6,0,1,,,,,,,,,,0,,73,0
952,note_on,,40,0,2,,,,,,,,,,0,,59,0
960,note_on,,8,0,2,,,,,,,,,,0,,42,28
960,control_change,,88,0,3,,,,,,,,64,127,0,,,
960,set_tempo,800000,24,1,0,,,,,,,,,,,,,
960,note_on,,0,0,1,,,,,,,,,,0,,69,42
960,note_on,,24,0,1,,,,,,,,,,0,,71,0
962,control_change,,2,0,3,,,,,,,,64,0,0,,,
968,control_change,,6,0,3,,,,,,,,64,127,0,,,
978,note_on,,0,0,2,,,,,,,,,,0,,49,28
978,note_on,,18,0,2,,,,,,,,,,0,,42,0
984,note_on,,24,0,1,,,,,,,,,,0,,69,0
984,note_on,,0,0,1,,,,,,,,,,0,,66,44
984,set_tempo,731707,24,1,0,,,,,,,,,,,,,
994,note_on,,16,0,2,,,,,,,,,,0,,49,0
994,note_on,,0,0,2,,,,,,,,,,0,,57,32
1008,note_on,,24,0,1,,,,,,,,,,0,,66,0
1008,note_on,,0,0,1,,,,,,,,,,0,,78,50
1008,set_tempo,697674,24,1,0,,,,,,,,,,,,,
1008,note_on,,0,0,2,,,,,,,,,,0,,54,30
1008,note_on,,14,0,2,,,,,,,,,,0,,57,0
1032,set_tempo,714285,24,1,0,,,,,,,,,,,,,
1032,note_on,,24,0,1,,,,,,,,,,0,,78,0
1032,note_on,,0,0,1,,,,,,,,,,0,,77,60
1048,note_on,,40,0,2,,,,,,,,,,0,,54,0
1056,note_on,,8,0,2,,,,,,,,,,0,,46,34
1056,note_on,,24,0,1,,,,,,,,,,0,,77,0
1056,set_tempo,800000,24,1,0,,,,,,,,,,,,,
1056,note_on,,0,0,1,,,,,,,,,,0,,76,56
1058,control_change,,90,0,3,,,,,,,,64,0,0,,,
1064,control_change,,6,0,3,,,,,,,,64,127,0,,,
1072,note_on,,0,0,2,,,,,,,,,,0,,52,34
1072,note_on,,16,0,2,,,,,,,,,,0,,46,0
1072,set_tempo,566037,16,1,0,,,,,,,,,,,,,
1088,note_on,,0,0,2,,,,,,,,,,0,,61,38
1088,note_on,,16,0,2,,,,,,,,,,0,,52,0
1088,set_tempo,731707,16,1,0,,,,,,,,,,,,,
1104,note_on,,0,0,2,,,,,,,,,,0,,54,36
1104,note_on,,16,0,2,,,,,,,,,,0,,61,0
1104,set_tempo,681818,16,1,0,,,,,,,,,,,,,
1104,note_on,,48,0,1,,,,,,,,,,0,,76,0
1104,note_on,,0,0,1,,,,,,,,,,0,,74,53
1128,note_on,,0,0,1,,,,,,,,,,0,,73,51
1128,set_tempo,714285,24,1,0,,,,,,,,,,,,,
1128,note_on,,24,0,1,,,,,,,,,,0,,74,0
1144,note_on,,40,0,2,,,,,,,,,,0,,54,0
1152,control_change,,88,0,3,,,,,,,,64,127,0,,,
1152,note_on,,0,0,1,,,,,,,,,,0,,76,46
1152,note_on,,8,0,2,,,,,,,,,,0,,47,38
1152,set_tempo,697674,24,1,0,,,,,,,,,,,,,
1152,note_on,,24,0,1,,,,,,,,,,0,,73,0
1154,control_change,,2,0,3,,,,,,,,64,0,0,,,
1160,control_change,,6,0,3,,,,,,,,64,127,0,,,
1171,note_on,,0,0,2,,,,,,,,,,0,,54,38
1171,note_on,,19,0,2,,,,,,,,,,0,,47,0
1176,set_tempo,618556,24,1,0,,,,,,,,,,,,,
1176,note_on,,24,0,1,,,,,,,,,,0,,76,0
1176,note_on,,0,0,1,,,,,,,,,,0,,74,48
1185,note_on,,14,0,2,,,,,,,,,,0,,54,0
1185,note_on,,0,0,2,,,,,,,,,,0,,62,42
1200,note_on,,15,0,2,,,,,,,,,,0,,62,0
1200,note_on,,0,0,2,,,,,,,,,,0,,56,40
1200,note_on,,24,0,1,,,,,,,,,,0,,74,0
1200,note_on,,0,0,1,,,,,,,,,,0,,73,51
1224,set_tempo,714285,48,1,0,,,,,,,,,,,,,
1224,note_on,,24,0,1,,,,,,,,,,0,,73,0
1224,note_on,,0,0,1,,,,,,,,,,0,,71,48
1240,note_on,,40,0,2,,,,,,,,,,0,,56,0
1248,note_on,,8,0,2,,,,,,,,,,0,,49,32
1248,set_tempo,697674,24,1,0,,,,,,,,,,,,,
1248,note_on,,24,0,1,,,,,,,,,,0,,71,0
1248,note_on,,0,0,1,,,,,,,,,,0,,73,47
1250,control_change,,90,0,3,,,,,,,,64,0,0,,,
1256,control_change,,6,0,3,,,,,,,,64,127,0,,,
1266,note_on,,18,0,2,,,,,,,,,,0,,49,0
1266,note_on,,0,0,2,,,,,,,,,,0,,53,32
