tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,data,control,value,channel,program,note,velocity
240,note_on,,0,0,2,,,,,,,,,,0,,62,38
240,set_tempo,895522,48,1,0,,,,,,,,,,,,,
264,set_tempo,1333333,24,1,0,,,,,,,,,,,,,
264,note_on,,0,0,1,,,,,,,,,,0,,70,46
264,note_on,,24,0,1,,,,,,,,,,0,,72,0
276,note_on,,12,0,1,,,,,,,,,,0,,69,46
276,set_tempo,1153846,12,1,0,,,,,,,,,,,,,
278,note_on,,2,0,1,,,,,,,,,,0,,70,0
280,note_on,,0,0,1,,,,,,,,,,0,,70,44
280,note_on,,2,0,1,,,,,,,,,,0,,69,0
280,note_on,,0,0,2,,,,,,,,,,0,,50,0
280,note_on,,40,0,2,,,,,,,,,,0,,62,0
280,set_tempo,895522,4,1,0,,,,,,,,,,,,,
284,set_tempo,1000000,4,1,0,,,,,,,,,,,,,
284,note_on,,4,0,1,,,,,,,,,,0,,70,0
284,note_on,,0,0,1,,,,,,,,,,0,,72,44
288,note_on,,0,0,2,,,,,,,,,,0,,60,36
288,note_on,,8,0,2,,,,,,,,,,0,,54,32
288,note_on,,4,0,1,,,,,,,,,,0,,72,0
288,note_on,,0,0,1,,,,,,,,,,0,,70,50
288,set_tempo,1250000,4,1,0,,,,,,,,,,,,,
288,note_on,,0,0,2,,,,,,,,,,0,,63,38
290,control_change,,90,0,3,,,,,,,,64,0,0,,,
296,control_change,,6,0,3,,,,,,,,64,127,0,,,
312,note_on,,0,0,1,,,,,,,,,,0,,69,42
312,set_tempo,789473,24,1,0,,,,,,,,,,,,,
312,note_on,,24,0,1,,,,,,,,,,0,,70,0
328,note_on,,0,0,2,,,,,,,,,,0,,54,0
328,note_on,,40,0,2,,,,,,,,,,0,,63,0
328,note_on,,0,0,2,,,,,,,,,,0,,60,0
334,note_on,,22,0,1,,,,,,,,,,0,,69,0
336,note_on,,0,0,2,,,,,,,,,,0,,62,36
336,note_on,,8,0,2,,,,,,,,,,0,,50,30
336,set_tempo,895522,24,1,0,,,,,,,,,,,,,
338,control_change,,42,0,3,,,,,,,,64,0,0,,,
344,control_change,,6,0,3,,,,,,,,64,127,0,,,
376,note_on,,0,0,2,,,,,,,,,,0,,50,0
376,note_on,,40,0,2,,,,,,,,,,0,,62,0
384,note_on,,0,0,2,,,,,,,,,,0,,58,34
384,note_on,,0,0,2,,,,,,,,,,0,,63,36
384,set_tempo,1071428,48,1,0,,,,,,,,,,,,,
384,control_change,,40,0,3,,,,,,,,64,127,0,,,
384,note_on,,8,0,2,,,,,,,,,,0,,55,30
386,control_change,,2,0,3,,,,,,,,64,0,0,,,
392,control_change,,6,0,3,,,,,,,,64,127,0,,,
408,set_tempo,895522,24,1,0,,,,,,,,,,,,,
408,note_on,,74,0,1,,,,,,,,,,0,,70,46
424,note_on,,0,0,2,,,,,,,,,,0,,55,0
424,note_on,,40,0,2,,,,,,,,,,0,,63,0
424,note_on,,16,0,1,,,,,,,,,,0,,70,0
424,note_on,,0,0,2,,,,,,,,,,0,,58,0
432,note_on,,8,0,1,,,,,,,,,,0,,70,50
432,set_tempo,923076,24,1,0,,,,,,,,,,,,,
432,note_on,,8,0,2,,,,,,,,,,0,,50,30
432,note_on,,0,0,2,,,,,,,,,,0,,62,36
448,set_tempo,821917,16,1,0,,,,,,,,,,,,,
448,note_on,,0,0,1,,,,,,,,,,0,,69,52
448,note_on,,16,0,1,,,,,,,,,,0,,70,0
464,note_on,,16,0,1,,,,,,,,,,0,,69,0
464,note_on,,0,0,1,,,,,,,,,,0,,67,54
464,set_tempo,1153846,16,1,0,,,,,,,,,,,,,
472,note_on,,40,0,2,,,,,,,,,,0,,62,0
472,note_on,,0,0,2,,,,,,,,,,0,,50,0
480,note_on,,0,0,1,,,,,,,,,,0,,66,48
480,note_on,,0,0,2,,,,,,,,,,0,,60,34
480,set_tempo,1000000,16,1,0,,,,,,,,,,,,,
480,note_on,,16,0,1,,,,,,,,,,0,,67,0
480,note_on,,8,0,2,,,,,,,,,,0,,57,30
480,note_on,,0,0,2,,,,,,,,,,0,,63,36
482,control_change,,90,0,3,,,,,,,,64,0,0,,,
488,control_change,,6,0,3,,,,,,,,64,127,0,,,
520,note_on,,40,0,2,,,,,,,,,,0,,63,0
520,note_on,,0,0,2,,,,,,,,,,0,,60,0
520,note_on,,0,0,2,,,,,,,,,,0,,57,0
528,note_on,,8,0,2,,,,,,,,,,0,,50,28
528,note_on,,0,0,2,,,,,,,,,,0,,62,34
528,set_tempo,1071428,48,1,0,,,,,,,,,,,,,
568,note_on,,40,0,2,,,,,,,,,,0,,62,0
568,note_on,,0,0,2,,,,,,,,,,0,,50,0
574,note_on,,94,0,1,,,,,,,,,,0,,66,0
576,set_tempo,895522,48,1,0,,,,,,,,,,,,,
576,note_on,,2,0,1,,,,,,,,,,0,,67,50
576,control_change,,88,0,3,,,,,,,,64,127,0,,,
576,note_on,,8,0,2,,,,,,,,,,0,,43,42
578,control_change,,2,0,3,,,,,,,,64,0,0,,,
584,control_change,,6,0,3,,,,,,,,64,127,0,,,
616,note_on,,40,0,2,,,,,,,,,,0,,43,0
624,note_on,,48,0,1,,,,,,,,,,0,,67,0
624,note_on,,0,0,1,,,,,,,,,,0,,69,56
624,note_on,,0,0,2,,,,,,,,,,0,,62,38
624,note_on,,8,0,2,,,,,,,,,,0,,55,32
624,note_on,,0,0,2,,,,,,,,,,0,,58,36
624,set_tempo,800000,48,1,0,,,,,,,,,,,,,
648,note_on,,24,0,1,,,,,,,,,,0,,69,0
648,note_on,,0,0,1,,,,,,,,,,0,,70,59
648,set_tempo,845070,24,1,0,,,,,,,,,,,,,
664,note_on,,0,0,2,,,,,,,,,,0,,58,0
664,note_on,,40,0,2,,,,,,,,,,0,,62,0
664,note_on,,0,0,2,,,,,,,,,,0,,55,0
672,note_on,,24,0,1,,,,,,,,,,0,,70,0
672,note_on,,0,0,1,,,,,,,,,,0,,72,55
672,note_on,,8,0,2,,,,,,,,,,0,,36,40
672,set_tempo,769230,24,1,0,,,,,,,,,,,,,
674,control_change,,90,0,3,,,,,,,,64,0,0,,,
680,control_change,,6,0,3,,,,,,,,64,127,0,,,
712,note_on,,40,0,2,,,,,,,,,,0,,36,0
720,note_on,,0,0,1,,,,,,,,,,0,,74,62
720,note_on,,8,0,2,,,,,,,,,,0,,55,30
720,note_on,,0,0,2,,,,,,,,,,0,,60,34
720,note_on,,0,0,2,,,,,,,,,,0,,63,36
720,note_on,,0,0,2,,,,,,,,,,0,,67,40
720,set_tempo,800000,48,1,0,,,,,,,,,,,,,
720,note_on,,48,0,1,,,,,,,,,,0,,72,0
744,note_on,,24,0,1,,,,,,,,,,0,,74,0
744,set_tempo,952380,24,1,0,,,,,,,,,,,,,
744,note_on,,0,0,1,,,,,,,,,,0,,75,66
760,note_on,,0,0,2,,,,,,,,,,0,,63,0
760,note_on,,40,0,2,,,,,,,,,,0,,67,0
760,note_on,,0,0,2,,,,,,,,,,0,,55,0
760,note_on,,0,0,2,,,,,,,,,,0,,60,0
768,note_on,,8,0,2,,,,,,,,,,0,,41,44
768,set_tempo,821917,24,1,0,,,,,,,,,,,,,
768,note_on,,0,0,1,,,,,,,,,,0,,69,56
768,control_change,,88,0,3,,,,,,,,64,127,0,,,
768,note_on,,24,0,1,,,,,,,,,,0,,75,0
770,control_change,,2,0,3,,,,,,,,64,0,0,,,
776,control_change,,6,0,3,,,,,,,,64,127,0,,,
808,note_on,,40,0,2,,,,,,,,,,0,,41,0
816,set_tempo,789473,48,1,0,,,,,,,,,,,,,
816,note_on,,0,0,2,,,,,,,,,,0,,67,48
816,note_on,,8,0,2,,,,,,,,,,0,,63,44
864,note_on,,0,0,2,,,,,,,,,,0,,65,48
864,set_tempo,895522,48,1,0,,,,,,,,,,,,,
864,note_on,,0,0,2,,,,,,,,,,0,,62,44
864,note_on,,0,0,2,,,,,,,,,,0,,63,0
864,note_on,,48,0,2,,,,,,,,,,0,,67,0
896,control_change,,120,0,3,,,,,,,,64,0,0,,,
900,note_on,,0,0,1,,,,,,,,,,0,,79,58
900,set_tempo,1621621,36,1,0,,,,,,,,,,,,,
900,note_on,,132,0,1,,,,,,,,,,0,,69,0
902,control_change,,6,0,3,,,,,,,,64,127,0,,,
908,note_on,,8,0,1,,,,,,,,,,0,,79,0
912,note_on,,0,0,2,,,,,,,,,,0,,63,38
912,note_on,,48,0,2,,,,,,,,,,0,,65,0
912,set_tempo,1071428,12,1,0,,,,,,,,,,,,,
912,note_on,,0,0,2,,,,,,,,,,0,,62,0
912,note_on,,4,0,1,,,,,,,,,,0,,79,58
912,note_on,,0,0,2,,,,,,,,,,0,,60,34
914,control_change,,12,0,3,,,,,,,,64,0,0,,,
920,control_change,,6,0,3,,,,,,,,64,127,0,,,
928,note_on,,0,0,1,,,,,,,,,,0,,77,60
928,note_on,,16,0,1,,,,,,,,,,0,,79,0
928,set_tempo,845070,16,1,0,,,,,,,,,,,,,
944,set_tempo,1333333,16,1,0,,,,,,,,,,,,,
944,note_on,,16,0,1,,,,,,,,,,0,,77,0
944,note_on,,0,0,1,,,,,,,,,,0,,75,62
952,note_on,,40,0,2,,,,,,,,,,0,,63,0
952,note_on,,0,0,2,,,,,,,,,,0,,60,0
960,note_on,,8,0,2,,,,,,,,,,0,,34,34
960,note_on,,0,0,2,,,,,,,,,,0,,46,34
960,note_on,,16,0,1,,,,,,,,,,0,,75,0
960,set_tempo,983606,16,1,0,,,,,,,,,,,,,
960,control_change,,40,0,3,,,,,,,,64,127,0,,,
960,note_on,,0,0,1,,,,,,,,,,0,,74,54
962,control_change,,2,0,3,,,,,,,,64,0,0,,,
968,control_change,,6,0,3,,,,,,,,64,127,0,,,
992,note_on,,32,0,1,,,,,,,,,,0,,74,0
992,note_on,,0,0,1,,,,,,,,,,0,,62,48
992,set_tempo,1250000,32,1,0,,,,,,,,,,,,,
994,note_on,,2,0,1,,,,,,,,,,0,,62,0
996,note_on,,2,0,1,,,,,,,,,,0,,62,50
996,set_tempo,1333333,4,1,0,,,,,,,,,,,,,
1000,set_tempo,1250000,4,1,0,,,,,,,,,,,,,
1000,note_on,,40,0,2,,,,,,,,,,0,,46,0
1000,note_on,,4,0,1,,,,,,,,,,0,,62,0
1000,note_on,,0,0,2,,,,,,,,,,0,,34,0
1000,note_on,,0,0,1,,,,,,,,,,0,,65,46
1004,note_on,,0,0,1,,,,,,,,,,0,,70,44
1004,note_on,,4,0,1,,,,,,,,,,0,,65,0
1008,note_on,,0,0,1,,,,,,,,,,0,,74,56
1008,set_tempo,1153846,8,1,0,,,,,,,,,,,,,
1008,note_on,,4,0,1,,,,,,,,,,0,,70,0
1008,note_on,,8,0,2,,,,,,,,,,0,,53,38
1024,set_tempo,769230,16,1,0,,,,,,,,,,,,,
1024,note_on,,0,0,1,,,,,,,,,,0,,72,58
1024,note_on,,16,0,1,,,,,,,,,,0,,74,0
1040,set_tempo,2307692,16,1,0,,,,,,,,,,,,,
1040,note_on,,16,0,1,,,,,,,,,,0,,72,0
1040,note_on,,0,0,1,,,,,,,,,,0,,70,55
1044,note_on,,0,0,1,,,,,,,,,,0,,60,44
1044,note_on,,4,0,1,,,,,,,,,,0,,70,0
1044,set_tempo,800000,4,1,0,,,,,,,,,,,,,
1048,note_on,,4,0,1,,,,,,,,,,0,,62,42
1048,note_on,,40,0,2,,,,,,,,,,0,,53,0
1052,set_tempo,1153846,8,1,0,,,,,,,,,,,,,
1052,note_on,,4,0,1,,,,,,,,,,0,,66,42
1056,note_on,,4,0,1,,,,,,,,,,0,,70,54
1056,set_tempo,1250000,4,1,0,,,,,,,,,,,,,
1056,note_on,,8,0,2,,,,,,,,,,0,,38,34
1058,control_change,,90,0,3,,,,,,,,64,0,0,,,
1064,control_change,,6,0,3,,,,,,,,64,127,0,,,
1080,set_tempo,869565,24,1,0,,,,,,,,,,,,,
1080,note_on,,24,0,1,,,,,,,,,,0,,70,0
1080,note_on,,0,0,1,,,,,,,,,,0,,69,46
1096,note_on,,40,0,2,,,,,,,,,,0,,38,0
1102,note_on,,22,0,1,,,,,,,,,,0,,69,0
1102,note_on,,0,0,1,,,,,,,,,,0,,66,0
1102,note_on,,0,0,1,,,,,,,,,,0,,62,0
1102,note_on,,0,0,1,,,,,,,,,,0,,60,0
1104,note_on,,8,0,2,,,,,,,,,,0,,50,44
1104,control_change,,40,0,3,,,,,,,,64,0,0,,,
1104,set_tempo,895522,24,1,0,,,,,,,,,,,,,
1140,control_change,,36,0,3,,,,,,,,64,127,0,,,
1140,set_tempo,1153846,36,1,0,,,,,,,,,,,,,
1140,note_on,,38,0,1,,,,,,,,,,0,,58,42
1144,note_on,,0,0,1,,,,,,,,,,0,,62,40
1144,note_on,,4,0,1,,,,,,,,,,0,,58,0
1144,set_tempo,1000000,4,1,0,,,,,,,,,,,,,
1148,note_on,,4,0,1,,,,,,,,,,0,,62,0
1148,note_on,,0,0,1,,,,,,,,,,0,,67,42
1148,set_tempo,1071428,4,1,0,,,,,,,,,,,,,
1152,control_change,,12,0,3,,,,,,,,64,127,0,,,
1152,set_tempo,845070,4,1,0,,,,,,,,,,,,,
1152,note_on,,48,0,2,,,,,,,,,,0,,43,42
1152,note_on,,4,0,1,,,,,,,,,,0,,67,0
1152,note_on,,0,0,1,,,,,,,,,,0,,70,50
1176,set_tempo,1000000,24,1,0,,,,,,,,,,,,,
1176,note_on,,24,0,1,,,,,,,,,,0,,70,0
1188,set_tempo,1463414,12,1,0,,,,,,,,,,,,,
1188,note_on,,12,0,1,,,,,,,,,,0,,70,52
1192,note_on,,4,0,1,,,,,,,,,,0,,70,0
1192,note_on,,40,0,2,,,,,,,,,,0,,50,0
1192,note_on,,0,0,2,,,,,,,,,,0,,43,0
1194,note_on,,2,0,1,,,,,,,,,,0,,70,50
1194,set_tempo,1153846,6,1,0,,,,,,,,,,,,,
1194,control_change,,42,0,3,,,,,,,,64,0,0,,,
1197,note_on,,3,0,1,,,,,,,,,,0,,70,0
1197,note_on,,0,0,1,,,,,,,,,,0,,72,52
1197,set_tempo,1000000,3,1,0,,,,,,,,,,,,,
1200,note_on,,3,0,1,,,,,,,,,,0,,72,0
1200,note_on,,0,0,1,,,,,,,,,,0,,70,60
1200,note_on,,0,0,2,,,,,,,,,,0,,62,36
1200,note_on,,8,0,2,,,,,,,,,,0,,50,30
1200,control_change,,6,0,3,,,,,,,,64,127,0,,,
1216,note_on,,16,0,1,,,,,,,,,,0,,70,0
1216,set_tempo,800000,19,1,0,,,,,,,,,,,,,
1216,note_on,,0,0,1,,,,,,,,,,0,,69,56
1232,note_on,,16,0,1,,,,,,,,,,0,,69,0
1232,note_on,,0,0,1,,,,,,,,,,0,,67,58
1232,set_tempo,1071428,16,1,0,,,,,,,,,,,,,
1240,note_on,,40,0,2,,,,,,,,,,0,,62,0
1240,note_on,,0,0,2,,,,,,,,,,0,,50,0
1248,note_on,,16,0,1,,,,,,,,,,0,,67,0
1248,note_on,,0,0,1,,,,,,,,,,0,,66,48
1248,set_tempo,1000000,16,1,0,,,,,,,,,,,,,
1248,note_on,,0,0,2,,,,,,,,,,0,,60,34
1248,note_on,,0,0,2,,,,,,,,,,0,,63,36
1248,note_on,,8,0,2,,,,,,,,,,0,,57,32
1250,control_change,,50,0,3,,,,,,,,64,0,0,,,
1256,control_change,,6,0,3,,,,,,,,64,127,0,,,
1288,note_on,,40,0,2,,,,,,,,,,0,,63,0
1288,note_on,,0,0,2,,,,,,,,,,0,,60,0
1288,note_on,,0,0,2,,,,,,,,,,0,,57,0
1294,note_on,,46,0,1,,,,,,,,,,0,,66,0
1296,control_change,,40,0,3,,,,,,,,64,0,0,,,
1296,note_on,,0,0,2,,,,,,,,,,0,,62,32
1296,note_on,,8,0,2,,,,,,,,,,0,,50,26
1336,note_on,,0,0,2,,,,,,,,,,0,,50,0
1336,note_on,,40,0,2,,,,,,,,,,0,,62,0
1344,note_on,,50,0,1,,,,,,,,,,0,,63,40
1344,note_on,,0,0,1,,,,,,,,,,0,,67,48
1344,control_change,,48,0,3,,,,,,,,64,127,0,,,
1344,set_tempo,869565,96,1,0,,,,,,,,,,,,,
1344,note_on,,8,0,2,,,,,,,,,,0,,51,28
1344,note_on,,0,0,2,,,,,,,,,,0,,58,34
1352,control_change,,8,0,3,,,,,,,,64,127,0,,,
1384,note_on,,40,0,2,,,,,,,,,,0,,58,0
1384,note_on,,0,0,2,,,,,,,,,,0,,51,0
1384,note_on,,40,0,1,,,,,,,,,,0,,67,0
1384,note_on,,0,0,1,,,,,,,,,,0,,63,0
1392,note_on,,8,0,1,,,,,,,,,,0,,62,34
1392,set_tempo,895522,48,1,0,,,,,,,,,,,,,
1392,note_on,,0,0,1,,,,,,,,,,0,,69,48
1392,note_on,,0,0,2,,,,,,,,,,0,,55,32
1392,note_on,,8,0,2,,,,,,,,,,0,,46,26
1394,control_change,,42,0,3,,,,,,,,64,0,0,,,
1400,control_change,,6,0,3,,,,,,,,64,127,0,,,
1428,note_on,,0,0,1,,,,,,,,,,0,,70,45
1428,note_on,,36,0,1,,,,,,,,,,0,,69,0
1428,set_tempo,845070,36,1,0,,,,,,,,,,,,,
1432,note_on,,40,0,2,,,,,,,,,,0,,55,0
1432,note_on,,0,0,2,,,,,,,,,,0,,46,0
1432,note_on,,4,0,1,,,,,,,,,,0,,62,0
1440,note_on,,8,0,1,,,,,,,,,,0,,70,0
1440,note_on,,0,0,1,,,,,,,,,,0,,72,48
1440,note_on,,0,0,2,,,,,,,,,,0,,57,32
1440,note_on,,0,0,1,,,,,,,,,,0,,67,38
1440,note_on,,0,0,1,,,,,,,,,,0,,60,34
1440,set_tempo,895522,12,1,0,,,,,,,,,,,,,
1440,note_on,,0,0,2,,,,,,,,,,0,,51,28
1440,note_on,,8,0,2,,,,,,,,,,0,,45,24
1442,control_change,,42,0,3,,,,,,,,64,0,0,,,
1448,control_change,,6,0,3,,,,,,,,64,127,0,,,
1480,note_on,,0,0,1,,,,,,,,,,0,,67,0
1480,note_on,,40,0,1,,,,,,,,,,0,,72,0
1480,note_on,,40,0,2,,,,,,,,,,0,,51,0
1480,note_on,,0,0,2,,,,,,,,,,0,,45,0
1488,note_on,,8,0,2,,,,,,,,,,0,,50,28
1488,note_on,,0,0,1,,,,,,,,,,0,,74,48
1488,note_on,,8,0,1,,,,,,,,,,0,,66,32
1488,set_tempo,952380,48,1,0,,,,,,,,,,,,,
1490,control_change,,42,0,3,,,,,,,,64,0,0,,,
1496,control_change,,6,0,3,,,,,,,,64,127,0,,,
1528,note_on,,40,0,1,,,,,,,,,,0,,74,0
1528,note_on,,40,0,2,,,,,,,,,,0,,57,0
1528,note_on,,0,0,1,,,,,,,,,,0,,66,0
1536,set_tempo,869565,48,1,0,,,,,,,,,,,,,
1536,note_on,,8,0,2,,,,,,,,,,0,,43,40
1536,note_on,,8,0,1,,,,,,,,,,0,,60,0
1536,control_change,,40,0,3,,,,,,,,64,127,0,,,
1536,note_on,,0,0,1,,,,,,,,,,0,,67,44
1538,control_change,,2,0,3,,,,,,,,64,0,0,,,
1544,control_change,,6,0,3,,,,,,,,64,127,0,,,
1576,note_on,,0,0,2,,,,,,,,,,0,,43,0
1576,note_on,,40,0,2,,,,,,,,,,0,,50,0
1584,note_on,,48,0,1,,,,,,,,,,0,,58,36
1584,note_on,,8,0,2,,,,,,,,,,0,,55,28
1584,note_on,,0,0,2,,,,,,,,,,0,,62,32
1584,set_tempo,845070,48,1,0,,,,,,,,,,,,,
1608,set_tempo,1000000,24,1,0,,,,,,,,,,,,,
1608,note_on,,0,0,1,,,,,,,,,,0,,67,48
1608,note_on,,24,0,1,,,,,,,,,,0,,67,0
1624,note_on,,0,0,2,,,,,,,,,,0,,55,0
1624,note_on,,16,0,1,,,,,,,,,,0,,67,0
1624,note_on,,40,0,2,,,,,,,,,,0,,62,0
1630,note_on,,6,0,1,,,,,,,,,,0,,58,0
1632,note_on,,8,0,2,,,,,,,,,,0,,41,38
1632,set_tempo,1333333,24,1,0,,,,,,,,,,,,,
1632,note_on,,2,0,1,,,,,,,,,,0,,67,48
1634,control_change,,90,0,3,,,,,,,,64,0,0,,,
1640,control_change,,6,0,3,,,,,,,,64,127,0,,,
1640,note_on,,8,0,1,,,,,,,,,,0,,69,44
1640,set_tempo,1153846,8,1,0,,,,,,,,,,,,,
1641,note_on,,1,0,1,,,,,,,,,,0,,67,0
1645,note_on,,4,0,1,,,,,,,,,,0,,70,42
1645,set_tempo,895522,5,1,0,,,,,,,,,,,,,
1646,note_on,,1,0,1,,,,,,,,,,0,,69,0
1650,note_on,,4,0,1,,,,,,,,,,0,,69,46
1650,set_tempo,845070,5,1,0,,,,,,,,,,,,,
1651,note_on,,1,0,1,,,,,,,,,,0,,70,0
1655,note_on,,4,0,1,,,,,,,,,,0,,70,45
1655,set_tempo,789473,5,1,0,,,,,,,,,,,,,
1656,note_on,,1,0,1,,,,,,,,,,0,,69,0
1660,note_on,,4,0,1,,,,,,,,,,0,,69,48
1660,set_tempo,769230,5,1,0,,,,,,,,,,,,,
1661,note_on,,1,0,1,,,,,,,,,,0,,70,0
1665,set_tempo,750000,5,1,0,,,,,,,,,,,,,
1665,note_on,,4,0,1,,,,,,,,,,0,,70,47
1666,note_on,,1,0,1,,,,,,,,,,0,,69,0
1670,note_on,,4,0,1,,,,,,,,,,0,,69,50
1671,note_on,,1,0,1,,,,,,,,,,0,,70,0
1672,note_on,,40,0,2,,,,,,,,,,0,,41,0
1675,note_on,,4,0,1,,,,,,,,,,0,,70,48
1676,note_on,,1,0,1,,,,,,,,,,0,,69,0
1680,note_on,,0,0,2,,,,,,,,,,0,,60,30
1680,note_on,,0,0,2,,,,,,,,,,0,,65,34
1680,note_on,,8,0,2,,,,,,,,,,0,,53,28
1680,note_on,,0,0,2,,,,,,,,,,0,,63,32
1680,note_on,,4,0,1,,,,,,,,,,0,,69,50
1681,note_on,,1,0,1,,,,,,,,,,0,,70,0
1685,note_on,,4,0,1,,,,,,,,,,0,,70,48
1686,note_on,,1,0,1,,,,,,,,,,0,,69,0
1690,note_on,,4,0,1,,,,,,,,,,0,,69,49
1690,set_tempo,769230,25,1,0,,,,,,,,,,,,,
1691,note_on,,1,0,1,,,,,,,,,,0,,70,0
1695,set_tempo,800000,5,1,0,,,,,,,,,,,,,
1695,note_on,,4,0,1,,,,,,,,,,0,,70,47
1696,note_on,,1,0,1,,,,,,,,,,0,,69,0
1700,note_on,,4,0,1,,,,,,,,,,0,,69,46
1700,set_tempo,845070,5,1,0,,,,,,,,,,,,,
1701,note_on,,1,0,1,,,,,,,,,,0,,70,0
1705,set_tempo,952380,5,1,0,,,,,,,,,,,,,
1705,note_on,,4,0,1,,,,,,,,,,0,,70,44
1706,note_on,,1,0,1,,,,,,,,,,0,,69,0
1710,set_tempo,1333333,5,1,0,,,,,,,,,,,,,
1710,note_on,,4,0,1,,,,,,,,,,0,,69,45
1711,note_on,,1,0,1,,,,,,,,,,0,,70,0
1715,note_on,,4,0,1,,,,,,,,,,0,,67,48
1715,set_tempo,2000000,5,1,0,,,,,,,,,,,,,
1716,note_on,,1,0,1,,,,,,,,,,0,,69,0
1720,note_on,,4,0,1,,,,,,,,,,0,,69,52
1720,set_tempo,2307692,5,1,0,,,,,,,,,,,,,
1721,note_on,,1,0,1,,,,,,,,,,0,,67,0
1722,control_change,,82,0,3,,,,,,,,64,0,0,,,
1724,note_on,,0,0,2,,,,,,,,,,0,,60,0
1724,note_on,,0,0,2,,,,,,,,,,0,,53,0
1724,note_on,,44,0,2,,,,,,,,,,0,,65,0
1724,note_on,,0,0,2,,,,,,,,,,0,,63,0
1728,set_tempo,845070,8,1,0,,,,,,,,,,,,,
1728,note_on,,7,0,1,,,,,,,,,,0,,69,0
1728,note_on,,0,0,1,,,,,,,,,,0,,70,48
1728,control_change,,6,0,3,,,,,,,,64,0,0,,,
