tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,port,data,control,value,channel,program,note,velocity
0,set_tempo,500000,0,1,0,,,,,,,,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,0,,,,,,,
0,midi_port,,0,1,2,,,,,,0,,,,,,,
0,midi_port,,0,1,1,,,,,,0,,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,,
0,text,,0,1,0,,,,,,,,,,,,,
0,key_signature,,0,1,0,,,,,B,,,,,,,,
4,sysex,,4,0,1,,,,,,,"(65, 16, 66, 18, 64, 0, 127, 0, 65)",,,,,,
6,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 0, 4, 127, 61)",,,,,,
10,sysex,,4,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 48, 4, 11)",,,,,,
12,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 49, 3, 11)",,,,,,
14,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 51, 110, 30)",,,,,,
16,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 52, 60, 79)",,,,,,
18,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 56, 2, 5)",,,,,,
20,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 58, 100, 33)",,,,,,
22,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 61, 7, 123)",,,,,,
24,sysex,,2,0,1,,,,,,,"(65, 16, 66, 18, 64, 1, 62, 8, 121)",,,,,,
26,control_change,,2,0,1,,,,,,,,0,0,0,,,
28,control_change,,2,0,1,,,,,,,,32,1,0,,,
30,program_change,,2,0,1,,,,,,,,,,0,0,,
32,control_change,,2,0,1,,,,,,,,7,120,0,,,
34,control_change,,2,0,1,,,,,,,,11,120,0,,,
36,control_change,,2,0,1,,,,,,,,91,40,0,,,
38,control_change,,2,0,1,,,,,,,,93,0,0,,,
40,control_change,,2,0,1,,,,,,,,10,64,0,,,
42,control_change,,2,0,1,,,,,,,,99,1,0,,,
44,control_change,,2,0,1,,,,,,,,98,8,0,,,
46,control_change,,2,0,1,,,,,,,,6,64,0,,,
48,control_change,,2,0,1,,,,,,,,98,9,0,,,
50,control_change,,2,0,1,,,,,,,,6,64,0,,,
52,control_change,,2,0,1,,,,,,,,98,10,0,,,
54,control_change,,2,0,1,,,,,,,,6,64,0,,,
56,control_change,,2,0,1,,,,,,,,98,32,0,,,
58,control_change,,2,0,1,,,,,,,,6,64,0,,,
60,control_change,,2,0,1,,,,,,,,98,33,0,,,
62,control_change,,2,0,1,,,,,,,,6,64,0,,,
64,control_change,,2,0,1,,,,,,,,98,99,0,,,
66,control_change,,2,0,1,,,,,,,,6,64,0,,,
68,control_change,,2,0,1,,,,,,,,98,100,0,,,
70,control_change,,2,0,1,,,,,,,,6,80,0,,,
72,control_change,,2,0,1,,,,,,,,98,102,0,,,
74,control_change,,2,0,1,,,,,,,,6,64,0,,,
192,control_change,,192,0,3,,,,,,,,64,0,0,,,
192,note_on,,192,0,2,,,,,,,,,,0,,35,22
192,note_on,,118,0,1,,,,,,,,,,0,,75,45
192,set_tempo,1621621,192,1,0,,,,,,,,,,,,,
200,control_change,,8,0,3,,,,,,,,64,127,0,,,
216,note_on,,24,0,2,,,,,,,,,,0,,35,0
216,note_on,,0,0,2,,,,,,,,,,0,,66,18
216,set_tempo,1071428,24,1,0,,,,,,,,,,,,,
240,note_on,,48,0,1,,,,,,,,,,0,,75,0
240,note_on,,0,0,2,,,,,,,,,,0,,54,23
240,note_on,,24,0,2,,,,,,,,,,0,,66,0
240,note_on,,0,0,1,,,,,,,,,,0,,76,49
240,set_tempo,952380,24,1,0,,,,,,,,,,,,,
264,set_tempo,895522,24,1,0,,,,,,,,,,,,,
264,note_on,,24,0,2,,,,,,,,,,0,,54,0
264,note_on,,0,0,2,,,,,,,,,,0,,66,18
276,note_on,,36,0,1,,,,,,,,,,0,,76,0
276,note_on,,0,0,1,,,,,,,,,,0,,75,47
288,note_on,,12,0,1,,,,,,,,,,0,,75,0
288,set_tempo,869565,24,1,0,,,,,,,,,,,,,
288,note_on,,0,0,1,,,,,,,,,,0,,73,45
288,note_on,,24,0,2,,,,,,,,,,0,,66,0
288,note_on,,0,0,2,,,,,,,,,,0,,58,21
288,note_on,,0,0,2,,,,,,,,,,0,,52,25
290,control_change,,90,0,3,,,,,,,,64,0,0,,,
312,note_on,,0,0,2,,,,,,,,,,0,,58,0
312,note_on,,24,0,2,,,,,,,,,,0,,52,0
312,note_on,,0,0,2,,,,,,,,,,0,,66,18
336,set_tempo,895522,48,1,0,,,,,,,,,,,,,
336,note_on,,0,0,2,,,,,,,,,,0,,54,23
336,note_on,,24,0,2,,,,,,,,,,0,,66,0
336,note_on,,48,0,1,,,,,,,,,,0,,73,0
336,note_on,,0,0,1,,,,,,,,,,0,,75,47
360,set_tempo,983606,24,1,0,,,,,,,,,,,,,
360,note_on,,0,0,2,,,,,,,,,,0,,66,18
360,note_on,,24,0,2,,,,,,,,,,0,,54,0
384,control_change,,94,0,3,,,,,,,,64,0,0,,,
384,set_tempo,952380,24,1,0,,,,,,,,,,,,,
384,note_on,,48,0,1,,,,,,,,,,0,,75,0
384,note_on,,0,0,1,,,,,,,,,,0,,71,38
384,note_on,,0,0,2,,,,,,,,,,0,,63,27
384,note_on,,24,0,2,,,,,,,,,,0,,66,0
384,note_on,,0,0,2,,,,,,,,,,0,,59,21
392,control_change,,8,0,3,,,,,,,,64,127,0,,,
408,note_on,,24,0,2,,,,,,,,,,0,,63,0
408,note_on,,0,0,2,,,,,,,,,,0,,66,20
408,note_on,,0,0,2,,,,,,,,,,0,,59,0
408,set_tempo,895522,24,1,0,,,,,,,,,,,,,
432,set_tempo,1071428,24,1,0,,,,,,,,,,,,,
432,note_on,,0,0,2,,,,,,,,,,0,,54,20
432,note_on,,24,0,2,,,,,,,,,,0,,66,0
444,note_on,,0,0,1,,,,,,,,,,0,,75,40
444,note_on,,60,0,1,,,,,,,,,,0,,71,0
444,set_tempo,1153846,12,1,0,,,,,,,,,,,,,
456,note_on,,0,0,1,,,,,,,,,,0,,83,42
456,note_on,,12,0,1,,,,,,,,,,0,,75,0
456,note_on,,24,0,2,,,,,,,,,,0,,54,0
456,note_on,,0,0,2,,,,,,,,,,0,,66,20
456,set_tempo,1000000,12,1,0,,,,,,,,,,,,,
468,set_tempo,1071428,12,1,0,,,,,,,,,,,,,
468,note_on,,12,0,1,,,,,,,,,,0,,83,0
468,note_on,,0,0,1,,,,,,,,,,0,,80,39
480,note_on,,24,0,2,,,,,,,,,,0,,66,0
480,set_tempo,952380,12,1,0,,,,,,,,,,,,,
480,note_on,,0,0,2,,,,,,,,,,0,,61,26
480,note_on,,0,0,2,,,,,,,,,,0,,58,20
480,note_on,,0,0,1,,,,,,,,,,0,,78,38
480,note_on,,12,0,1,,,,,,,,,,0,,80,0
482,control_change,,90,0,3,,,,,,,,64,0,0,,,
504,note_on,,0,0,2,,,,,,,,,,0,,66,20
504,note_on,,0,0,2,,,,,,,,,,0,,58,0
504,note_on,,24,0,2,,,,,,,,,,0,,61,0
504,set_tempo,923076,24,1,0,,,,,,,,,,,,,
528,set_tempo,1000000,24,1,0,,,,,,,,,,,,,
528,note_on,,0,0,2,,,,,,,,,,0,,54,24
528,note_on,,24,0,2,,,,,,,,,,0,,66,0
552,set_tempo,1153846,24,1,0,,,,,,,,,,,,,
552,note_on,,0,0,1,,,,,,,,,,0,,76,36
552,note_on,,0,0,2,,,,,,,,,,0,,66,18
552,note_on,,24,0,2,,,,,,,,,,0,,54,0
552,note_on,,72,0,1,,,,,,,,,,0,,78,0
576,note_on,,24,0,2,,,,,,,,,,0,,66,0
576,note_on,,0,0,2,,,,,,,,,,0,,47,27
576,control_change,,94,0,3,,,,,,,,64,0,0,,,
576,note_on,,0,0,1,,,,,,,,,,0,,75,45
576,note_on,,24,0,1,,,,,,,,,,0,,76,0
576,set_tempo,1250000,24,1,0,,,,,,,,,,,,,
584,control_change,,8,0,3,,,,,,,,64,127,0,,,
598,note_on,,22,0,1,,,,,,,,,,0,,75,0
600,set_tempo,895522,24,1,0,,,,,,,,,,,,,
600,note_on,,0,0,2,,,,,,,,,,0,,66,18
600,note_on,,2,0,1,,,,,,,,,,0,,75,45
600,note_on,,24,0,2,,,,,,,,,,0,,47,0
608,set_tempo,750000,8,1,0,,,,,,,,,,,,,
608,note_on,,0,0,1,,,,,,,,,,0,,76,48
608,note_on,,8,0,1,,,,,,,,,,0,,75,0
616,set_tempo,789473,8,1,0,,,,,,,,,,,,,
616,note_on,,8,0,1,,,,,,,,,,0,,76,0
616,note_on,,0,0,1,,,,,,,,,,0,,78,51
624,note_on,,24,0,2,,,,,,,,,,0,,66,0
624,note_on,,0,0,2,,,,,,,,,,0,,54,23
624,set_tempo,821917,8,1,0,,,,,,,,,,,,,
624,note_on,,0,0,1,,,,,,,,,,0,,76,49
624,note_on,,8,0,1,,,,,,,,,,0,,78,0
648,note_on,,0,0,2,,,,,,,,,,0,,66,18
648,note_on,,24,0,2,,,,,,,,,,0,,54,0
660,note_on,,36,0,1,,,,,,,,,,0,,76,0
660,note_on,,0,0,1,,,,,,,,,,0,,75,47
660,set_tempo,869565,36,1,0,,,,,,,,,,,,,
672,note_on,,0,0,2,,,,,,,,,,0,,52,25
672,note_on,,0,0,2,,,,,,,,,,0,,58,21
672,note_on,,24,0,2,,,,,,,,,,0,,66,0
672,note_on,,12,0,1,,,,,,,,,,0,,75,0
672,note_on,,0,0,1,,,,,,,,,,0,,73,45
674,control_change,,90,0,3,,,,,,,,64,0,0,,,
696,note_on,,0,0,2,,,,,,,,,,0,,66,18
696,note_on,,0,0,2,,,,,,,,,,0,,58,0
696,note_on,,24,0,2,,,,,,,,,,0,,52,0
720,note_on,,0,0,1,,,,,,,,,,0,,75,47
720,note_on,,0,0,2,,,,,,,,,,0,,54,23
720,set_tempo,845070,60,1,0,,,,,,,,,,,,,
720,note_on,,48,0,1,,,,,,,,,,0,,73,0
720,note_on,,24,0,2,,,,,,,,,,0,,66,0
744,note_on,,0,0,2,,,,,,,,,,0,,66,18
744,note_on,,24,0,2,,,,,,,,,,0,,54,0
744,set_tempo,869565,24,1,0,,,,,,,,,,,,,
756,set_tempo,1000000,12,1,0,,,,,,,,,,,,,
756,note_on,,0,0,1,,,,,,,,,,0,,70,43
756,note_on,,36,0,1,,,,,,,,,,0,,75,0
766,note_on,,10,0,1,,,,,,,,,,0,,70,0
768,note_on,,24,0,2,,,,,,,,,,0,,66,0
768,note_on,,0,0,2,,,,,,,,,,0,,59,21
768,note_on,,0,0,2,,,,,,,,,,0,,63,22
768,set_tempo,895522,12,1,0,,,,,,,,,,,,,
768,control_change,,94,0,3,,,,,,,,64,0,0,,,
768,note_on,,2,0,1,,,,,,,,,,0,,71,45
780,note_on,,0,0,1,,,,,,,,,,0,,73,47
780,note_on,,12,0,1,,,,,,,,,,0,,71,0
780,set_tempo,769230,12,1,0,,,,,,,,,,,,,
786,note_on,,6,0,1,,,,,,,,,,0,,73,0
786,set_tempo,952380,6,1,0,,,,,,,,,,,,,
786,note_on,,0,0,1,,,,,,,,,,0,,71,45
790,note_on,,0,0,1,,,,,,,,,,0,,73,47
790,set_tempo,800000,4,1,0,,,,,,,,,,,,,
790,note_on,,4,0,1,,,,,,,,,,0,,71,0
792,note_on,,0,0,2,,,,,,,,,,0,,66,25
792,note_on,,0,0,2,,,,,,,,,,0,,59,0
792,note_on,,24,0,2,,,,,,,,,,0,,63,0
794,set_tempo,821917,4,1,0,,,,,,,,,,,,,
794,note_on,,4,0,1,,,,,,,,,,0,,73,0
794,note_on,,0,0,1,,,,,,,,,,0,,71,45
804,note_on,,0,0,1,,,,,,,,,,0,,70,43
804,set_tempo,845070,10,1,0,,,,,,,,,,,,,
804,note_on,,10,0,1,,,,,,,,,,0,,71,0
816,note_on,,0,0,2,,,,,,,,,,0,,54,23
816,note_on,,24,0,2,,,,,,,,,,0,,66,0
816,set_tempo,731707,12,1,0,,,,,,,,,,,,,
816,note_on,,12,0,1,,,,,,,,,,0,,70,0
816,note_on,,0,0,1,,,,,,,,,,0,,71,45
828,set_tempo,714285,12,1,0,,,,,,,,,,,,,
828,note_on,,12,0,1,,,,,,,,,,0,,71,0
828,note_on,,0,0,1,,,,,,,,,,0,,75,49
840,note_on,,0,0,1,,,,,,,,,,0,,83,42
840,note_on,,24,0,2,,,,,,,,,,0,,54,0
840,set_tempo,800000,12,1,0,,,,,,,,,,,,,
840,note_on,,12,0,1,,,,,,,,,,0,,75,0
840,note_on,,0,0,2,,,,,,,,,,0,,66,20
852,set_tempo,1071428,12,1,0,,,,,,,,,,,,,
852,note_on,,0,0,1,,,,,,,,,,0,,80,41
852,note_on,,12,0,1,,,,,,,,,,0,,83,0
864,note_on,,0,0,2,,,,,,,,,,0,,61,25
864,note_on,,12,0,1,,,,,,,,,,0,,80,0
864,note_on,,0,0,1,,,,,,,,,,0,,78,40
864,note_on,,0,0,2,,,,,,,,,,0,,58,19
864,note_on,,24,0,2,,,,,,,,,,0,,66,0
888,note_on,,0,0,2,,,,,,,,,,0,,66,20
888,note_on,,0,0,2,,,,,,,,,,0,,58,0
888,note_on,,24,0,2,,,,,,,,,,0,,61,0
912,set_tempo,923076,60,1,0,,,,,,,,,,,,,
912,note_on,,0,0,2,,,,,,,,,,0,,54,25
912,note_on,,24,0,2,,,,,,,,,,0,,66,0
936,note_on,,0,0,1,,,,,,,,,,0,,76,42
936,note_on,,0,0,2,,,,,,,,,,0,,66,20
936,set_tempo,1153846,24,1,0,,,,,,,,,,,,,
936,note_on,,72,0,1,,,,,,,,,,0,,78,0
936,note_on,,24,0,2,,,,,,,,,,0,,54,0
958,note_on,,22,0,1,,,,,,,,,,0,,76,0
960,note_on,,24,0,2,,,,,,,,,,0,,66,0
960,note_on,,2,0,1,,,,,,,,,,0,,75,45
960,control_change,,192,0,3,,,,,,,,64,0,0,,,
960,note_on,,0,0,2,,,,,,,,,,0,,47,27
960,set_tempo,952380,24,1,0,,,,,,,,,,,,,
968,control_change,,8,0,3,,,,,,,,64,127,0,,,
984,note_on,,0,0,2,,,,,,,,,,0,,54,26
984,note_on,,24,0,2,,,,,,,,,,0,,47,0
984,set_tempo,869565,24,1,0,,,,,,,,,,,,,
1008,note_on,,0,0,1,,,,,,,,,,0,,74,48
1008,note_on,,0,0,2,,,,,,,,,,0,,57,29
1008,note_on,,24,0,2,,,,,,,,,,0,,54,0
1008,note_on,,48,0,1,,,,,,,,,,0,,75,0
1008,set_tempo,769230,24,1,0,,,,,,,,,,,,,
1032,set_tempo,821917,24,1,0,,,,,,,,,,,,,
1032,note_on,,24,0,2,,,,,,,,,,0,,57,0
1032,note_on,,0,0,2,,,,,,,,,,0,,63,32
1044,set_tempo,895522,12,1,0,,,,,,,,,,,,,
1044,note_on,,36,0,1,,,,,,,,,,0,,74,0
1044,note_on,,0,0,1,,,,,,,,,,0,,75,51
1056,note_on,,12,0,1,,,,,,,,,,0,,75,0
1056,note_on,,24,0,2,,,,,,,,,,0,,63,0
1056,note_on,,0,0,2,,,,,,,,,,0,,46,31
1056,set_tempo,769230,12,1,0,,,,,,,,,,,,,
1056,note_on,,0,0,1,,,,,,,,,,0,,77,54
1058,control_change,,90,0,3,,,,,,,,64,0,0,,,
1064,control_change,,6,0,3,,,,,,,,64,127,0,,,
1080,note_on,,24,0,2,,,,,,,,,,0,,46,0
1080,note_on,,0,0,2,,,,,,,,,,0,,56,32
1080,set_tempo,800000,24,1,0,,,,,,,,,,,,,
