tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,note,velocity
0,time_signature,6,4,24,8,0,1,0,,,,,,
0,key_signature,,,,,0,1,0,Bbm,,,,,
0,set_tempo,,,,,0,1,0,,333333,,,,
0,track_name,,,,,0,1,1,,,,,,
0,program_change,,,,,0,0,1,,,0,0,,
0,note_on,,,,,0,0,1,,,,0,63,80
0,note_on,,,,,0,0,1,,,,0,69,80
0,note_on,,,,,0,0,1,,,,0,78,80
0,note_on,,,,,0,0,1,,,,0,29,80
0,note_on,,,,,0,0,1,,,,0,41,80
1024,note_on,,,,,0,0,1,,,,0,60,80
1024,note_on,,,,,0,0,1,,,,0,53,80
1024,note_on,,,,,0,0,1,,,,0,77,80
1024,note_on,,,,,0,0,1,,,,0,69,80
1024,note_on,,,,,0,0,1,,,,0,63,80
1024,note_on,,,,,0,0,1,,,,0,48,80
1024,note_off,,,,,0,0,1,,,,0,69,0
1024,note_off,,,,,1024,0,1,,,,0,63,0
1024,note_off,,,,,0,0,1,,,,0,78,0
2048,note_on,,,,,0,0,1,,,,0,60,80
2048,note_on,,,,,0,0,1,,,,0,53,80
2048,note_on,,,,,0,0,1,,,,0,48,80
2048,note_on,,,,,0,0,1,,,,0,76,80
2048,note_on,,,,,0,0,1,,,,0,69,80
2048,note_on,,,,,0,0,1,,,,0,63,80
2048,note_off,,,,,0,0,1,,,,0,60,0
2048,note_off,,,,,0,0,1,,,,0,48,0
2048,note_off,,,,,0,0,1,,,,0,77,0
2048,note_off,,,,,0,0,1,,,,0,69,0
2048,note_off,,,,,1024,0,1,,,,0,63,0
2048,note_off,,,,,0,0,1,,,,0,53,0
3072,note_on,,,,,0,0,1,,,,0,60,80
3072,note_on,,,,,0,0,1,,,,0,53,80
3072,note_on,,,,,0,0,1,,,,0,63,80
3072,note_on,,,,,0,0,1,,,,0,48,80
3072,note_on,,,,,0,0,1,,,,0,75,80
3072,note_on,,,,,0,0,1,,,,0,69,80
3072,note_off,,,,,0,0,1,,,,0,60,0
3072,note_off,,,,,0,0,1,,,,0,76,0
3072,note_off,,,,,0,0,1,,,,0,48,0
3072,note_off,,,,,0,0,1,,,,0,69,0
3072,note_off,,,,,1024,0,1,,,,0,63,0
3072,note_off,,,,,0,0,1,,,,0,53,0
4096,note_on,,,,,0,0,1,,,,0,60,80
4096,note_on,,,,,0,0,1,,,,0,53,80
4096,note_on,,,,,0,0,1,,,,0,73,80
4096,note_on,,,,,0,0,1,,,,0,69,80
4096,note_on,,,,,0,0,1,,,,0,63,80
4096,note_off,,,,,0,0,1,,,,0,60,0
4096,note_on,,,,,0,0,1,,,,0,48,80
4096,note_off,,,,,0,0,1,,,,0,48,0
4096,note_off,,,,,0,0,1,,,,0,75,0
4096,note_off,,,,,0,0,1,,,,0,69,0
4096,note_off,,,,,1024,0,1,,,,0,63,0
4096,note_off,,,,,0,0,1,,,,0,53,0
5120,note_on,,,,,0,0,1,,,,0,60,80
5120,note_on,,,,,0,0,1,,,,0,53,80
5120,note_on,,,,,0,0,1,,,,0,48,80
5120,note_on,,,,,0,0,1,,,,0,72,80
