tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,control_change,,,,,0,0,1,,,0,7,95,,
0,track_name,,,,,0,1,14,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,end_of_track,,,,,0,1,2,,,,,,,
0,end_of_track,,,,,0,1,3,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,
0,program_change,,,,,0,0,1,,0,0,,,,
0,track_name,,,,,0,1,7,,,,,,,
0,track_name,,,,,0,1,8,,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,,
0,end_of_track,,,,,0,1,9,,,,,,,
0,track_name,,,,,0,1,10,,,,,,,
0,end_of_track,,,,,0,1,10,,,,,,,
0,track_name,,,,,0,1,11,,,,,,,
0,end_of_track,,,,,0,1,11,,,,,,,
0,track_name,,,,,0,1,12,,,,,,,
0,end_of_track,,,,,0,1,12,,,,,,,
0,track_name,,,,,0,1,13,,,,,,,
0,end_of_track,,,,,0,1,13,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,end_of_track,,,,,0,1,14,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,set_tempo,,,,,0,1,0,500000,,,,,,
36,note_on,,,,,36,0,1,,,0,,,58,48
37,note_on,,,,,1,0,1,,,0,,,46,48
54,control_change,,,,,17,0,1,,,0,64,127,,
163,note_off,,,,,109,0,1,,,0,,,58,64
277,note_off,,,,,114,0,1,,,0,,,46,64
296,note_on,,,,,19,0,1,,,0,,,57,31
296,note_on,,,,,0,0,1,,,0,,,45,31
325,note_on,,,,,29,0,1,,,0,,,58,35
340,note_on,,,,,15,0,1,,,0,,,46,46
346,control_change,,,,,6,0,1,,,0,64,0,,
354,note_on,,,,,8,0,1,,,0,,,49,37
360,note_on,,,,,6,0,1,,,0,,,61,50
364,note_off,,,,,4,0,1,,,0,,,45,64
372,note_off,,,,,8,0,1,,,0,,,57,64
389,note_off,,,,,17,0,1,,,0,,,58,64
391,note_on,,,,,2,0,1,,,0,,,65,39
396,note_off,,,,,5,0,1,,,0,,,46,64
396,note_on,,,,,0,0,1,,,0,,,53,39
407,note_off,,,,,11,0,1,,,0,,,61,64
408,note_off,,,,,1,0,1,,,0,,,49,64
425,note_off,,,,,17,0,1,,,0,,,53,64
428,note_off,,,,,3,0,1,,,0,,,65,64
628,note_on,,,,,200,0,1,,,0,,,57,28
636,note_on,,,,,8,0,1,,,0,,,45,28
659,note_on,,,,,23,0,1,,,0,,,46,33
660,note_on,,,,,1,0,1,,,0,,,58,33
676,note_off,,,,,16,0,1,,,0,,,45,64
692,note_on,,,,,16,0,1,,,0,,,49,28
694,note_off,,,,,2,0,1,,,0,,,57,64
701,note_on,,,,,7,0,1,,,0,,,61,33
724,note_off,,,,,23,0,1,,,0,,,46,64
730,note_off,,,,,6,0,1,,,0,,,58,64
732,note_on,,,,,2,0,1,,,0,,,65,41
748,note_off,,,,,16,0,1,,,0,,,61,64
752,note_on,,,,,4,0,1,,,0,,,53,15
755,note_off,,,,,3,0,1,,,0,,,49,64
836,control_change,,,,,81,0,1,,,0,64,127,,
950,note_off,,,,,114,0,1,,,0,,,65,64
977,note_off,,,,,27,0,1,,,0,,,53,64
1264,control_change,,,,,287,0,1,,,0,64,0,,
1318,note_on,,,,,54,0,1,,,0,,,58,93
1322,note_on,,,,,4,0,1,,,0,,,34,93
1324,note_on,,,,,2,0,1,,,0,,,46,90
1344,control_change,,,,,20,0,1,,,0,64,127,,
1350,note_off,,,,,6,0,1,,,0,,,46,64
1350,note_off,,,,,0,0,1,,,0,,,58,64
1351,note_off,,,,,1,0,1,,,0,,,34,64
1669,note_on,,,,,318,0,1,,,0,,,94,93
1676,note_on,,,,,7,0,1,,,0,,,90,93
1676,note_on,,,,,0,0,1,,,0,,,82,93
1676,note_on,,,,,0,0,1,,,0,,,70,96
1676,note_on,,,,,0,0,1,,,0,,,60,80
1685,note_on,,,,,0,0,1,,,0,,,58,80
1685,note_on,,,,,9,0,1,,,0,,,66,82
1690,note_on,,,,,5,0,1,,,0,,,63,78
1701,control_change,,,,,11,0,1,,,0,64,0,,
1742,control_change,,,,,41,0,1,,,0,64,127,,
1917,note_off,,,,,175,0,1,,,0,,,58,64
1962,note_off,,,,,45,0,1,,,0,,,63,64
1972,note_off,,,,,10,0,1,,,0,,,90,64
1981,note_off,,,,,9,0,1,,,0,,,94,64
2000,note_off,,,,,19,0,1,,,0,,,66,64
2004,note_off,,,,,4,0,1,,,0,,,82,64
2019,note_off,,,,,15,0,1,,,0,,,60,64
2034,note_off,,,,,15,0,1,,,0,,,70,64
2227,note_on,,,,,193,0,1,,,0,,,75,79
2231,note_on,,,,,4,0,1,,,0,,,87,83
2234,note_on,,,,,3,0,1,,,0,,,84,81
2234,note_on,,,,,0,0,1,,,0,,,70,80
2242,note_on,,,,,8,0,1,,,0,,,60,73
2243,note_on,,,,,1,0,1,,,0,,,66,75
2243,note_on,,,,,0,0,1,,,0,,,58,64
2264,note_off,,,,,21,0,1,,,0,,,75,64
2265,note_off,,,,,0,0,1,,,0,,,84,64
2265,note_off,,,,,1,0,1,,,0,,,58,64
2272,note_off,,,,,7,0,1,,,0,,,66,64
2274,note_off,,,,,2,0,1,,,0,,,70,64
