tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,key,note,velocity
0,set_tempo,833281,0,1,0,,,,,,,,,,,
0,control_change,,0,0,1,,,,,32,0,0,,,,
0,control_change,,0,0,1,,,,,1,0,0,,,,
0,control_change,,0,0,1,,,,,10,64,0,,,,
0,control_change,,0,0,1,,,,,91,0,0,,,,
0,control_change,,0,0,1,,,,,93,0,0,,,,
0,program_change,,0,0,1,,,,,,,0,0,,,
0,key_signature,,0,1,1,,,,,,,,,Ab,,
0,key_signature,,0,1,1,,,,,,,,,Ab,,
0,track_name,,0,1,1,,,,,,,,,,,
0,control_change,,0,0,1,,,,,0,0,0,,,,
0,note_on,,0,0,1,,,,,,,0,,,72,100
0,control_change,,0,0,2,,,,,0,0,1,,,,
0,track_name,,0,1,2,,,,,,,,,,,
0,key_signature,,0,1,2,,,,,,,,,Ab,,
0,control_change,,0,0,2,,,,,93,0,1,,,,
0,control_change,,0,0,2,,,,,91,0,1,,,,
0,control_change,,0,0,2,,,,,10,64,1,,,,
0,control_change,,0,0,2,,,,,1,0,1,,,,
0,program_change,,0,0,2,,,,,,,1,53,,,
0,control_change,,0,0,2,,,,,32,0,1,,,,
0,note_on,,0,0,1,,,,,,,0,,,60,100
0,control_change,,0,0,1,,,,,7,108,0,,,,
0,control_change,,0,0,2,,,,,7,120,1,,,,
0,track_name,,0,1,0,,,,,,,,,,,
0,copyright,,0,1,0,,,,,,,,,,,
0,time_signature,,0,1,0,3,4,24,8,,,,,,,
456,note_on,,456,0,1,,,,,,,0,,,60,0
456,note_on,,0,0,1,,,,,,,0,,,72,0
480,note_on,,24,0,1,,,,,,,0,,,61,100
480,note_on,,0,0,1,,,,,,,0,,,73,100
960,note_on,,480,0,1,,,,,,,0,,,51,100
960,note_on,,0,0,1,,,,,,,0,,,66,100
960,note_on,,0,0,1,,,,,,,0,,,69,100
1188,note_on,,228,0,1,,,,,,,0,,,73,0
1188,note_on,,0,0,1,,,,,,,0,,,61,0
1200,note_on,,0,0,1,,,,,,,0,,,72,100
1200,note_on,,12,0,1,,,,,,,0,,,60,100
1416,note_on,,216,0,1,,,,,,,0,,,69,0
1416,note_on,,0,0,1,,,,,,,0,,,66,0
1416,note_on,,0,0,1,,,,,,,0,,,51,0
1428,note_on,,12,0,1,,,,,,,0,,,72,0
