tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,control_change,,,,,0,0,1,,,0,7,100,,
0,program_change,,,,,0,0,1,,0,0,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,set_tempo,,,,,0,1,0,500000,,,,,,
0,marker,,,,,0,1,0,,,,,,,
96,marker,,,,,96,1,0,,,,,,,
288,control_change,,,,,288,0,1,,,0,0,0,,
290,control_change,,,,,2,0,1,,,0,32,1,,
486,control_change,,,,,196,0,1,,,0,11,127,,
582,control_change,,,,,96,0,1,,,0,10,64,,
678,control_change,,,,,96,0,1,,,0,1,0,,
678,control_change,,,,,0,0,1,,,0,91,90,,
678,marker,,,,,582,1,0,,,,,,,
678,end_of_track,,,,,0,1,0,,,,,,,
726,control_change,,,,,48,0,1,,,0,99,1,,
728,control_change,,,,,2,0,1,,,0,98,32,,
730,control_change,,,,,2,0,1,,,0,6,62,,
732,control_change,,,,,2,0,1,,,0,99,1,,
734,control_change,,,,,2,0,1,,,0,98,33,,
736,control_change,,,,,2,0,1,,,0,6,54,,
738,control_change,,,,,2,0,1,,,0,99,1,,
740,control_change,,,,,2,0,1,,,0,98,99,,
742,control_change,,,,,2,0,1,,,0,6,62,,
744,control_change,,,,,2,0,1,,,0,99,1,,
746,control_change,,,,,2,0,1,,,0,98,100,,
748,control_change,,,,,2,0,1,,,0,6,60,,
750,control_change,,,,,2,0,1,,,0,99,1,,
752,control_change,,,,,2,0,1,,,0,98,102,,
754,control_change,,,,,2,0,1,,,0,6,70,,
1671,control_change,,,,,917,0,1,,,0,64,63,,
1675,control_change,,,,,4,0,1,,,0,64,127,,
1678,note_on,,,,,3,0,1,,,0,,,54,100
1679,note_on,,,,,1,0,1,,,0,,,42,98
1680,note_on,,,,,1,0,1,,,0,,,30,92
1680,note_on,,,,,0,0,1,,,0,,,66,100
1702,note_off,,,,,22,0,1,,,0,,,30,64
1707,note_off,,,,,0,0,1,,,0,,,54,64
1707,note_off,,,,,5,0,1,,,0,,,42,64
1720,note_off,,,,,13,0,1,,,0,,,66,64
1949,note_on,,,,,229,0,1,,,0,,,42,97
1950,note_on,,,,,1,0,1,,,0,,,54,121
1951,note_on,,,,,1,0,1,,,0,,,78,110
1951,note_on,,,,,0,0,1,,,0,,,66,118
1974,note_off,,,,,23,0,1,,,0,,,42,64
1977,note_off,,,,,3,0,1,,,0,,,66,64
1980,note_off,,,,,3,0,1,,,0,,,54,64
1993,note_off,,,,,13,0,1,,,0,,,78,64
2162,note_on,,,,,0,0,1,,,0,,,54,114
2162,note_on,,,,,169,0,1,,,0,,,66,123
2164,note_on,,,,,2,0,1,,,0,,,90,101
2166,note_on,,,,,2,0,1,,,0,,,78,113
2187,note_off,,,,,21,0,1,,,0,,,66,64
2188,note_off,,,,,1,0,1,,,0,,,90,64
2193,note_off,,,,,5,0,1,,,0,,,78,64
2194,note_off,,,,,1,0,1,,,0,,,54,64
2378,note_on,,,,,184,0,1,,,0,,,42,114
2379,note_on,,,,,1,0,1,,,0,,,54,119
2382,note_on,,,,,3,0,1,,,0,,,66,107
2383,note_on,,,,,1,0,1,,,0,,,30,114
2408,note_off,,,,,25,0,1,,,0,,,30,64
2410,note_off,,,,,2,0,1,,,0,,,42,64
2414,note_off,,,,,4,0,1,,,0,,,66,64
2415,note_off,,,,,1,0,1,,,0,,,54,64
2548,control_change,,,,,133,0,1,,,0,64,63,,
2553,control_change,,,,,5,0,1,,,0,64,0,,
2569,note_on,,,,,16,0,1,,,0,,,43,114
2570,note_on,,,,,1,0,1,,,0,,,31,111
2571,note_on,,,,,1,0,1,,,0,,,66,116
2572,note_on,,,,,1,0,1,,,0,,,59,111
2572,note_on,,,,,0,0,1,,,0,,,54,125
2592,control_change,,,,,20,0,1,,,0,64,63,,
2594,control_change,,,,,2,0,1,,,0,64,127,,
2598,note_off,,,,,4,0,1,,,0,,,31,64
2602,note_off,,,,,4,0,1,,,0,,,43,64
2607,note_off,,,,,5,0,1,,,0,,,54,64
2623,note_off,,,,,16,0,1,,,0,,,59,64
2631,note_off,,,,,8,0,1,,,0,,,66,64
2752,note_on,,,,,121,0,1,,,0,,,55,112
2753,note_on,,,,,1,0,1,,,0,,,43,103
2758,note_on,,,,,5,0,1,,,0,,,66,115
2759,note_on,,,,,1,0,1,,,0,,,78,110
2760,note_on,,,,,1,0,1,,,0,,,71,102
2781,note_off,,,,,21,0,1,,,0,,,43,64
2786,note_off,,,,,5,0,1,,,0,,,66,64
2788,note_off,,,,,2,0,1,,,0,,,55,64
2797,note_off,,,,,9,0,1,,,0,,,71,64
2809,note_off,,,,,12,0,1,,,0,,,78,64
2949,note_on,,,,,140,0,1,,,0,,,67,113
2950,note_on,,,,,1,0,1,,,0,,,90,105
2953,note_on,,,,,3,0,1,,,0,,,83,99
2953,note_on,,,,,0,0,1,,,0,,,55,102
2956,note_on,,,,,3,0,1,,,0,,,78,104
2960,note_off,,,,,4,0,1,,,0,,,67,64
2980,note_off,,,,,20,0,1,,,0,,,90,64
2982,note_off,,,,,2,0,1,,,0,,,83,64
2983,note_off,,,,,1,0,1,,,0,,,55,64
2989,note_off,,,,,6,0,1,,,0,,,78,64
3146,note_on,,,,,157,0,1,,,0,,,31,98
3148,note_on,,,,,2,0,1,,,0,,,43,113
3151,note_on,,,,,3,0,1,,,0,,,54,116
3152,note_on,,,,,1,0,1,,,0,,,59,102
3152,note_on,,,,,0,0,1,,,0,,,66,107
3176,note_off,,,,,24,0,1,,,0,,,31,64
3179,note_off,,,,,3,0,1,,,0,,,43,64
3183,note_off,,,,,4,0,1,,,0,,,66,64
3184,note_off,,,,,1,0,1,,,0,,,54,64
3200,note_off,,,,,16,0,1,,,0,,,59,64
3329,control_change,,,,,129,0,1,,,0,64,63,,
3334,control_change,,,,,5,0,1,,,0,64,0,,
3362,note_on,,,,,28,0,1,,,0,,,60,113
3363,note_on,,,,,1,0,1,,,0,,,54,119
3363,note_on,,,,,0,0,1,,,0,,,66,115
3366,note_on,,,,,3,0,1,,,0,,,32,120
3367,note_on,,,,,1,0,1,,,0,,,44,127
3392,control_change,,,,,25,0,1,,,0,64,127,,
3404,note_off,,,,,12,0,1,,,0,,,32,64
3412,note_off,,,,,8,0,1,,,0,,,54,64
3415,note_off,,,,,3,0,1,,,0,,,44,64
3422,note_off,,,,,7,0,1,,,0,,,60,64
3441,note_off,,,,,19,0,1,,,0,,,66,64
3573,note_on,,,,,132,0,1,,,0,,,56,121
3573,note_on,,,,,0,0,1,,,0,,,44,104
3575,note_on,,,,,2,0,1,,,0,,,78,109
3575,note_on,,,,,0,0,1,,,0,,,66,116
3579,note_on,,,,,4,0,1,,,0,,,72,97
3600,note_off,,,,,21,0,1,,,0,,,44,64
