tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,key,note,velocity
0,set_tempo,624897,0,1,0,,,,,,,,,,,
0,control_change,,0,0,1,,,,,32,0,0,,,,
0,control_change,,0,0,1,,,,,1,0,0,,,,
0,control_change,,0,0,1,,,,,10,64,0,,,,
0,control_change,,0,0,1,,,,,91,0,0,,,,
0,control_change,,0,0,1,,,,,93,0,0,,,,
0,program_change,,0,0,1,,,,,,,0,0,,,
0,key_signature,,0,1,1,,,,,,,,,A,,
0,key_signature,,0,1,1,,,,,,,,,A,,
0,track_name,,0,1,1,,,,,,,,,,,
0,control_change,,0,0,1,,,,,0,0,0,,,,
0,note_on,,0,0,1,,,,,,,0,,,74,100
0,control_change,,0,0,2,,,,,0,0,1,,,,
0,track_name,,0,1,2,,,,,,,,,,,
0,key_signature,,0,1,2,,,,,,,,,A,,
0,control_change,,0,0,2,,,,,93,0,1,,,,
0,control_change,,0,0,2,,,,,91,0,1,,,,
0,control_change,,0,0,2,,,,,10,64,1,,,,
0,control_change,,0,0,2,,,,,1,0,1,,,,
0,program_change,,0,0,2,,,,,,,1,53,,,
0,control_change,,0,0,2,,,,,32,0,1,,,,
0,note_on,,0,0,1,,,,,,,0,,,42,100
0,control_change,,0,0,1,,,,,7,95,0,,,,
0,control_change,,0,0,2,,,,,7,127,1,,,,
0,copyright,,0,1,0,,,,,,,,,,,
0,time_signature,,0,1,0,2,4,24,8,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,
456,note_on,,456,0,1,,,,,,,0,,,42,0
480,note_on,,24,0,1,,,,,,,0,,,54,100
708,note_on,,228,0,1,,,,,,,0,,,74,0
720,note_on,,12,0,1,,,,,,,0,,,73,100
948,note_on,,228,0,1,,,,,,,0,,,73,0
960,note_on,,12,0,1,,,,,,,0,,,71,100
960,note_on,,0,0,1,,,,,,,0,,,65,100
960,note_on,,0,0,1,,,,,,,0,,,62,100
1188,note_on,,228,0,1,,,,,,,0,,,71,0
1200,note_on,,12,0,1,,,,,,,0,,,73,100
1416,note_on,,0,0,1,,,,,,,0,,,54,0
1416,note_on,,216,0,1,,,,,,,0,,,62,0
1428,note_on,,12,0,1,,,,,,,0,,,73,0
1440,note_on,,12,0,1,,,,,,,0,,,74,100
1440,note_on,,0,0,1,,,,,,,0,,,59,100
1668,note_on,,228,0,1,,,,,,,0,,,74,0
1680,note_on,,12,0,1,,,,,,,0,,,80,100
1896,note_on,,216,0,1,,,,,,,0,,,59,0
1896,note_on,,0,0,1,,,,,,,0,,,65,0
1908,note_on,,12,0,1,,,,,,,0,,,80,0
1920,note_on,,12,0,1,,,,,,,0,,,78,100
1920,note_on,,0,0,1,,,,,,,0,,,66,100
1920,note_on,,0,0,1,,,,,,,0,,,57,100
2376,note_on,,456,0,1,,,,,,,0,,,57,0
2376,note_on,,0,0,1,,,,,,,0,,,78,0
2400,note_on,,0,0,1,,,,,,,0,,,61,100
2400,note_on,,24,0,1,,,,,,,0,,,78,100
2856,note_on,,456,0,1,,,,,,,0,,,66,0
2856,note_on,,0,0,1,,,,,,,0,,,61,0
2856,note_on,,0,0,1,,,,,,,0,,,78,0
2880,note_on,,24,0,1,,,,,,,0,,,74,100
2880,note_on,,0,0,1,,,,,,,0,,,42,100
3336,note_on,,456,0,1,,,,,,,0,,,42,0
3360,note_on,,24,0,1,,,,,,,0,,,54,100
3588,note_on,,228,0,1,,,,,,,0,,,74,0
3600,note_on,,12,0,1,,,,,,,0,,,73,100
3828,note_on,,228,0,1,,,,,,,0,,,73,0
3840,note_on,,12,0,1,,,,,,,0,,,71,100
3840,note_on,,0,0,1,,,,,,,0,,,65,100
3840,note_on,,0,0,1,,,,,,,0,,,62,100
4068,note_on,,228,0,1,,,,,,,0,,,71,0
4080,note_on,,12,0,1,,,,,,,0,,,73,100
4296,note_on,,216,0,1,,,,,,,0,,,62,0
4296,note_on,,0,0,1,,,,,,,0,,,54,0
4308,note_on,,12,0,1,,,,,,,0,,,73,0
4320,note_on,,0,0,1,,,,,,,0,,,59,100
4320,note_on,,12,0,1,,,,,,,0,,,74,100
4548,note_on,,228,0,1,,,,,,,0,,,74,0
4560,note_on,,12,0,1,,,,,,,0,,,80,100
4776,note_on,,216,0,1,,,,,,,0,,,59,0
4776,note_on,,0,0,1,,,,,,,0,,,65,0
4788,note_on,,12,0,1,,,,,,,0,,,80,0
4800,note_on,,0,0,1,,,,,,,0,,,78,100
4800,note_on,,0,0,1,,,,,,,0,,,57,100
4800,note_on,,12,0,1,,,,,,,0,,,66,100
5256,note_on,,456,0,1,,,,,,,0,,,57,0
5280,note_on,,24,0,1,,,,,,,0,,,61,100
5736,note_on,,0,0,1,,,,,,,0,,,78,0
5736,note_on,,456,0,1,,,,,,,0,,,61,0
5736,note_on,,0,0,1,,,,,,,0,,,66,0
5760,note_on,,0,0,1,,,,,,,0,,,54,100
5760,note_on,,0,0,1,,,,,,,0,,,61,100
5760,note_on,,0,0,1,,,,,,,0,,,52,100
5760,note_on,,24,0,1,,,,,,,0,,,77,100
5760,note_on,,0,0,1,,,,,,,0,,,46,100
5988,note_on,,228,0,1,,,,,,,0,,,77,0
6000,note_on,,12,0,1,,,,,,,0,,,78,100
6216,note_on,,216,0,1,,,,,,,0,,,61,0
6216,note_on,,0,0,1,,,,,,,0,,,54,0
6216,note_on,,0,0,1,,,,,,,0,,,52,0
6216,note_on,,0,0,1,,,,,,,0,,,46,0
6228,note_on,,12,0,1,,,,,,,0,,,78,0
6240,note_on,,12,0,1,,,,,,,0,,,76,100
