tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,control,value,channel,program,key,note,velocity
0,set_tempo,416513,0,1,0,,,,,,,,,,,
0,control_change,,0,0,1,,,,,1,0,0,,,,
0,control_change,,0,0,1,,,,,7,127,0,,,,
0,control_change,,0,0,1,,,,,10,64,0,,,,
0,control_change,,0,0,1,,,,,91,0,0,,,,
0,control_change,,0,0,1,,,,,93,0,0,,,,
0,program_change,,0,0,1,,,,,,,0,0,,,
0,key_signature,,0,1,1,,,,,,,,,Ab,,
0,track_name,,0,1,1,,,,,,,,,,,
0,note_on,,0,0,1,,,,,,,0,,,63,105
0,note_on,,0,0,1,,,,,,,0,,,70,105
0,control_change,,0,0,2,,,,,0,0,1,,,,
0,track_name,,0,1,2,,,,,,,,,,,
0,key_signature,,0,1,2,,,,,,,,,Ab,,
0,control_change,,0,0,2,,,,,93,0,1,,,,
0,control_change,,0,0,2,,,,,91,0,1,,,,
0,control_change,,0,0,2,,,,,10,64,1,,,,
0,control_change,,0,0,2,,,,,1,0,1,,,,
0,program_change,,0,0,2,,,,,,,1,53,,,
0,control_change,,0,0,2,,,,,32,0,1,,,,
0,control_change,,0,0,1,,,,,32,0,0,,,,
0,control_change,,0,0,1,,,,,0,0,0,,,,
0,control_change,,0,0,2,,,,,7,127,1,,,,
0,time_signature,,0,1,0,6,8,24,8,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,
288,note_on,,288,0,1,,,,,,,0,,,70,0
288,note_on,,0,0,1,,,,,,,0,,,63,0
360,note_on,,72,0,1,,,,,,,0,,,63,105
360,note_on,,0,0,1,,,,,,,0,,,70,105
456,note_on,,96,0,1,,,,,,,0,,,70,0
456,note_on,,0,0,1,,,,,,,0,,,63,0
480,note_on,,24,0,1,,,,,,,0,,,63,105
480,note_on,,0,0,1,,,,,,,0,,,70,105
672,note_on,,0,0,1,,,,,,,0,,,63,0
672,note_on,,192,0,1,,,,,,,0,,,70,0
720,note_on,,48,0,1,,,,,,,0,,,68,105
720,note_on,,0,0,1,,,,,,,0,,,72,105
1008,note_on,,288,0,1,,,,,,,0,,,72,0
1008,note_on,,0,0,1,,,,,,,0,,,68,0
1080,note_on,,72,0,1,,,,,,,0,,,63,105
1080,note_on,,0,0,1,,,,,,,0,,,70,105
1176,note_on,,96,0,1,,,,,,,0,,,70,0
1176,note_on,,0,0,1,,,,,,,0,,,63,0
1200,note_on,,24,0,1,,,,,,,0,,,60,105
1200,note_on,,0,0,1,,,,,,,0,,,68,105
1392,note_on,,192,0,1,,,,,,,0,,,68,0
1392,note_on,,0,0,1,,,,,,,0,,,60,0
1440,note_on,,48,0,1,,,,,,,0,,,70,105
1440,note_on,,0,0,1,,,,,,,0,,,63,105
1464,note_on,,24,0,1,,,,,,,0,,,63,0
1464,note_on,,0,0,1,,,,,,,0,,,70,0
1470,note_on,,6,0,1,,,,,,,0,,,75,125
2688,note_on,,1218,0,1,,,,,,,0,,,75,0
2880,note_on,,0,0,1,,,,,,,0,,,63,72
2880,note_on,,192,0,1,,,,,,,0,,,70,72
3168,note_on,,288,0,1,,,,,,,0,,,63,0
3168,note_on,,0,0,1,,,,,,,0,,,70,0
3240,note_on,,72,0,1,,,,,,,0,,,70,72
3240,note_on,,0,0,1,,,,,,,0,,,63,72
3336,note_on,,96,0,1,,,,,,,0,,,63,0
3336,note_on,,0,0,1,,,,,,,0,,,70,0
3360,note_on,,0,0,1,,,,,,,0,,,63,72
3360,note_on,,24,0,1,,,,,,,0,,,70,72
3552,note_on,,192,0,1,,,,,,,0,,,63,0
3552,note_on,,0,0,1,,,,,,,0,,,70,0
3600,note_on,,48,0,1,,,,,,,0,,,68,72
3600,note_on,,0,0,1,,,,,,,0,,,72,72
3888,note_on,,288,0,1,,,,,,,0,,,72,0
3888,note_on,,0,0,1,,,,,,,0,,,68,0
3960,note_on,,72,0,1,,,,,,,0,,,63,72
3960,note_on,,0,0,1,,,,,,,0,,,70,72
4056,note_on,,0,0,1,,,,,,,0,,,63,0
4056,note_on,,96,0,1,,,,,,,0,,,70,0
4080,note_on,,24,0,1,,,,,,,0,,,60,72
4080,note_on,,0,0,1,,,,,,,0,,,68,72
4272,note_on,,192,0,1,,,,,,,0,,,68,0
4272,note_on,,0,0,1,,,,,,,0,,,60,0
4320,note_on,,48,0,1,,,,,,,0,,,70,72
4320,note_on,,0,0,1,,,,,,,0,,,63,72
4344,note_on,,0,0,1,,,,,,,0,,,70,0
4344,note_on,,24,0,1,,,,,,,0,,,63,0
4350,note_on,,6,0,1,,,,,,,0,,,75,92
5568,note_on,,1218,0,1,,,,,,,0,,,75,0
5760,note_on,,192,0,1,,,,,,,0,,,70,72
5760,note_on,,0,0,1,,,,,,,0,,,63,72
6048,note_on,,288,0,1,,,,,,,0,,,63,0
6048,note_on,,0,0,1,,,,,,,0,,,70,0
6120,note_on,,0,0,1,,,,,,,0,,,63,72
6120,note_on,,72,0,1,,,,,,,0,,,70,72
6216,note_on,,96,0,1,,,,,,,0,,,63,0
6216,note_on,,0,0,1,,,,,,,0,,,70,0
6240,note_on,,24,0,1,,,,,,,0,,,70,72
6240,note_on,,0,0,1,,,,,,,0,,,63,72
6432,note_on,,192,0,1,,,,,,,0,,,63,0
6432,note_on,,0,0,1,,,,,,,0,,,70,0
6480,note_on,,48,0,1,,,,,,,0,,,68,72
6480,note_on,,0,0,1,,,,,,,0,,,72,72
6768,note_on,,0,0,1,,,,,,,0,,,68,0
6768,note_on,,288,0,1,,,,,,,0,,,72,0
6840,note_on,,0,0,1,,,,,,,0,,,70,72
6840,note_on,,72,0,1,,,,,,,0,,,63,72
6936,note_on,,96,0,1,,,,,,,0,,,70,0
6936,note_on,,0,0,1,,,,,,,0,,,63,0
6960,note_on,,24,0,1,,,,,,,0,,,60,72
6960,note_on,,0,0,1,,,,,,,0,,,68,72
7152,note_on,,192,0,1,,,,,,,0,,,68,0
7152,note_on,,0,0,1,,,,,,,0,,,60,0
7200,note_on,,48,0,1,,,,,,,0,,,70,85
7200,note_on,,0,0,1,,,,,,,0,,,63,85
7488,note_on,,0,0,1,,,,,,,0,,,70,0
7488,note_on,,288,0,1,,,,,,,0,,,63,0
7560,note_on,,0,0,1,,,,,,,0,,,63,85
7560,note_on,,72,0,1,,,,,,,0,,,70,85
7656,note_on,,0,0,1,,,,,,,0,,,70,0
7656,note_on,,96,0,1,,,,,,,0,,,63,0
7680,note_on,,24,0,1,,,,,,,0,,,70,85
7680,note_on,,0,0,1,,,,,,,0,,,63,85
7872,note_on,,192,0,1,,,,,,,0,,,63,0
7872,note_on,,0,0,1,,,,,,,0,,,70,0
7920,note_on,,48,0,1,,,,,,,0,,,68,85
7920,note_on,,0,0,1,,,,,,,0,,,72,85
8208,note_on,,288,0,1,,,,,,,0,,,72,0
8208,note_on,,0,0,1,,,,,,,0,,,68,0
8280,note_on,,0,0,1,,,,,,,0,,,70,85
8280,note_on,,72,0,1,,,,,,,0,,,63,85
8376,note_on,,96,0,1,,,,,,,0,,,70,0
8376,note_on,,0,0,1,,,,,,,0,,,63,0
8400,note_on,,24,0,1,,,,,,,0,,,60,85
8400,note_on,,0,0,1,,,,,,,0,,,68,85
