tick,type,data,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,sequencer_specific,"(0, 0, 65)",0,1,0,,,,,,,,,,,,,
0,program_change,,0,0,1,,,,,,,,0,0,,,,
0,control_change,,0,0,1,,,,,,,,,0,7,110,,
0,control_change,,0,0,1,,,,,,,,,0,10,64,,
0,track_name,,0,1,6,,,,,,,,,,,,,
0,midi_port,,0,1,2,,,,,,,0,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,
0,end_of_track,,0,1,2,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,,0,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,
0,end_of_track,,0,1,3,,,,,,,,,,,,,
0,midi_port,,0,1,4,,,,,,,0,,,,,,
0,track_name,,0,1,4,,,,,,,,,,,,,
0,end_of_track,,0,1,4,,,,,,,,,,,,,
0,midi_port,,0,1,5,,,,,,,0,,,,,,
0,track_name,,0,1,5,,,,,,,,,,,,,
0,end_of_track,,0,1,5,,,,,,,,,,,,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,
0,midi_port,,0,1,1,,,,,,,0,,,,,,
0,end_of_track,,0,1,6,,,,,,,,,,,,,
0,sequencer_specific,"(0, 0, 65)",0,1,0,,,,,,,,,,,,,
0,time_signature,,0,1,0,3,4,24,8,,,,,,,,,
0,key_signature,,0,1,0,,,,,C,,,,,,,,
0,set_tempo,,0,1,0,,,,,,333333,,,,,,,
241,note_on,,0,0,1,,,,,,,,,0,,,74,100
241,control_change,,241,0,1,,,,,,,,,0,121,0,,
241,control_change,,0,0,1,,,,,,,,,0,0,0,,
241,control_change,,0,0,1,,,,,,,,,0,91,40,,
241,control_change,,0,0,1,,,,,,,,,0,93,10,,
241,control_change,,0,0,1,,,,,,,,,0,7,110,,
241,program_change,,0,0,1,,,,,,,,0,0,,,,
335,note_on,,94,0,1,,,,,,,,,0,,,74,0
357,control_change,,22,0,1,,,,,,,,,0,64,127,,
360,note_on,,3,0,1,,,,,,,,,0,,,74,106
360,note_on,,0,0,1,,,,,,,,,0,,,47,106
392,note_on,,32,0,1,,,,,,,,,0,,,47,0
402,note_on,,10,0,1,,,,,,,,,0,,,76,99
407,note_on,,5,0,1,,,,,,,,,0,,,74,0
433,note_on,,26,0,1,,,,,,,,,0,,,74,99
443,note_on,,10,0,1,,,,,,,,,0,,,76,0
477,note_on,,34,0,1,,,,,,,,,0,,,73,106
477,note_on,,0,0,1,,,,,,,,,0,,,54,106
478,note_on,,1,0,1,,,,,,,,,0,,,62,107
491,note_on,,13,0,1,,,,,,,,,0,,,74,0
503,note_on,,12,0,1,,,,,,,,,0,,,62,0
507,note_on,,4,0,1,,,,,,,,,0,,,54,0
518,control_change,,11,0,1,,,,,,,,,0,64,0,,
592,note_on,,74,0,1,,,,,,,,,0,,,71,93
593,note_on,,1,0,1,,,,,,,,,0,,,54,93
594,note_on,,1,0,1,,,,,,,,,0,,,62,93
594,note_on,,0,0,1,,,,,,,,,0,,,73,0
627,note_on,,33,0,1,,,,,,,,,0,,,62,0
643,note_on,,16,0,1,,,,,,,,,0,,,54,0
718,note_on,,75,0,1,,,,,,,,,0,,,70,114
718,control_change,,0,0,1,,,,,,,,,0,64,127,,
721,note_on,,3,0,1,,,,,,,,,0,,,42,114
728,note_on,,7,0,1,,,,,,,,,0,,,71,0
752,note_on,,24,0,1,,,,,,,,,0,,,42,0
791,note_on,,39,0,1,,,,,,,,,0,,,70,0
797,note_on,,6,0,1,,,,,,,,,0,,,79,98
799,note_on,,2,0,1,,,,,,,,,0,,,67,98
808,note_on,,9,0,1,,,,,,,,,0,,,67,0
832,note_on,,24,0,1,,,,,,,,,0,,,79,0
837,note_on,,5,0,1,,,,,,,,,0,,,78,102
842,note_on,,5,0,1,,,,,,,,,0,,,66,102
842,note_on,,0,0,1,,,,,,,,,0,,,64,102
844,note_on,,2,0,1,,,,,,,,,0,,,58,102
844,note_on,,0,0,1,,,,,,,,,0,,,54,102
851,note_on,,7,0,1,,,,,,,,,0,,,64,0
852,note_on,,1,0,1,,,,,,,,,0,,,54,0
858,note_on,,6,0,1,,,,,,,,,0,,,58,0
866,control_change,,8,0,1,,,,,,,,,0,64,0,,
952,note_on,,86,0,1,,,,,,,,,0,,,54,93
953,note_on,,1,0,1,,,,,,,,,0,,,58,92
955,note_on,,0,0,1,,,,,,,,,0,,,78,0
955,note_on,,2,0,1,,,,,,,,,0,,,64,92
969,note_on,,14,0,1,,,,,,,,,0,,,64,0
978,note_on,,9,0,1,,,,,,,,,0,,,66,0
993,note_on,,15,0,1,,,,,,,,,0,,,58,0
995,note_on,,2,0,1,,,,,,,,,0,,,54,0
1022,note_on,,27,0,1,,,,,,,,,0,,,74,100
1057,note_on,,35,0,1,,,,,,,,,0,,,74,0
1076,control_change,,19,0,1,,,,,,,,,0,64,127,,
1077,note_on,,1,0,1,,,,,,,,,0,,,74,119
1078,note_on,,1,0,1,,,,,,,,,0,,,47,117
1104,note_on,,26,0,1,,,,,,,,,0,,,74,0
1105,note_on,,1,0,1,,,,,,,,,0,,,47,0
1107,note_on,,2,0,1,,,,,,,,,0,,,76,115
1129,note_on,,22,0,1,,,,,,,,,0,,,74,115
1138,note_on,,9,0,1,,,,,,,,,0,,,76,0
1180,note_on,,42,0,1,,,,,,,,,0,,,73,123
1182,note_on,,2,0,1,,,,,,,,,0,,,62,123
1182,note_on,,0,0,1,,,,,,,,,0,,,54,123
1191,note_on,,9,0,1,,,,,,,,,0,,,74,0
1200,note_on,,9,0,1,,,,,,,,,0,,,54,0
1202,control_change,,2,0,1,,,,,,,,,0,64,0,,
1202,note_on,,0,0,1,,,,,,,,,0,,,62,0
1305,note_on,,103,0,1,,,,,,,,,0,,,54,115
1306,note_on,,1,0,1,,,,,,,,,0,,,62,115
1307,note_on,,1,0,1,,,,,,,,,0,,,71,115
1313,note_on,,6,0,1,,,,,,,,,0,,,73,0
1327,note_on,,14,0,1,,,,,,,,,0,,,62,0
1356,note_on,,29,0,1,,,,,,,,,0,,,54,0
1432,note_on,,76,0,1,,,,,,,,,0,,,42,124
1433,note_on,,1,0,1,,,,,,,,,0,,,69,125
1433,note_on,,0,0,1,,,,,,,,,0,,,71,0
1443,control_change,,10,0,1,,,,,,,,,0,64,127,,
1464,note_on,,21,0,1,,,,,,,,,0,,,42,0
1515,note_on,,51,0,1,,,,,,,,,0,,,68,124
1525,note_on,,10,0,1,,,,,,,,,0,,,69,0
1548,note_on,,0,0,1,,,,,,,,,0,,,61,78
1548,note_on,,23,0,1,,,,,,,,,0,,,54,87
1551,note_on,,3,0,1,,,,,,,,,0,,,66,109
1552,note_on,,1,0,1,,,,,,,,,0,,,57,91
1559,note_on,,7,0,1,,,,,,,,,0,,,68,0
1562,note_on,,3,0,1,,,,,,,,,0,,,57,0
1566,control_change,,4,0,1,,,,,,,,,0,64,0,,
1568,note_on,,2,0,1,,,,,,,,,0,,,54,0
1569,note_on,,1,0,1,,,,,,,,,0,,,61,0
1673,note_on,,104,0,1,,,,,,,,,0,,,54,87
1675,note_on,,2,0,1,,,,,,,,,0,,,61,87
1679,note_on,,4,0,1,,,,,,,,,0,,,57,86
1703,note_on,,24,0,1,,,,,,,,,0,,,66,0
1704,note_on,,1,0,1,,,,,,,,,0,,,61,0
1715,note_on,,11,0,1,,,,,,,,,0,,,57,0
1724,note_on,,9,0,1,,,,,,,,,0,,,54,0
1802,note_on,,78,0,1,,,,,,,,,0,,,71,99
1807,note_on,,5,0,1,,,,,,,,,0,,,43,80
1812,control_change,,5,0,1,,,,,,,,,0,64,127,,
1847,note_on,,0,0,1,,,,,,,,,0,,,43,0
1847,note_on,,35,0,1,,,,,,,,,0,,,73,93
1854,note_on,,7,0,1,,,,,,,,,0,,,71,0
1881,note_on,,27,0,1,,,,,,,,,0,,,71,103
1894,note_on,,13,0,1,,,,,,,,,0,,,73,0
1918,note_on,,24,0,1,,,,,,,,,0,,,69,111
1924,note_on,,6,0,1,,,,,,,,,0,,,50,81
1928,note_on,,4,0,1,,,,,,,,,0,,,59,73
1930,note_on,,2,0,1,,,,,,,,,0,,,71,0
1936,control_change,,6,0,1,,,,,,,,,0,64,0,,
1946,note_on,,10,0,1,,,,,,,,,0,,,59,0
1946,note_on,,0,0,1,,,,,,,,,0,,,50,0
2037,note_on,,91,0,1,,,,,,,,,0,,,59,86
2038,note_on,,0,0,1,,,,,,,,,0,,,50,85
2038,note_on,,1,0,1,,,,,,,,,0,,,67,105
2040,note_on,,2,0,1,,,,,,,,,0,,,69,0
2065,note_on,,25,0,1,,,,,,,,,0,,,59,0
2079,note_on,,14,0,1,,,,,,,,,0,,,50,0
2167,note_on,,88,0,1,,,,,,,,,0,,,66,124
2167,note_on,,0,0,1,,,,,,,,,0,,,38,95
2168,control_change,,1,0,1,,,,,,,,,0,64,127,,
2176,note_on,,8,0,1,,,,,,,,,0,,,67,0
2191,note_on,,15,0,1,,,,,,,,,0,,,38,0
2230,note_on,,39,0,1,,,,,,,,,0,,,66,0
2245,note_on,,15,0,1,,,,,,,,,0,,,76,104
2251,note_on,,6,0,1,,,,,,,,,0,,,64,81
2261,note_on,,10,0,1,,,,,,,,,0,,,76,0
2262,note_on,,1,0,1,,,,,,,,,0,,,64,0
2288,note_on,,26,0,1,,,,,,,,,0,,,50,97
2288,note_on,,0,0,1,,,,,,,,,0,,,57,86
2291,note_on,,3,0,1,,,,,,,,,0,,,74,114
2293,note_on,,2,0,1,,,,,,,,,0,,,62,98
2302,note_on,,9,0,1,,,,,,,,,0,,,57,0
2307,note_on,,5,0,1,,,,,,,,,0,,,50,0
2315,control_change,,8,0,1,,,,,,,,,0,64,0,,
2396,note_on,,0,0,1,,,,,,,,,0,,,57,91
2396,note_on,,81,0,1,,,,,,,,,0,,,50,99
2404,note_on,,8,0,1,,,,,,,,,0,,,74,0
2426,note_on,,22,0,1,,,,,,,,,0,,,57,0
2433,note_on,,7,0,1,,,,,,,,,0,,,62,0
2445,note_on,,12,0,1,,,,,,,,,0,,,50,0
2524,note_on,,79,0,1,,,,,,,,,0,,,40,118
2526,note_on,,2,0,1,,,,,,,,,0,,,67,118
2529,control_change,,3,0,1,,,,,,,,,0,64,127,,
2552,note_on,,23,0,1,,,,,,,,,0,,,40,0
2577,note_on,,25,0,1,,,,,,,,,0,,,69,120
2585,note_on,,8,0,1,,,,,,,,,0,,,67,0
2606,note_on,,21,0,1,,,,,,,,,0,,,67,113
2616,note_on,,10,0,1,,,,,,,,,0,,,69,0
2645,note_on,,0,0,1,,,,,,,,,0,,,55,101
2645,note_on,,0,0,1,,,,,,,,,0,,,47,104
2645,note_on,,0,0,1,,,,,,,,,0,,,49,101
2645,note_on,,29,0,1,,,,,,,,,0,,,66,124
2657,note_on,,12,0,1,,,,,,,,,0,,,67,0
2662,control_change,,5,0,1,,,,,,,,,0,64,0,,
2679,note_on,,17,0,1,,,,,,,,,0,,,55,0
2685,note_on,,6,0,1,,,,,,,,,0,,,47,0
2687,note_on,,2,0,1,,,,,,,,,0,,,49,0
2763,note_on,,76,0,1,,,,,,,,,0,,,42,95
2763,note_on,,0,0,1,,,,,,,,,0,,,64,115
2767,note_on,,4,0,1,,,,,,,,,0,,,46,98
2767,note_on,,0,0,1,,,,,,,,,0,,,52,86
2769,note_on,,2,0,1,,,,,,,,,0,,,66,0
2796,note_on,,27,0,1,,,,,,,,,0,,,52,0
2808,note_on,,0,0,1,,,,,,,,,0,,,46,0
2808,note_on,,12,0,1,,,,,,,,,0,,,42,0
2874,note_on,,66,0,1,,,,,,,,,0,,,62,115
2876,note_on,,2,0,1,,,,,,,,,0,,,35,91
2876,note_on,,0,0,1,,,,,,,,,0,,,64,0
2890,control_change,,14,0,1,,,,,,,,,0,64,127,,
2956,note_on,,66,0,1,,,,,,,,,0,,,61,111
2972,note_on,,16,0,1,,,,,,,,,0,,,62,0
2998,note_on,,26,0,1,,,,,,,,,0,,,42,92
2999,note_on,,1,0,1,,,,,,,,,0,,,59,104
3002,note_on,,3,0,1,,,,,,,,,0,,,50,91
3002,note_on,,0,0,1,,,,,,,,,0,,,61,0
3024,control_change,,22,0,1,,,,,,,,,0,64,0,,
3076,note_on,,52,0,1,,,,,,,,,0,,,59,0
3113,note_on,,37,0,1,,,,,,,,,0,,,50,0
3115,note_on,,2,0,1,,,,,,,,,0,,,35,0
