tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,4,4,96,8,0,1,0,,,,,,,,,
0,key_signature,,,,,0,1,2,,,,,,,C,,
0,end_of_track,,,,,0,1,2,,,,,,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,3,,,,,,,C,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,6,,,,,,,C,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,key_signature,,,,,0,1,7,,,,,,,C,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,key_signature,,,,,0,1,8,,,,,,,C,,
0,end_of_track,,,,,0,1,8,,,,,,,,,
0,key_signature,,,,,0,1,9,,,,,,,C,,
0,end_of_track,,,,,0,1,9,,,,,,,,,
0,key_signature,,,,,0,1,10,,,,,,,C,,
0,end_of_track,,,,,0,1,10,,,,,,,,,
0,key_signature,,,,,0,1,11,,,,,,,C,,
0,end_of_track,,,,,0,1,11,,,,,,,,,
0,key_signature,,,,,0,1,12,,,,,,,C,,
0,end_of_track,,,,,0,1,12,,,,,,,,,
0,key_signature,,,,,0,1,13,,,,,,,C,,
0,end_of_track,,,,,0,1,13,,,,,,,,,
0,key_signature,,,,,0,1,14,,,,,,,C,,
0,end_of_track,,,,,0,1,14,,,,,,,,,
0,key_signature,,,,,0,1,15,,,,,,,C,,
0,end_of_track,,,,,0,1,15,,,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,key_signature,,,,,0,1,16,,,,,,,C,,
0,end_of_track,,,,,0,1,16,,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,control_change,,,,,0,0,1,,,91,127,0,,,,
0,program_change,,,,,0,0,1,,,,,0,0,,,
0,key_signature,,,,,0,1,1,,,,,,,C,,
0,set_tempo,,,,,0,1,0,,400000,,,,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
384,control_change,,,,,384,0,1,,,91,127,0,,,,
568,control_change,,,,,184,0,1,,,64,40,0,,,,
588,control_change,,,,,20,0,1,,,64,56,0,,,,
608,control_change,,,,,20,0,1,,,64,104,0,,,,
628,control_change,,,,,20,0,1,,,64,127,0,,,,
664,note_on,,,,,36,0,1,,,,,0,,,64,82
888,note_off,,,,,224,0,1,,,,,0,,,64,0
1384,note_on,,,,,496,0,1,,,,,0,,,64,86
1548,note_off,,,,,164,0,1,,,,,0,,,64,0
1968,note_on,,,,,420,0,1,,,,,0,,,64,82
2092,note_off,,,,,124,0,1,,,,,0,,,64,0
2148,note_on,,,,,56,0,1,,,,,0,,,64,85
2272,control_change,,,,,124,0,1,,,64,56,0,,,,
2288,control_change,,,,,16,0,1,,,64,0,0,,,,
2388,control_change,,,,,100,0,1,,,64,24,0,,,,
2408,control_change,,,,,20,0,1,,,64,88,0,,,,
2428,control_change,,,,,20,0,1,,,64,127,0,,,,
2904,note_on,,,,,476,0,1,,,,,0,,,65,83
2952,note_off,,,,,48,0,1,,,,,0,,,64,0
2972,control_change,,,,,20,0,1,,,64,56,0,,,,
2988,control_change,,,,,16,0,1,,,64,0,0,,,,
3180,control_change,,,,,192,0,1,,,64,40,0,,,,
3200,control_change,,,,,20,0,1,,,64,72,0,,,,
3220,control_change,,,,,20,0,1,,,64,127,0,,,,
3644,note_on,,,,,424,0,1,,,,,0,,,64,80
3684,control_change,,,,,40,0,1,,,64,56,0,,,,
3696,note_off,,,,,12,0,1,,,,,0,,,65,0
3704,control_change,,,,,8,0,1,,,64,0,0,,,,
3856,control_change,,,,,152,0,1,,,64,56,0,,,,
3880,control_change,,,,,24,0,1,,,64,104,0,,,,
3900,control_change,,,,,20,0,1,,,64,127,0,,,,
4428,note_on,,,,,528,0,1,,,,,0,,,60,79
4440,control_change,,,,,0,0,1,,,64,72,0,,,,
4440,note_off,,,,,12,0,1,,,,,0,,,64,0
4456,control_change,,,,,16,0,1,,,64,0,0,,,,
4596,control_change,,,,,140,0,1,,,64,24,0,,,,
4616,control_change,,,,,20,0,1,,,64,88,0,,,,
4632,control_change,,,,,16,0,1,,,64,127,0,,,,
5192,note_on,,,,,560,0,1,,,,,0,,,64,80
5220,note_off,,,,,28,0,1,,,,,0,,,60,0
5276,control_change,,,,,56,0,1,,,64,88,0,,,,
5296,control_change,,,,,20,0,1,,,64,56,0,,,,
5312,control_change,,,,,16,0,1,,,64,0,0,,,,
5544,control_change,,,,,232,0,1,,,64,24,0,,,,
5564,control_change,,,,,20,0,1,,,64,72,0,,,,
5584,control_change,,,,,20,0,1,,,64,104,0,,,,
5604,control_change,,,,,20,0,1,,,64,127,0,,,,
6092,note_off,,,,,488,0,1,,,,,0,,,64,0
8356,note_on,,,,,2264,0,1,,,,,0,,,60,26
8364,note_on,,,,,8,0,1,,,,,0,,,64,42
8380,note_on,,,,,16,0,1,,,,,0,,,48,29
8384,note_on,,,,,4,0,1,,,,,0,,,55,18
8468,control_change,,,,,84,0,1,,,64,72,0,,,,
8492,control_change,,,,,24,0,1,,,64,24,0,,,,
8512,control_change,,,,,20,0,1,,,64,0,0,,,,
8624,control_change,,,,,112,0,1,,,64,40,0,,,,
8640,control_change,,,,,16,0,1,,,64,104,0,,,,
8664,control_change,,,,,24,0,1,,,64,127,0,,,,
8672,note_off,,,,,8,0,1,,,,,0,,,60,0
8704,note_off,,,,,0,0,1,,,,,0,,,55,0
8704,note_off,,,,,32,0,1,,,,,0,,,64,0
8784,note_off,,,,,80,0,1,,,,,0,,,48,0
9144,note_on,,,,,360,0,1,,,,,0,,,64,47
9172,note_on,,,,,28,0,1,,,,,0,,,48,32
9176,note_on,,,,,4,0,1,,,,,0,,,55,25
9184,note_on,,,,,8,0,1,,,,,0,,,60,31
9208,control_change,,,,,24,0,1,,,64,104,0,,,,
9224,control_change,,,,,16,0,1,,,64,40,0,,,,
9244,control_change,,,,,20,0,1,,,64,0,0,,,,
9340,control_change,,,,,96,0,1,,,64,56,0,,,,
9360,control_change,,,,,20,0,1,,,64,127,0,,,,
9408,note_off,,,,,48,0,1,,,,,0,,,48,0
9412,note_off,,,,,4,0,1,,,,,0,,,55,0
9416,note_off,,,,,4,0,1,,,,,0,,,60,0
9432,note_off,,,,,16,0,1,,,,,0,,,64,0
9736,note_on,,,,,304,0,1,,,,,0,,,64,47
9756,note_on,,,,,20,0,1,,,,,0,,,48,38
9760,note_on,,,,,4,0,1,,,,,0,,,60,38
9772,note_on,,,,,12,0,1,,,,,0,,,55,24
9804,note_off,,,,,32,0,1,,,,,0,,,48,0
9824,note_off,,,,,20,0,1,,,,,0,,,55,0
9832,note_off,,,,,8,0,1,,,,,0,,,60,0
9840,note_off,,,,,8,0,1,,,,,0,,,64,0
9952,note_on,,,,,112,0,1,,,,,0,,,64,53
9964,note_on,,,,,12,0,1,,,,,0,,,48,35
9972,note_on,,,,,8,0,1,,,,,0,,,60,37
9980,note_on,,,,,8,0,1,,,,,0,,,55,36
10040,control_change,,,,,60,0,1,,,64,104,0,,,,
10060,control_change,,,,,20,0,1,,,64,56,0,,,,
10080,control_change,,,,,20,0,1,,,64,0,0,,,,
10192,control_change,,,,,112,0,1,,,64,72,0,,,,
10212,control_change,,,,,20,0,1,,,64,127,0,,,,
10288,note_off,,,,,76,0,1,,,,,0,,,55,0
10324,note_off,,,,,36,0,1,,,,,0,,,60,0
10452,note_off,,,,,128,0,1,,,,,0,,,64,0
