tick,type,data,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,sequencer_specific,"(0, 0, 65)",0,1,0,,,,,,,,,,,,,
0,midi_port,,0,1,3,,,,,,,0,,,,,,
0,end_of_track,,0,1,2,,,,,,,,,,,,,
0,track_name,,0,1,2,,,,,,,,,,,,,
0,midi_port,,0,1,2,,,,,,,0,,,,,,
0,track_name,,0,1,3,,,,,,,,,,,,,
0,control_change,,0,0,1,,,,,,,,,0,10,64,,
0,control_change,,0,0,1,,,,,,,,,0,7,127,,
0,program_change,,0,0,1,,,,,,,,1,0,,,,
0,track_name,,0,1,1,,,,,,,,,,,,,
0,midi_port,,0,1,1,,,,,,,0,,,,,,
0,end_of_track,,0,1,3,,,,,,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,,,,,,
0,key_signature,,0,1,0,,,,,C,,,,,,,,
0,set_tempo,,0,1,0,,,,,,476190,,,,,,,
357,control_change,,357,0,1,,,,,,,,,0,121,0,,
357,control_change,,0,0,1,,,,,,,,,0,0,0,,
357,control_change,,0,0,1,,,,,,,,,0,7,127,,
357,program_change,,0,0,1,,,,,,,,1,0,,,,
357,note_on,,0,0,1,,,,,,,,,0,,,56,115
358,note_on,,1,0,1,,,,,,,,,0,,,44,120
358,note_on,,0,0,1,,,,,,,,,0,,,68,113
358,note_on,,0,0,1,,,,,,,,,0,,,80,117
385,note_on,,27,0,1,,,,,,,,,0,,,78,103
394,note_on,,9,0,1,,,,,,,,,0,,,80,0
413,note_on,,19,0,1,,,,,,,,,0,,,56,0
415,note_on,,2,0,1,,,,,,,,,0,,,76,107
418,note_on,,3,0,1,,,,,,,,,0,,,68,0
419,note_on,,1,0,1,,,,,,,,,0,,,44,0
423,note_on,,4,0,1,,,,,,,,,0,,,78,0
445,note_on,,22,0,1,,,,,,,,,0,,,75,106
445,note_on,,0,0,1,,,,,,,,,0,,,76,0
472,note_on,,27,0,1,,,,,,,,,0,,,73,116
473,note_on,,1,0,1,,,,,,,,,0,,,49,112
473,note_on,,0,0,1,,,,,,,,,0,,,85,116
475,note_on,,2,0,1,,,,,,,,,0,,,37,119
475,note_on,,0,0,1,,,,,,,,,0,,,75,0
500,note_on,,25,0,1,,,,,,,,,0,,,37,0
505,note_on,,5,0,1,,,,,,,,,0,,,75,99
509,note_on,,0,0,1,,,,,,,,,0,,,85,0
509,note_on,,4,0,1,,,,,,,,,0,,,73,0
510,note_on,,1,0,1,,,,,,,,,0,,,49,0
530,note_on,,20,0,1,,,,,,,,,0,,,75,0
531,note_on,,1,0,1,,,,,,,,,0,,,72,106
563,note_on,,32,0,1,,,,,,,,,0,,,73,103
568,note_on,,5,0,1,,,,,,,,,0,,,72,0
590,note_on,,22,0,1,,,,,,,,,0,,,75,103
591,note_on,,1,0,1,,,,,,,,,0,,,69,106
591,note_on,,0,0,1,,,,,,,,,0,,,66,112
595,note_on,,4,0,1,,,,,,,,,0,,,73,0
620,note_on,,25,0,1,,,,,,,,,0,,,76,105
620,note_on,,0,0,1,,,,,,,,,0,,,75,0
621,note_on,,1,0,1,,,,,,,,,0,,,69,0
645,note_on,,24,0,1,,,,,,,,,0,,,76,0
650,note_on,,5,0,1,,,,,,,,,0,,,73,103
678,note_on,,28,0,1,,,,,,,,,0,,,75,98
682,note_on,,4,0,1,,,,,,,,,0,,,73,0
706,note_on,,24,0,1,,,,,,,,,0,,,68,94
707,note_on,,1,0,1,,,,,,,,,0,,,76,108
707,note_on,,0,0,1,,,,,,,,,0,,,64,97
708,note_on,,1,0,1,,,,,,,,,0,,,75,0
736,note_on,,28,0,1,,,,,,,,,0,,,68,0
737,note_on,,1,0,1,,,,,,,,,0,,,64,0
737,note_on,,0,0,1,,,,,,,,,0,,,76,0
738,note_on,,1,0,1,,,,,,,,,0,,,78,89
760,note_on,,22,0,1,,,,,,,,,0,,,78,0
765,note_on,,5,0,1,,,,,,,,,0,,,75,108
792,note_on,,27,0,1,,,,,,,,,0,,,76,99
793,note_on,,1,0,1,,,,,,,,,0,,,75,0
822,note_on,,29,0,1,,,,,,,,,0,,,78,103
823,note_on,,1,0,1,,,,,,,,,0,,,63,94
825,note_on,,2,0,1,,,,,,,,,0,,,76,0
838,note_on,,13,0,1,,,,,,,,,0,,,66,0
852,note_on,,14,0,1,,,,,,,,,0,,,80,93
853,note_on,,1,0,1,,,,,,,,,0,,,63,0
857,note_on,,4,0,1,,,,,,,,,0,,,78,0
878,note_on,,21,0,1,,,,,,,,,0,,,80,0
881,note_on,,3,0,1,,,,,,,,,0,,,76,95
913,note_on,,32,0,1,,,,,,,,,0,,,78,99
917,note_on,,4,0,1,,,,,,,,,0,,,76,0
942,note_on,,25,0,1,,,,,,,,,0,,,80,116
942,note_on,,0,0,1,,,,,,,,,0,,,64,109
942,note_on,,0,0,1,,,,,,,,,0,,,61,103
946,note_on,,4,0,1,,,,,,,,,0,,,78,0
975,note_on,,29,0,1,,,,,,,,,0,,,81,106
978,note_on,,3,0,1,,,,,,,,,0,,,80,0
1001,note_on,,23,0,1,,,,,,,,,0,,,81,0
1003,note_on,,2,0,1,,,,,,,,,0,,,80,118
1019,note_on,,16,0,1,,,,,,,,,0,,,64,0
1019,note_on,,0,0,1,,,,,,,,,0,,,61,0
1032,note_on,,13,0,1,,,,,,,,,0,,,80,0
1033,note_on,,1,0,1,,,,,,,,,0,,,85,113
1063,note_on,,0,0,1,,,,,,,,,0,,,66,101
1063,note_on,,30,0,1,,,,,,,,,0,,,57,101
1065,note_on,,2,0,1,,,,,,,,,0,,,78,122
1065,note_on,,0,0,1,,,,,,,,,0,,,61,99
1065,note_on,,0,0,1,,,,,,,,,0,,,85,0
1093,note_on,,28,0,1,,,,,,,,,0,,,80,104
1098,note_on,,5,0,1,,,,,,,,,0,,,78,0
1117,note_on,,19,0,1,,,,,,,,,0,,,80,0
1122,note_on,,5,0,1,,,,,,,,,0,,,78,104
1123,note_on,,1,0,1,,,,,,,,,0,,,57,0
1123,note_on,,0,0,1,,,,,,,,,0,,,66,0
1125,note_on,,2,0,1,,,,,,,,,0,,,61,0
1149,note_on,,24,0,1,,,,,,,,,0,,,78,0
1150,note_on,,1,0,1,,,,,,,,,0,,,85,109
1180,note_on,,0,0,1,,,,,,,,,0,,,64,98
1180,note_on,,0,0,1,,,,,,,,,0,,,76,114
1180,note_on,,30,0,1,,,,,,,,,0,,,56,100
1181,note_on,,1,0,1,,,,,,,,,0,,,61,100
1188,note_on,,7,0,1,,,,,,,,,0,,,85,0
1211,note_on,,23,0,1,,,,,,,,,0,,,78,108
1217,note_on,,6,0,1,,,,,,,,,0,,,76,0
1240,note_on,,23,0,1,,,,,,,,,0,,,64,0
1240,note_on,,0,0,1,,,,,,,,,0,,,56,0
1241,note_on,,1,0,1,,,,,,,,,0,,,76,110
1241,note_on,,0,0,1,,,,,,,,,0,,,61,0
1242,note_on,,1,0,1,,,,,,,,,0,,,78,0
1269,note_on,,27,0,1,,,,,,,,,0,,,76,0
1271,note_on,,2,0,1,,,,,,,,,0,,,85,108
1302,note_on,,31,0,1,,,,,,,,,0,,,63,111
1302,note_on,,0,0,1,,,,,,,,,0,,,75,121
1303,note_on,,1,0,1,,,,,,,,,0,,,54,102
1303,note_on,,0,0,1,,,,,,,,,0,,,61,103
1309,note_on,,6,0,1,,,,,,,,,0,,,85,0
1332,note_on,,23,0,1,,,,,,,,,0,,,76,102
1332,note_on,,0,0,1,,,,,,,,,0,,,75,0
1357,note_on,,25,0,1,,,,,,,,,0,,,76,0
1360,note_on,,3,0,1,,,,,,,,,0,,,75,115
1362,note_on,,2,0,1,,,,,,,,,0,,,63,0
1363,note_on,,1,0,1,,,,,,,,,0,,,54,0
1363,note_on,,0,0,1,,,,,,,,,0,,,61,0
1388,note_on,,25,0,1,,,,,,,,,0,,,85,109
1390,note_on,,2,0,1,,,,,,,,,0,,,75,0
1405,note_on,,15,0,1,,,,,,,,,0,,,49,98
1418,note_on,,13,0,1,,,,,,,,,0,,,56,100
1423,note_on,,5,0,1,,,,,,,,,0,,,85,0
1425,note_on,,2,0,1,,,,,,,,,0,,,73,115
1426,note_on,,1,0,1,,,,,,,,,0,,,64,118
1435,note_on,,9,0,1,,,,,,,,,0,,,49,0
1460,note_on,,25,0,1,,,,,,,,,0,,,80,100
1469,note_on,,0,0,1,,,,,,,,,0,,,64,0
1469,note_on,,9,0,1,,,,,,,,,0,,,56,0
1485,note_on,,16,0,1,,,,,,,,,0,,,73,0
1486,note_on,,1,0,1,,,,,,,,,0,,,88,109
1513,note_on,,27,0,1,,,,,,,,,0,,,80,0
1515,note_on,,2,0,1,,,,,,,,,0,,,81,102
1516,note_on,,1,0,1,,,,,,,,,0,,,88,0
1518,note_on,,2,0,1,,,,,,,,,0,,,44,107
1535,note_on,,17,0,1,,,,,,,,,0,,,54,93
1543,note_on,,8,0,1,,,,,,,,,0,,,60,123
1545,note_on,,0,0,1,,,,,,,,,0,,,81,0
1545,note_on,,2,0,1,,,,,,,,,0,,,72,117
1575,note_on,,30,0,1,,,,,,,,,0,,,78,102
1578,note_on,,3,0,1,,,,,,,,,0,,,44,0
1595,note_on,,17,0,1,,,,,,,,,0,,,54,0
1603,note_on,,8,0,1,,,,,,,,,0,,,87,118
1603,note_on,,0,0,1,,,,,,,,,0,,,60,0
1605,note_on,,2,0,1,,,,,,,,,0,,,72,0
1633,note_on,,28,0,1,,,,,,,,,0,,,87,0
1634,note_on,,1,0,1,,,,,,,,,0,,,78,0
1635,note_on,,1,0,1,,,,,,,,,0,,,80,97
1660,note_on,,25,0,1,,,,,,,,,0,,,61,116
1660,note_on,,0,0,1,,,,,,,,,0,,,49,115
1662,note_on,,2,0,1,,,,,,,,,0,,,52,109
1662,note_on,,0,0,1,,,,,,,,,0,,,68,116
1665,note_on,,3,0,1,,,,,,,,,0,,,80,0
1693,note_on,,28,0,1,,,,,,,,,0,,,76,101
1720,note_on,,27,0,1,,,,,,,,,0,,,61,0
1720,note_on,,0,0,1,,,,,,,,,0,,,49,0
1721,note_on,,1,0,1,,,,,,,,,0,,,85,113
1722,note_on,,1,0,1,,,,,,,,,0,,,52,0
1722,note_on,,0,0,1,,,,,,,,,0,,,68,0
1749,note_on,,27,0,1,,,,,,,,,0,,,85,0
1752,note_on,,3,0,1,,,,,,,,,0,,,78,93
1753,note_on,,1,0,1,,,,,,,,,0,,,76,0
1780,note_on,,27,0,1,,,,,,,,,0,,,56,113
1781,note_on,,1,0,1,,,,,,,,,0,,,68,117
1781,note_on,,0,0,1,,,,,,,,,0,,,44,126
1782,note_on,,1,0,1,,,,,,,,,0,,,78,0
1812,note_on,,30,0,1,,,,,,,,,0,,,75,99
1838,note_on,,26,0,1,,,,,,,,,0,,,84,103
1840,note_on,,2,0,1,,,,,,,,,0,,,56,0
1841,note_on,,0,0,1,,,,,,,,,0,,,68,0
1841,note_on,,1,0,1,,,,,,,,,0,,,44,0
1842,note_on,,1,0,1,,,,,,,,,0,,,75,0
1867,note_on,,25,0,1,,,,,,,,,0,,,76,97
1868,note_on,,1,0,1,,,,,,,,,0,,,84,0
1897,note_on,,29,0,1,,,,,,,,,0,,,61,96
1897,note_on,,0,0,1,,,,,,,,,0,,,76,0
1900,note_on,,3,0,1,,,,,,,,,0,,,85,118
1901,note_on,,1,0,1,,,,,,,,,0,,,73,112
1902,note_on,,1,0,1,,,,,,,,,0,,,49,114
1903,note_on,,1,0,1,,,,,,,,,0,,,37,125
1917,note_on,,14,0,1,,,,,,,,,0,,,37,0
1949,note_on,,32,0,1,,,,,,,,,0,,,61,0
1949,note_on,,0,0,1,,,,,,,,,0,,,49,0
1957,note_on,,8,0,1,,,,,,,,,0,,,73,0
1964,note_on,,7,0,1,,,,,,,,,0,,,85,0
1965,note_on,,1,0,1,,,,,,,,,0,,,69,115
1966,note_on,,1,0,1,,,,,,,,,0,,,57,113
1967,note_on,,1,0,1,,,,,,,,,0,,,45,120
1992,note_on,,25,0,1,,,,,,,,,0,,,81,99
1996,note_on,,4,0,1,,,,,,,,,0,,,57,0
1996,note_on,,0,0,1,,,,,,,,,0,,,69,0
1997,note_on,,1,0,1,,,,,,,,,0,,,45,0
2022,note_on,,25,0,1,,,,,,,,,0,,,81,0
2027,note_on,,5,0,1,,,,,,,,,0,,,68,124
2027,note_on,,0,0,1,,,,,,,,,0,,,56,114
2028,note_on,,1,0,1,,,,,,,,,0,,,44,124
2058,note_on,,30,0,1,,,,,,,,,0,,,80,112
2062,note_on,,4,0,1,,,,,,,,,0,,,44,0
2068,note_on,,6,0,1,,,,,,,,,0,,,56,0
2069,note_on,,1,0,1,,,,,,,,,0,,,68,0
2088,note_on,,19,0,1,,,,,,,,,0,,,67,112
2088,note_on,,0,0,1,,,,,,,,,0,,,80,0
2090,note_on,,0,0,1,,,,,,,,,0,,,55,99
2090,note_on,,2,0,1,,,,,,,,,0,,,43,106
2115,note_on,,25,0,1,,,,,,,,,0,,,79,94
2117,note_on,,2,0,1,,,,,,,,,0,,,67,0
2120,note_on,,0,0,1,,,,,,,,,0,,,55,0
2120,note_on,,3,0,1,,,,,,,,,0,,,43,0
2145,note_on,,25,0,1,,,,,,,,,0,,,79,0
2150,note_on,,5,0,1,,,,,,,,,0,,,56,112
2152,note_on,,2,0,1,,,,,,,,,0,,,68,117
2152,note_on,,0,0,1,,,,,,,,,0,,,44,120
2181,note_on,,29,0,1,,,,,,,,,0,,,80,113
2182,note_on,,1,0,1,,,,,,,,,0,,,44,0
2210,note_on,,28,0,1,,,,,,,,,0,,,56,0
2211,note_on,,1,0,1,,,,,,,,,0,,,80,0
2212,note_on,,1,0,1,,,,,,,,,0,,,68,0
2217,note_on,,5,0,1,,,,,,,,,0,,,37,125
2218,note_on,,1,0,1,,,,,,,,,0,,,49,117
2220,note_on,,2,0,1,,,,,,,,,0,,,61,121
2235,note_on,,15,0,1,,,,,,,,,0,,,37,0
2243,note_on,,8,0,1,,,,,,,,,0,,,73,104
2244,note_on,,1,0,1,,,,,,,,,0,,,49,0
2250,note_on,,6,0,1,,,,,,,,,0,,,61,0
2273,note_on,,23,0,1,,,,,,,,,0,,,73,0
2282,note_on,,9,0,1,,,,,,,,,0,,,75,118
2282,note_on,,0,0,1,,,,,,,,,0,,,63,111
2283,note_on,,1,0,1,,,,,,,,,0,,,67,107
2283,note_on,,0,0,1,,,,,,,,,0,,,61,116
2283,note_on,,0,0,1,,,,,,,,,0,,,70,100
2283,note_on,,0,0,1,,,,,,,,,0,,,51,119
2313,note_on,,30,0,1,,,,,,,,,0,,,49,97
2319,note_on,,6,0,1,,,,,,,,,0,,,51,0
2338,note_on,,19,0,1,,,,,,,,,0,,,49,0
2342,note_on,,4,0,1,,,,,,,,,0,,,47,104
2344,note_on,,2,0,1,,,,,,,,,0,,,75,0
2346,note_on,,2,0,1,,,,,,,,,0,,,67,0
2347,note_on,,1,0,1,,,,,,,,,0,,,70,0
2350,note_on,,3,0,1,,,,,,,,,0,,,63,0
2358,note_on,,8,0,1,,,,,,,,,0,,,61,0
2368,note_on,,10,0,1,,,,,,,,,0,,,46,104
2368,note_on,,0,0,1,,,,,,,,,0,,,47,0
2400,note_on,,32,0,1,,,,,,,,,0,,,46,0
2402,note_on,,2,0,1,,,,,,,,,0,,,59,107
2402,note_on,,0,0,1,,,,,,,,,0,,,44,98
2403,note_on,,1,0,1,,,,,,,,,0,,,71,98
2403,note_on,,0,0,1,,,,,,,,,0,,,68,97
2403,note_on,,0,0,1,,,,,,,,,0,,,63,95
2424,note_on,,21,0,1,,,,,,,,,0,,,59,0
2425,note_on,,1,0,1,,,,,,,,,0,,,44,0
2428,note_on,,3,0,1,,,,,,,,,0,,,68,0
2429,note_on,,1,0,1,,,,,,,,,0,,,71,0
2430,note_on,,1,0,1,,,,,,,,,0,,,46,93
2438,note_on,,8,0,1,,,,,,,,,0,,,63,0
2453,note_on,,15,0,1,,,,,,,,,0,,,46,0
2460,note_on,,7,0,1,,,,,,,,,0,,,43,91
2485,note_on,,25,0,1,,,,,,,,,0,,,43,0
2488,note_on,,3,0,1,,,,,,,,,0,,,44,98
2516,note_on,,28,0,1,,,,,,,,,0,,,46,95
2516,note_on,,0,0,1,,,,,,,,,0,,,44,0
2517,note_on,,1,0,1,,,,,,,,,0,,,61,97
2517,note_on,,0,0,1,,,,,,,,,0,,,63,91
2518,note_on,,1,0,1,,,,,,,,,0,,,67,98
2542,note_on,,24,0,1,,,,,,,,,0,,,46,0
2545,note_on,,3,0,1,,,,,,,,,0,,,47,95
2577,note_on,,0,0,1,,,,,,,,,0,,,47,0
2577,note_on,,32,0,1,,,,,,,,,0,,,44,91
2577,note_on,,0,0,1,,,,,,,,,0,,,61,0
2577,note_on,,0,0,1,,,,,,,,,0,,,63,0
2578,note_on,,1,0,1,,,,,,,,,0,,,67,0
2604,note_on,,26,0,1,,,,,,,,,0,,,44,0
2606,note_on,,2,0,1,,,,,,,,,0,,,46,98
2634,note_on,,28,0,1,,,,,,,,,0,,,46,0
2636,note_on,,2,0,1,,,,,,,,,0,,,68,98
2637,note_on,,0,0,1,,,,,,,,,0,,,47,94
2637,note_on,,1,0,1,,,,,,,,,0,,,59,96
2638,note_on,,1,0,1,,,,,,,,,0,,,63,97
2662,note_on,,24,0,1,,,,,,,,,0,,,47,0
2665,note_on,,3,0,1,,,,,,,,,0,,,49,97
2695,note_on,,30,0,1,,,,,,,,,0,,,46,100
2696,note_on,,0,0,1,,,,,,,,,0,,,68,0
2696,note_on,,1,0,1,,,,,,,,,0,,,49,0
2697,note_on,,1,0,1,,,,,,,,,0,,,59,0
2698,note_on,,1,0,1,,,,,,,,,0,,,63,0
2719,note_on,,21,0,1,,,,,,,,,0,,,46,0
2723,note_on,,4,0,1,,,,,,,,,0,,,47,95
2753,note_on,,30,0,1,,,,,,,,,0,,,47,0
2755,note_on,,2,0,1,,,,,,,,,0,,,68,89
2755,note_on,,0,0,1,,,,,,,,,0,,,61,88
2755,note_on,,0,0,1,,,,,,,,,0,,,64,92
2756,note_on,,1,0,1,,,,,,,,,0,,,49,89
2782,note_on,,26,0,1,,,,,,,,,0,,,49,0
2785,note_on,,3,0,1,,,,,,,,,0,,,51,92
2815,note_on,,0,0,1,,,,,,,,,0,,,64,0
2815,note_on,,0,0,1,,,,,,,,,0,,,68,0
2815,note_on,,0,0,1,,,,,,,,,0,,,61,0
2815,note_on,,30,0,1,,,,,,,,,0,,,51,0
2816,note_on,,1,0,1,,,,,,,,,0,,,47,94
2837,note_on,,21,0,1,,,,,,,,,0,,,47,0
2842,note_on,,5,0,1,,,,,,,,,0,,,49,92
2874,note_on,,32,0,1,,,,,,,,,0,,,49,0
2875,note_on,,1,0,1,,,,,,,,,0,,,68,93
2875,note_on,,0,0,1,,,,,,,,,0,,,63,99
2875,note_on,,0,0,1,,,,,,,,,0,,,51,97
2875,note_on,,0,0,1,,,,,,,,,0,,,59,92
2905,note_on,,30,0,1,,,,,,,,,0,,,52,94
2905,note_on,,0,0,1,,,,,,,,,0,,,51,0
2923,note_on,,18,0,1,,,,,,,,,0,,,52,0
2933,note_on,,10,0,1,,,,,,,,,0,,,51,92
2939,note_on,,6,0,1,,,,,,,,,0,,,59,0
2940,note_on,,1,0,1,,,,,,,,,0,,,68,0
2940,note_on,,0,0,1,,,,,,,,,0,,,63,0
2958,note_on,,18,0,1,,,,,,,,,0,,,51,0
2962,note_on,,4,0,1,,,,,,,,,0,,,56,94
2987,note_on,,25,0,1,,,,,,,,,0,,,56,0
2991,note_on,,4,0,1,,,,,,,,,0,,,68,89
2991,note_on,,0,0,1,,,,,,,,,0,,,61,84
2992,note_on,,1,0,1,,,,,,,,,0,,,64,95
2995,note_on,,3,0,1,,,,,,,,,0,,,49,86
3018,note_on,,23,0,1,,,,,,,,,0,,,49,0
3023,note_on,,5,0,1,,,,,,,,,0,,,51,94
3049,note_on,,26,0,1,,,,,,,,,0,,,51,0
3051,note_on,,2,0,1,,,,,,,,,0,,,61,0
3051,note_on,,0,0,1,,,,,,,,,0,,,68,0
3052,note_on,,1,0,1,,,,,,,,,0,,,49,92
3052,note_on,,0,0,1,,,,,,,,,0,,,64,0
3077,note_on,,25,0,1,,,,,,,,,0,,,49,0
3080,note_on,,3,0,1,,,,,,,,,0,,,56,91
3101,note_on,,21,0,1,,,,,,,,,0,,,56,0
3110,note_on,,9,0,1,,,,,,,,,0,,,68,94
