tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,0,0,,,,
0,control_change,0,0,1,,,,,,,,,0,7,127,,
0,control_change,0,0,1,,,,,,,,,0,10,64,,
0,track_name,0,1,7,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,
0,program_change,0,0,2,,,,,,,,0,0,,,,
0,control_change,0,0,2,,,,,,,,,0,7,127,,
0,control_change,0,0,2,,,,,,,,,0,10,64,,
0,note_on,0,0,2,,,,,,,,,0,,,61,110
0,midi_port,0,1,3,,,,,,,0,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,0,0,,,,
0,control_change,0,0,3,,,,,,,,,0,7,127,,
0,control_change,0,0,3,,,,,,,,,0,10,64,,
0,midi_port,0,1,4,,,,,,,0,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,0,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,0,,,,,,
0,control_change,0,0,5,,,,,,,,,0,10,64,,
0,control_change,0,0,5,,,,,,,,,0,7,127,,
0,track_name,0,1,1,,,,,,,,,,,,,
0,program_change,0,0,5,,,,,,,,0,0,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,
0,note_on,0,0,4,,,,,,,,,0,,,49,110
0,note_on,0,0,4,,,,,,,,,0,,,37,110
0,control_change,0,0,4,,,,,,,,,0,10,64,,
0,control_change,0,0,4,,,,,,,,,0,7,127,,
0,program_change,0,0,4,,,,,,,,0,0,,,,
0,track_name,0,1,5,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,
0,copyright,0,1,0,,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,625000,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,,
0,key_signature,0,1,0,,,,,E,,,,,,,,
15,note_on,0,0,4,,,,,,,,,0,,,40,110
15,note_on,0,0,4,,,,,,,,,0,,,37,0
15,note_on,15,0,2,,,,,,,,,0,,,61,0
15,note_on,0,0,2,,,,,,,,,0,,,52,110
15,note_on,0,0,2,,,,,,,,,0,,,64,110
15,note_on,15,0,4,,,,,,,,,0,,,49,0
120,note_on,0,0,2,,,,,,,,,0,,,52,0
120,note_on,0,0,4,,,,,,,,,0,,,47,110
120,note_on,0,0,4,,,,,,,,,0,,,35,110
120,note_on,105,0,4,,,,,,,,,0,,,40,0
120,note_on,105,0,2,,,,,,,,,0,,,64,0
120,note_on,0,0,2,,,,,,,,,0,,,59,110
135,note_on,0,0,4,,,,,,,,,0,,,35,0
135,note_on,15,0,2,,,,,,,,,0,,,59,0
135,note_on,0,0,2,,,,,,,,,0,,,64,110
135,note_on,15,0,4,,,,,,,,,0,,,47,0
135,note_on,0,0,4,,,,,,,,,0,,,40,110
