tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,3,4,96,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,2,,,91,46,1,,,,
0,control_change,,,,,0,0,2,,,93,50,1,,,,
0,program_change,,,,,0,0,2,,,,,1,0,,,
0,key_signature,,,,,0,1,2,,,,,,,A,,
0,note_on,,,,,0,0,2,,,,,1,,,57,118
0,note_on,,,,,0,0,2,,,,,1,,,61,118
0,note_on,,,,,0,0,2,,,,,1,,,45,118
0,note_on,,,,,0,0,2,,,,,1,,,33,118
0,key_signature,,,,,0,1,10,,,,,,,C,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,3,,,,,,,C,,
0,control_change,,,,,0,0,2,,,0,0,1,,,,
0,end_of_track,,,,,0,1,3,,,,,,,,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,6,,,,,,,C,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,key_signature,,,,,0,1,7,,,,,,,C,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,key_signature,,,,,0,1,8,,,,,,,C,,
0,end_of_track,,,,,0,1,8,,,,,,,,,
0,key_signature,,,,,0,1,9,,,,,,,C,,
0,end_of_track,,,,,0,1,9,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,end_of_track,,,,,0,1,10,,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 119, 14, 0)",,,,,,,,
0,program_change,,,,,0,0,1,,,,,0,0,,,
0,key_signature,,,,,0,1,1,,,,,,,A,,
0,control_change,,,,,0,0,1,,,93,42,0,,,,
0,note_on,,,,,0,0,1,,,,,0,,,69,125
0,control_change,,,,,0,0,1,,,91,41,0,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,end_of_track,,,,,0,1,0,,,,,,,,,
0,set_tempo,,,,,0,1,0,,600000,,,,,,,
128,note_off,,,,,128,0,1,,,,,0,,,69,80
128,note_off,,,,,128,0,2,,,,,1,,,57,75
128,note_off,,,,,0,0,2,,,,,1,,,45,75
128,note_off,,,,,0,0,2,,,,,1,,,33,75
128,note_off,,,,,0,0,2,,,,,1,,,61,75
288,note_on,,,,,0,0,1,,,,,0,,,61,125
288,note_on,,,,,160,0,2,,,,,1,,,57,118
288,note_on,,,,,0,0,2,,,,,1,,,52,118
288,note_on,,,,,0,0,2,,,,,1,,,45,118
288,note_on,,,,,160,0,1,,,,,0,,,64,125
352,note_off,,,,,0,0,2,,,,,1,,,52,75
352,note_off,,,,,0,0,2,,,,,1,,,45,75
352,note_off,,,,,64,0,1,,,,,0,,,64,80
352,note_off,,,,,64,0,2,,,,,1,,,57,75
352,note_off,,,,,0,0,1,,,,,0,,,61,80
384,note_on,,,,,0,0,2,,,,,1,,,52,118
384,note_on,,,,,32,0,2,,,,,1,,,57,118
384,note_on,,,,,32,0,1,,,,,0,,,64,125
384,note_on,,,,,0,0,1,,,,,0,,,61,125
384,note_on,,,,,0,0,2,,,,,1,,,45,118
448,note_off,,,,,64,0,1,,,,,0,,,61,80
512,note_off,,,,,128,0,2,,,,,1,,,57,75
512,note_off,,,,,0,0,2,,,,,1,,,52,75
512,note_off,,,,,0,0,2,,,,,1,,,45,75
512,note_off,,,,,64,0,1,,,,,0,,,64,80
672,note_on,,,,,0,0,2,,,,,1,,,45,118
672,note_on,,,,,0,0,1,,,,,0,,,61,125
672,note_on,,,,,160,0,1,,,,,0,,,64,125
672,note_on,,,,,160,0,2,,,,,1,,,57,118
672,note_on,,,,,0,0,2,,,,,1,,,52,118
736,note_off,,,,,0,0,2,,,,,1,,,52,75
736,note_off,,,,,0,0,1,,,,,0,,,61,80
736,note_off,,,,,64,0,1,,,,,0,,,64,80
736,note_off,,,,,0,0,2,,,,,1,,,45,75
736,note_off,,,,,64,0,2,,,,,1,,,57,75
768,note_on,,,,,32,0,1,,,,,0,,,66,125
768,note_on,,,,,32,0,2,,,,,1,,,59,118
768,note_on,,,,,0,0,2,,,,,1,,,52,118
768,note_on,,,,,0,0,2,,,,,1,,,45,118
768,note_on,,,,,0,0,1,,,,,0,,,62,125
832,note_off,,,,,64,0,2,,,,,1,,,59,75
832,note_off,,,,,64,0,1,,,,,0,,,66,80
832,note_off,,,,,0,0,2,,,,,1,,,52,75
832,note_off,,,,,0,0,2,,,,,1,,,45,75
832,note_off,,,,,0,0,1,,,,,0,,,62,80
864,note_on,,,,,32,0,2,,,,,1,,,59,118
864,note_on,,,,,0,0,2,,,,,1,,,45,118
864,note_on,,,,,0,0,1,,,,,0,,,62,125
864,note_on,,,,,32,0,1,,,,,0,,,68,125
864,note_on,,,,,0,0,2,,,,,1,,,52,118
928,note_off,,,,,64,0,2,,,,,1,,,59,75
928,note_off,,,,,0,0,1,,,,,0,,,62,80
928,note_off,,,,,64,0,1,,,,,0,,,68,80
928,note_off,,,,,0,0,2,,,,,1,,,52,75
928,note_off,,,,,0,0,2,,,,,1,,,45,75
960,note_on,,,,,0,0,2,,,,,1,,,45,118
960,note_on,,,,,32,0,1,,,,,0,,,69,125
960,note_on,,,,,32,0,2,,,,,1,,,59,118
960,note_on,,,,,0,0,2,,,,,1,,,52,118
960,note_on,,,,,0,0,1,,,,,0,,,62,125
1024,note_off,,,,,0,0,1,,,,,0,,,62,80
1024,note_off,,,,,64,0,2,,,,,1,,,59,75
1024,note_off,,,,,0,0,2,,,,,1,,,52,75
1024,note_off,,,,,64,0,1,,,,,0,,,69,80
1024,note_off,,,,,0,0,2,,,,,1,,,45,75
1056,note_on,,,,,32,0,2,,,,,1,,,59,118
1056,note_on,,,,,0,0,2,,,,,1,,,45,118
1056,note_on,,,,,0,0,1,,,,,0,,,62,125
1056,note_on,,,,,32,0,1,,,,,0,,,71,125
1056,note_on,,,,,0,0,2,,,,,1,,,52,118
1120,note_off,,,,,64,0,2,,,,,1,,,59,75
1120,note_off,,,,,0,0,2,,,,,1,,,52,75
1120,note_off,,,,,0,0,1,,,,,0,,,62,80
1120,note_off,,,,,64,0,1,,,,,0,,,71,80
1120,note_off,,,,,0,0,2,,,,,1,,,45,75
1152,note_on,,,,,32,0,1,,,,,0,,,73,125
1152,note_on,,,,,0,0,1,,,,,0,,,61,125
