tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,data,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,0,,,,,,,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,0,,,,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,0,,,,,,,,,,,,,
0,end_of_track,0,1,2,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,0,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,0,,,,,,,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,,,250000,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,,,,,,,,
0,midi_port,0,1,0,,,,,,,0,,,,,,,,,,,,,
0,sysex,0,0,0,,,,,,,,"(65, 16, 66, 18, 64, 0, 127, 0, 65)",,,,,,,,,,,,
0,sysex,0,0,0,,,,,,,,"(65, 16, 66, 18, 64, 1, 48, 3, 12)",,,,,,,,,,,,
0,time_signature,0,1,0,,,,,,,,,6,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,,,Gb,,,,,,,
120,control_change,120,0,1,,,,,,,,,,,,,,,0,0,0,,,
120,control_change,0,0,1,,,,,,,,,,,,,,,93,20,0,,,
120,control_change,0,0,1,,,,,,,,,,,,,,,0,0,0,,,
120,control_change,0,0,1,,,,,,,,,,,,,,,91,64,0,,,
122,program_change,2,0,1,,,,,,,,,,,,,,,,,0,0,,
123,control_change,1,0,1,,,,,,,,,,,,,,,7,127,0,,,
1300,set_tempo,1300,1,0,,,,,,,,,,,,,,576923,,,,,,
1320,note_on,1197,0,1,,,,,,,,,,,,,,,,,0,,66,58
1433,note_on,113,0,1,,,,,,,,,,,,,,,,,0,,66,0
1440,note_on,7,0,1,,,,,,,,,,,,,,,,,0,,51,56
1441,note_on,0,0,1,,,,,,,,,,,,,,,,,0,,58,34
1441,note_on,1,0,1,,,,,,,,,,,,,,,,,0,,66,57
1460,control_change,19,0,1,,,,,,,,,,,,,,,64,127,0,,,
1501,note_on,41,0,1,,,,,,,,,,,,,,,,,0,,59,36
1510,note_on,9,0,1,,,,,,,,,,,,,,,,,0,,58,0
1561,note_on,51,0,1,,,,,,,,,,,,,,,,,0,,57,35
1569,note_on,8,0,1,,,,,,,,,,,,,,,,,0,,59,0
1621,note_on,52,0,1,,,,,,,,,,,,,,,,,0,,59,34
1631,note_on,10,0,1,,,,,,,,,,,,,,,,,0,,57,0
1681,note_on,50,0,1,,,,,,,,,,,,,,,,,0,,58,35
1683,control_change,2,0,1,,,,,,,,,,,,,,,64,0,0,,,
1692,note_on,9,0,1,,,,,,,,,,,,,,,,,0,,59,0
1739,note_on,47,0,1,,,,,,,,,,,,,,,,,0,,54,34
1745,note_on,6,0,1,,,,,,,,,,,,,,,,,0,,58,0
1799,note_on,54,0,1,,,,,,,,,,,,,,,,,0,,58,33
1809,note_on,10,0,1,,,,,,,,,,,,,,,,,0,,54,0
1859,note_on,50,0,1,,,,,,,,,,,,,,,,,0,,59,32
1867,note_on,8,0,1,,,,,,,,,,,,,,,,,0,,58,0
