tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,note,velocity,channel
0,time_signature,4,4,24,8,0,1,0,,,,,
0,track_name,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,3,,,59,96,2
0,note_on,,,,,0,0,2,,,67,96,1
0,note_on,,,,,0,0,4,,,55,96,3
0,track_name,,,,,0,1,4,,,,,
0,track_name,,,,,0,1,2,,,,,
0,key_signature,,,,,0,1,0,G,,,,
0,set_tempo,,,,,0,1,0,,300000,,,
0,track_name,,,,,0,1,1,,,,,
0,note_on,,,,,0,0,1,,,74,96,0
2048,note_off,,,,,2048,0,2,,,67,0,1
2048,note_on,,,,,0,0,2,,,67,96,1
2048,note_off,,,,,2048,0,3,,,59,0,2
2048,note_on,,,,,0,0,3,,,59,96,2
2048,note_off,,,,,2048,0,1,,,74,0,0
2048,note_off,,,,,2048,0,4,,,55,0,3
2048,note_on,,,,,0,0,4,,,55,96,3
2048,note_on,,,,,0,0,1,,,74,96,0
3072,note_on,,,,,0,0,3,,,62,96,2
3072,note_off,,,,,1024,0,3,,,59,0,2
4096,note_on,,,,,0,0,3,,,67,96,2
4096,note_on,,,,,0,0,4,,,55,96,3
4096,note_on,,,,,0,0,2,,,71,96,1
4096,note_off,,,,,2048,0,2,,,67,0,1
4096,note_off,,,,,2048,0,4,,,55,0,3
4096,note_off,,,,,1024,0,3,,,62,0,2
4096,note_on,,,,,0,0,1,,,74,96,0
4096,note_off,,,,,2048,0,1,,,74,0,0
6144,note_on,,,,,0,0,1,,,76,96,0
6144,note_off,,,,,2048,0,1,,,74,0,0
6144,note_off,,,,,2048,0,4,,,55,0,3
6144,note_off,,,,,2048,0,2,,,71,0,1
6144,note_on,,,,,0,0,2,,,72,96,1
6144,note_on,,,,,0,0,4,,,60,96,3
6144,note_off,,,,,2048,0,3,,,67,0,2
6144,note_on,,,,,0,0,3,,,67,96,2
8192,note_off,,,,,2048,0,4,,,60,0,3
8192,note_on,,,,,0,0,4,,,48,96,3
8192,note_on,,,,,0,0,3,,,67,96,2
8192,note_off,,,,,2048,0,1,,,76,0,0
8192,note_off,,,,,2048,0,3,,,67,0,2
8192,note_on,,,,,0,0,2,,,72,96,1
8192,note_off,,,,,2048,0,2,,,72,0,1
8192,note_on,,,,,0,0,1,,,76,96,0
10240,note_on,,,,,0,0,2,,,71,96,1
10240,note_off,,,,,2048,0,3,,,67,0,2
10240,note_on,,,,,0,0,4,,,55,96,3
10240,note_off,,,,,2048,0,4,,,48,0,3
10240,note_off,,,,,2048,0,2,,,72,0,1
10240,note_off,,,,,2048,0,1,,,76,0,0
10240,note_on,,,,,0,0,1,,,74,96,0
10240,note_on,,,,,0,0,3,,,67,96,2
14336,note_off,,,,,4096,0,1,,,74,0,0
14336,note_on,,,,,0,0,1,,,71,96,0
14336,note_off,,,,,4096,0,3,,,67,0,2
14336,note_on,,,,,0,0,3,,,62,96,2
14336,note_off,,,,,4096,0,4,,,55,0,3
14336,note_on,,,,,0,0,4,,,55,96,3
14336,note_on,,,,,0,0,2,,,67,96,1
14336,note_off,,,,,4096,0,2,,,71,0,1
16384,note_off,,,,,2048,0,1,,,71,0,0
16384,note_on,,,,,0,0,4,,,54,96,3
16384,note_off,,,,,2048,0,4,,,55,0,3
16384,note_on,,,,,0,0,1,,,72,96,0
16384,note_off,,,,,2048,0,2,,,67,0,1
16384,note_off,,,,,2048,0,3,,,62,0,2
16384,note_on,,,,,0,0,3,,,62,96,2
16384,note_on,,,,,0,0,2,,,69,96,1
18432,note_off,,,,,2048,0,3,,,62,0,2
18432,note_on,,,,,0,0,3,,,62,96,2
18432,note_on,,,,,0,0,2,,,67,96,1
18432,note_off,,,,,2048,0,2,,,69,0,1
18432,note_off,,,,,2048,0,4,,,54,0,3
18432,note_on,,,,,0,0,4,,,55,96,3
18432,note_off,,,,,2048,0,1,,,72,0,0
18432,note_on,,,,,0,0,1,,,71,96,0
20480,note_off,,,,,2048,0,1,,,71,0,0
20480,note_on,,,,,0,0,1,,,69,96,0
20480,note_off,,,,,2048,0,2,,,67,0,1
20480,note_on,,,,,0,0,2,,,66,96,1
20480,note_off,,,,,2048,0,3,,,62,0,2
