tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,0,52,64
0,program_change,0,0,2,,,,,,,0,0,,
0,track_name,0,1,2,,,,,,,,,,
0,program_change,0,0,1,,,,,,,0,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,652174,,,,
0,key_signature,0,1,0,,,,,G,,,,,
0,time_signature,0,1,0,3,8,12,8,,,,,,
0,marker,0,1,0,,,,,,,,,,
60,note_on,60,0,1,,,,,,,,0,67,64
120,note_on,0,0,2,,,,,,,,0,40,64
120,note_on,60,0,1,,,,,,,,0,67,0
120,note_on,0,0,1,,,,,,,,0,69,64
120,note_on,120,0,2,,,,,,,,0,52,0
180,note_on,60,0,1,,,,,,,,0,69,0
180,note_on,0,0,1,,,,,,,,0,71,64
240,note_on,120,0,2,,,,,,,,0,40,0
240,note_on,60,0,1,,,,,,,,0,71,0
240,note_on,0,0,1,,,,,,,,0,72,64
300,note_on,60,0,1,,,,,,,,0,72,0
300,note_on,0,0,1,,,,,,,,0,69,64
360,note_on,60,0,1,,,,,,,,0,69,0
360,note_on,0,0,1,,,,,,,,0,71,64
420,note_on,60,0,1,,,,,,,,0,71,0
420,note_on,0,0,1,,,,,,,,0,67,64
480,note_on,60,0,1,,,,,,,,0,67,0
480,note_on,0,0,1,,,,,,,,0,66,64
540,note_on,60,0,1,,,,,,,,0,66,0
540,note_on,0,0,1,,,,,,,,0,64,64
600,note_on,60,0,1,,,,,,,,0,64,0
600,note_on,0,0,1,,,,,,,,0,63,64
660,note_on,60,0,1,,,,,,,,0,63,0
660,note_on,0,0,1,,,,,,,,0,69,64
720,note_on,0,0,1,,,,,,,,0,67,64
720,note_on,60,0,1,,,,,,,,0,69,0
750,note_on,0,0,1,,,,,,,,0,66,64
750,note_on,30,0,1,,,,,,,,0,67,0
780,note_on,30,0,1,,,,,,,,0,66,0
780,note_on,0,0,1,,,,,,,,0,64,64
780,note_on,540,0,2,,,,,,,,0,55,64
840,note_on,60,0,1,,,,,,,,0,64,0
840,note_on,0,0,1,,,,,,,,0,76,64
840,note_on,60,0,2,,,,,,,,0,55,0
840,note_on,0,0,2,,,,,,,,0,57,64
900,note_on,60,0,2,,,,,,,,0,57,0
900,note_on,0,0,2,,,,,,,,0,59,64
960,note_on,60,0,2,,,,,,,,0,59,0
960,note_on,0,0,2,,,,,,,,0,60,64
960,note_on,120,0,1,,,,,,,,0,76,0
1020,note_on,60,0,2,,,,,,,,0,60,0
1020,note_on,0,0,2,,,,,,,,0,57,64
1080,note_on,60,0,2,,,,,,,,0,57,0
1080,note_on,120,0,1,,,,,,,,0,75,64
1080,note_on,0,0,2,,,,,,,,0,59,64
1110,note_on,0,0,1,,,,,,,,0,73,64
1110,note_on,30,0,1,,,,,,,,0,75,0
1140,note_on,60,0,2,,,,,,,,0,59,0
1140,note_on,0,0,1,,,,,,,,0,71,64
1140,note_on,30,0,1,,,,,,,,0,73,0
1140,note_on,0,0,2,,,,,,,,0,55,64
1200,note_on,0,0,1,,,,,,,,0,81,64
1200,note_on,60,0,1,,,,,,,,0,71,0
1200,note_on,60,0,2,,,,,,,,0,55,0
1200,note_on,0,0,2,,,,,,,,0,54,64
1260,note_on,0,0,2,,,,,,,,0,52,64
1260,note_on,60,0,2,,,,,,,,0,54,0
1320,note_on,60,0,2,,,,,,,,0,52,0
1320,note_on,0,0,2,,,,,,,,0,51,64
1320,note_on,120,0,1,,,,,,,,0,81,0
1380,note_on,60,0,2,,,,,,,,0,51,0
1380,note_on,0,0,2,,,,,,,,0,57,64
1440,note_on,60,0,2,,,,,,,,0,57,0
1440,note_on,0,0,2,,,,,,,,0,55,64
1500,note_on,60,0,2,,,,,,,,0,55,0
1500,note_on,0,0,2,,,,,,,,0,52,64
1500,note_on,180,0,1,,,,,,,,0,67,64
1560,note_on,0,0,1,,,,,,,,0,69,64
1560,note_on,60,0,1,,,,,,,,0,67,0
1560,note_on,0,0,2,,,,,,,,0,54,64
1560,note_on,60,0,2,,,,,,,,0,52,0
1620,note_on,0,0,1,,,,,,,,0,71,64
1620,note_on,60,0,1,,,,,,,,0,69,0
1620,note_on,0,0,2,,,,,,,,0,55,64
1620,note_on,60,0,2,,,,,,,,0,54,0
1680,note_on,60,0,2,,,,,,,,0,55,0
1680,note_on,0,0,1,,,,,,,,0,72,64
1680,note_on,60,0,1,,,,,,,,0,71,0
1680,note_on,0,0,2,,,,,,,,0,57,64
1740,note_on,0,0,2,,,,,,,,0,54,64
1740,note_on,60,0,1,,,,,,,,0,72,0
1740,note_on,60,0,2,,,,,,,,0,57,0
1740,note_on,0,0,1,,,,,,,,0,69,64
1800,note_on,0,0,2,,,,,,,,0,55,64
1800,note_on,60,0,2,,,,,,,,0,54,0
1800,note_on,60,0,1,,,,,,,,0,69,0
1800,note_on,0,0,1,,,,,,,,0,71,64
1860,note_on,60,0,1,,,,,,,,0,71,0
1860,note_on,0,0,1,,,,,,,,0,67,64
1889,note_on,89,0,2,,,,,,,,0,55,0
1920,note_on,31,0,2,,,,,,,,0,57,64
1920,note_on,60,0,1,,,,,,,,0,67,0
1920,note_on,0,0,1,,,,,,,,0,66,64
1980,note_on,0,0,1,,,,,,,,0,64,64
1980,note_on,60,0,1,,,,,,,,0,66,0
2009,note_on,89,0,2,,,,,,,,0,57,0
2040,note_on,60,0,1,,,,,,,,0,64,0
2040,note_on,0,0,1,,,,,,,,0,63,64
2040,note_on,31,0,2,,,,,,,,0,59,64
2100,note_on,60,0,1,,,,,,,,0,63,0
2100,note_on,0,0,1,,,,,,,,0,69,64
2129,note_on,89,0,2,,,,,,,,0,59,0
2160,note_on,31,0,2,,,,,,,,0,52,64
2160,note_on,0,0,1,,,,,,,,0,67,64
2160,note_on,60,0,1,,,,,,,,0,69,0
2220,note_on,0,0,1,,,,,,,,0,71,64
2220,note_on,60,0,1,,,,,,,,0,67,0
2249,note_on,89,0,2,,,,,,,,0,52,0
2280,note_on,31,0,2,,,,,,,,0,50,64
2280,note_on,60,0,1,,,,,,,,0,71,0
2280,note_on,0,0,1,,,,,,,,0,72,64
2340,note_on,60,0,1,,,,,,,,0,72,0
2340,note_on,0,0,1,,,,,,,,0,74,64
2369,note_on,89,0,2,,,,,,,,0,50,0
2400,note_on,0,0,1,,,,,,,,0,76,64
2400,note_on,31,0,2,,,,,,,,0,48,64
2400,note_on,60,0,1,,,,,,,,0,74,0
2460,note_on,0,0,1,,,,,,,,0,72,64
2460,note_on,60,0,1,,,,,,,,0,76,0
2489,note_on,89,0,2,,,,,,,,0,48,0
2520,note_on,0,0,1,,,,,,,,0,74,64
2520,note_on,60,0,1,,,,,,,,0,72,0
2520,note_on,31,0,2,,,,,,,,0,47,64
2580,note_on,0,0,1,,,,,,,,0,71,64
2580,note_on,60,0,1,,,,,,,,0,74,0
2609,note_on,89,0,2,,,,,,,,0,47,0
2640,note_on,0,0,1,,,,,,,,0,69,64
2640,note_on,31,0,2,,,,,,,,0,48,64
2640,note_on,60,0,1,,,,,,,,0,71,0
2700,note_on,60,0,1,,,,,,,,0,69,0
2700,note_on,0,0,1,,,,,,,,0,67,64
2729,note_on,89,0,2,,,,,,,,0,48,0
2760,note_on,31,0,2,,,,,,,,0,50,64
2760,note_on,0,0,1,,,,,,,,0,66,64
2760,note_on,60,0,1,,,,,,,,0,67,0
2820,note_on,60,0,1,,,,,,,,0,66,0
2820,note_on,0,0,1,,,,,,,,0,72,64
2849,note_on,89,0,2,,,,,,,,0,50,0
2880,note_on,31,0,2,,,,,,,,0,43,64
2880,note_on,60,0,1,,,,,,,,0,72,0
2880,note_on,0,0,1,,,,,,,,0,71,64
2940,note_on,60,0,1,,,,,,,,0,71,0
2940,note_on,0,0,1,,,,,,,,0,74,64
2969,note_on,89,0,2,,,,,,,,0,43,0
3000,note_on,0,0,1,,,,,,,,0,76,64
3000,note_on,31,0,2,,,,,,,,0,42,64
3000,note_on,60,0,1,,,,,,,,0,74,0
3060,note_on,0,0,1,,,,,,,,0,78,64
3060,note_on,60,0,1,,,,,,,,0,76,0
3089,note_on,89,0,2,,,,,,,,0,42,0
3120,note_on,31,0,2,,,,,,,,0,40,64
3120,note_on,0,0,1,,,,,,,,0,79,64
3120,note_on,60,0,1,,,,,,,,0,78,0
3180,note_on,0,0,1,,,,,,,,0,76,64
3180,note_on,60,0,1,,,,,,,,0,79,0
3209,note_on,89,0,2,,,,,,,,0,40,0
3240,note_on,0,0,1,,,,,,,,0,78,64
3240,note_on,60,0,1,,,,,,,,0,76,0
3240,note_on,31,0,2,,,,,,,,0,38,64
3300,note_on,0,0,1,,,,,,,,0,74,64
3300,note_on,60,0,1,,,,,,,,0,78,0
3329,note_on,89,0,2,,,,,,,,0,38,0
3360,note_on,0,0,1,,,,,,,,0,73,64
3360,note_on,31,0,2,,,,,,,,0,40,64
3360,note_on,60,0,1,,,,,,,,0,74,0
3420,note_on,0,0,1,,,,,,,,0,71,64
3420,note_on,60,0,1,,,,,,,,0,73,0
3449,note_on,89,0,2,,,,,,,,0,40,0
3480,note_on,0,0,1,,,,,,,,0,70,64
3480,note_on,60,0,1,,,,,,,,0,71,0
