tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,1,55,64
0,note_on,0,0,2,,,,,,,,1,58,64
0,program_change,0,0,2,,,,,,,0,1,,
0,track_name,0,1,2,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,81,72
0,program_change,0,0,1,,,,,,,0,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,
0,set_tempo,0,1,0,,,,,,821918,,,,
22,note_on,22,0,1,,,,,,,,0,81,0
22,note_on,0,0,1,,,,,,,,0,79,48
44,note_on,0,0,1,,,,,,,,0,81,48
44,note_on,22,0,1,,,,,,,,0,79,0
60,note_on,0,0,2,,,,,,,,1,62,64
60,note_on,60,0,2,,,,,,,,1,58,0
66,note_on,22,0,1,,,,,,,,0,81,0
66,note_on,0,0,1,,,,,,,,0,79,49
88,note_on,22,0,1,,,,,,,,0,79,0
88,note_on,0,0,1,,,,,,,,0,81,49
110,note_on,0,0,1,,,,,,,,0,79,49
110,note_on,22,0,1,,,,,,,,0,81,0
120,note_on,60,0,2,,,,,,,,1,62,0
120,note_on,0,0,2,,,,,,,,1,60,64
120,note_on,0,0,2,,,,,,,,1,55,64
120,note_on,0,0,2,,,,,,,,1,55,0
132,note_on,22,0,1,,,,,,,,0,79,0
132,note_on,0,0,1,,,,,,,,0,81,50
154,note_on,0,0,1,,,,,,,,0,79,50
154,note_on,22,0,1,,,,,,,,0,81,0
176,note_on,0,0,1,,,,,,,,0,81,50
176,note_on,22,0,1,,,,,,,,0,79,0
180,note_on,0,0,2,,,,,,,,1,63,64
180,note_on,60,0,2,,,,,,,,1,60,0
198,note_on,22,0,1,,,,,,,,0,81,0
198,note_on,0,0,1,,,,,,,,0,79,51
220,note_on,0,0,1,,,,,,,,0,81,51
220,note_on,22,0,1,,,,,,,,0,79,0
240,note_on,60,0,2,,,,,,,,1,63,0
240,note_on,0,0,2,,,,,,,,1,55,0
240,note_on,0,0,2,,,,,,,,1,55,64
