tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,set_tempo,1000000,0,1,0,,,,,,,,
0,program_change,,0,0,1,,,,,19,0,,
0,track_name,,0,1,1,,,,,,,,
0,track_name,,0,1,2,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,
0,track_name,,0,1,3,,,,,,,,
96,note_on,,96,0,1,,,,,,0,59,92
192,note_on,,0,0,1,,,,,,0,64,92
192,note_off,,96,0,1,,,,,,0,59,64
288,note_on,,0,0,1,,,,,,0,67,92
288,note_off,,96,0,1,,,,,,0,64,64
384,note_on,,0,0,1,,,,,,0,66,92
384,note_off,,96,0,1,,,,,,0,67,64
480,note_on,,480,0,2,,,,,,0,60,92
480,note_off,,96,0,1,,,,,,0,66,64
576,note_on,,0,0,2,,,,,,0,59,92
576,note_off,,96,0,2,,,,,,0,60,64
672,note_on,,0,0,2,,,,,,0,57,92
672,note_off,,96,0,2,,,,,,0,59,64
768,note_off,,96,0,2,,,,,,0,57,64
768,note_on,,0,0,2,,,,,,0,55,92
864,note_on,,0,0,2,,,,,,0,59,92
864,note_off,,96,0,2,,,,,,0,55,64
960,note_on,,0,0,2,,,,,,0,55,92
960,note_off,,96,0,2,,,,,,0,59,64
1056,note_on,,0,0,2,,,,,,0,52,92
1056,note_off,,96,0,2,,,,,,0,55,64
1152,note_on,,0,0,2,,,,,,0,59,92
1152,note_off,,96,0,2,,,,,,0,52,64
1248,note_on,,0,0,2,,,,,,0,54,92
1248,note_off,,96,0,2,,,,,,0,59,64
1344,note_on,,0,0,2,,,,,,0,51,92
1344,note_off,,96,0,2,,,,,,0,54,64
1440,note_on,,0,0,2,,,,,,0,47,92
1440,note_off,,96,0,2,,,,,,0,51,64
1536,note_on,,0,0,2,,,,,,0,52,92
1536,note_off,,96,0,2,,,,,,0,47,64
1632,note_off,,96,0,2,,,,,,0,52,64
1632,note_on,,0,0,2,,,,,,0,59,92
1728,note_off,,96,0,2,,,,,,0,59,64
1728,note_on,,0,0,2,,,,,,0,55,92
