tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,control,value,channel,program,note,velocity
0,time_signature,3,4,96,8,0,1,0,,,,,,,
0,program_change,,,,,0,0,8,,,,9,41,,
0,control_change,,,,,0,0,8,,0,0,9,,,
0,track_name,,,,,0,1,8,,,,,,,
0,set_tempo,,,,,0,1,7,1714285,,,,,,
0,time_signature,3,4,96,8,0,1,7,,,,,,,
0,control_change,,,,,0,0,5,,0,0,6,,,
0,control_change,,,,,0,0,7,,0,0,8,,,
0,time_signature,3,4,96,8,0,1,8,,,,,,,
0,track_name,,,,,0,1,7,,,,,,,
0,control_change,,,,,0,0,11,,0,0,13,,,
0,program_change,,,,,0,0,11,,,,13,6,,
0,time_signature,3,4,96,8,0,1,11,,,,,,,
0,set_tempo,,,,,0,1,11,1714285,,,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,control_change,,,,,0,0,2,,0,0,3,,,
0,program_change,,,,,0,0,2,,,,3,68,,
0,track_name,,,,,0,1,11,,,,,,,
0,time_signature,3,4,96,8,0,1,2,,,,,,,
0,set_tempo,,,,,0,1,8,1714285,,,,,,
0,control_change,,,,,0,0,4,,0,0,5,,,
0,program_change,,,,,0,0,5,,,,6,40,,
0,time_signature,3,4,96,8,0,1,5,,,,,,,
0,set_tempo,,,,,0,1,5,1714285,,,,,,
0,set_tempo,,,,,0,1,10,1714285,,,,,,
0,time_signature,3,4,96,8,0,1,10,,,,,,,
0,program_change,,,,,0,0,10,,,,12,43,,
0,control_change,,,,,0,0,10,,0,0,12,,,
0,track_name,,,,,0,1,4,,,,,,,
0,track_name,,,,,0,1,10,,,,,,,
0,time_signature,3,4,96,8,0,1,4,,,,,,,
0,set_tempo,,,,,0,1,9,1714285,,,,,,
0,time_signature,3,4,96,8,0,1,9,,,,,,,
0,program_change,,,,,0,0,9,,,,11,42,,
0,control_change,,,,,0,0,9,,0,0,11,,,
0,track_name,,,,,0,1,9,,,,,,,
0,program_change,,,,,0,0,4,,,,5,70,,
0,set_tempo,,,,,0,1,4,1714285,,,,,,
0,set_tempo,,,,,0,1,2,1714285,,,,,,
0,program_change,,,,,0,0,7,,,,8,40,,
0,track_name,,,,,0,1,5,,,,,,,
0,control_change,,,,,0,0,6,,0,0,7,,,
0,program_change,,,,,0,0,6,,,,7,40,,
0,time_signature,3,4,96,8,0,1,6,,,,,,,
0,control_change,,,,,0,0,3,,0,0,4,,,
0,program_change,,,,,0,0,3,,,,4,68,,
0,time_signature,3,4,96,8,0,1,3,,,,,,,
