tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,1,4,96,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,4,,,10,105,2,,,,
0,control_change,,,,,0,0,4,,,0,0,2,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,key_signature,,,,,0,1,3,,,,,,,C,,
0,program_change,,,,,0,0,3,,,,,1,68,,,
0,control_change,,,,,0,0,3,,,7,127,1,,,,
0,control_change,,,,,0,0,3,,,10,24,1,,,,
0,control_change,,,,,0,0,3,,,0,0,1,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,10,,,,,,,C,,
0,note_on,,,,,0,0,2,,,,,3,,,69,93
0,key_signature,,,,,0,1,2,,,,,,,C,,
0,program_change,,,,,0,0,2,,,,,3,73,,,
0,control_change,,,,,0,0,2,,,7,127,3,,,,
0,control_change,,,,,0,0,2,,,10,84,3,,,,
0,control_change,,,,,0,0,4,,,7,127,2,,,,
0,control_change,,,,,0,0,2,,,0,0,3,,,,
0,program_change,,,,,0,0,4,,,,,2,68,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,track_name,,,,,0,1,10,,,,,,,,,
0,end_of_track,,,,,0,1,9,,,,,,,,,
0,key_signature,,,,,0,1,9,,,,,,,C,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,end_of_track,,,,,0,1,8,,,,,,,,,
0,key_signature,,,,,0,1,8,,,,,,,C,,
0,track_name,,,,,0,1,8,,,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,key_signature,,,,,0,1,7,,,,,,,C,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,key_signature,,,,,0,1,6,,,,,,,C,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,end_of_track,,,,,0,1,10,,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,key_signature,,,,,0,1,1,,,,,,,C,,
0,program_change,,,,,0,0,1,,,,,0,40,,,
0,control_change,,,,,0,0,1,,,7,127,0,,,,
0,control_change,,,,,0,0,1,,,10,39,0,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,set_tempo,,,,,0,1,0,,808625,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
320,note_off,,,,,320,0,2,,,,,3,,,69,0
384,note_on,,,,,384,0,4,,,,,2,,,69,60
