tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,1,50,64
0,program_change,0,0,2,,,,,,,0,1,,
0,track_name,0,1,2,,,,,,,,,,
0,program_change,0,0,1,,,,,,,0,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,800000,,,,
0,key_signature,0,1,0,,,,,C,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,
115,note_on,115,0,2,,,,,,,,1,50,0
120,note_on,5,0,2,,,,,,,,1,50,64
180,note_on,180,0,1,,,,,,,,0,69,64
235,note_on,115,0,2,,,,,,,,1,50,0
240,note_on,5,0,2,,,,,,,,1,50,64
240,note_on,60,0,1,,,,,,,,0,69,0
240,note_on,0,0,1,,,,,,,,0,65,64
280,note_on,0,0,1,,,,,,,,0,62,64
280,note_on,40,0,1,,,,,,,,0,65,0
320,note_on,40,0,1,,,,,,,,0,62,0
320,note_on,0,0,1,,,,,,,,0,69,64
355,note_on,115,0,2,,,,,,,,1,50,0
360,note_on,40,0,1,,,,,,,,0,69,0
360,note_on,0,0,1,,,,,,,,0,65,64
360,note_on,5,0,2,,,,,,,,1,50,64
400,note_on,40,0,1,,,,,,,,0,65,0
400,note_on,0,0,1,,,,,,,,0,62,64
440,note_on,40,0,1,,,,,,,,0,62,0
440,note_on,0,0,1,,,,,,,,0,74,64
475,note_on,115,0,2,,,,,,,,1,50,0
480,note_on,0,0,1,,,,,,,,0,70,64
480,note_on,5,0,2,,,,,,,,1,50,64
480,note_on,40,0,1,,,,,,,,0,74,0
520,note_on,40,0,1,,,,,,,,0,70,0
520,note_on,0,0,1,,,,,,,,0,67,64
560,note_on,40,0,1,,,,,,,,0,67,0
560,note_on,0,0,1,,,,,,,,0,70,64
595,note_on,115,0,2,,,,,,,,1,50,0
600,note_on,0,0,1,,,,,,,,0,67,64
600,note_on,40,0,1,,,,,,,,0,70,0
