tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity
0,time_signature,2,2,48,8,0,1,0,,,,,,,
0,program_change,,,,,0,0,2,,,,6,1,,
0,midi_port,,,,,0,1,3,,,0,,,,
0,track_name,,,,,0,1,3,,,,,,,
0,program_change,,,,,0,0,3,,,,6,2,,
0,midi_port,,,,,0,1,4,,,0,,,,
0,track_name,,,,,0,1,4,,,,,,,
0,track_name,,,,,0,1,2,,,,,,,
0,note_on,,,,,0,0,1,,,,,0,70,64
0,program_change,,,,,0,0,1,,,,6,0,,
0,track_name,,,,,0,1,1,,,,,,,
0,program_change,,,,,0,0,4,,,,6,3,,
0,midi_port,,,,,0,1,2,,,0,,,,
0,key_signature,,,,,0,1,0,C,,,,,,
0,program_change,,,,,0,0,5,,,,6,4,,
0,track_name,,,,,0,1,5,,,,,,,
0,set_tempo,,,,,0,1,0,,419580,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,
0,midi_port,,,,,0,1,5,,,0,,,,
480,note_on,,,,,480,0,1,,,,,0,70,0
480,note_on,,,,,0,0,1,,,,,0,65,64
960,note_on,,,,,480,0,1,,,,,0,65,0
1200,note_on,,,,,240,0,1,,,,,0,78,64
1440,note_on,,,,,240,0,1,,,,,0,78,0
1440,note_on,,,,,0,0,1,,,,,0,77,64
1680,note_on,,,,,0,0,1,,,,,0,75,64
1680,note_on,,,,,240,0,1,,,,,0,77,0
1920,note_on,,,,,0,0,1,,,,,0,73,64
1920,note_on,,,,,240,0,1,,,,,0,75,0
1920,note_on,,,,,1920,0,2,,,,,1,65,64
2160,note_on,,,,,0,0,1,,,,,0,72,64
2160,note_on,,,,,240,0,1,,,,,0,73,0
2400,note_on,,,,,0,0,2,,,,,1,58,64
2400,note_on,,,,,480,0,2,,,,,1,65,0
2400,note_on,,,,,0,0,1,,,,,0,73,64
2400,note_on,,,,,240,0,1,,,,,0,72,0
2640,note_on,,,,,240,0,1,,,,,0,73,0
2640,note_on,,,,,0,0,1,,,,,0,75,64
2880,note_on,,,,,240,0,1,,,,,0,75,0
2880,note_on,,,,,480,0,2,,,,,1,58,0
2880,note_on,,,,,0,0,1,,,,,0,77,64
3120,note_on,,,,,240,0,1,,,,,0,77,0
3120,note_on,,,,,240,0,2,,,,,1,73,64
3120,note_on,,,,,0,0,1,,,,,0,76,64
3240,note_on,,,,,0,0,1,,,,,0,77,64
3240,note_on,,,,,120,0,1,,,,,0,76,0
3360,note_on,,,,,0,0,2,,,,,1,72,64
3360,note_on,,,,,0,0,1,,,,,0,79,64
3360,note_on,,,,,120,0,1,,,,,0,77,0
3360,note_on,,,,,240,0,2,,,,,1,73,0
3600,note_on,,,,,240,0,2,,,,,1,72,0
3600,note_on,,,,,0,0,2,,,,,1,70,64
3840,note_on,,,,,240,0,2,,,,,1,70,0
3840,note_on,,,,,0,0,2,,,,,1,68,64
4080,note_on,,,,,0,0,1,,,,,0,80,64
4080,note_on,,,,,720,0,1,,,,,0,79,0
4080,note_on,,,,,240,0,2,,,,,1,68,0
4080,note_on,,,,,0,0,2,,,,,1,67,64
4200,note_on,,,,,120,0,1,,,,,0,80,0
4200,note_on,,,,,0,0,1,,,,,0,79,64
4320,note_on,,,,,120,0,1,,,,,0,79,0
4320,note_on,,,,,0,0,2,,,,,1,68,64
4320,note_on,,,,,0,0,1,,,,,0,77,64
4320,note_on,,,,,240,0,2,,,,,1,67,0
4560,note_on,,,,,240,0,2,,,,,1,68,0
4560,note_on,,,,,0,0,2,,,,,1,70,64
4800,note_on,,,,,240,0,2,,,,,1,70,0
4800,note_on,,,,,0,0,2,,,,,1,72,64
5040,note_on,,,,,0,0,1,,,,,0,75,64
5040,note_on,,,,,720,0,1,,,,,0,77,0
5160,note_on,,,,,0,0,1,,,,,0,73,64
5160,note_on,,,,,120,0,1,,,,,0,75,0
5280,note_on,,,,,0,0,1,,,,,0,75,64
5280,note_on,,,,,120,0,1,,,,,0,73,0
5520,note_on,,,,,720,0,2,,,,,1,72,0
5520,note_on,,,,,0,0,2,,,,,1,70,64
5520,note_on,,,,,240,0,1,,,,,0,75,0
5520,note_on,,,,,0,0,1,,,,,0,77,64
5640,note_on,,,,,0,0,2,,,,,1,69,64
5640,note_on,,,,,120,0,2,,,,,1,70,0
5760,note_on,,,,,0,0,2,,,,,1,70,64
5760,note_on,,,,,0,0,1,,,,,0,78,64
5760,note_on,,,,,240,0,1,,,,,0,77,0
5760,note_on,,,,,120,0,2,,,,,1,69,0
6000,note_on,,,,,240,0,2,,,,,1,70,0
6000,note_on,,,,,0,0,2,,,,,1,72,64
6240,note_on,,,,,240,0,2,,,,,1,72,0
6240,note_on,,,,,0,0,2,,,,,1,73,64
6480,note_on,,,,,0,0,1,,,,,0,77,64
6480,note_on,,,,,720,0,1,,,,,0,78,0
6600,note_on,,,,,0,0,1,,,,,0,75,64
6600,note_on,,,,,120,0,1,,,,,0,77,0
6720,note_on,,,,,0,0,1,,,,,0,77,64
6720,note_on,,,,,120,0,1,,,,,0,75,0
6960,note_on,,,,,720,0,2,,,,,1,73,0
6960,note_on,,,,,0,0,1,,,,,0,79,64
6960,note_on,,,,,0,0,2,,,,,1,72,64
6960,note_on,,,,,240,0,1,,,,,0,77,0
7080,note_on,,,,,0,0,2,,,,,1,70,64
7080,note_on,,,,,120,0,2,,,,,1,72,0
7200,note_on,,,,,0,0,2,,,,,1,72,64
7200,note_on,,,,,120,0,2,,,,,1,70,0
7200,note_on,,,,,240,0,1,,,,,0,79,0
7200,note_on,,,,,0,0,1,,,,,0,80,64
7440,note_on,,,,,0,0,2,,,,,1,74,64
7440,note_on,,,,,240,0,2,,,,,1,72,0
7680,note_on,,,,,240,0,2,,,,,1,74,0
7680,note_on,,,,,0,0,2,,,,,1,75,64
7920,note_on,,,,,720,0,1,,,,,0,80,0
7920,note_on,,,,,0,0,1,,,,,0,79,64
