tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,1,8,96,8,0,1,0,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,Bm,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,control_change,,,,,0,0,6,,,0,0,5,,,,
0,control_change,,,,,0,0,6,,,10,21,5,,,,
0,control_change,,,,,0,0,6,,,7,127,5,,,,
0,program_change,,,,,0,0,6,,,,,5,42,,,
0,key_signature,,,,,0,1,6,,,,,,,Bm,,
0,note_on,,,,,0,0,6,,,,,5,,,47,96
0,program_change,,,,,0,0,5,,,,,4,41,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,control_change,,,,,0,0,7,,,10,63,6,,,,
0,control_change,,,,,0,0,7,,,7,127,6,,,,
0,program_change,,,,,0,0,7,,,,,6,43,,,
0,key_signature,,,,,0,1,7,,,,,,,C,,
0,note_on,,,,,0,0,7,,,,,6,,,35,96
0,track_name,,,,,0,1,8,,,,,,,,,
0,control_change,,,,,0,0,8,,,0,0,7,,,,
0,control_change,,,,,0,0,8,,,10,75,7,,,,
0,control_change,,,,,0,0,7,,,0,0,6,,,,
0,control_change,,,,,0,0,5,,,7,127,4,,,,
0,control_change,,,,,0,0,5,,,10,109,4,,,,
0,control_change,,,,,0,0,5,,,0,0,4,,,,
0,control_change,,,,,0,0,2,,,10,84,1,,,,
0,control_change,,,,,0,0,2,,,7,127,1,,,,
0,program_change,,,,,0,0,2,,,,,1,40,,,
0,key_signature,,,,,0,1,2,,,,,,,Bm,,
0,note_on,,,,,0,0,2,,,,,1,,,66,103
0,track_name,,,,,0,1,3,,,,,,,,,
0,control_change,,,,,0,0,3,,,0,0,2,,,,
0,control_change,,,,,0,0,3,,,10,24,2,,,,
0,control_change,,,,,0,0,3,,,93,48,2,,,,
0,control_change,,,,,0,0,3,,,7,127,2,,,,
0,program_change,,,,,0,0,3,,,,,2,40,,,
0,key_signature,,,,,0,1,3,,,,,,,Bm,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,control_change,,,,,0,0,4,,,0,0,3,,,,
0,control_change,,,,,0,0,4,,,10,105,3,,,,
0,control_change,,,,,0,0,4,,,7,127,3,,,,
0,program_change,,,,,0,0,4,,,,,3,40,,,
0,key_signature,,,,,0,1,4,,,,,,,Bm,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,control_change,,,,,0,0,8,,,7,127,7,,,,
0,program_change,,,,,0,0,8,,,,,7,19,,,
0,key_signature,,,,,0,1,8,,,,,,,Bm,,
0,key_signature,,,,,0,1,17,,,,,,,C,,
0,control_change,,,,,0,0,12,,,10,63,12,,,,
0,control_change,,,,,0,0,12,,,7,127,12,,,,
0,program_change,,,,,0,0,12,,,,,12,48,,,
0,key_signature,,,,,0,1,12,,,,,,,C,,
0,note_on,,,,,0,0,12,,,,,12,,,35,84
0,note_on,,,,,0,0,12,,,,,12,,,47,84
0,track_name,,,,,0,1,13,,,,,,,,,
0,key_signature,,,,,0,1,13,,,,,,,C,,
0,end_of_track,,,,,0,1,13,,,,,,,,,
0,track_name,,,,,0,1,14,,,,,,,,,
0,key_signature,,,,,0,1,14,,,,,,,C,,
0,end_of_track,,,,,0,1,14,,,,,,,,,
0,track_name,,,,,0,1,15,,,,,,,,,
0,key_signature,,,,,0,1,15,,,,,,,C,,
0,end_of_track,,,,,0,1,15,,,,,,,,,
0,track_name,,,,,0,1,16,,,,,,,,,
0,key_signature,,,,,0,1,16,,,,,,,C,,
0,end_of_track,,,,,0,1,16,,,,,,,,,
0,track_name,,,,,0,1,17,,,,,,,,,
0,control_change,,,,,0,0,12,,,0,0,12,,,,
0,control_change,,,,,0,0,2,,,0,0,1,,,,
0,track_name,,,,,0,1,12,,,,,,,,,
0,program_change,,,,,0,0,11,,,,,11,48,,,
0,track_name,,,,,0,1,9,,,,,,,,,
0,control_change,,,,,0,0,9,,,0,0,8,,,,
0,control_change,,,,,0,0,9,,,10,52,8,,,,
0,control_change,,,,,0,0,9,,,7,127,8,,,,
0,program_change,,,,,0,0,9,,,,,8,19,,,
0,key_signature,,,,,0,1,9,,,,,,,C,,
0,note_on,,,,,0,0,9,,,,,8,,,35,100
0,note_on,,,,,0,0,9,,,,,8,,,47,100
0,track_name,,,,,0,1,10,,,,,,,,,
0,control_change,,,,,0,0,10,,,0,0,10,,,,
0,control_change,,,,,0,0,10,,,10,21,10,,,,
