tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,
0,program_change,,,,,0,0,3,,,,6,2,,
0,track_name,,,,,0,1,3,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,
0,note_on,,,,,0,0,2,,,,,1,67,54
0,note_on,,,,,0,0,2,,,,,1,71,54
0,program_change,,,,,0,0,2,,,,6,1,,
0,track_name,,,,,0,1,2,,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,
0,note_on,,,,,0,0,1,,,,,0,76,68
0,program_change,,,,,0,0,1,,,,6,0,,
0,track_name,,,,,0,1,1,,,,,,,
0,midi_port,,,,,0,1,1,,,0,,,,
0,note_on,,,,,0,0,3,,,,,2,52,56
0,key_signature,,,,,0,1,0,C,,,,,,
0,set_tempo,,,,,0,1,0,,1111111,,,,,
60,note_on,,,,,0,0,3,,,,,2,55,56
60,note_on,,,,,60,0,3,,,,,2,52,0
120,note_on,,,,,0,0,3,,,,,2,57,56
120,note_on,,,,,60,0,3,,,,,2,55,0
120,note_on,,,,,120,0,2,,,,,1,67,0
120,note_on,,,,,0,0,2,,,,,1,71,0
180,note_on,,,,,60,0,3,,,,,2,57,0
180,note_on,,,,,0,0,3,,,,,2,59,56
240,note_on,,,,,60,0,3,,,,,2,59,0
240,note_on,,,,,0,0,3,,,,,2,57,56
300,note_on,,,,,60,0,3,,,,,2,57,0
300,note_on,,,,,0,0,3,,,,,2,59,56
360,note_on,,,,,60,0,3,,,,,2,59,0
360,note_on,,,,,0,0,3,,,,,2,57,56
420,note_on,,,,,60,0,3,,,,,2,57,0
420,note_on,,,,,0,0,3,,,,,2,55,56
480,note_on,,,,,360,0,2,,,,,1,71,54
480,note_on,,,,,0,0,2,,,,,1,67,54
480,note_on,,,,,60,0,3,,,,,2,55,0
480,note_on,,,,,0,0,3,,,,,2,52,56
540,note_on,,,,,60,0,3,,,,,2,52,0
540,note_on,,,,,0,0,3,,,,,2,55,56
600,note_on,,,,,600,0,1,,,,,0,76,0
600,note_on,,,,,0,0,3,,,,,2,57,56
600,note_on,,,,,120,0,2,,,,,1,67,0
600,note_on,,,,,0,0,2,,,,,1,71,0
600,note_on,,,,,0,0,1,,,,,0,78,68
600,note_on,,,,,60,0,3,,,,,2,55,0
630,note_on,,,,,30,0,1,,,,,0,78,0
630,note_on,,,,,0,0,1,,,,,0,76,68
660,note_on,,,,,60,0,3,,,,,2,57,0
660,note_on,,,,,0,0,3,,,,,2,59,56
660,note_on,,,,,0,0,1,,,,,0,75,68
660,note_on,,,,,30,0,1,,,,,0,76,0
690,note_on,,,,,30,0,1,,,,,0,75,0
690,note_on,,,,,0,0,1,,,,,0,76,68
720,note_on,,,,,0,0,3,,,,,2,57,56
720,note_on,,,,,60,0,3,,,,,2,59,0
720,note_on,,,,,30,0,1,,,,,0,76,0
720,note_on,,,,,0,0,1,,,,,0,78,72
735,note_on,,,,,15,0,1,,,,,0,76,52
737,note_on,,,,,2,0,1,,,,,0,78,0
750,note_on,,,,,13,0,1,,,,,0,78,54
752,note_on,,,,,2,0,1,,,,,0,76,0
765,note_on,,,,,13,0,1,,,,,0,76,57
767,note_on,,,,,2,0,1,,,,,0,78,0
780,note_on,,,,,0,0,3,,,,,2,59,56
780,note_on,,,,,60,0,3,,,,,2,57,0
780,note_on,,,,,13,0,1,,,,,0,78,59
782,note_on,,,,,2,0,1,,,,,0,76,0
795,note_on,,,,,13,0,1,,,,,0,76,72
797,note_on,,,,,2,0,1,,,,,0,78,0
840,note_on,,,,,0,0,3,,,,,2,57,56
840,note_on,,,,,60,0,3,,,,,2,59,0
900,note_on,,,,,0,0,3,,,,,2,55,56
900,note_on,,,,,103,0,1,,,,,0,76,0
900,note_on,,,,,0,0,1,,,,,0,75,68
900,note_on,,,,,60,0,3,,,,,2,57,0
930,note_on,,,,,0,0,1,,,,,0,76,68
930,note_on,,,,,30,0,1,,,,,0,75,0
960,note_on,,,,,30,0,1,,,,,0,76,0
960,note_on,,,,,0,0,3,,,,,2,52,56
960,note_on,,,,,0,0,1,,,,,0,78,68
960,note_on,,,,,360,0,2,,,,,1,69,54
960,note_on,,,,,0,0,2,,,,,1,72,54
960,note_on,,,,,60,0,3,,,,,2,55,0
1020,note_on,,,,,0,0,3,,,,,2,57,56
1020,note_on,,,,,60,0,3,,,,,2,52,0
1080,note_on,,,,,60,0,3,,,,,2,57,0
1080,note_on,,,,,0,0,3,,,,,2,59,56
1080,note_on,,,,,120,0,2,,,,,1,72,0
1080,note_on,,,,,0,0,2,,,,,1,69,0
1140,note_on,,,,,60,0,3,,,,,2,59,0
1140,note_on,,,,,0,0,3,,,,,2,60,56
1200,note_on,,,,,60,0,3,,,,,2,60,0
1200,note_on,,,,,0,0,3,,,,,2,59,56
1260,note_on,,,,,60,0,3,,,,,2,59,0
1260,note_on,,,,,0,0,3,,,,,2,60,56
1320,note_on,,,,,60,0,3,,,,,2,60,0
1320,note_on,,,,,0,0,3,,,,,2,59,56
1380,note_on,,,,,60,0,3,,,,,2,59,0
