tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,3,8,12,8,0,1,0,,,,,,,,,
0,program_change,,,,,0,0,1,,,,0,0,,,,
0,control_change,,,,,0,0,1,,,,,0,7,101,,
0,control_change,,,,,0,0,1,,,,,0,10,64,,
0,control_change,,,,,0,0,1,,,,,0,7,98,,
0,control_change,,,,,0,0,1,,,,,0,93,98,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,control_change,,,,,0,0,3,,,,,2,93,92,,
0,control_change,,,,,0,0,3,,,,,2,7,91,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,control_change,,,,,0,0,3,,,,,2,10,64,,
0,program_change,,,,,0,0,3,,,,0,2,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,control_change,,,,,0,0,2,,,,,1,93,100,,
0,control_change,,,,,0,0,2,,,,,1,7,96,,
0,control_change,,,,,0,0,2,,,,,1,10,64,,
0,control_change,,,,,0,0,2,,,,,1,7,95,,
0,program_change,,,,,0,0,2,,,,0,1,,,,
0,control_change,,,,,0,0,3,,,,,2,7,66,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,key_signature,,,,,0,1,0,D,,,,,,,,
0,set_tempo,,,,,0,1,0,,705882,,,,,,,
5,set_tempo,,,,,5,1,0,,755668,,,,,,,
10,control_change,,,,,10,0,3,,,,,2,7,95,,
120,note_on,,,,,120,0,1,,,,,0,,,62,127
120,note_on,,,,,120,0,2,,,,,1,,,50,127
130,control_change,,,,,120,0,3,,,,,2,7,96,,
144,note_on,,,,,24,0,1,,,,,0,,,62,0
144,note_on,,,,,24,0,2,,,,,1,,,50,0
150,note_on,,,,,6,0,2,,,,,1,,,49,127
150,note_on,,,,,6,0,1,,,,,0,,,64,127
174,note_on,,,,,24,0,2,,,,,1,,,49,0
174,note_on,,,,,24,0,1,,,,,0,,,64,0
180,note_on,,,,,6,0,1,,,,,0,,,66,127
180,note_on,,,,,6,0,2,,,,,1,,,50,127
204,note_on,,,,,24,0,2,,,,,1,,,50,0
204,note_on,,,,,24,0,1,,,,,0,,,66,0
210,note_on,,,,,6,0,2,,,,,1,,,55,127
210,note_on,,,,,6,0,1,,,,,0,,,64,127
234,note_on,,,,,24,0,1,,,,,0,,,64,0
234,note_on,,,,,24,0,2,,,,,1,,,55,0
240,note_on,,,,,6,0,2,,,,,1,,,59,127
240,note_on,,,,,6,0,1,,,,,0,,,67,127
264,note_on,,,,,24,0,1,,,,,0,,,67,0
264,note_on,,,,,24,0,2,,,,,1,,,59,0
270,note_on,,,,,6,0,1,,,,,0,,,66,127
270,note_on,,,,,6,0,2,,,,,1,,,57,127
294,note_on,,,,,24,0,1,,,,,0,,,66,0
294,note_on,,,,,24,0,2,,,,,1,,,57,0
300,note_on,,,,,6,0,1,,,,,0,,,64,127
300,note_on,,,,,6,0,2,,,,,1,,,55,127
324,note_on,,,,,24,0,2,,,,,1,,,55,0
324,note_on,,,,,24,0,1,,,,,0,,,64,0
330,note_on,,,,,6,0,1,,,,,0,,,62,127
330,note_on,,,,,6,0,2,,,,,1,,,54,127
354,note_on,,,,,24,0,1,,,,,0,,,62,0
354,note_on,,,,,24,0,2,,,,,1,,,54,0
