tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,set_tempo,750000,0,1,0,,,,,,,,
0,track_name,,0,1,3,,,,,,,,
0,note_on,,0,0,3,,,,,,0,60,102
0,note_on,,0,0,2,,,,,,0,75,92
0,note_on,,0,0,1,,,,,,0,79,92
0,program_change,,0,0,1,,,,,19,0,,
0,track_name,,0,1,1,,,,,,,,
0,track_name,,0,1,2,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,
192,note_on,,0,0,3,,,,,,0,48,102
192,note_off,,192,0,3,,,,,,0,60,64
384,note_on,,0,0,1,,,,,,0,63,92
384,note_off,,192,0,3,,,,,,0,48,64
384,note_off,,384,0,2,,,,,,0,75,64
384,note_on,,0,0,2,,,,,,0,60,92
384,note_off,,384,0,1,,,,,,0,79,64
480,note_on,,0,0,1,,,,,,0,62,92
480,note_off,,96,0,2,,,,,,0,60,64
480,note_off,,96,0,1,,,,,,0,63,64
480,note_on,,0,0,2,,,,,,0,59,92
576,note_off,,96,0,2,,,,,,0,59,64
576,note_on,,0,0,1,,,,,,0,63,92
576,note_off,,96,0,1,,,,,,0,62,64
576,note_on,,0,0,2,,,,,,0,60,92
672,note_on,,0,0,1,,,,,,0,65,92
672,note_off,,96,0,1,,,,,,0,63,64
672,note_on,,0,0,2,,,,,,0,62,92
672,note_off,,96,0,2,,,,,,0,60,64
768,note_off,,96,0,2,,,,,,0,62,64
768,note_off,,96,0,1,,,,,,0,65,64
768,note_on,,0,0,1,,,,,,0,67,92
768,note_on,,0,0,2,,,,,,0,63,92
960,note_off,,192,0,1,,,,,,0,67,64
960,note_on,,0,0,1,,,,,,0,79,92
960,note_on,,0,0,2,,,,,,0,75,92
960,note_off,,192,0,2,,,,,,0,63,64
1152,note_on,,0,0,2,,,,,,0,74,92
1152,note_off,,192,0,2,,,,,,0,75,64
1152,note_off,,192,0,1,,,,,,0,79,64
1152,note_on,,0,0,1,,,,,,0,77,92
1200,note_on,,0,0,1,,,,,,0,79,92
1200,note_on,,0,0,2,,,,,,0,75,92
1200,note_off,,48,0,2,,,,,,0,74,64
1200,note_off,,48,0,1,,,,,,0,77,64
1248,note_on,,0,0,1,,,,,,0,77,92
1248,note_off,,48,0,1,,,,,,0,79,64
1248,note_on,,0,0,2,,,,,,0,74,92
1248,note_off,,48,0,2,,,,,,0,75,64
1344,note_on,,0,0,2,,,,,,0,72,92
1344,note_off,,96,0,2,,,,,,0,74,64
1344,note_off,,96,0,1,,,,,,0,77,64
1344,note_on,,0,0,1,,,,,,0,75,92
1536,note_off,,192,0,1,,,,,,0,75,64
1536,note_on,,0,0,1,,,,,,0,77,92
1536,note_off,,192,0,2,,,,,,0,72,64
1536,note_on,,0,0,2,,,,,,0,74,92
1536,note_on,,1152,0,3,,,,,,0,55,102
1728,note_off,,192,0,3,,,,,,0,55,64
1728,note_on,,0,0,3,,,,,,0,43,102
1920,note_on,,0,0,1,,,,,,0,62,92
1920,note_off,,384,0,1,,,,,,0,77,64
1920,note_off,,384,0,2,,,,,,0,74,64
1920,note_on,,0,0,2,,,,,,0,59,92
1920,note_off,,192,0,3,,,,,,0,43,64
2016,note_off,,96,0,2,,,,,,0,59,64
2016,note_on,,0,0,2,,,,,,0,57,92
2016,note_off,,96,0,1,,,,,,0,62,64
2016,note_on,,0,0,1,,,,,,0,60,92
2112,note_off,,96,0,2,,,,,,0,57,64
2112,note_on,,0,0,1,,,,,,0,62,92
2112,note_on,,0,0,2,,,,,,0,59,92
2112,note_off,,96,0,1,,,,,,0,60,64
2208,note_on,,0,0,1,,,,,,0,63,92
2208,note_on,,0,0,2,,,,,,0,60,92
2208,note_off,,96,0,1,,,,,,0,62,64
2208,note_off,,96,0,2,,,,,,0,59,64
2304,note_off,,96,0,2,,,,,,0,60,64
2304,note_on,,0,0,2,,,,,,0,62,92
2304,note_off,,96,0,1,,,,,,0,63,64
2304,note_on,,0,0,1,,,,,,0,65,92
2496,note_off,,192,0,2,,,,,,0,62,64
2496,note_on,,0,0,2,,,,,,0,74,92
2496,note_on,,0,0,1,,,,,,0,77,92
2496,note_off,,192,0,1,,,,,,0,65,64
2688,note_off,,192,0,2,,,,,,0,74,64
2688,note_on,,0,0,2,,,,,,0,72,92
2688,note_on,,0,0,1,,,,,,0,75,92
2688,note_off,,192,0,1,,,,,,0,77,64
2736,note_on,,0,0,1,,,,,,0,77,92
2736,note_on,,0,0,2,,,,,,0,74,92
2736,note_off,,48,0,2,,,,,,0,72,64
2736,note_off,,48,0,1,,,,,,0,75,64
2784,note_on,,0,0,2,,,,,,0,72,92
2784,note_off,,48,0,2,,,,,,0,74,64
2784,note_on,,0,0,1,,,,,,0,75,92
2784,note_off,,48,0,1,,,,,,0,77,64
2880,note_off,,96,0,2,,,,,,0,72,64
2880,note_on,,0,0,2,,,,,,0,71,92
