tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,note,velocity,channel
0,time_signature,4,4,24,8,0,1,0,,,,,
0,track_name,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,3,,,46,96,2
0,track_name,,,,,0,1,1,,,,,
0,track_name,,,,,0,1,2,,,,,
0,key_signature,,,,,0,1,0,Bb,,,,
0,set_tempo,,,,,0,1,0,,576923,,,
1024,note_on,,,,,1024,0,1,,,62,96,0
2048,note_off,,,,,1024,0,1,,,62,0,0
2048,note_off,,,,,2048,0,3,,,46,0,2
2048,note_on,,,,,0,0,1,,,62,96,0
3072,note_on,,,,,1024,0,3,,,58,96,2
3072,note_off,,,,,1024,0,1,,,62,0,0
3072,note_on,,,,,0,0,1,,,65,96,0
3328,note_on,,,,,0,0,1,,,63,96,0
3328,note_off,,,,,256,0,1,,,65,0,0
3584,note_off,,,,,256,0,1,,,63,0,0
3584,note_on,,,,,0,0,1,,,62,96,0
3840,note_on,,,,,0,0,1,,,63,96,0
3840,note_off,,,,,256,0,1,,,62,0,0
4096,note_on,,,,,0,0,3,,,58,96,2
4096,note_on,,,,,0,0,1,,,62,96,0
4096,note_off,,,,,1024,0,3,,,58,0,2
4096,note_off,,,,,256,0,1,,,63,0,0
5120,note_on,,,,,0,0,3,,,62,96,2
5120,note_off,,,,,1024,0,3,,,58,0,2
5632,note_off,,,,,1536,0,1,,,62,0,0
5632,note_on,,,,,0,0,1,,,58,96,0
6144,note_off,,,,,1024,0,3,,,62,0,2
6144,note_on,,,,,0,0,3,,,58,96,2
6144,note_off,,,,,512,0,1,,,58,0,0
6144,note_on,,,,,0,0,1,,,67,96,0
6656,note_off,,,,,512,0,1,,,67,0,0
6656,note_on,,,,,0,0,1,,,62,96,0
7168,note_off,,,,,512,0,1,,,62,0,0
7168,note_on,,,,,0,0,1,,,70,96,0
7680,note_on,,,,,0,0,1,,,62,96,0
7680,note_off,,,,,512,0,1,,,70,0,0
8192,note_off,,,,,512,0,1,,,62,0,0
8192,note_on,,,,,0,0,1,,,64,96,0
8704,note_off,,,,,512,0,1,,,64,0,0
8704,note_on,,,,,0,0,1,,,60,96,0
8960,note_on,,,,,0,0,1,,,55,96,0
8960,note_off,,,,,256,0,1,,,60,0,0
9216,note_on,,,,,0,0,1,,,48,96,0
9216,note_off,,,,,256,0,1,,,55,0,0
9216,note_on,,,,,0,0,3,,,56,96,2
9216,note_off,,,,,3072,0,3,,,58,0,2
9728,note_off,,,,,512,0,3,,,56,0,2
9728,note_on,,,,,0,0,3,,,55,96,2
9728,note_off,,,,,512,0,1,,,48,0,0
9728,note_on,,,,,0,0,1,,,60,96,0
10240,note_off,,,,,512,0,1,,,60,0,0
10240,note_on,,,,,0,0,3,,,56,96,2
10240,note_on,,,,,0,0,1,,,65,96,0
10240,note_off,,,,,512,0,3,,,55,0,2
10752,note_on,,,,,0,0,1,,,60,96,0
10752,note_off,,,,,512,0,1,,,65,0,0
11264,note_off,,,,,512,0,1,,,60,0,0
11264,note_on,,,,,0,0,1,,,68,96,0
11776,note_on,,,,,0,0,1,,,60,96,0
11776,note_off,,,,,512,0,1,,,68,0,0
12288,note_on,,,,,0,0,1,,,62,96,0
12288,note_off,,,,,512,0,1,,,60,0,0
12800,note_on,,,,,0,0,1,,,58,96,0
12800,note_off,,,,,512,0,1,,,62,0,0
13056,note_on,,,,,0,0,1,,,53,96,0
13056,note_off,,,,,256,0,1,,,58,0,0
13312,note_on,,,,,0,0,3,,,55,96,2
13312,note_off,,,,,3072,0,3,,,56,0,2
13312,note_off,,,,,256,0,1,,,53,0,0
13312,note_on,,,,,0,0,1,,,46,96,0
13824,note_on,,,,,0,0,3,,,53,96,2
13824,note_off,,,,,512,0,3,,,55,0,2
13824,note_off,,,,,512,0,1,,,46,0,0
13824,note_on,,,,,0,0,1,,,58,96,0
14336,note_off,,,,,512,0,1,,,58,0,0
14336,note_off,,,,,512,0,3,,,53,0,2
14336,note_on,,,,,0,0,1,,,63,96,0
14336,note_on,,,,,0,0,3,,,55,96,2
14848,note_off,,,,,512,0,1,,,63,0,0
14848,note_on,,,,,0,0,1,,,58,96,0
15360,note_off,,,,,512,0,1,,,58,0,0
