tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,pitch,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,2,,,,,,,,,,,,,,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,
0,midi_port,0,1,3,,,,,,,,,,,,,0,,,,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-320,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-160,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-480,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-322,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-155,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-482,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-80,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-400,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-240,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-316,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,-402,,
0,end_of_track,0,1,3,,,,,,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,,,,,,0,0,,,
0,set_tempo,0,1,0,,,,,,,,,,,,600000,,,,,,
0,pitchwheel,0,0,1,,,,,,,,,,,,,,,0,0,,
0,time_signature,0,1,0,,,,,,,4,4,24,8,,,,,,,,
0,key_signature,0,1,0,,,,,,,,,,,C,,,,,,,
0,text,0,1,0,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,
87,note_on,87,0,1,,,,,,,,,,,,,,,0,,69,127
173,note_on,86,0,1,,,,,,,,,,,,,,,0,,69,0
174,note_on,1,0,1,,,,,,,,,,,,,,,0,,71,127
260,note_on,86,0,1,,,,,,,,,,,,,,,0,,71,0
261,note_on,1,0,1,,,,,,,,,,,,,,,0,,73,127
347,note_on,86,0,1,,,,,,,,,,,,,,,0,,73,0
349,note_on,2,0,1,,,,,,,,,,,,,,,0,,74,127
435,note_on,86,0,1,,,,,,,,,,,,,,,0,,74,0
436,note_on,1,0,1,,,,,,,,,,,,,,,0,,76,127
522,note_on,86,0,1,,,,,,,,,,,,,,,0,,76,0
523,note_on,1,0,1,,,,,,,,,,,,,,,0,,78,127
609,note_on,86,0,1,,,,,,,,,,,,,,,0,,78,0
610,note_on,1,0,1,,,,,,,,,,,,,,,0,,79,127
696,note_on,86,0,1,,,,,,,,,,,,,,,0,,79,0
698,note_on,2,0,1,,,,,,,,,,,,,,,0,,81,127
785,note_on,87,0,1,,,,,,,,,,,,,,,0,,76,127
870,note_on,85,0,1,,,,,,,,,,,,,,,0,,81,0
871,note_on,1,0,1,,,,,,,,,,,,,,,0,,76,0
872,note_on,0,0,1,,,,,,,,,,,,,,,0,,78,127
872,note_on,1,0,1,,,,,,,,,,,,,,,0,,81,127
960,note_on,88,0,1,,,,,,,,,,,,,,,0,,73,127
1044,note_on,84,0,1,,,,,,,,,,,,,,,0,,78,0
1045,note_on,1,0,1,,,,,,,,,,,,,,,0,,81,0
1046,note_on,1,0,1,,,,,,,,,,,,,,,0,,73,0
1047,note_on,0,0,1,,,,,,,,,,,,,,,0,,74,127
1047,note_on,1,0,1,,,,,,,,,,,,,,,0,,78,127
1047,note_on,0,0,1,,,,,,,,,,,,,,,0,,81,127
1134,note_on,87,0,1,,,,,,,,,,,,,,,0,,67,127
1219,note_on,85,0,1,,,,,,,,,,,,,,,0,,74,0
1220,note_on,0,0,1,,,,,,,,,,,,,,,0,,81,0
1220,note_on,0,0,1,,,,,,,,,,,,,,,0,,67,0
1220,note_on,1,0,1,,,,,,,,,,,,,,,0,,78,0
1221,note_on,1,0,1,,,,,,,,,,,,,,,0,,78,127
1221,note_on,0,0,1,,,,,,,,,,,,,,,0,,74,127
1221,note_on,0,0,1,,,,,,,,,,,,,,,0,,81,127
1221,note_on,0,0,1,,,,,,,,,,,,,,,0,,69,127
1309,note_on,88,0,1,,,,,,,,,,,,,,,0,,64,127
1393,note_on,84,0,1,,,,,,,,,,,,,,,0,,69,0
1394,note_on,1,0,1,,,,,,,,,,,,,,,0,,81,0
1394,note_on,0,0,1,,,,,,,,,,,,,,,0,,78,0
1394,note_on,0,0,1,,,,,,,,,,,,,,,0,,74,0
1395,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,0
1396,note_on,0,0,1,,,,,,,,,,,,,,,0,,78,127
1396,note_on,0,0,1,,,,,,,,,,,,,,,0,,81,127
1396,note_on,0,0,1,,,,,,,,,,,,,,,0,,66,127
1396,note_on,0,0,1,,,,,,,,,,,,,,,0,,74,127
1396,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
1505,note_on,109,0,1,,,,,,,,,,,,,,,0,,66,0
1512,note_on,7,0,1,,,,,,,,,,,,,,,0,,62,127
1598,note_on,86,0,1,,,,,,,,,,,,,,,0,,62,0
1600,note_on,2,0,1,,,,,,,,,,,,,,,0,,64,127
1686,note_on,86,0,1,,,,,,,,,,,,,,,0,,64,0
1687,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
1741,note_on,54,0,1,,,,,,,,,,,,,,,0,,69,0
1773,note_on,32,0,1,,,,,,,,,,,,,,,0,,66,0
1774,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,127
1860,note_on,86,0,1,,,,,,,,,,,,,,,0,,67,0
1861,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
1947,note_on,86,0,1,,,,,,,,,,,,,,,0,,69,0
1949,note_on,2,0,1,,,,,,,,,,,,,,,0,,71,127
2035,note_on,86,0,1,,,,,,,,,,,,,,,0,,71,0
2036,note_on,1,0,1,,,,,,,,,,,,,,,0,,73,127
2093,note_on,0,0,1,,,,,,,,,,,,,,,0,,78,0
2093,note_on,57,0,1,,,,,,,,,,,,,,,0,,74,0
2093,note_on,0,0,1,,,,,,,,,,,,,,,0,,81,0
2122,note_on,29,0,1,,,,,,,,,,,,,,,0,,73,0
2123,note_on,1,0,1,,,,,,,,,,,,,,,0,,74,127
2210,note_on,87,0,1,,,,,,,,,,,,,,,0,,67,127
2295,note_on,85,0,1,,,,,,,,,,,,,,,0,,74,0
2296,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,0
2298,note_on,2,0,1,,,,,,,,,,,,,,,0,,74,127
2298,note_on,0,0,1,,,,,,,,,,,,,,,0,,69,127
2385,note_on,87,0,1,,,,,,,,,,,,,,,0,,64,127
2470,note_on,85,0,1,,,,,,,,,,,,,,,0,,69,0
2471,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,0
2471,note_on,0,0,1,,,,,,,,,,,,,,,0,,74,0
2472,note_on,1,0,1,,,,,,,,,,,,,,,0,,74,127
2472,note_on,0,0,1,,,,,,,,,,,,,,,0,,69,127
2472,note_on,0,0,1,,,,,,,,,,,,,,,0,,66,127
2560,note_on,88,0,1,,,,,,,,,,,,,,,0,,61,127
2644,note_on,84,0,1,,,,,,,,,,,,,,,0,,66,0
2645,note_on,1,0,1,,,,,,,,,,,,,,,0,,74,0
2645,note_on,0,0,1,,,,,,,,,,,,,,,0,,69,0
2646,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,0
2647,note_on,0,0,1,,,,,,,,,,,,,,,0,,69,127
2647,note_on,0,0,1,,,,,,,,,,,,,,,0,,62,127
2647,note_on,0,0,1,,,,,,,,,,,,,,,0,,74,127
2647,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
2733,note_on,86,0,1,,,,,,,,,,,,,,,0,,62,0
2734,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
2820,note_on,86,0,1,,,,,,,,,,,,,,,0,,61,0
2820,note_on,0,0,1,,,,,,,,,,,,,,,0,,69,0
2820,note_on,0,0,1,,,,,,,,,,,,,,,0,,74,0
2820,note_on,0,0,1,,,,,,,,,,,,,,,0,,66,0
2821,note_on,1,0,1,,,,,,,,,,,,,,,0,,66,127
2821,note_on,0,0,1,,,,,,,,,,,,,,,0,,69,127
2821,note_on,0,0,1,,,,,,,,,,,,,,,0,,74,127
2821,note_on,0,0,1,,,,,,,,,,,,,,,0,,62,127
2948,note_on,127,0,1,,,,,,,,,,,,,,,0,,62,0
2952,note_on,4,0,1,,,,,,,,,,,,,,,0,,57,127
3038,note_on,86,0,1,,,,,,,,,,,,,,,0,,57,0
3040,note_on,2,0,1,,,,,,,,,,,,,,,0,,59,127
3126,note_on,86,0,1,,,,,,,,,,,,,,,0,,59,0
3127,note_on,1,0,1,,,,,,,,,,,,,,,0,,61,127
3166,note_on,39,0,1,,,,,,,,,,,,,,,0,,66,0
3213,note_on,47,0,1,,,,,,,,,,,,,,,0,,61,0
3214,note_on,1,0,1,,,,,,,,,,,,,,,0,,62,127
3300,note_on,86,0,1,,,,,,,,,,,,,,,0,,62,0
3301,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,127
3387,note_on,86,0,1,,,,,,,,,,,,,,,0,,64,0
3389,note_on,2,0,1,,,,,,,,,,,,,,,0,,66,127
3431,note_on,42,0,1,,,,,,,,,,,,,,,0,,69,0
3475,note_on,44,0,1,,,,,,,,,,,,,,,0,,66,0
3476,note_on,1,0,1,,,,,,,,,,,,,,,0,,67,127
3518,note_on,42,0,1,,,,,,,,,,,,,,,0,,74,0
3562,note_on,44,0,1,,,,,,,,,,,,,,,0,,67,0
3563,note_on,1,0,1,,,,,,,,,,,,,,,0,,69,127
3650,note_on,87,0,1,,,,,,,,,,,,,,,0,,64,127
3735,note_on,85,0,1,,,,,,,,,,,,,,,0,,69,0
3736,note_on,1,0,1,,,,,,,,,,,,,,,0,,64,0
3738,note_on,2,0,1,,,,,,,,,,,,,,,0,,66,127
3738,note_on,0,0,1,,,,,,,,,,,,,,,0,,69,127
3825,note_on,87,0,1,,,,,,,,,,,,,,,0,,61,127
3910,note_on,85,0,1,,,,,,,,,,,,,,,0,,66,0
