tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,4,,,,,,,,3,49,64
0,program_change,0,0,4,,,,,,,0,3,,
0,track_name,0,1,4,,,,,,,,,,
0,program_change,0,0,3,,,,,,,0,2,,
0,track_name,0,1,3,,,,,,,,,,
0,program_change,0,0,2,,,,,,,0,1,,
0,track_name,0,1,2,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,68,64
0,program_change,0,0,1,,,,,,,0,0,,
0,end_of_track,0,1,5,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,530973,,,,
0,time_signature,0,1,0,6,4,24,8,,,,,,
0,track_name,0,1,1,,,,,,,,,,
0,key_signature,0,1,0,,,,,C,,,,,
120,note_on,120,0,1,,,,,,,,0,68,0
120,note_on,0,0,1,,,,,,,,0,66,64
240,note_on,120,0,1,,,,,,,,0,66,0
240,note_on,0,0,1,,,,,,,,0,64,64
360,note_on,120,0,1,,,,,,,,0,64,0
360,note_on,0,0,1,,,,,,,,0,63,64
480,note_on,120,0,1,,,,,,,,0,63,0
480,note_on,0,0,1,,,,,,,,0,64,64
600,note_on,120,0,1,,,,,,,,0,64,0
600,note_on,0,0,1,,,,,,,,0,61,64
720,note_on,720,0,2,,,,,,,,1,64,64
720,note_on,120,0,1,,,,,,,,0,61,0
730,note_on,10,0,2,,,,,,,,1,68,64
740,note_on,20,0,1,,,,,,,,0,73,64
1080,note_on,0,0,1,,,,,,,,0,71,64
1080,note_on,340,0,1,,,,,,,,0,73,0
1200,note_on,120,0,1,,,,,,,,0,71,0
1200,note_on,0,0,1,,,,,,,,0,69,64
1200,note_on,0,0,2,,,,,,,,1,66,64
1200,note_on,0,0,2,,,,,,,,1,64,0
1200,note_on,470,0,2,,,,,,,,1,68,0
1435,note_on,235,0,1,,,,,,,,0,69,0
1440,note_on,1440,0,3,,,,,,,,2,56,64
1440,note_on,0,0,2,,,,,,,,1,64,64
1440,note_on,240,0,2,,,,,,,,1,66,0
1440,note_on,5,0,1,,,,,,,,0,69,64
1470,note_on,30,0,1,,,,,,,,0,69,0
1480,note_on,10,0,1,,,,,,,,0,68,57
1510,note_on,0,0,1,,,,,,,,0,69,59
1510,note_on,30,0,1,,,,,,,,0,68,0
1540,note_on,0,0,1,,,,,,,,0,68,61
1540,note_on,30,0,1,,,,,,,,0,69,0
1560,note_on,0,0,3,,,,,,,,2,54,64
1560,note_on,120,0,3,,,,,,,,2,56,0
1570,note_on,0,0,1,,,,,,,,0,69,63
1570,note_on,30,0,1,,,,,,,,0,68,0
1600,note_on,30,0,1,,,,,,,,0,69,0
1610,note_on,10,0,1,,,,,,,,0,68,64
1680,note_on,120,0,3,,,,,,,,2,54,0
1680,note_on,0,0,3,,,,,,,,2,52,64
1800,note_on,120,0,3,,,,,,,,2,52,0
1800,note_on,0,0,3,,,,,,,,2,51,64
1920,note_on,0,0,3,,,,,,,,2,52,64
1920,note_on,120,0,3,,,,,,,,2,51,0
2040,note_on,120,0,3,,,,,,,,2,52,0
2040,note_on,0,0,3,,,,,,,,2,49,64
2130,note_on,90,0,3,,,,,,,,2,49,0
2130,note_on,0,0,3,,,,,,,,2,52,64
2160,note_on,0,0,3,,,,,,,,2,56,64
2160,note_on,30,0,3,,,,,,,,2,52,0
2190,note_on,30,0,3,,,,,,,,2,56,0
2190,note_on,0,0,3,,,,,,,,2,61,64
2520,note_on,0,0,3,,,,,,,,2,59,64
2520,note_on,330,0,3,,,,,,,,2,61,0
2640,note_on,0,0,3,,,,,,,,2,57,64
2640,note_on,120,0,3,,,,,,,,2,59,0
2640,note_on,0,0,2,,,,,,,,1,66,64
2640,note_on,1200,0,2,,,,,,,,1,64,0
2650,note_on,1040,0,1,,,,,,,,0,68,0
2880,note_on,0,0,3,,,,,,,,2,56,64
2880,note_on,240,0,3,,,,,,,,2,57,0
2880,note_on,0,0,4,,,,,,,,3,48,64
2880,note_on,2880,0,4,,,,,,,,3,49,0
2880,note_on,230,0,1,,,,,,,,0,75,64
3000,note_on,120,0,1,,,,,,,,0,75,0
3000,note_on,0,0,1,,,,,,,,0,73,64
3120,note_on,120,0,1,,,,,,,,0,73,0
3120,note_on,0,0,1,,,,,,,,0,72,64
3240,note_on,120,0,1,,,,,,,,0,72,0
3240,note_on,0,0,1,,,,,,,,0,70,64
3360,note_on,0,0,1,,,,,,,,0,72,64
3360,note_on,120,0,1,,,,,,,,0,70,0
3480,note_on,120,0,1,,,,,,,,0,72,0
3480,note_on,0,0,1,,,,,,,,0,68,64
3600,note_on,960,0,2,,,,,,,,1,66,0
3600,note_on,0,0,2,,,,,,,,1,68,64
3600,note_on,120,0,1,,,,,,,,0,68,0
3610,note_on,10,0,2,,,,,,,,1,75,64
3620,note_on,20,0,1,,,,,,,,0,80,64
3960,note_on,340,0,1,,,,,,,,0,80,0
3960,note_on,0,0,1,,,,,,,,0,78,64
4070,note_on,0,0,2,,,,,,,,1,68,0
4070,note_on,460,0,2,,,,,,,,1,75,0
4080,note_on,0,0,4,,,,,,,,3,49,64
4080,note_on,1200,0,4,,,,,,,,3,48,0
4080,note_on,1200,0,3,,,,,,,,2,56,0
4080,note_on,0,0,3,,,,,,,,2,61,64
4080,note_on,10,0,2,,,,,,,,1,73,64
4080,note_on,0,0,1,,,,,,,,0,76,64
4080,note_on,120,0,1,,,,,,,,0,78,0
4080,note_on,0,0,2,,,,,,,,1,68,64
4315,note_on,235,0,1,,,,,,,,0,76,0
4320,note_on,0,0,2,,,,,,,,1,73,0
4320,note_on,240,0,3,,,,,,,,2,61,0
4320,note_on,0,0,3,,,,,,,,2,63,64
4320,note_on,240,0,2,,,,,,,,1,68,0
4320,note_on,0,0,2,,,,,,,,1,68,64
4320,note_on,0,0,2,,,,,,,,1,72,64
4320,note_on,0,0,4,,,,,,,,3,56,64
4320,note_on,240,0,4,,,,,,,,3,49,0
4320,note_on,5,0,1,,,,,,,,0,76,68
4360,note_on,0,0,1,,,,,,,,0,75,64
4360,note_on,40,0,1,,,,,,,,0,76,0
4440,note_on,120,0,3,,,,,,,,2,63,0
4440,note_on,0,0,3,,,,,,,,2,61,64
4560,note_on,0,0,3,,,,,,,,2,60,64
4560,note_on,120,0,3,,,,,,,,2,61,0
4680,note_on,0,0,3,,,,,,,,2,58,64
4680,note_on,120,0,3,,,,,,,,2,60,0
4800,note_on,0,0,3,,,,,,,,2,60,64
4800,note_on,120,0,3,,,,,,,,2,58,0
4920,note_on,120,0,3,,,,,,,,2,60,0
4920,note_on,0,0,3,,,,,,,,2,56,64
5010,note_on,90,0,3,,,,,,,,2,56,0
5010,note_on,0,0,3,,,,,,,,2,60,64
5040,note_on,30,0,3,,,,,,,,2,60,0
5040,note_on,0,0,3,,,,,,,,2,63,64
