tick,type,data,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,port,tempo,key,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,control,value,note,velocity
0,sequencer_specific,"(0, 0, 91, 35, 1, 0, 5, 6, 42, 0)",0,1,0,,,,,,,,,,,,,,,,,,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,3,7,96,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,3,11,127,,
0,control_change,,0,0,8,,,,,,,,,,,,,,,3,10,70,,
0,program_change,,0,0,8,,,,,,,,,,,,,,48,3,,,,
0,midi_port,,0,1,8,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,8,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,7,,,,,,,,,,,,,,,2,,,78,76
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,7,96,,
0,note_on,,0,0,8,,,,,,,,,,,,,,,3,,,74,76
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,11,127,,
0,program_change,,0,0,7,,,,,,,,,,,,,,48,2,,,,
0,midi_port,,0,1,7,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,7,,,,,,,,,,,,,,,,,,,
0,note_on,,0,0,6,,,,,,,,,,,,,,,1,,,83,76
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,7,96,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,11,127,,
0,control_change,,0,0,6,,,,,,,,,,,,,,,1,10,48,,
0,program_change,,0,0,6,,,,,,,,,,,,,,48,1,,,,
0,control_change,,0,0,7,,,,,,,,,,,,,,,2,10,32,,
0,midi_port,,0,1,6,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,9,,,,,,,,,,,,,,,,,,,
0,program_change,,0,0,9,,,,,,,,,,,,,,48,4,,,,
0,track_name,,0,1,12,,,,,,,,,,,,,,,,,,,
0,end_of_track,,0,1,11,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,11,,,,,,,0,,,,,,,,,,,,
0,note_on,,0,0,10,,,,,,,,,,,,,,,5,,,66,76
0,note_on,,0,0,10,,,,,,,,,,,,,,,5,,,62,76
0,note_on,,0,0,10,,,,,,,,,,,,,,,5,,,59,76
0,note_on,,0,0,10,,,,,,,,,,,,,,,5,,,47,76
0,program_change,,0,0,10,,,,,,,,,,,,,,6,5,,,,
0,midi_port,,0,1,9,,,,,,,0,,,,,,,,,,,,
0,control_change,,0,0,10,,,,,,,,,,,,,,,5,7,72,,
0,control_change,,0,0,10,,,,,,,,,,,,,,,5,10,64,,
0,midi_port,,0,1,10,,,,,,,0,,,,,,,,,,,,
0,track_name,,0,1,10,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,12,,,,,,,0,,,,,,,,,,,,
0,note_on,,0,0,9,,,,,,,,,,,,,,,4,,,47,76
0,control_change,,0,0,9,,,,,,,,,,,,,,,4,7,96,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,4,11,127,,
0,control_change,,0,0,9,,,,,,,,,,,,,,,4,10,90,,
0,control_change,,0,0,10,,,,,,,,,,,,,,,5,11,127,,
0,track_name,,0,1,6,,,,,,,,,,,,,,,,,,,
0,end_of_track,,0,1,12,,,,,,,,,,,,,,,,,,,
0,track_name,,0,1,0,,,,,,,,,,,,,,,,,,,
0,midi_port,,0,1,0,,,,,,,0,,,,,,,,,,,,
0,marker,,0,1,0,,,,,,,,,,,,,,,,,,,
0,set_tempo,,0,1,0,,,,,,,,535714,,,,,,,,,,,
0,key_signature,,0,1,0,,,,,,,,,Bm,,,,,,,,,,
0,time_signature,,0,1,0,,,,,,,,,,1,4,24,8,,,,,,
