tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,1,47,64
0,program_change,0,0,2,,,,,,,0,1,,
0,track_name,0,1,2,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,66,64
0,program_change,0,0,1,,,,,,,0,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,3,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,
0,set_tempo,0,1,0,,,,,,833333,,,,
0,key_signature,0,1,0,,,,,C,,,,,
120,note_on,120,0,2,,,,,,,,1,47,0
120,note_on,0,0,2,,,,,,,,1,49,64
240,note_on,240,0,1,,,,,,,,0,66,0
240,note_on,120,0,2,,,,,,,,1,49,0
240,note_on,0,0,2,,,,,,,,1,50,64
240,note_on,0,0,1,,,,,,,,0,71,64
360,note_on,0,0,2,,,,,,,,1,52,64
360,note_on,120,0,2,,,,,,,,1,50,0
480,note_on,240,0,1,,,,,,,,0,73,64
480,note_on,0,0,2,,,,,,,,1,54,64
480,note_on,120,0,2,,,,,,,,1,52,0
600,note_on,120,0,2,,,,,,,,1,54,0
600,note_on,0,0,2,,,,,,,,1,56,64
720,note_on,0,0,2,,,,,,,,1,57,64
720,note_on,120,0,2,,,,,,,,1,56,0
720,note_on,240,0,1,,,,,,,,0,73,0
720,note_on,0,0,1,,,,,,,,0,71,0
720,note_on,0,0,1,,,,,,,,0,69,64
720,note_on,0,0,1,,,,,,,,0,78,64
840,note_on,120,0,2,,,,,,,,1,57,0
840,note_on,0,0,2,,,,,,,,1,59,64
960,note_on,0,0,1,,,,,,,,0,68,64
960,note_on,120,0,2,,,,,,,,1,59,0
960,note_on,0,0,2,,,,,,,,1,61,64
960,note_on,240,0,1,,,,,,,,0,69,0
1080,note_on,0,0,2,,,,,,,,1,59,64
1080,note_on,120,0,2,,,,,,,,1,61,0
1200,note_on,240,0,1,,,,,,,,0,68,0
1200,note_on,120,0,2,,,,,,,,1,59,0
1200,note_on,0,0,2,,,,,,,,1,58,64
1200,note_on,0,0,1,,,,,,,,0,76,64
1200,note_on,0,0,1,,,,,,,,0,73,64
1200,note_on,0,0,1,,,,,,,,0,78,0
1320,note_on,0,0,2,,,,,,,,1,54,64
1320,note_on,120,0,2,,,,,,,,1,58,0
1440,note_on,0,0,1,,,,,,,,0,74,64
1440,note_on,120,0,2,,,,,,,,1,54,0
1440,note_on,0,0,2,,,,,,,,1,59,64
1440,note_on,240,0,1,,,,,,,,0,76,0
1560,note_on,0,0,2,,,,,,,,1,57,64
1560,note_on,120,0,2,,,,,,,,1,59,0
1680,note_on,0,0,1,,,,,,,,0,71,64
1680,note_on,240,0,1,,,,,,,,0,73,0
1680,note_on,120,0,2,,,,,,,,1,57,0
1680,note_on,0,0,2,,,,,,,,1,55,64
1800,note_on,0,0,1,,,,,,,,0,69,64
1800,note_on,120,0,2,,,,,,,,1,55,0
1800,note_on,120,0,1,,,,,,,,0,71,0
1800,note_on,0,0,2,,,,,,,,1,54,64
1920,note_on,0,0,1,,,,,,,,0,67,64
1920,note_on,0,0,2,,,,,,,,1,52,64
1920,note_on,120,0,1,,,,,,,,0,69,0
1920,note_on,120,0,2,,,,,,,,1,54,0
2040,note_on,0,0,2,,,,,,,,1,49,64
2040,note_on,120,0,2,,,,,,,,1,52,0
2160,note_on,0,0,2,,,,,,,,1,50,64
2160,note_on,120,0,2,,,,,,,,1,49,0
