tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,program_change,0,0,3,,,,,,,,,2,16,,
0,control_change,0,0,3,,,,,,,32,0,2,,,
0,control_change,0,0,3,,,,,,,0,0,2,,,
0,program_change,0,0,2,,,,,,,,,1,16,,
0,control_change,0,0,2,,,,,,,32,0,1,,,
0,control_change,0,0,2,,,,,,,10,95,1,,,
0,control_change,0,0,2,,,,,,,7,100,1,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,program_change,0,0,1,,,,,,,,,0,16,,
0,control_change,0,0,1,,,,,,,10,32,0,,,
0,control_change,0,0,1,,,,,,,7,105,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,end_of_track,0,1,4,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,500000,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Eb,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
3,control_change,3,0,1,,,,,,,0,0,0,,,
4,program_change,1,0,1,,,,,,,,,0,16,,
360,note_on,360,0,2,,,,,,,,,1,,60,100
360,note_on,356,0,1,,,,,,,,,0,,72,100
360,note_on,360,0,3,,,,,,,,,2,,48,100
410,note_on,50,0,1,,,,,,,,,0,,72,0
480,note_on,70,0,1,,,,,,,,,0,,72,100
599,note_on,239,0,2,,,,,,,,,1,,60,0
599,note_on,239,0,3,,,,,,,,,2,,48,0
599,note_on,119,0,1,,,,,,,,,0,,72,0
600,note_on,1,0,1,,,,,,,,,0,,74,100
719,note_on,119,0,1,,,,,,,,,0,,74,0
720,note_on,1,0,1,,,,,,,,,0,,75,100
720,note_on,121,0,3,,,,,,,,,2,,48,100
720,note_on,121,0,2,,,,,,,,,1,,60,100
770,note_on,50,0,2,,,,,,,,,1,,60,0
770,note_on,50,0,3,,,,,,,,,2,,48,0
770,note_on,50,0,1,,,,,,,,,0,,75,0
840,note_on,70,0,2,,,,,,,,,1,,60,100
840,note_on,70,0,3,,,,,,,,,2,,48,100
840,note_on,70,0,1,,,,,,,,,0,,75,100
959,note_on,119,0,3,,,,,,,,,2,,48,0
959,note_on,119,0,2,,,,,,,,,1,,60,0
959,note_on,119,0,1,,,,,,,,,0,,75,0
960,note_on,1,0,2,,,,,,,,,1,,62,100
960,note_on,1,0,3,,,,,,,,,2,,50,100
960,note_on,1,0,1,,,,,,,,,0,,77,100
1079,note_on,119,0,3,,,,,,,,,2,,50,0
1079,note_on,119,0,2,,,,,,,,,1,,62,0
1079,note_on,119,0,1,,,,,,,,,0,,77,0
1080,note_on,1,0,2,,,,,,,,,1,,63,100
1080,note_on,1,0,1,,,,,,,,,0,,79,100
1080,note_on,1,0,3,,,,,,,,,2,,51,100
1130,note_on,50,0,2,,,,,,,,,1,,63,0
1130,note_on,50,0,1,,,,,,,,,0,,79,0
1130,note_on,50,0,3,,,,,,,,,2,,51,0
1200,note_on,70,0,3,,,,,,,,,2,,51,100
1200,note_on,70,0,1,,,,,,,,,0,,79,100
1200,note_on,70,0,2,,,,,,,,,1,,63,100
1319,note_on,119,0,1,,,,,,,,,0,,79,0
1319,note_on,119,0,2,,,,,,,,,1,,63,0
1319,note_on,119,0,3,,,,,,,,,2,,51,0
1320,note_on,1,0,2,,,,,,,,,1,,60,100
1320,note_on,1,0,3,,,,,,,,,2,,48,100
1320,note_on,1,0,1,,,,,,,,,0,,80,100
1439,note_on,119,0,1,,,,,,,,,0,,80,0
1439,note_on,119,0,3,,,,,,,,,2,,48,0
1439,note_on,119,0,2,,,,,,,,,1,,60,0
1440,note_on,1,0,3,,,,,,,,,2,,50,100
1440,note_on,1,0,1,,,,,,,,,0,,79,100
1440,note_on,1,0,2,,,,,,,,,1,,62,100
1460,note_on,0,0,1,,,,,,,,,0,,78,100
1460,note_on,20,0,1,,,,,,,,,0,,79,0
1480,note_on,0,0,1,,,,,,,,,0,,79,100
1480,note_on,20,0,1,,,,,,,,,0,,78,0
1490,note_on,50,0,2,,,,,,,,,1,,62,0
1490,note_on,50,0,3,,,,,,,,,2,,50,0
1500,note_on,20,0,1,,,,,,,,,0,,79,0
1500,note_on,0,0,1,,,,,,,,,0,,78,100
1520,note_on,20,0,1,,,,,,,,,0,,78,0
1520,note_on,0,0,1,,,,,,,,,0,,79,100
1540,note_on,0,0,1,,,,,,,,,0,,78,100
1540,note_on,20,0,1,,,,,,,,,0,,79,0
1560,note_on,0,0,1,,,,,,,,,0,,79,100
1560,note_on,20,0,1,,,,,,,,,0,,78,0
1560,note_on,70,0,3,,,,,,,,,2,,48,100
1560,note_on,70,0,2,,,,,,,,,1,,60,100
1580,note_on,0,0,1,,,,,,,,,0,,78,100
1580,note_on,20,0,1,,,,,,,,,0,,79,0
1600,note_on,20,0,1,,,,,,,,,0,,78,0
1600,note_on,0,0,1,,,,,,,,,0,,79,100
1610,note_on,50,0,2,,,,,,,,,1,,60,0
1610,note_on,50,0,3,,,,,,,,,2,,48,0
1620,note_on,20,0,1,,,,,,,,,0,,79,0
1620,note_on,0,0,1,,,,,,,,,0,,78,100
1640,note_on,20,0,1,,,,,,,,,0,,78,0
1640,note_on,0,0,1,,,,,,,,,0,,76,100
1660,note_on,20,0,1,,,,,,,,,0,,76,0
1660,note_on,0,0,1,,,,,,,,,0,,78,100
1680,note_on,70,0,2,,,,,,,,,1,,59,100
1680,note_on,20,0,1,,,,,,,,,0,,78,0
1680,note_on,0,0,1,,,,,,,,,0,,79,100
1680,note_on,70,0,3,,,,,,,,,2,,47,100
1730,note_on,50,0,2,,,,,,,,,1,,59,0
1730,note_on,50,0,3,,,,,,,,,2,,47,0
1800,note_on,70,0,2,,,,,,,,,1,,58,100
1800,note_on,70,0,3,,,,,,,,,2,,46,100
1859,note_on,179,0,1,,,,,,,,,0,,79,0
1860,note_on,1,0,1,,,,,,,,,0,,80,100
1919,note_on,59,0,1,,,,,,,,,0,,80,0
1920,note_on,1,0,1,,,,,,,,,0,,77,100
1979,note_on,59,0,1,,,,,,,,,0,,77,0
1980,note_on,1,0,1,,,,,,,,,0,,76,100
2039,note_on,239,0,2,,,,,,,,,1,,58,0
2039,note_on,59,0,1,,,,,,,,,0,,76,0
2039,note_on,239,0,3,,,,,,,,,2,,46,0
2040,note_on,1,0,3,,,,,,,,,2,,45,100
2040,note_on,1,0,2,,,,,,,,,1,,57,100
2040,note_on,1,0,1,,,,,,,,,0,,77,100
2090,note_on,50,0,2,,,,,,,,,1,,57,0
2090,note_on,50,0,3,,,,,,,,,2,,45,0
2160,note_on,70,0,2,,,,,,,,,1,,56,100
2160,note_on,70,0,3,,,,,,,,,2,,44,100
2219,note_on,179,0,1,,,,,,,,,0,,77,0
2220,note_on,1,0,1,,,,,,,,,0,,79,100
2279,note_on,59,0,1,,,,,,,,,0,,79,0
2280,note_on,1,0,1,,,,,,,,,0,,75,100
2339,note_on,59,0,1,,,,,,,,,0,,75,0
2340,note_on,1,0,1,,,,,,,,,0,,74,100
2399,note_on,239,0,3,,,,,,,,,2,,44,0
2399,note_on,59,0,1,,,,,,,,,0,,74,0
2399,note_on,239,0,2,,,,,,,,,1,,56,0
2400,note_on,1,0,2,,,,,,,,,1,,55,100
2400,note_on,1,0,1,,,,,,,,,0,,75,100
2400,note_on,1,0,3,,,,,,,,,2,,43,100
2450,note_on,50,0,3,,,,,,,,,2,,43,0
2450,note_on,50,0,2,,,,,,,,,1,,55,0
2519,note_on,119,0,1,,,,,,,,,0,,75,0
2520,note_on,70,0,2,,,,,,,,,1,,56,100
2520,note_on,1,0,1,,,,,,,,,0,,72,100
2520,note_on,70,0,3,,,,,,,,,2,,44,100
2579,note_on,59,0,1,,,,,,,,,0,,72,0
2580,note_on,1,0,1,,,,,,,,,0,,71,100
2639,note_on,59,0,1,,,,,,,,,0,,71,0
2640,note_on,1,0,1,,,,,,,,,0,,72,100
2759,note_on,239,0,3,,,,,,,,,2,,44,0
2759,note_on,239,0,2,,,,,,,,,1,,56,0
2759,note_on,119,0,1,,,,,,,,,0,,72,0
2760,note_on,1,0,1,,,,,,,,,0,,74,100
2760,note_on,1,0,3,,,,,,,,,2,,41,100
2760,note_on,1,0,2,,,,,,,,,1,,53,100
2810,note_on,50,0,3,,,,,,,,,2,,41,0
2810,note_on,50,0,2,,,,,,,,,1,,53,0
2810,note_on,50,0,1,,,,,,,,,0,,74,0
2880,note_on,70,0,1,,,,,,,,,0,,67,100
2880,note_on,70,0,2,,,,,,,,,1,,55,100
2880,note_on,70,0,3,,,,,,,,,2,,43,100
2999,note_on,119,0,2,,,,,,,,,1,,55,0
2999,note_on,119,0,3,,,,,,,,,2,,43,0
3000,note_on,1,0,3,,,,,,,,,2,,55,100
3000,note_on,1,0,2,,,,,,,,,1,,67,100
3059,note_on,59,0,3,,,,,,,,,2,,55,0
3059,note_on,59,0,2,,,,,,,,,1,,67,0
3060,note_on,1,0,3,,,,,,,,,2,,53,100
3060,note_on,1,0,2,,,,,,,,,1,,65,100
3119,note_on,59,0,3,,,,,,,,,2,,53,0
3119,note_on,59,0,2,,,,,,,,,1,,65,0
3120,note_on,1,0,3,,,,,,,,,2,,51,100
3120,note_on,1,0,2,,,,,,,,,1,,63,100
3179,note_on,59,0,2,,,,,,,,,1,,63,0
3179,note_on,59,0,3,,,,,,,,,2,,51,0
3180,note_on,1,0,2,,,,,,,,,1,,62,100
3180,note_on,1,0,3,,,,,,,,,2,,50,100
3239,note_on,59,0,2,,,,,,,,,1,,62,0
3239,note_on,59,0,3,,,,,,,,,2,,50,0
3239,note_on,359,0,1,,,,,,,,,0,,67,0
3240,note_on,1,0,3,,,,,,,,,2,,48,100
3240,note_on,1,0,2,,,,,,,,,1,,60,100
3240,note_on,1,0,1,,,,,,,,,0,,72,100
3290,note_on,50,0,1,,,,,,,,,0,,72,0
3360,note_on,70,0,1,,,,,,,,,0,,72,100
3479,note_on,239,0,2,,,,,,,,,1,,60,0
3479,note_on,119,0,1,,,,,,,,,0,,72,0
3479,note_on,239,0,3,,,,,,,,,2,,48,0
3480,note_on,1,0,1,,,,,,,,,0,,74,100
3599,note_on,119,0,1,,,,,,,,,0,,74,0
3600,note_on,1,0,1,,,,,,,,,0,,75,100
3600,note_on,121,0,2,,,,,,,,,1,,60,100
3600,note_on,121,0,3,,,,,,,,,2,,48,100
3650,note_on,50,0,2,,,,,,,,,1,,60,0
3650,note_on,50,0,1,,,,,,,,,0,,75,0
3650,note_on,50,0,3,,,,,,,,,2,,48,0
3720,note_on,70,0,3,,,,,,,,,2,,48,100
3720,note_on,70,0,1,,,,,,,,,0,,75,100
3720,note_on,70,0,2,,,,,,,,,1,,60,100
3839,note_on,119,0,2,,,,,,,,,1,,60,0
3839,note_on,119,0,3,,,,,,,,,2,,48,0
3839,note_on,119,0,1,,,,,,,,,0,,75,0
3840,note_on,1,0,2,,,,,,,,,1,,62,100
3840,note_on,1,0,1,,,,,,,,,0,,77,100
3840,note_on,1,0,3,,,,,,,,,2,,50,100
3959,note_on,119,0,2,,,,,,,,,1,,62,0
3959,note_on,119,0,1,,,,,,,,,0,,77,0
3959,note_on,119,0,3,,,,,,,,,2,,50,0
3960,note_on,1,0,2,,,,,,,,,1,,63,100
3960,note_on,1,0,1,,,,,,,,,0,,79,100
3960,note_on,1,0,3,,,,,,,,,2,,51,100
4010,note_on,50,0,1,,,,,,,,,0,,79,0
4010,note_on,50,0,3,,,,,,,,,2,,51,0
4010,note_on,50,0,2,,,,,,,,,1,,63,0
4080,note_on,70,0,2,,,,,,,,,1,,63,100
4080,note_on,70,0,1,,,,,,,,,0,,79,100
4080,note_on,70,0,3,,,,,,,,,2,,51,100
4199,note_on,119,0,2,,,,,,,,,1,,63,0
4199,note_on,119,0,3,,,,,,,,,2,,51,0
4199,note_on,119,0,1,,,,,,,,,0,,79,0
4200,note_on,1,0,3,,,,,,,,,2,,48,100
4200,note_on,1,0,2,,,,,,,,,1,,60,100
4200,note_on,1,0,1,,,,,,,,,0,,80,100
