tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,program,channel,control,value,note,velocity
0,time_signature,1,4,24,8,0,1,0,,,,,,,,
0,control_change,,,,,0,0,9,,,,10,91,127,,
0,control_change,,,,,0,0,9,,,,10,1,10,,
0,control_change,,,,,0,0,9,,,,10,10,20,,
0,control_change,,,,,0,0,7,,,,6,11,90,,
0,control_change,,,,,0,0,7,,,,6,10,60,,
0,control_change,,,,,0,0,7,,,,6,1,10,,
0,control_change,,,,,0,0,7,,,,6,91,127,,
0,control_change,,,,,0,0,7,,,,6,121,127,,
0,program_change,,,,,0,0,7,,,48,6,,,,
0,track_name,,,,,0,1,7,,,,,,,,
0,track_name,,,,,0,1,15,,,,,,,,
0,program_change,,,,,0,0,15,,,68,3,,,,
0,control_change,,,,,0,0,15,,,,3,121,127,,
0,control_change,,,,,0,0,15,,,,3,91,127,,
0,control_change,,,,,0,0,9,,,,10,121,127,,
0,control_change,,,,,0,0,15,,,,3,1,10,,
0,track_name,,,,,0,1,12,,,,,,,,
0,program_change,,,,,0,0,12,,,52,14,,,,
0,control_change,,,,,0,0,12,,,,14,121,127,,
0,control_change,,,,,0,0,12,,,,14,91,127,,
0,control_change,,,,,0,0,12,,,,14,1,10,,
0,control_change,,,,,0,0,12,,,,14,10,100,,
0,control_change,,,,,0,0,5,,,,4,11,90,,
0,control_change,,,,,0,0,5,,,,4,10,90,,
0,control_change,,,,,0,0,5,,,,4,1,10,,
0,control_change,,,,,0,0,5,,,,4,91,127,,
0,control_change,,,,,0,0,5,,,,4,121,127,,
0,program_change,,,,,0,0,5,,,70,4,,,,
0,track_name,,,,,0,1,5,,,,,,,,
0,control_change,,,,,0,0,4,,,,1,10,50,,
0,control_change,,,,,0,0,15,,,,3,11,90,,
0,program_change,,,,,0,0,9,,,52,10,,,,
0,track_name,,,,,0,1,9,,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,
0,control_change,,,,,0,0,13,,,,15,10,120,,
0,control_change,,,,,0,0,13,,,,15,1,10,,
0,control_change,,,,,0,0,13,,,,15,91,127,,
0,control_change,,,,,0,0,13,,,,15,121,127,,
0,program_change,,,,,0,0,13,,,52,15,,,,
0,track_name,,,,,0,1,13,,,,,,,,
0,track_name,,,,,0,1,11,,,,,,,,
0,program_change,,,,,0,0,11,,,52,12,,,,
0,control_change,,,,,0,0,11,,,,12,121,127,,
0,control_change,,,,,0,0,11,,,,12,91,127,,
0,control_change,,,,,0,0,11,,,,12,1,10,,
0,control_change,,,,,0,0,11,,,,12,10,60,,
0,track_name,,,,,0,1,2,,,,,,,,
0,program_change,,,,,0,0,2,,,56,0,,,,
0,control_change,,,,,0,0,2,,,,0,121,127,,
0,control_change,,,,,0,0,2,,,,0,91,127,,
0,control_change,,,,,0,0,2,,,,0,1,10,,
0,program_change,,,,,0,0,6,,,48,5,,,,
0,control_change,,,,,0,0,6,,,,5,121,127,,
0,control_change,,,,,0,0,6,,,,5,91,127,,
0,control_change,,,,,0,0,6,,,,5,1,10,,
0,control_change,,,,,0,0,6,,,,5,10,30,,
0,control_change,,,,,0,0,6,,,,5,11,90,,
0,control_change,,,,,0,0,4,,,,1,1,10,,
0,track_name,,,,,0,1,8,,,,,,,,
0,control_change,,,,,0,0,8,,,,7,121,127,,
0,control_change,,,,,0,0,8,,,,7,91,127,,
0,control_change,,,,,0,0,8,,,,7,1,10,,
0,control_change,,,,,0,0,8,,,,7,10,90,,
0,control_change,,,,,0,0,8,,,,7,11,90,,
0,control_change,,,,,0,0,2,,,,0,10,30,,
0,program_change,,,,,0,0,8,,,48,7,,,,
0,control_change,,,,,0,0,4,,,,1,91,127,,
0,control_change,,,,,0,0,15,,,,3,10,30,,
0,program_change,,,,,0,0,4,,,56,1,,,,
0,control_change,,,,,0,0,1,,,,13,10,80,,
0,control_change,,,,,0,0,1,,,,13,1,10,,
0,control_change,,,,,0,0,1,,,,13,91,127,,
0,control_change,,,,,0,0,1,,,,13,121,127,,
0,program_change,,,,,0,0,1,,,52,13,,,,
0,track_name,,,,,0,1,1,,,,,,,,
0,control_change,,,,,0,0,14,,,,8,91,127,,
0,control_change,,,,,0,0,14,,,,8,121,127,,
0,control_change,,,,,0,0,14,,,,8,10,110,,
0,control_change,,,,,0,0,14,,,,8,11,80,,
0,program_change,,,,,0,0,14,,,20,8,,,,
0,track_name,,,,,0,1,14,,,,,,,,
0,track_name,,,,,0,1,10,,,,,,,,
0,program_change,,,,,0,0,10,,,52,11,,,,
0,control_change,,,,,0,0,14,,,,8,1,10,,
0,control_change,,,,,0,0,10,,,,11,121,127,,
0,control_change,,,,,0,0,10,,,,11,1,10,,
0,control_change,,,,,0,0,3,,,,2,10,90,,
0,control_change,,,,,0,0,10,,,,11,10,40,,
0,control_change,,,,,0,0,3,,,,2,91,127,,
0,track_name,,,,,0,1,3,,,,,,,,
0,program_change,,,,,0,0,3,,,47,2,,,,
0,control_change,,,,,0,0,3,,,,2,121,127,,
0,copyright,,,,,0,1,0,,,,,,,,
0,track_name,,,,,0,1,0,,,,,,,,
0,set_tempo,,,,,0,1,0,,625000,,,,,,
0,key_signature,,,,,0,1,0,D,,,,,,,
0,track_name,,,,,0,1,4,,,,,,,,
0,control_change,,,,,0,0,10,,,,11,91,127,,
0,control_change,,,,,0,0,4,,,,1,121,127,,
1024,note_on,,,,,1024,0,14,,,,8,,,62,108
1024,note_on,,,,,1024,0,15,,,,3,,,78,108
1024,note_on,,,,,1024,0,6,,,,5,,,81,108
1024,note_on,,,,,1024,0,1,,,,13,,,66,108
1024,note_on,,,,,0,0,15,,,,3,,,74,108
1024,note_on,,,,,0,0,6,,,,5,,,78,108
1024,note_on,,,,,1024,0,8,,,,7,,,62,108
1024,note_on,,,,,1024,0,2,,,,0,,,78,108
1024,note_on,,,,,1024,0,10,,,,11,,,74,108
1024,note_on,,,,,1024,0,11,,,,12,,,69,108
1024,set_tempo,,,,,0,1,0,,967741,,,,,,
1024,time_signature,4,4,24,8,1024,1,0,,,,,,,,
1024,note_on,,,,,1024,0,13,,,,15,,,62,108
1024,note_on,,,,,1024,0,7,,,,6,,,74,108
1024,note_on,,,,,0,0,15,,,,3,,,69,108
1024,note_on,,,,,1024,0,9,,,,10,,,78,108
1024,note_on,,,,,1024,0,5,,,,4,,,62,108
1024,note_on,,,,,1024,0,12,,,,14,,,62,108
1024,note_on,,,,,1024,0,4,,,,1,,,74,108
1024,note_on,,,,,0,0,4,,,,1,,,69,108
1024,note_on,,,,,1024,0,3,,,,2,,,50,108
1365,note_on,,,,,341,0,1,,,,13,,,66,0
1365,note_on,,,,,0,0,12,,,,14,,,64,101
1365,note_on,,,,,0,0,2,,,,0,,,79,101
1365,note_on,,,,,341,0,12,,,,14,,,62,0
1365,note_on,,,,,341,0,4,,,,1,,,74,0
1365,note_on,,,,,341,0,2,,,,0,,,78,0
1365,note_on,,,,,0,0,4,,,,1,,,76,101
1365,note_on,,,,,0,0,1,,,,13,,,67,101
1536,note_on,,,,,512,0,3,,,,2,,,50,0
1536,note_on,,,,,0,0,3,,,,2,,,50,102
