tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,set_tempo,571420,0,1,0,,,,,,,,
0,note_on,,0,0,3,,,,,,0,36,102
0,track_name,,0,1,2,,,,,,,,
0,note_on,,0,0,1,,,,,,0,60,92
0,program_change,,0,0,1,,,,,19,0,,
0,track_name,,0,1,1,,,,,,,,
0,track_name,,0,1,3,,,,,,,,
0,time_signature,,0,1,0,4,4,24,8,,,,
384,note_off,,384,0,3,,,,,,0,36,64
384,note_on,,0,0,1,,,,,,0,60,92
384,note_off,,384,0,1,,,,,,0,60,64
768,note_off,,384,0,1,,,,,,0,60,64
768,note_on,,768,0,2,,,,,,0,48,92
768,note_on,,0,0,1,,,,,,0,60,92
768,note_on,,384,0,3,,,,,,0,36,102
1152,note_off,,384,0,3,,,,,,0,36,64
1152,note_off,,384,0,2,,,,,,0,48,64
1152,note_on,,0,0,2,,,,,,0,48,92
1152,note_off,,384,0,1,,,,,,0,60,64
1536,note_on,,384,0,3,,,,,,0,36,102
1536,note_off,,384,0,2,,,,,,0,48,64
1536,note_on,,0,0,2,,,,,,0,48,92
1536,note_on,,384,0,1,,,,,,0,60,92
1920,note_on,,0,0,1,,,,,,0,60,92
1920,note_off,,384,0,1,,,,,,0,60,64
1920,note_off,,384,0,3,,,,,,0,36,64
1920,note_off,,384,0,2,,,,,,0,48,64
2304,note_on,,384,0,3,,,,,,0,36,102
2304,note_on,,0,0,1,,,,,,0,60,92
2304,note_on,,384,0,2,,,,,,0,48,92
2304,note_off,,384,0,1,,,,,,0,60,64
2496,note_off,,192,0,1,,,,,,0,60,64
2496,note_on,,0,0,1,,,,,,0,62,92
2592,note_on,,0,0,1,,,,,,0,64,92
2592,note_off,,96,0,1,,,,,,0,62,64
2688,note_on,,0,0,2,,,,,,0,48,92
2688,note_off,,384,0,3,,,,,,0,36,64
2688,note_off,,96,0,1,,,,,,0,64,64
2688,note_on,,0,0,1,,,,,,0,65,92
2688,note_off,,384,0,2,,,,,,0,48,64
2784,note_off,,96,0,1,,,,,,0,65,64
2784,note_on,,0,0,1,,,,,,0,67,92
2880,note_off,,96,0,1,,,,,,0,67,64
2880,note_on,,0,0,1,,,,,,0,69,92
2976,note_on,,0,0,1,,,,,,0,71,92
2976,note_off,,96,0,1,,,,,,0,69,64
3072,note_off,,96,0,1,,,,,,0,71,64
3072,note_on,,0,0,2,,,,,,0,48,92
3072,note_on,,384,0,3,,,,,,0,36,102
3072,note_off,,384,0,2,,,,,,0,48,64
3072,note_on,,0,0,1,,,,,,0,72,92
3264,note_off,,192,0,2,,,,,,0,48,64
3264,note_off,,192,0,1,,,,,,0,72,64
3264,note_on,,0,0,2,,,,,,0,50,92
3264,note_on,,0,0,1,,,,,,0,60,92
3360,note_on,,0,0,2,,,,,,0,52,92
3360,note_off,,96,0,2,,,,,,0,50,64
3456,note_on,,0,0,2,,,,,,0,53,92
3456,note_off,,96,0,2,,,,,,0,52,64
3456,note_off,,384,0,3,,,,,,0,36,64
3456,note_off,,192,0,1,,,,,,0,60,64
3456,note_on,,0,0,3,,,,,,0,48,102
3456,note_on,,0,0,1,,,,,,0,60,92
3552,note_off,,96,0,2,,,,,,0,53,64
3552,note_on,,0,0,2,,,,,,0,55,92
3648,note_off,,192,0,1,,,,,,0,60,64
3648,note_off,,96,0,2,,,,,,0,55,64
3648,note_off,,192,0,3,,,,,,0,48,64
3648,note_on,,0,0,3,,,,,,0,36,102
3648,note_on,,0,0,2,,,,,,0,57,92
3648,note_on,,0,0,1,,,,,,0,60,92
3744,note_off,,96,0,2,,,,,,0,57,64
3744,note_on,,0,0,2,,,,,,0,59,92
3840,note_on,,0,0,1,,,,,,0,60,92
3840,note_off,,192,0,1,,,,,,0,60,64
3840,note_off,,96,0,2,,,,,,0,59,64
3840,note_off,,192,0,3,,,,,,0,36,64
3840,note_on,,0,0,3,,,,,,0,36,102
3840,note_on,,0,0,2,,,,,,0,60,92
4032,note_on,,0,0,2,,,,,,0,48,92
4032,note_off,,192,0,2,,,,,,0,60,64
4032,note_on,,0,0,1,,,,,,0,62,92
4032,note_off,,192,0,1,,,,,,0,60,64
4128,note_on,,0,0,1,,,,,,0,64,92
4128,note_off,,96,0,1,,,,,,0,62,64
4224,note_on,,0,0,2,,,,,,0,48,92
4224,note_on,,0,0,3,,,,,,0,48,102
4224,note_off,,192,0,2,,,,,,0,48,64
4224,note_on,,0,0,1,,,,,,0,65,92
4224,note_off,,96,0,1,,,,,,0,64,64
4224,note_off,,384,0,3,,,,,,0,36,64
4320,note_on,,0,0,1,,,,,,0,67,92
4320,note_off,,96,0,1,,,,,,0,65,64
4416,note_on,,0,0,2,,,,,,0,48,92
4416,note_off,,192,0,3,,,,,,0,48,64
4416,note_on,,0,0,3,,,,,,0,36,102
4416,note_off,,192,0,2,,,,,,0,48,64
4416,note_on,,0,0,1,,,,,,0,69,92
4416,note_off,,96,0,1,,,,,,0,67,64
4512,note_off,,96,0,1,,,,,,0,69,64
4512,note_on,,0,0,1,,,,,,0,71,92
4608,note_off,,192,0,3,,,,,,0,36,64
4608,note_off,,96,0,1,,,,,,0,71,64
4608,note_off,,192,0,2,,,,,,0,48,64
4608,note_on,,0,0,2,,,,,,0,48,92
4608,note_on,,0,0,1,,,,,,0,72,92
4608,note_on,,0,0,3,,,,,,0,36,102
4800,note_off,,192,0,1,,,,,,0,72,64
4800,note_on,,0,0,1,,,,,,0,60,92
4800,note_off,,192,0,2,,,,,,0,48,64
4800,note_on,,0,0,2,,,,,,0,50,92
4896,note_off,,96,0,2,,,,,,0,50,64
4896,note_on,,0,0,2,,,,,,0,52,92
4992,note_off,,96,0,2,,,,,,0,52,64
4992,note_off,,384,0,3,,,,,,0,36,64
4992,note_on,,0,0,1,,,,,,0,60,92
4992,note_off,,192,0,1,,,,,,0,60,64
4992,note_on,,0,0,2,,,,,,0,53,92
4992,note_on,,0,0,3,,,,,,0,48,102
5088,note_on,,0,0,2,,,,,,0,55,92
5088,note_off,,96,0,2,,,,,,0,53,64
5184,note_off,,192,0,1,,,,,,0,60,64
5184,note_off,,96,0,2,,,,,,0,55,64
5184,note_on,,0,0,2,,,,,,0,57,92
5184,note_on,,0,0,3,,,,,,0,36,102
5184,note_on,,0,0,1,,,,,,0,60,92
5184,note_off,,192,0,3,,,,,,0,48,64
5280,note_off,,96,0,2,,,,,,0,57,64
5280,note_on,,0,0,2,,,,,,0,59,92
5376,note_off,,192,0,3,,,,,,0,36,64
5376,note_on,,0,0,3,,,,,,0,36,102
5376,note_off,,192,0,1,,,,,,0,60,64
5376,note_on,,0,0,1,,,,,,0,60,92
5376,note_off,,96,0,2,,,,,,0,59,64
5376,note_on,,0,0,2,,,,,,0,60,92
5568,note_on,,0,0,2,,,,,,0,48,92
5568,note_off,,192,0,2,,,,,,0,60,64
5568,note_off,,192,0,1,,,,,,0,60,64
