tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,4,4,96,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,4,,,0,0,2,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,key_signature,,,,,0,1,3,,,,,,,Bm,,
0,control_change,,,,,0,0,3,,,91,46,1,,,,
0,control_change,,,,,0,0,3,,,10,93,1,,,,
0,control_change,,,,,0,0,3,,,7,127,1,,,,
0,program_change,,,,,0,0,3,,,,,1,6,,,
0,control_change,,,,,0,0,3,,,0,0,1,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,key_signature,,,,,0,1,7,,,,,,,Bm,,
0,program_change,,,,,0,0,4,,,,,2,6,,,
0,key_signature,,,,,0,1,2,,,,,,,Bm,,
0,control_change,,,,,0,0,2,,,10,93,1,,,,
0,control_change,,,,,0,0,2,,,7,127,1,,,,
0,program_change,,,,,0,0,2,,,,,1,6,,,
0,control_change,,,,,0,0,2,,,0,0,1,,,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,key_signature,,,,,0,1,1,,,,,,,Bm,,
0,program_change,,,,,0,0,1,,,,,0,71,,,
0,control_change,,,,,0,0,1,,,91,63,0,,,,
0,control_change,,,,,0,0,1,,,10,29,0,,,,
0,control_change,,,,,0,0,1,,,7,127,0,,,,
0,control_change,,,,,0,0,2,,,91,46,1,,,,
0,control_change,,,,,0,0,4,,,7,0,2,,,,
0,control_change,,,,,0,0,4,,,10,93,2,,,,
0,control_change,,,,,0,0,4,,,91,46,2,,,,
0,control_change,,,,,0,0,7,,,91,46,2,,,,
0,control_change,,,,,0,0,7,,,10,93,2,,,,
0,control_change,,,,,0,0,7,,,7,0,2,,,,
0,program_change,,,,,0,0,7,,,,,2,6,,,
0,control_change,,,,,0,0,7,,,0,0,2,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,key_signature,,,,,0,1,6,,,,,,,Bm,,
0,control_change,,,,,0,0,6,,,91,46,2,,,,
0,control_change,,,,,0,0,6,,,10,93,2,,,,
0,control_change,,,,,0,0,6,,,7,0,2,,,,
0,program_change,,,,,0,0,6,,,,,2,6,,,
0,control_change,,,,,0,0,6,,,0,0,2,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,Bm,,
0,control_change,,,,,0,0,5,,,91,46,2,,,,
0,control_change,,,,,0,0,5,,,10,93,2,,,,
0,control_change,,,,,0,0,5,,,7,0,2,,,,
0,program_change,,,,,0,0,5,,,,,2,6,,,
0,control_change,,,,,0,0,5,,,0,0,2,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,Bm,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 119, 14, 0)",,,,,,,,
0,set_tempo,,,,,0,1,0,,1052631,,,,,,,
1152,set_tempo,,,,,1152,1,0,,1578947,,,,,,,
1520,note_on,,,,,1520,0,1,,,,,0,,,81,100
1536,set_tempo,,,,,384,1,0,,2000000,,,,,,,
1536,note_on,,,,,1536,0,3,,,,,1,,,50,100
1584,set_tempo,,,,,48,1,0,,1935483,,,,,,,
1632,set_tempo,,,,,48,1,0,,1875000,,,,,,,
1632,note_on,,,,,1632,0,2,,,,,1,,,74,100
1664,note_off,,,,,128,0,3,,,,,1,,,50,100
1680,set_tempo,,,,,48,1,0,,1714285,,,,,,,
1724,note_off,,,,,92,0,2,,,,,1,,,74,100
1728,note_on,,,,,4,0,2,,,,,1,,,76,100
1728,set_tempo,,,,,48,1,0,,1666666,,,,,,,
1728,note_on,,,,,64,0,3,,,,,1,,,62,100
1776,set_tempo,,,,,48,1,0,,1621621,,,,,,,
1820,note_off,,,,,92,0,2,,,,,1,,,76,100
1824,set_tempo,,,,,48,1,0,,1578947,,,,,,,
1824,note_on,,,,,4,0,2,,,,,1,,,78,100
1916,note_off,,,,,188,0,3,,,,,1,,,62,100
1916,note_off,,,,,92,0,2,,,,,1,,,78,100
1920,note_on,,,,,4,0,2,,,,,1,,,67,100
1920,note_on,,,,,4,0,3,,,,,1,,,61,100
1920,set_tempo,,,,,96,1,0,,1578947,,,,,,,
2012,note_off,,,,,92,0,2,,,,,1,,,67,100
2016,note_on,,,,,4,0,2,,,,,1,,,76,100
2108,note_off,,,,,92,0,2,,,,,1,,,76,100
2108,note_off,,,,,188,0,3,,,,,1,,,61,100
2112,note_on,,,,,4,0,3,,,,,1,,,62,100
2112,note_on,,,,,4,0,2,,,,,1,,,66,100
2112,set_tempo,,,,,192,1,0,,1578947,,,,,,,
2204,note_off,,,,,92,0,2,,,,,1,,,66,100
2208,note_on,,,,,4,0,2,,,,,1,,,74,100
2300,note_off,,,,,188,0,3,,,,,1,,,62,100
2300,note_off,,,,,92,0,2,,,,,1,,,74,100
2304,note_on,,,,,4,0,3,,,,,1,,,57,100
2304,note_on,,,,,4,0,2,,,,,1,,,73,100
2396,note_off,,,,,92,0,2,,,,,1,,,73,100
2400,note_on,,,,,4,0,2,,,,,1,,,69,100
2492,note_off,,,,,188,0,3,,,,,1,,,57,100
2492,note_off,,,,,92,0,2,,,,,1,,,69,100
2496,note_on,,,,,4,0,2,,,,,1,,,73,100
2496,note_on,,,,,4,0,3,,,,,1,,,55,100
2588,note_off,,,,,92,0,2,,,,,1,,,73,100
2592,note_on,,,,,4,0,2,,,,,1,,,76,100
2684,note_off,,,,,92,0,2,,,,,1,,,76,100
2684,note_off,,,,,188,0,3,,,,,1,,,55,100
2688,note_on,,,,,4,0,3,,,,,1,,,54,100
2688,note_on,,,,,4,0,2,,,,,1,,,81,100
2780,note_off,,,,,92,0,2,,,,,1,,,81,100
2784,note_on,,,,,4,0,2,,,,,1,,,74,100
2876,note_off,,,,,188,0,3,,,,,1,,,54,100
2876,note_off,,,,,92,0,2,,,,,1,,,74,100
2880,note_on,,,,,4,0,3,,,,,1,,,52,100
