tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,control,value,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,1,,,38,100
0,control_change,0,0,2,,,,,,,,1,10,19,,
0,control_change,0,0,2,,,,,,,,1,7,110,,
0,program_change,0,0,2,,,,,,,70,1,,,,
0,track_name,0,1,2,,,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,,,81,100
0,control_change,0,0,1,,,,,,,,0,10,109,,
0,control_change,0,0,1,,,,,,,,0,7,110,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,
0,time_signature,0,1,0,4,4,24,8,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,D,,,,,,,
0,program_change,0,0,1,,,,,,,69,0,,,,
0,set_tempo,0,1,0,,,,,,571429,,,,,,
0,end_of_track,0,1,0,,,,,,,,,,,,
25,note_on,25,0,2,,,,,,,,1,,,38,0
60,note_on,35,0,2,,,,,,,,1,,,50,100
85,note_on,25,0,2,,,,,,,,1,,,50,0
120,note_on,120,0,1,,,,,,,,0,,,81,0
120,note_on,0,0,1,,,,,,,,0,,,79,100
120,note_on,35,0,2,,,,,,,,1,,,38,100
145,note_on,25,0,2,,,,,,,,1,,,38,0
150,note_on,30,0,1,,,,,,,,0,,,79,0
150,note_on,0,0,1,,,,,,,,0,,,78,100
180,note_on,35,0,2,,,,,,,,1,,,50,100
180,note_on,30,0,1,,,,,,,,0,,,78,0
180,note_on,0,0,1,,,,,,,,0,,,76,100
205,note_on,25,0,2,,,,,,,,1,,,50,0
210,note_on,30,0,1,,,,,,,,0,,,76,0
210,note_on,0,0,1,,,,,,,,0,,,74,100
235,note_on,25,0,1,,,,,,,,0,,,74,0
240,note_on,35,0,2,,,,,,,,1,,,38,100
240,note_on,5,0,1,,,,,,,,0,,,81,100
