tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,program,channel,note,velocity
0,track_name,0,1,0,,,,,,,,,,
0,note_on,0,0,1,,,,,,,,0,52,64
0,program_change,0,0,1,,,,,,,0,0,,
0,track_name,0,1,1,,,,,,,,,,
0,end_of_track,0,1,2,,,,,,,,,,
0,marker,0,1,0,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,750000,,,,
0,key_signature,0,1,0,,,,,E,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,
120,note_on,120,0,1,,,,,,,,0,71,64
240,note_on,120,0,1,,,,,,,,0,71,0
240,note_on,0,0,1,,,,,,,,0,73,64
360,note_on,120,0,1,,,,,,,,0,68,64
480,note_on,0,0,1,,,,,,,,0,69,64
480,note_on,120,0,1,,,,,,,,0,68,0
540,note_on,60,0,1,,,,,,,,0,73,0
540,note_on,0,0,1,,,,,,,,0,73,64
600,note_on,0,0,1,,,,,,,,0,71,64
600,note_on,60,0,1,,,,,,,,0,73,0
660,note_on,0,0,1,,,,,,,,0,69,64
660,note_on,60,0,1,,,,,,,,0,71,0
720,note_on,60,0,1,,,,,,,,0,69,0
720,note_on,0,0,1,,,,,,,,0,71,64
780,note_on,60,0,1,,,,,,,,0,69,0
780,note_on,0,0,1,,,,,,,,0,69,64
840,note_on,0,0,1,,,,,,,,0,68,64
840,note_on,60,0,1,,,,,,,,0,69,0
900,note_on,0,0,1,,,,,,,,0,66,64
900,note_on,60,0,1,,,,,,,,0,68,0
960,note_on,0,0,1,,,,,,,,0,68,64
960,note_on,60,0,1,,,,,,,,0,66,0
1020,note_on,0,0,1,,,,,,,,0,71,64
1020,note_on,60,0,1,,,,,,,,0,71,0
1080,note_on,0,0,1,,,,,,,,0,76,64
1080,note_on,60,0,1,,,,,,,,0,71,0
1080,note_on,0,0,1,,,,,,,,0,68,0
1140,note_on,0,0,1,,,,,,,,0,75,64
1140,note_on,60,0,1,,,,,,,,0,76,0
1200,note_on,60,0,1,,,,,,,,0,75,0
