tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,control,value,note,velocity
0,time_signature,4,4,24,8,0,1,0,,,,,,,,,
0,program_change,,,,,0,0,1,,,,62,0,,,,
0,control_change,,,,,0,0,1,,,,,0,7,110,,
0,control_change,,,,,0,0,1,,,,,0,10,1,,
0,control_change,,,,,0,0,4,,,,,3,10,64,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,program_change,,,,,0,0,4,,,,19,3,,,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,midi_port,,,,,0,1,4,,,0,,,,,,
0,control_change,,,,,0,0,3,,,,,2,7,105,,
0,program_change,,,,,0,0,3,,,,88,2,,,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,midi_port,,,,,0,1,3,,,0,,,,,,
0,control_change,,,,,0,0,2,,,,,1,10,126,,
0,control_change,,,,,0,0,2,,,,,1,7,95,,
0,program_change,,,,,0,0,2,,,,81,1,,,,
0,control_change,,,,,0,0,3,,,,,2,10,64,,
0,midi_port,,,,,0,1,1,,,0,,,,,,
0,control_change,,,,,0,0,4,,,,,3,7,90,,
0,midi_port,,,,,0,1,2,,,0,,,,,,
0,set_tempo,,,,,0,1,0,,1200000,,,,,,,
0,key_signature,,,,,0,1,0,C,,,,,,,,
120,note_on,,,,,120,0,3,,,,,2,,,43,80
120,note_on,,,,,0,0,3,,,,,2,,,43,80
120,note_on,,,,,0,0,4,,,,,3,,,43,80
120,note_on,,,,,120,0,4,,,,,3,,,43,80
135,note_on,,,,,135,0,2,,,,,1,,,62,80
148,note_on,,,,,13,0,2,,,,,1,,,62,0
150,note_on,,,,,2,0,2,,,,,1,,,64,80
163,note_on,,,,,13,0,2,,,,,1,,,64,0
165,note_on,,,,,2,0,2,,,,,1,,,66,80
178,note_on,,,,,13,0,2,,,,,1,,,66,0
180,note_on,,,,,2,0,2,,,,,1,,,67,80
210,note_on,,,,,210,0,1,,,,,0,,,82,80
225,note_on,,,,,105,0,4,,,,,3,,,43,0
225,note_on,,,,,0,0,4,,,,,3,,,43,0
225,note_on,,,,,105,0,3,,,,,2,,,43,0
225,note_on,,,,,0,0,3,,,,,2,,,43,0
236,note_on,,,,,26,0,1,,,,,0,,,82,0
240,note_on,,,,,15,0,3,,,,,2,,,45,80
240,note_on,,,,,4,0,1,,,,,0,,,72,80
240,note_on,,,,,15,0,4,,,,,3,,,45,80
240,note_on,,,,,0,0,4,,,,,3,,,45,80
240,note_on,,,,,0,0,3,,,,,2,,,45,80
266,note_on,,,,,86,0,2,,,,,1,,,67,0
270,note_on,,,,,4,0,2,,,,,1,,,69,80
283,note_on,,,,,13,0,2,,,,,1,,,69,0
285,note_on,,,,,2,0,2,,,,,1,,,67,80
298,note_on,,,,,13,0,2,,,,,1,,,67,0
300,note_on,,,,,2,0,2,,,,,1,,,66,80
313,note_on,,,,,13,0,2,,,,,1,,,66,0
315,note_on,,,,,2,0,2,,,,,1,,,67,80
318,note_on,,,,,78,0,1,,,,,0,,,72,0
328,note_on,,,,,13,0,2,,,,,1,,,67,0
330,note_on,,,,,2,0,2,,,,,1,,,64,80
330,note_on,,,,,12,0,1,,,,,0,,,81,80
343,note_on,,,,,13,0,2,,,,,1,,,64,0
345,note_on,,,,,105,0,3,,,,,2,,,45,0
345,note_on,,,,,0,0,4,,,,,3,,,45,0
345,note_on,,,,,105,0,4,,,,,3,,,45,0
345,note_on,,,,,0,0,3,,,,,2,,,45,0
345,note_on,,,,,2,0,2,,,,,1,,,66,80
356,note_on,,,,,26,0,1,,,,,0,,,81,0
358,note_on,,,,,13,0,2,,,,,1,,,66,0
360,note_on,,,,,0,0,3,,,,,2,,,46,80
360,note_on,,,,,4,0,1,,,,,0,,,70,80
360,note_on,,,,,0,0,4,,,,,3,,,46,80
360,note_on,,,,,15,0,4,,,,,3,,,46,80
360,note_on,,,,,15,0,3,,,,,2,,,46,80
360,note_on,,,,,2,0,2,,,,,1,,,67,80
373,note_on,,,,,13,0,1,,,,,0,,,70,0
375,note_on,,,,,2,0,1,,,,,0,,,74,80
388,note_on,,,,,13,0,1,,,,,0,,,74,0
390,note_on,,,,,2,0,1,,,,,0,,,76,80
403,note_on,,,,,13,0,1,,,,,0,,,76,0
405,note_on,,,,,2,0,1,,,,,0,,,78,80
418,note_on,,,,,13,0,1,,,,,0,,,78,0
420,note_on,,,,,2,0,1,,,,,0,,,79,80
438,note_on,,,,,78,0,2,,,,,1,,,67,0
450,note_on,,,,,12,0,2,,,,,1,,,74,80
465,note_on,,,,,0,0,3,,,,,2,,,46,0
465,note_on,,,,,105,0,4,,,,,3,,,46,0
465,note_on,,,,,0,0,4,,,,,3,,,46,0
465,note_on,,,,,105,0,3,,,,,2,,,46,0
476,note_on,,,,,26,0,2,,,,,1,,,74,0
480,note_on,,,,,4,0,2,,,,,1,,,62,80
480,note_on,,,,,0,0,4,,,,,3,,,47,80
480,note_on,,,,,15,0,4,,,,,3,,,47,80
480,note_on,,,,,0,0,3,,,,,2,,,47,80
480,note_on,,,,,15,0,3,,,,,2,,,47,80
493,note_on,,,,,73,0,1,,,,,0,,,79,0
495,note_on,,,,,2,0,1,,,,,0,,,79,80
508,note_on,,,,,13,0,1,,,,,0,,,79,0
510,note_on,,,,,2,0,1,,,,,0,,,80,80
523,note_on,,,,,13,0,1,,,,,0,,,80,0
525,note_on,,,,,2,0,1,,,,,0,,,79,80
538,note_on,,,,,13,0,1,,,,,0,,,79,0
540,note_on,,,,,2,0,1,,,,,0,,,77,80
553,note_on,,,,,13,0,1,,,,,0,,,77,0
555,note_on,,,,,2,0,1,,,,,0,,,75,80
558,note_on,,,,,78,0,2,,,,,1,,,62,0
568,note_on,,,,,13,0,1,,,,,0,,,75,0
570,note_on,,,,,12,0,2,,,,,1,,,67,80
570,note_on,,,,,2,0,1,,,,,0,,,77,80
583,note_on,,,,,13,0,1,,,,,0,,,77,0
585,note_on,,,,,2,0,1,,,,,0,,,74,80
585,note_on,,,,,105,0,4,,,,,3,,,47,0
585,note_on,,,,,0,0,4,,,,,3,,,47,0
585,note_on,,,,,105,0,3,,,,,2,,,47,0
585,note_on,,,,,0,0,3,,,,,2,,,47,0
596,note_on,,,,,26,0,2,,,,,1,,,67,0
598,note_on,,,,,13,0,1,,,,,0,,,74,0
600,note_on,,,,,4,0,2,,,,,1,,,60,80
600,note_on,,,,,2,0,1,,,,,0,,,75,80
600,note_on,,,,,0,0,3,,,,,2,,,48,80
600,note_on,,,,,15,0,4,,,,,3,,,48,80
600,note_on,,,,,0,0,4,,,,,3,,,48,80
600,note_on,,,,,15,0,3,,,,,2,,,48,80
613,note_on,,,,,13,0,2,,,,,1,,,60,0
615,note_on,,,,,2,0,2,,,,,1,,,63,80
628,note_on,,,,,13,0,2,,,,,1,,,63,0
630,note_on,,,,,2,0,2,,,,,1,,,65,80
643,note_on,,,,,13,0,2,,,,,1,,,65,0
645,note_on,,,,,2,0,2,,,,,1,,,67,80
658,note_on,,,,,13,0,2,,,,,1,,,67,0
660,note_on,,,,,2,0,2,,,,,1,,,69,80
673,note_on,,,,,73,0,1,,,,,0,,,75,0
675,note_on,,,,,2,0,1,,,,,0,,,84,80
688,note_on,,,,,13,0,1,,,,,0,,,84,0
690,note_on,,,,,2,0,1,,,,,0,,,82,80
703,note_on,,,,,13,0,1,,,,,0,,,82,0
705,note_on,,,,,0,0,4,,,,,3,,,48,0
705,note_on,,,,,105,0,4,,,,,3,,,48,0
705,note_on,,,,,2,0,1,,,,,0,,,84,80
705,note_on,,,,,0,0,3,,,,,2,,,48,0
705,note_on,,,,,105,0,3,,,,,2,,,48,0
718,note_on,,,,,13,0,1,,,,,0,,,84,0
720,note_on,,,,,2,0,1,,,,,0,,,74,80
720,note_on,,,,,0,0,3,,,,,2,,,46,80
720,note_on,,,,,15,0,3,,,,,2,,,46,80
720,note_on,,,,,15,0,4,,,,,3,,,46,80
720,note_on,,,,,0,0,4,,,,,3,,,46,80
733,note_on,,,,,73,0,2,,,,,1,,,69,0
735,note_on,,,,,2,0,2,,,,,1,,,62,80
748,note_on,,,,,13,0,2,,,,,1,,,62,0
750,note_on,,,,,2,0,2,,,,,1,,,64,80
763,note_on,,,,,13,0,2,,,,,1,,,64,0
765,note_on,,,,,2,0,2,,,,,1,,,66,80
778,note_on,,,,,13,0,2,,,,,1,,,66,0
780,note_on,,,,,2,0,2,,,,,1,,,67,80
793,note_on,,,,,73,0,1,,,,,0,,,74,0
795,note_on,,,,,2,0,1,,,,,0,,,82,80
808,note_on,,,,,13,0,1,,,,,0,,,82,0
810,note_on,,,,,2,0,1,,,,,0,,,81,80
823,note_on,,,,,13,0,1,,,,,0,,,81,0
825,note_on,,,,,0,0,3,,,,,2,,,46,0
825,note_on,,,,,105,0,3,,,,,2,,,46,0
825,note_on,,,,,105,0,4,,,,,3,,,46,0
825,note_on,,,,,0,0,4,,,,,3,,,46,0
825,note_on,,,,,2,0,1,,,,,0,,,82,80
838,note_on,,,,,13,0,1,,,,,0,,,82,0
840,note_on,,,,,0,0,3,,,,,2,,,45,80
840,note_on,,,,,15,0,3,,,,,2,,,45,80
840,note_on,,,,,15,0,4,,,,,3,,,45,80
840,note_on,,,,,0,0,4,,,,,3,,,45,80
840,note_on,,,,,2,0,1,,,,,0,,,72,80
853,note_on,,,,,13,0,1,,,,,0,,,72,0
855,note_on,,,,,2,0,1,,,,,0,,,76,80
868,note_on,,,,,13,0,1,,,,,0,,,76,0
870,note_on,,,,,2,0,1,,,,,0,,,78,80
883,note_on,,,,,13,0,1,,,,,0,,,78,0
885,note_on,,,,,2,0,1,,,,,0,,,79,80
898,note_on,,,,,13,0,1,,,,,0,,,79,0
900,note_on,,,,,2,0,1,,,,,0,,,81,80
913,note_on,,,,,133,0,2,,,,,1,,,67,0
915,note_on,,,,,2,0,2,,,,,1,,,72,80
928,note_on,,,,,13,0,2,,,,,1,,,72,0
930,note_on,,,,,2,0,2,,,,,1,,,70,80
943,note_on,,,,,13,0,2,,,,,1,,,70,0
945,note_on,,,,,2,0,2,,,,,1,,,72,80
945,note_on,,,,,105,0,4,,,,,3,,,45,0
945,note_on,,,,,0,0,4,,,,,3,,,45,0
945,note_on,,,,,0,0,3,,,,,2,,,45,0
945,note_on,,,,,105,0,3,,,,,2,,,45,0
958,note_on,,,,,13,0,2,,,,,1,,,72,0
960,note_on,,,,,0,0,3,,,,,2,,,45,80
960,note_on,,,,,2,0,2,,,,,1,,,66,80
960,note_on,,,,,15,0,4,,,,,3,,,45,80
960,note_on,,,,,0,0,4,,,,,3,,,45,80
960,note_on,,,,,15,0,3,,,,,2,,,45,80
973,note_on,,,,,73,0,1,,,,,0,,,81,0
975,note_on,,,,,2,0,1,,,,,0,,,78,80
988,note_on,,,,,13,0,1,,,,,0,,,78,0
