tick,type,time,meta,track,frame_rate,hours,minutes,seconds,frames,sub_frames,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,port,program,channel,control,value,note,velocity,pitch
0,track_name,0,1,0,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,7,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,7,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,6,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,6,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,6,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,5,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,5,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,5,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,4,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,4,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,4,,,,,,,,,,,,,0,,,,,,,
0,control_change,0,0,3,,,,,,,,,,,,,,,2,10,44,,,
0,control_change,0,0,3,,,,,,,,,,,,,,,2,7,100,,,
0,program_change,0,0,3,,,,,,,,,,,,,,24,2,,,,,
0,track_name,0,1,3,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,3,,,,,,,,,,,,,0,,,,,,,
0,note_on,0,0,2,,,,,,,,,,,,,,,1,,,39,100,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,10,84,,,
0,control_change,0,0,2,,,,,,,,,,,,,,,1,7,100,,,
0,program_change,0,0,2,,,,,,,,,,,,,,24,1,,,,,
0,track_name,0,1,2,,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,7,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,8,,,,,,,,,,,,,0,,,,,,,
0,track_name,0,1,8,,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,8,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,16,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,15,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,15,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,15,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,14,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,14,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,14,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,13,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,13,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,13,,,,,,,,,,,,,0,,,,,,,
0,midi_port,0,1,2,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,12,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,12,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,11,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,11,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,11,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,10,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,10,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,10,,,,,,,,,,,,,0,,,,,,,
0,end_of_track,0,1,9,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,9,,,,,,,,,,,,,,,,,,,,
0,midi_port,0,1,9,,,,,,,,,,,,,0,,,,,,,
0,track_name,0,1,12,,,,,,,,,,,,,,,,,,,,
0,track_name,0,1,16,,,,,,,,,,,,,,,,,,,,
0,end_of_track,0,1,16,,,,,,,,,,,,,,,,,,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,10,64,,,
0,key_signature,0,1,0,,,,,,,,,,,Eb,,,,,,,,,
0,set_tempo,0,1,0,,,,,,,,,,,,600000,,,,,,,,
0,midi_port,0,1,1,,,,,,,,,,,,,0,,,,,,,
0,track_name,0,1,1,,,,,,,,,,,,,,,,,,,,
0,program_change,0,0,1,,,,,,,,,,,,,,24,0,,,,,
0,control_change,0,0,1,,,,,,,,,,,,,,,0,7,100,,,
0,time_signature,0,1,0,,,,,,,3,8,12,8,,,,,,,,,,
0,smpte_offset,0,1,0,25,32,0,3,0,0,,,,,,,,,,,,,,
30,note_on,30,0,1,,,,,,,,,,,,,,,0,,,63,100,
60,note_on,0,0,1,,,,,,,,,,,,,,,0,,,62,100,
60,note_on,30,0,1,,,,,,,,,,,,,,,0,,,63,0,
90,note_on,0,0,1,,,,,,,,,,,,,,,0,,,60,100,
90,note_on,30,0,1,,,,,,,,,,,,,,,0,,,62,0,
120,note_on,30,0,1,,,,,,,,,,,,,,,0,,,60,0,
120,note_on,120,0,2,,,,,,,,,,,,,,,1,,,39,0,
120,note_on,0,0,1,,,,,,,,,,,,,,,0,,,58,100,
150,note_on,30,0,1,,,,,,,,,,,,,,,0,,,58,0,
150,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,100,
180,note_on,30,0,1,,,,,,,,,,,,,,,0,,,56,0,
180,note_on,0,0,1,,,,,,,,,,,,,,,0,,,55,100,
180,note_on,60,0,2,,,,,,,,,,,,,,,1,,,51,100,
210,note_on,30,0,1,,,,,,,,,,,,,,,0,,,55,0,
210,note_on,0,0,1,,,,,,,,,,,,,,,0,,,60,100,
240,note_on,30,0,1,,,,,,,,,,,,,,,0,,,60,0,
240,note_on,0,0,1,,,,,,,,,,,,,,,0,,,58,100,
270,note_on,30,0,1,,,,,,,,,,,,,,,0,,,58,0,
270,note_on,0,0,1,,,,,,,,,,,,,,,0,,,56,100,
300,note_on,0,0,2,,,,,,,,,,,,,,,1,,,50,100,
