tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,key,tempo,port,program,channel,note,velocity
0,time_signature,2,2,48,8,0,1,0,,,,,,,
0,program_change,,,,,0,0,1,,,,6,0,,
0,midi_port,,,,,0,1,3,,,0,,,,
0,track_name,,,,,0,1,1,,,,,,,
0,program_change,,,,,0,0,4,,,,6,3,,
0,track_name,,,,,0,1,4,,,,,,,
0,midi_port,,,,,0,1,4,,,0,,,,
0,midi_port,,,,,0,1,2,,,0,,,,
0,midi_port,,,,,0,1,1,,,0,,,,
0,program_change,,,,,0,0,2,,,,6,1,,
0,program_change,,,,,0,0,3,,,,6,2,,
0,track_name,,,,,0,1,3,,,,,,,
0,marker,,,,,0,1,0,,,,,,,
0,key_signature,,,,,0,1,0,B,,,,,,
0,set_tempo,,,,,0,1,0,,500000,,,,,
0,track_name,,,,,0,1,2,,,,,,,
4,note_on,,,,,4,0,4,,,,,3,47,64
229,note_on,,,,,225,0,4,,,,,3,47,0
244,note_on,,,,,15,0,4,,,,,3,51,64
469,note_on,,,,,225,0,4,,,,,3,51,0
484,note_on,,,,,15,0,4,,,,,3,56,64
709,note_on,,,,,225,0,4,,,,,3,56,0
724,note_on,,,,,15,0,4,,,,,3,52,64
949,note_on,,,,,225,0,4,,,,,3,52,0
964,note_on,,,,,15,0,4,,,,,3,49,64
1189,note_on,,,,,225,0,4,,,,,3,49,0
1204,note_on,,,,,15,0,4,,,,,3,58,64
1429,note_on,,,,,225,0,4,,,,,3,58,0
1444,note_on,,,,,15,0,4,,,,,3,59,64
1549,note_on,,,,,105,0,4,,,,,3,59,0
1564,note_on,,,,,15,0,4,,,,,3,58,64
1616,note_on,,,,,52,0,4,,,,,3,58,0
1624,note_on,,,,,8,0,4,,,,,3,56,64
1676,note_on,,,,,52,0,4,,,,,3,56,0
1684,note_on,,,,,8,0,4,,,,,3,54,64
1789,note_on,,,,,105,0,4,,,,,3,54,0
1804,note_on,,,,,15,0,4,,,,,3,52,64
1909,note_on,,,,,105,0,4,,,,,3,52,0
1924,note_on,,,,,15,0,4,,,,,3,51,64
1924,note_on,,,,,1924,0,3,,,,,2,54,64
1976,note_on,,,,,52,0,4,,,,,3,51,0
1984,note_on,,,,,8,0,4,,,,,3,49,64
2036,note_on,,,,,52,0,4,,,,,3,49,0
2044,note_on,,,,,8,0,4,,,,,3,52,64
2149,note_on,,,,,225,0,3,,,,,2,54,0
2164,note_on,,,,,15,0,3,,,,,2,58,64
2269,note_on,,,,,225,0,4,,,,,3,52,0
2284,note_on,,,,,15,0,4,,,,,3,51,64
2336,note_on,,,,,52,0,4,,,,,3,51,0
2344,note_on,,,,,8,0,4,,,,,3,49,64
2389,note_on,,,,,225,0,3,,,,,2,58,0
2396,note_on,,,,,52,0,4,,,,,3,49,0
2404,note_on,,,,,15,0,3,,,,,2,63,64
2404,note_on,,,,,8,0,4,,,,,3,47,64
2456,note_on,,,,,52,0,4,,,,,3,47,0
2464,note_on,,,,,8,0,4,,,,,3,54,64
2516,note_on,,,,,52,0,4,,,,,3,54,0
2524,note_on,,,,,8,0,4,,,,,3,58,64
2629,note_on,,,,,225,0,3,,,,,2,63,0
2644,note_on,,,,,15,0,3,,,,,2,59,64
2749,note_on,,,,,225,0,4,,,,,3,58,0
2764,note_on,,,,,15,0,4,,,,,3,56,64
2816,note_on,,,,,52,0,4,,,,,3,56,0
2824,note_on,,,,,8,0,4,,,,,3,54,64
2869,note_on,,,,,225,0,3,,,,,2,59,0
2876,note_on,,,,,52,0,4,,,,,3,54,0
2884,note_on,,,,,8,0,4,,,,,3,53,64
2884,note_on,,,,,15,0,3,,,,,2,56,64
2936,note_on,,,,,52,0,4,,,,,3,53,0
2944,note_on,,,,,8,0,4,,,,,3,59,64
2996,note_on,,,,,52,0,4,,,,,3,59,0
3004,note_on,,,,,8,0,4,,,,,3,63,64
3109,note_on,,,,,225,0,3,,,,,2,56,0
3124,note_on,,,,,15,0,3,,,,,2,65,64
3229,note_on,,,,,225,0,4,,,,,3,63,0
3244,note_on,,,,,15,0,4,,,,,3,61,64
3296,note_on,,,,,52,0,4,,,,,3,61,0
3304,note_on,,,,,8,0,4,,,,,3,59,64
3349,note_on,,,,,225,0,3,,,,,2,65,0
3356,note_on,,,,,52,0,4,,,,,3,59,0
3364,note_on,,,,,8,0,4,,,,,3,58,64
3364,note_on,,,,,15,0,3,,,,,2,66,64
3469,note_on,,,,,105,0,3,,,,,2,66,0
3469,note_on,,,,,105,0,4,,,,,3,58,0
3484,note_on,,,,,15,0,4,,,,,3,59,64
3484,note_on,,,,,15,0,3,,,,,2,65,64
3536,note_on,,,,,52,0,3,,,,,2,65,0
3544,note_on,,,,,8,0,3,,,,,2,63,64
3589,note_on,,,,,105,0,4,,,,,3,59,0
3596,note_on,,,,,52,0,3,,,,,2,63,0
3604,note_on,,,,,15,0,4,,,,,3,58,64
3604,note_on,,,,,8,0,3,,,,,2,61,64
3709,note_on,,,,,105,0,3,,,,,2,61,0
3709,note_on,,,,,105,0,4,,,,,3,58,0
3724,note_on,,,,,15,0,3,,,,,2,59,64
3724,note_on,,,,,15,0,4,,,,,3,56,64
3829,note_on,,,,,105,0,3,,,,,2,59,0
3829,note_on,,,,,105,0,4,,,,,3,56,0
3844,note_on,,,,,15,0,3,,,,,2,58,64
3844,note_on,,,,,15,0,4,,,,,3,54,64
3896,note_on,,,,,52,0,3,,,,,2,58,0
3904,note_on,,,,,8,0,3,,,,,2,56,64
3949,note_on,,,,,105,0,4,,,,,3,54,0
3956,note_on,,,,,52,0,3,,,,,2,56,0
3964,note_on,,,,,8,0,3,,,,,2,59,64
3964,note_on,,,,,15,0,4,,,,,3,53,64
4016,note_on,,,,,52,0,4,,,,,3,53,0
4024,note_on,,,,,8,0,4,,,,,3,51,64
4076,note_on,,,,,52,0,4,,,,,3,51,0
4084,note_on,,,,,8,0,4,,,,,3,49,64
4136,note_on,,,,,52,0,4,,,,,3,49,0
4144,note_on,,,,,8,0,4,,,,,3,51,64
4189,note_on,,,,,225,0,3,,,,,2,59,0
4196,note_on,,,,,52,0,4,,,,,3,51,0
4204,note_on,,,,,15,0,3,,,,,2,58,64
4204,note_on,,,,,8,0,4,,,,,3,52,64
4256,note_on,,,,,52,0,3,,,,,2,58,0
4264,note_on,,,,,8,0,3,,,,,2,56,64
4316,note_on,,,,,52,0,3,,,,,2,56,0
4324,note_on,,,,,4324,0,2,,,,,1,59,64
4324,note_on,,,,,8,0,3,,,,,2,54,64
4376,note_on,,,,,52,0,3,,,,,2,54,0
4384,note_on,,,,,8,0,3,,,,,2,56,64
4429,note_on,,,,,225,0,4,,,,,3,52,0
4436,note_on,,,,,52,0,3,,,,,2,56,0
4444,note_on,,,,,15,0,4,,,,,3,51,64
4444,note_on,,,,,8,0,3,,,,,2,57,64
4496,note_on,,,,,52,0,4,,,,,3,51,0
4504,note_on,,,,,8,0,4,,,,,3,49,64
4549,note_on,,,,,225,0,2,,,,,1,59,0
4556,note_on,,,,,52,0,4,,,,,3,49,0
4564,note_on,,,,,8,0,4,,,,,3,47,64
4564,note_on,,,,,15,0,2,,,,,1,63,64
4669,note_on,,,,,225,0,3,,,,,2,57,0
4684,note_on,,,,,15,0,3,,,,,2,56,64
4736,note_on,,,,,52,0,3,,,,,2,56,0
4744,note_on,,,,,8,0,3,,,,,2,54,64
4789,note_on,,,,,225,0,2,,,,,1,63,0
4796,note_on,,,,,52,0,3,,,,,2,54,0
4804,note_on,,,,,8,0,3,,,,,2,52,64
4804,note_on,,,,,15,0,2,,,,,1,68,64
4856,note_on,,,,,52,0,3,,,,,2,52,0
4864,note_on,,,,,8,0,3,,,,,2,59,64
4916,note_on,,,,,52,0,3,,,,,2,59,0
4924,note_on,,,,,8,0,3,,,,,2,63,64
4969,note_on,,,,,405,0,4,,,,,3,47,0
4984,note_on,,,,,15,0,4,,,,,3,48,64
5029,note_on,,,,,225,0,2,,,,,1,68,0
5036,note_on,,,,,52,0,4,,,,,3,48,0
5044,note_on,,,,,15,0,2,,,,,1,64,64
5044,note_on,,,,,8,0,4,,,,,3,49,64
5096,note_on,,,,,52,0,4,,,,,3,49,0
5104,note_on,,,,,8,0,4,,,,,3,51,64
5149,note_on,,,,,225,0,3,,,,,2,63,0
5156,note_on,,,,,52,0,4,,,,,3,51,0
5164,note_on,,,,,8,0,4,,,,,3,52,64
5164,note_on,,,,,15,0,3,,,,,2,61,64
5216,note_on,,,,,52,0,4,,,,,3,52,0
5216,note_on,,,,,52,0,3,,,,,2,61,0
5224,note_on,,,,,8,0,3,,,,,2,59,64
5224,note_on,,,,,8,0,4,,,,,3,49,64
5269,note_on,,,,,225,0,2,,,,,1,64,0
5276,note_on,,,,,52,0,4,,,,,3,49,0
5276,note_on,,,,,52,0,3,,,,,2,59,0
5284,note_on,,,,,8,0,4,,,,,3,54,64
5284,note_on,,,,,8,0,3,,,,,2,58,64
5284,note_on,,,,,15,0,2,,,,,1,61,64
5336,note_on,,,,,52,0,3,,,,,2,58,0
5344,note_on,,,,,8,0,3,,,,,2,64,64
5396,note_on,,,,,52,0,3,,,,,2,64,0
5404,note_on,,,,,8,0,3,,,,,2,68,64
5449,note_on,,,,,165,0,4,,,,,3,54,0
5464,note_on,,,,,15,0,4,,,,,3,52,64
5509,note_on,,,,,225,0,2,,,,,1,61,0
5516,note_on,,,,,52,0,4,,,,,3,52,0
5524,note_on,,,,,15,0,2,,,,,1,70,64
5524,note_on,,,,,8,0,4,,,,,3,51,64
5576,note_on,,,,,52,0,4,,,,,3,51,0
5584,note_on,,,,,8,0,4,,,,,3,49,64
5629,note_on,,,,,225,0,3,,,,,2,68,0
5636,note_on,,,,,52,0,4,,,,,3,49,0
5644,note_on,,,,,8,0,4,,,,,3,51,64
5644,note_on,,,,,15,0,3,,,,,2,66,64
5696,note_on,,,,,52,0,3,,,,,2,66,0
5704,note_on,,,,,8,0,3,,,,,2,64,64
5749,note_on,,,,,225,0,2,,,,,1,70,0
5749,note_on,,,,,105,0,4,,,,,3,51,0
5756,note_on,,,,,52,0,3,,,,,2,64,0
5764,note_on,,,,,15,0,2,,,,,1,71,64
5764,note_on,,,,,8,0,3,,,,,2,63,64
5764,note_on,,,,,15,0,4,,,,,3,56,64
5869,note_on,,,,,105,0,3,,,,,2,63,0
5869,note_on,,,,,105,0,2,,,,,1,71,0
5869,note_on,,,,,105,0,4,,,,,3,56,0
5884,note_on,,,,,15,0,3,,,,,2,64,64
5884,note_on,,,,,15,0,2,,,,,1,70,64
5884,note_on,,,,,15,0,4,,,,,3,44,64
5936,note_on,,,,,52,0,2,,,,,1,70,0
5944,note_on,,,,,8,0,2,,,,,1,68,64
5989,note_on,,,,,105,0,3,,,,,2,64,0
5996,note_on,,,,,52,0,2,,,,,1,68,0
6004,note_on,,,,,15,0,3,,,,,2,63,64
6004,note_on,,,,,8,0,2,,,,,1,66,64
6109,note_on,,,,,225,0,4,,,,,3,44,0
6109,note_on,,,,,105,0,2,,,,,1,66,0
6109,note_on,,,,,105,0,3,,,,,2,63,0
6124,note_on,,,,,15,0,4,,,,,3,46,64
6124,note_on,,,,,15,0,3,,,,,2,61,64
6124,note_on,,,,,15,0,2,,,,,1,64,64
6229,note_on,,,,,105,0,3,,,,,2,61,0
6229,note_on,,,,,105,0,4,,,,,3,46,0
6229,note_on,,,,,105,0,2,,,,,1,64,0
6244,note_on,,,,,15,0,4,,,,,3,47,64
6244,note_on,,,,,6244,0,1,,,,,0,66,64
6244,note_on,,,,,15,0,2,,,,,1,63,64
6244,note_on,,,,,15,0,3,,,,,2,59,64
6296,note_on,,,,,52,0,2,,,,,1,63,0
6304,note_on,,,,,8,0,2,,,,,1,61,64
6349,note_on,,,,,105,0,3,,,,,2,59,0
6349,note_on,,,,,105,0,4,,,,,3,47,0
