tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,data,tempo,control,value,channel,program,key,note,velocity
0,time_signature,3,4,96,8,0,1,0,,,,,,,,,
0,control_change,,,,,0,0,1,,,10,87,0,,,,
0,control_change,,,,,0,0,1,,,7,127,0,,,,
0,program_change,,,,,0,0,1,,,,,0,71,,,
0,key_signature,,,,,0,1,1,,,,,,,Cm,,
0,track_name,,,,,0,1,2,,,,,,,,,
0,control_change,,,,,0,0,2,,,0,0,1,,,,
0,control_change,,,,,0,0,2,,,10,45,1,,,,
0,control_change,,,,,0,0,2,,,7,127,1,,,,
0,program_change,,,,,0,0,2,,,,,1,19,,,
0,key_signature,,,,,0,1,2,,,,,,,Eb,,
0,key_signature,,,,,0,1,7,,,,,,,C,,
0,track_name,,,,,0,1,3,,,,,,,,,
0,control_change,,,,,0,0,1,,,0,0,0,,,,
0,control_change,,,,,0,0,3,,,0,0,2,,,,
0,program_change,,,,,0,0,3,,,,,2,70,,,
0,key_signature,,,,,0,1,3,,,,,,,Cm,,
0,track_name,,,,,0,1,4,,,,,,,,,
0,key_signature,,,,,0,1,4,,,,,,,C,,
0,end_of_track,,,,,0,1,4,,,,,,,,,
0,track_name,,,,,0,1,5,,,,,,,,,
0,key_signature,,,,,0,1,5,,,,,,,C,,
0,end_of_track,,,,,0,1,5,,,,,,,,,
0,track_name,,,,,0,1,6,,,,,,,,,
0,key_signature,,,,,0,1,6,,,,,,,C,,
0,end_of_track,,,,,0,1,6,,,,,,,,,
0,track_name,,,,,0,1,7,,,,,,,,,
0,control_change,,,,,0,0,3,,,7,127,2,,,,
0,track_name,,,,,0,1,1,,,,,,,,,
0,end_of_track,,,,,0,1,7,,,,,,,,,
0,sequencer_specific,,,,,0,1,0,"(0, 0, 65)",,,,,,,,
0,set_tempo,,,,,0,1,0,,857142,,,,,,,
768,note_on,,,,,768,0,3,,,,,2,,,36,127
1148,note_off,,,,,380,0,3,,,,,2,,,36,0
1152,note_on,,,,,4,0,3,,,,,2,,,43,127
1916,note_off,,,,,764,0,3,,,,,2,,,43,0
1920,note_on,,,,,4,0,3,,,,,2,,,39,127
2300,note_off,,,,,380,0,3,,,,,2,,,39,0
2304,note_on,,,,,4,0,3,,,,,2,,,41,127
3068,note_off,,,,,764,0,3,,,,,2,,,41,0
3072,note_on,,,,,4,0,3,,,,,2,,,43,127
3452,note_off,,,,,380,0,3,,,,,2,,,43,0
3456,note_on,,,,,4,0,3,,,,,2,,,44,127
4220,note_off,,,,,764,0,3,,,,,2,,,44,0
4224,note_on,,,,,4,0,3,,,,,2,,,41,127
4604,note_off,,,,,380,0,3,,,,,2,,,41,0
4608,note_on,,,,,4,0,3,,,,,2,,,43,127
5372,note_off,,,,,764,0,3,,,,,2,,,43,0
5376,note_on,,,,,4,0,3,,,,,2,,,38,127
5756,note_off,,,,,380,0,3,,,,,2,,,38,0
5760,note_on,,,,,4,0,3,,,,,2,,,39,127
6524,note_off,,,,,764,0,3,,,,,2,,,39,0
6528,note_on,,,,,4,0,3,,,,,2,,,35,127
6908,note_off,,,,,380,0,3,,,,,2,,,35,0
6912,note_on,,,,,4,0,3,,,,,2,,,36,127
7676,note_off,,,,,764,0,3,,,,,2,,,36,0
7680,note_on,,,,,4,0,3,,,,,2,,,29,127
8060,note_off,,,,,380,0,3,,,,,2,,,29,0
8064,note_on,,,,,4,0,3,,,,,2,,,31,127
9212,note_off,,,,,1148,0,3,,,,,2,,,31,0
9216,note_on,,,,,4,0,3,,,,,2,,,24,127
9980,note_off,,,,,764,0,3,,,,,2,,,24,0
9984,note_on,,,,,4,0,3,,,,,2,,,36,127
10176,note_on,,,,,10176,0,1,,,,,0,,,63,107
10176,note_on,,,,,10176,0,2,,,,,1,,,67,109
10176,note_on,,,,,0,0,2,,,,,1,,,72,109
10364,note_off,,,,,380,0,3,,,,,2,,,36,0
10368,note_on,,,,,4,0,3,,,,,2,,,43,127
10556,note_off,,,,,380,0,1,,,,,0,,,63,0
10560,note_on,,,,,4,0,1,,,,,0,,,62,107
10652,note_off,,,,,476,0,2,,,,,1,,,72,0
10656,note_on,,,,,4,0,2,,,,,1,,,74,109
10748,note_off,,,,,92,0,2,,,,,1,,,67,0
10748,note_off,,,,,0,0,2,,,,,1,,,74,0
10752,note_on,,,,,4,0,2,,,,,1,,,67,109
10752,note_on,,,,,0,0,2,,,,,1,,,71,109
11132,note_off,,,,,572,0,1,,,,,0,,,62,0
11132,note_off,,,,,0,0,2,,,,,1,,,71,0
11132,note_off,,,,,380,0,2,,,,,1,,,67,0
