tick,type,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,time,meta,track,tempo,program,channel,note,velocity
0,time_signature,1,8,12,8,0,1,0,,,,,
0,program_change,,,,,0,0,2,,0,1,,
0,track_name,,,,,0,1,2,,,,,
0,track_name,,,,,0,1,3,,,,,
0,note_on,,,,,0,0,1,,,0,74,110
0,program_change,,,,,0,0,1,,0,0,,
0,track_name,,,,,0,1,1,,,,,
0,end_of_track,,,,,0,1,3,,,,,
0,set_tempo,,,,,0,1,0,375000,,,,
96,note_off,,,,,96,0,1,,,0,74,64
120,note_on,,,,,24,0,1,,,0,74,110
120,note_on,,,,,0,0,1,,,0,69,110
120,note_on,,,,,0,0,1,,,0,65,110
120,note_on,,,,,120,0,2,,,1,62,110
120,time_signature,3,2,48,8,120,1,0,,,,,
216,note_off,,,,,96,0,2,,,1,62,64
240,note_on,,,,,24,0,2,,,1,50,110
336,note_off,,,,,96,0,2,,,1,50,64
360,note_on,,,,,24,0,2,,,1,52,110
408,note_off,,,,,288,0,1,,,0,69,64
408,note_off,,,,,0,0,1,,,0,65,64
408,note_off,,,,,0,0,1,,,0,74,64
456,note_off,,,,,96,0,2,,,1,52,64
480,note_on,,,,,24,0,2,,,1,53,110
480,note_on,,,,,72,0,1,,,0,72,110
576,note_off,,,,,96,0,2,,,1,53,64
576,note_off,,,,,96,0,1,,,0,72,64
600,note_on,,,,,24,0,1,,,0,70,110
600,note_on,,,,,24,0,2,,,1,55,110
696,note_off,,,,,96,0,2,,,1,55,64
696,note_off,,,,,96,0,1,,,0,70,64
720,note_on,,,,,24,0,1,,,0,69,110
720,note_on,,,,,24,0,2,,,1,54,110
816,note_off,,,,,96,0,2,,,1,54,64
816,note_off,,,,,96,0,1,,,0,69,64
840,note_on,,,,,24,0,2,,,1,55,110
840,note_on,,,,,24,0,1,,,0,70,110
936,note_off,,,,,96,0,2,,,1,55,64
960,note_on,,,,,24,0,2,,,1,57,110
1032,note_off,,,,,192,0,1,,,0,70,64
1056,note_off,,,,,96,0,2,,,1,57,64
1080,note_on,,,,,48,0,1,,,0,69,110
1080,note_on,,,,,24,0,2,,,1,58,110
1104,note_off,,,,,24,0,1,,,0,69,64
1110,note_on,,,,,6,0,1,,,0,67,110
1134,note_off,,,,,24,0,1,,,0,67,64
1140,note_on,,,,,6,0,1,,,0,69,110
1164,note_off,,,,,24,0,1,,,0,69,64
1170,note_on,,,,,6,0,1,,,0,67,110
1176,note_off,,,,,96,0,2,,,1,58,64
1200,note_on,,,,,24,0,2,,,1,55,110
1296,note_off,,,,,96,0,2,,,1,55,64
1320,note_on,,,,,24,0,2,,,1,57,110
1392,note_off,,,,,222,0,1,,,0,67,64
1416,note_off,,,,,96,0,2,,,1,57,64
1440,note_on,,,,,48,0,1,,,0,67,110
1440,note_on,,,,,24,0,2,,,1,58,110
1536,note_off,,,,,96,0,2,,,1,58,64
1536,note_off,,,,,96,0,1,,,0,67,64
1560,note_on,,,,,24,0,2,,,1,49,110
1560,note_on,,,,,24,0,1,,,0,76,110
1656,note_off,,,,,96,0,2,,,1,49,64
1680,note_on,,,,,24,0,2,,,1,57,110
1776,note_off,,,,,96,0,2,,,1,57,64
1800,note_on,,,,,24,0,2,,,1,53,110
1848,note_off,,,,,288,0,1,,,0,76,64
1896,note_off,,,,,96,0,2,,,1,53,64
1920,note_on,,,,,24,0,2,,,1,50,110
1920,note_on,,,,,72,0,1,,,0,77,110
2016,note_off,,,,,96,0,1,,,0,77,64
2016,note_off,,,,,96,0,2,,,1,50,64
2040,note_on,,,,,24,0,2,,,1,55,110
2040,note_on,,,,,24,0,1,,,0,77,110
2136,note_off,,,,,96,0,1,,,0,77,64
2160,note_on,,,,,24,0,1,,,0,76,110
2232,note_off,,,,,192,0,2,,,1,55,64
2256,note_off,,,,,96,0,1,,,0,76,64
2280,note_on,,,,,24,0,1,,,0,74,110
2280,note_on,,,,,48,0,2,,,1,43,110
2376,note_off,,,,,96,0,2,,,1,43,64
2376,note_off,,,,,96,0,1,,,0,74,64
2400,note_on,,,,,24,0,2,,,1,45,110
2400,note_on,,,,,24,0,1,,,0,73,110
2496,note_off,,,,,96,0,1,,,0,73,64
2496,note_off,,,,,96,0,2,,,1,45,64
2520,note_on,,,,,24,0,1,,,0,74,110
2520,note_on,,,,,24,0,2,,,1,46,110
2616,note_off,,,,,96,0,2,,,1,46,64
2640,note_on,,,,,24,0,2,,,1,45,110
2736,note_off,,,,,96,0,2,,,1,45,64
2760,note_on,,,,,24,0,2,,,1,46,110
2808,note_off,,,,,288,0,1,,,0,74,64
2856,note_off,,,,,96,0,2,,,1,46,64
2880,note_on,,,,,24,0,2,,,1,43,110
2880,note_on,,,,,72,0,1,,,0,76,110
2976,note_off,,,,,96,0,2,,,1,43,64
2976,note_off,,,,,96,0,1,,,0,76,64
3000,note_on,,,,,24,0,2,,,1,45,110
3000,note_on,,,,,24,0,1,,,0,73,110
3096,note_off,,,,,96,0,2,,,1,45,64
3120,note_on,,,,,24,0,2,,,1,57,110
3192,note_off,,,,,192,0,1,,,0,73,64
3216,note_off,,,,,96,0,2,,,1,57,64
3240,note_on,,,,,48,0,1,,,0,71,110
3240,note_on,,,,,24,0,2,,,1,55,110
3336,note_off,,,,,96,0,2,,,1,55,64
