tick,type,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,key,tempo,control,value,channel,program,note,velocity
0,track_name,0,1,0,,,,,,,,,,,,
0,note_on,0,0,2,,,,,,,,,1,,55,100
0,program_change,0,0,2,,,,,,,,,1,6,,
0,control_change,0,0,2,,,,,,,10,83,1,,,
0,control_change,0,0,2,,,,,,,7,105,1,,,
0,control_change,0,0,2,,,,,,,32,0,1,,,
0,control_change,0,0,2,,,,,,,0,0,1,,,
0,note_on,0,0,1,,,,,,,,,0,,67,100
0,program_change,0,0,1,,,,,,,,,0,6,,
0,control_change,0,0,1,,,,,,,10,45,0,,,
0,control_change,0,0,1,,,,,,,7,105,0,,,
0,control_change,0,0,1,,,,,,,32,0,0,,,
0,control_change,0,0,1,,,,,,,0,0,0,,,
0,end_of_track,0,1,3,,,,,,,,,,,,
0,set_tempo,0,1,0,,,,,,600000,,,,,,
0,track_name,0,1,0,,,,,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
0,key_signature,0,1,0,,,,,Bb,,,,,,,
0,time_signature,0,1,0,3,4,24,8,,,,,,,,
0,text,0,1,0,,,,,,,,,,,,
29,note_on,29,0,1,,,,,,,,,0,,67,0
29,note_on,29,0,2,,,,,,,,,1,,55,0
30,note_on,1,0,2,,,,,,,,,1,,57,100
30,note_on,1,0,1,,,,,,,,,0,,69,100
59,note_on,29,0,2,,,,,,,,,1,,57,0
59,note_on,29,0,1,,,,,,,,,0,,69,0
60,note_on,1,0,2,,,,,,,,,1,,58,100
60,note_on,1,0,1,,,,,,,,,0,,70,100
119,note_on,59,0,1,,,,,,,,,0,,70,0
119,note_on,59,0,2,,,,,,,,,1,,58,0
120,note_on,1,0,1,,,,,,,,,0,,69,100
120,note_on,1,0,2,,,,,,,,,1,,57,100
149,note_on,29,0,1,,,,,,,,,0,,69,0
149,note_on,29,0,2,,,,,,,,,1,,57,0
150,note_on,1,0,2,,,,,,,,,1,,54,100
150,note_on,1,0,1,,,,,,,,,0,,66,100
179,note_on,29,0,1,,,,,,,,,0,,66,0
179,note_on,29,0,2,,,,,,,,,1,,54,0
180,note_on,1,0,1,,,,,,,,,0,,67,100
180,note_on,1,0,2,,,,,,,,,1,,55,100
239,note_on,59,0,1,,,,,,,,,0,,67,0
239,note_on,59,0,2,,,,,,,,,1,,55,0
240,note_on,1,0,2,,,,,,,,,1,,51,100
240,note_on,1,0,1,,,,,,,,,0,,63,100
359,note_on,119,0,2,,,,,,,,,1,,51,0
359,note_on,119,0,1,,,,,,,,,0,,63,0
360,set_tempo,360,1,0,,,,,,600000,,,,,,
360,note_on,1,0,2,,,,,,,,,1,,55,100
360,note_on,1,0,1,,,,,,,,,0,,67,100
389,note_on,29,0,2,,,,,,,,,1,,55,0
389,note_on,29,0,1,,,,,,,,,0,,67,0
390,note_on,1,0,1,,,,,,,,,0,,69,100
390,note_on,1,0,2,,,,,,,,,1,,57,100
419,note_on,29,0,2,,,,,,,,,1,,57,0
419,note_on,29,0,1,,,,,,,,,0,,69,0
420,note_on,1,0,1,,,,,,,,,0,,70,100
420,note_on,1,0,2,,,,,,,,,1,,58,100
479,note_on,59,0,2,,,,,,,,,1,,58,0
479,note_on,59,0,1,,,,,,,,,0,,70,0
480,note_on,1,0,1,,,,,,,,,0,,69,100
480,note_on,1,0,2,,,,,,,,,1,,57,100
509,note_on,29,0,2,,,,,,,,,1,,57,0
509,note_on,29,0,1,,,,,,,,,0,,69,0
510,note_on,1,0,1,,,,,,,,,0,,66,100
510,note_on,1,0,2,,,,,,,,,1,,54,100
539,note_on,29,0,1,,,,,,,,,0,,66,0
539,note_on,29,0,2,,,,,,,,,1,,54,0
540,note_on,1,0,2,,,,,,,,,1,,55,100
540,note_on,1,0,1,,,,,,,,,0,,67,100
599,note_on,59,0,2,,,,,,,,,1,,55,0
599,note_on,59,0,1,,,,,,,,,0,,67,0
600,note_on,1,0,1,,,,,,,,,0,,62,100
600,note_on,1,0,2,,,,,,,,,1,,50,100
