tick,type,tempo,time,meta,track,numerator,denominator,clocks_per_click,notated_32nd_notes_per_beat,program,channel,note,velocity
0,set_tempo,869560,0,1,0,,,,,,,,
0,program_change,,0,0,1,,,,,19,0,,
0,track_name,,0,1,1,,,,,,,,
0,note_on,,0,0,3,,,,,,0,43,102
0,track_name,,0,1,3,,,,,,,,
0,note_on,,0,0,2,,,,,,0,55,92
0,note_on,,0,0,2,,,,,,0,62,92
0,track_name,,0,1,2,,,,,,,,
0,note_on,,0,0,2,,,,,,0,58,92
0,time_signature,,0,1,0,6,4,24,8,,,,
384,note_on,,384,0,1,,,,,,0,67,92
768,note_on,,0,0,1,,,,,,0,70,92
768,note_off,,384,0,1,,,,,,0,67,64
1152,note_off,,384,0,1,,,,,,0,70,64
1152,note_on,,0,0,1,,,,,,0,74,92
1536,note_off,,384,0,1,,,,,,0,74,64
1536,note_on,,0,0,1,,,,,,0,70,92
1920,note_off,,384,0,1,,,,,,0,70,64
1920,note_on,,0,0,1,,,,,,0,67,92
2304,note_off,,2304,0,3,,,,,,0,43,64
2304,note_on,,0,0,3,,,,,,0,48,102
2304,note_off,,0,0,2,,,,,,0,58,64
2304,note_off,,0,0,2,,,,,,0,62,64
2304,note_off,,2304,0,2,,,,,,0,55,64
2304,note_on,,384,0,1,,,,,,0,75,92
2304,note_on,,0,0,1,,,,,,0,72,92
2688,note_on,,384,0,2,,,,,,0,48,92
3072,note_off,,384,0,2,,,,,,0,48,64
3072,note_on,,0,0,2,,,,,,0,51,92
3456,note_off,,384,0,2,,,,,,0,51,64
3456,note_on,,0,0,2,,,,,,0,55,92
3840,note_on,,0,0,2,,,,,,0,60,92
3840,note_off,,384,0,2,,,,,,0,55,64
4224,note_off,,384,0,2,,,,,,0,60,64
4224,note_on,,0,0,2,,,,,,0,48,92
4608,note_on,,0,0,2,,,,,,0,53,92
4608,note_off,,2304,0,1,,,,,,0,72,64
4608,note_on,,0,0,3,,,,,,0,41,102
4608,note_off,,2304,0,3,,,,,,0,48,64
4608,note_off,,0,0,1,,,,,,0,67,64
4608,note_off,,384,0,2,,,,,,0,48,64
4608,note_on,,0,0,2,,,,,,0,60,92
4608,note_off,,0,0,1,,,,,,0,75,64
4608,note_on,,0,0,2,,,,,,0,57,92
4992,note_on,,384,0,1,,,,,,0,67,92
5376,note_off,,384,0,1,,,,,,0,67,64
5376,note_on,,0,0,1,,,,,,0,69,92
5760,note_on,,0,0,1,,,,,,0,72,92
5760,note_off,,384,0,1,,,,,,0,69,64
6144,note_on,,0,0,1,,,,,,0,69,92
6144,note_off,,384,0,1,,,,,,0,72,64
6528,note_on,,0,0,1,,,,,,0,65,92
6528,note_off,,384,0,1,,,,,,0,69,64
6912,note_on,,0,0,3,,,,,,0,46,102
6912,note_off,,2304,0,3,,,,,,0,41,64
6912,note_off,,2304,0,2,,,,,,0,53,64
6912,note_off,,0,0,2,,,,,,0,57,64
6912,note_off,,0,0,2,,,,,,0,60,64
6912,note_on,,384,0,1,,,,,,0,74,92
6912,note_on,,0,0,1,,,,,,0,70,92
7296,note_on,,384,0,2,,,,,,0,46,92
7680,note_on,,0,0,2,,,,,,0,50,92
7680,note_off,,384,0,2,,,,,,0,46,64
8064,note_off,,384,0,2,,,,,,0,50,64
8064,note_on,,0,0,2,,,,,,0,53,92
8448,note_off,,384,0,2,,,,,,0,53,64
8448,note_on,,0,0,2,,,,,,0,58,92
8832,note_off,,384,0,2,,,,,,0,58,64
8832,note_on,,0,0,2,,,,,,0,46,92
9216,note_on,,0,0,2,,,,,,0,55,92
9216,note_on,,0,0,3,,,,,,0,51,102
9216,note_off,,2304,0,3,,,,,,0,46,64
9216,note_off,,2304,0,1,,,,,,0,70,64
9216,note_off,,0,0,1,,,,,,0,65,64
9216,note_off,,384,0,2,,,,,,0,46,64
9216,note_on,,0,0,2,,,,,,0,58,92
9600,note_off,,384,0,1,,,,,,0,74,64
9600,note_on,,0,0,1,,,,,,0,74,92
9984,note_off,,384,0,1,,,,,,0,74,64
9984,note_on,,0,0,1,,,,,,0,72,92
10368,note_off,,384,0,1,,,,,,0,72,64
10368,note_on,,0,0,1,,,,,,0,70,92
